Date,ZEELEARN
2016-01-01,39.3
2016-01-04,37.85
2016-01-05,38.25
2016-01-06,37.85
2016-01-07,36.6
2016-01-08,36.65
2016-01-11,35.65
2016-01-12,36.15
2016-01-13,34.5
2016-01-14,34.65
2016-01-15,34.3
2016-01-18,32.9
2016-01-19,38.0
2016-01-20,36.25
2016-01-21,36.1
2016-01-22,35.8
2016-01-25,35.9
2016-01-27,35.95
2016-01-28,35.9
2016-01-29,36.0
2016-02-01,35.9
2016-02-02,37.3
2016-02-03,35.3
2016-02-04,35.55
2016-02-05,35.9
2016-02-08,35.6
2016-02-09,35.45
2016-02-10,34.5
2016-02-11,32.95
2016-02-12,32.55
2016-02-15,33.05
2016-02-16,31.85
2016-02-17,31.15
2016-02-18,30.65
2016-02-19,30.7
2016-02-22,30.85
2016-02-23,30.5
2016-02-24,29.8
2016-02-25,30.3
2016-02-26,32.2
2016-02-29,31.3
2016-03-01,31.65
2016-03-02,31.5
2016-03-03,31.85
2016-03-04,31.3
2016-03-08,31.5
2016-03-09,31.35
2016-03-10,31.45
2016-03-11,30.9
2016-03-14,31.15
2016-03-15,30.7
2016-03-16,30.9
2016-03-17,31.1
2016-03-18,30.85
2016-03-21,31.0
2016-03-22,31.3
2016-03-23,30.95
2016-03-28,30.6
2016-03-29,30.15
2016-03-30,30.65
2016-03-31,30.75
2016-04-01,31.6
2016-04-04,31.1
2016-04-05,30.8
2016-04-06,30.85
2016-04-07,30.9
2016-04-08,30.8
2016-04-11,31.0
2016-04-12,30.75
2016-04-13,30.5
2016-04-18,29.7
2016-04-20,30.7
2016-04-21,30.1
2016-04-22,29.95
2016-04-25,29.7
2016-04-26,30.0
2016-04-27,29.95
2016-04-28,29.7
2016-04-29,29.25
2016-05-02,28.9
2016-05-03,29.1
2016-05-04,28.65
2016-05-05,28.5
2016-05-06,27.75
2016-05-09,27.75
2016-05-10,27.05
2016-05-11,27.15
2016-05-12,27.6
2016-05-13,27.95
2016-05-16,32.4
2016-05-17,30.3
2016-05-18,29.3
2016-05-19,28.95
2016-05-20,28.3
2016-05-23,28.9
2016-05-24,28.05
2016-05-25,28.0
2016-05-26,28.1
2016-05-27,27.95
2016-05-30,28.55
2016-05-31,28.55
2016-06-01,28.9
2016-06-02,29.1
2016-06-03,27.95
2016-06-06,27.7
2016-06-07,28.15
2016-06-08,28.1
2016-06-09,28.25
2016-06-10,28.35
2016-06-13,28.0
2016-06-14,28.4
2016-06-15,28.35
2016-06-16,28.1
2016-06-17,28.2
2016-06-20,28.2
2016-06-21,28.2
2016-06-22,27.85
2016-06-23,27.85
2016-06-24,27.15
2016-06-27,27.0
2016-06-28,27.45
2016-06-29,27.3
2016-06-30,27.8
2016-07-01,28.6
2016-07-04,29.3
2016-07-05,29.05
2016-07-07,29.75
2016-07-08,32.35
2016-07-11,31.25
2016-07-12,30.6
2016-07-13,30.4
2016-07-14,31.5
2016-07-15,30.8
2016-07-18,30.6
2016-07-19,30.3
2016-07-20,31.3
2016-07-21,30.8
2016-07-22,31.4
2016-07-25,31.35
2016-07-26,30.75
2016-07-27,30.4
2016-07-28,31.2
2016-07-29,30.95
2016-08-01,30.55
2016-08-02,30.55
2016-08-03,30.2
2016-08-04,30.0
2016-08-05,29.95
2016-08-08,31.3
2016-08-09,30.9
2016-08-10,30.25
2016-08-11,30.25
2016-08-12,30.3
2016-08-16,30.1
2016-08-17,33.65
2016-08-18,37.4
2016-08-19,38.1
2016-08-22,35.75
2016-08-23,36.0
2016-08-24,36.0
2016-08-25,35.8
2016-08-26,34.75
2016-08-29,36.25
2016-08-30,36.15
2016-08-31,36.5
2016-09-01,37.0
2016-09-02,36.45
2016-09-06,36.5
2016-09-07,36.45
2016-09-08,36.95
2016-09-09,37.15
2016-09-12,36.0
2016-09-14,36.9
2016-09-15,37.7
2016-09-16,38.65
2016-09-19,38.25
2016-09-20,37.75
2016-09-21,37.9
2016-09-22,37.25
2016-09-23,36.55
2016-09-26,36.4
2016-09-27,36.8
2016-09-28,36.7
2016-09-29,34.15
2016-09-30,35.2
2016-10-03,36.1
2016-10-04,36.35
2016-10-05,37.15
2016-10-06,37.25
2016-10-07,36.8
2016-10-10,36.55
2016-10-13,35.4
2016-10-14,35.6
2016-10-17,35.4
2016-10-18,36.4
2016-10-19,37.5
2016-10-20,37.3
2016-10-21,38.4
2016-10-24,38.6
2016-10-25,38.6
2016-10-26,38.1
2016-10-27,38.15
2016-10-28,39.5
2016-10-30,40.2
2016-11-01,39.5
2016-11-02,38.4
2016-11-03,38.15
2016-11-04,37.05
2016-11-07,37.7
2016-11-08,38.05
2016-11-09,38.2
2016-11-10,38.8
2016-11-11,37.6
2016-11-15,35.4
2016-11-16,35.8
2016-11-17,35.35
2016-11-18,35.05
2016-11-21,33.25
2016-11-22,33.2
2016-11-23,34.55
2016-11-24,35.3
2016-11-25,36.4
2016-11-28,38.3
2016-11-29,41.05
2016-11-30,41.4
2016-12-01,41.7
2016-12-02,41.55
2016-12-05,41.35
2016-12-06,41.55
2016-12-07,41.7
2016-12-08,41.7
2016-12-09,41.25
2016-12-12,40.4
2016-12-13,40.2
2016-12-14,40.2
2016-12-15,40.0
2016-12-16,40.1
2016-12-19,38.4
2016-12-20,39.3
2016-12-21,39.25
2016-12-22,38.5
2016-12-23,39.25
2016-12-26,38.25
2016-12-27,37.95
2016-12-28,38.3
2016-12-29,38.45
2016-12-30,39.05
