Date,SRF
2016-01-01,1263.1
2016-01-04,1247.1
2016-01-05,1282.2
2016-01-06,1347.8
2016-01-07,1305.3
2016-01-08,1317.65
2016-01-11,1295.45
2016-01-12,1302.55
2016-01-13,1261.65
2016-01-14,1235.0
2016-01-15,1213.2
2016-01-18,1142.2
2016-01-19,1134.75
2016-01-20,1104.65
2016-01-21,1115.1
2016-01-22,1135.1
2016-01-25,1128.05
2016-01-27,1111.15
2016-01-28,1136.4
2016-01-29,1166.55
2016-02-01,1164.35
2016-02-02,1150.05
2016-02-03,1100.6
2016-02-04,1090.7
2016-02-05,1138.95
2016-02-08,1135.9
2016-02-09,1159.0
2016-02-10,1157.75
2016-02-11,1124.3
2016-02-12,1094.3
2016-02-15,1143.55
2016-02-16,1084.85
2016-02-17,1099.65
2016-02-18,1093.15
2016-02-19,1107.95
2016-02-22,1091.9
2016-02-23,1078.95
2016-02-24,1050.8
2016-02-25,1036.25
2016-02-26,1050.75
2016-02-29,1056.5
2016-03-01,1101.2
2016-03-02,1105.1
2016-03-03,1148.05
2016-03-04,1207.5
2016-03-08,1182.7
2016-03-09,1196.35
2016-03-10,1181.25
2016-03-11,1179.25
2016-03-14,1193.2
2016-03-15,1202.65
2016-03-16,1201.7
2016-03-17,1193.65
2016-03-18,1208.65
2016-03-21,1225.55
2016-03-22,1226.95
2016-03-23,1249.9
2016-03-28,1267.95
2016-03-29,1274.2
2016-03-30,1304.15
2016-03-31,1308.45
2016-04-01,1279.4
2016-04-04,1278.5
2016-04-05,1231.65
2016-04-06,1286.8
2016-04-07,1260.2
2016-04-08,1279.25
2016-04-11,1294.4
2016-04-12,1301.95
2016-04-13,1374.3
2016-04-18,1386.35
2016-04-20,1397.55
2016-04-21,1358.8
2016-04-22,1354.8
2016-04-25,1347.5
2016-04-26,1349.05
2016-04-27,1355.75
2016-04-28,1342.55
2016-04-29,1364.65
2016-05-02,1359.05
2016-05-03,1342.05
2016-05-04,1336.45
2016-05-05,1383.65
2016-05-06,1363.75
2016-05-09,1416.85
2016-05-10,1412.5
2016-05-11,1437.75
2016-05-12,1387.2
2016-05-13,1261.2
2016-05-16,1260.15
2016-05-17,1264.45
2016-05-18,1264.4
2016-05-19,1232.35
2016-05-20,1200.85
2016-05-23,1185.2
2016-05-24,1205.8
2016-05-25,1235.0
2016-05-26,1235.65
2016-05-27,1260.55
2016-05-30,1302.65
2016-05-31,1297.1
2016-06-01,1287.85
2016-06-02,1285.9
2016-06-03,1254.85
2016-06-06,1263.85
2016-06-07,1264.75
2016-06-08,1257.0
2016-06-09,1268.8
2016-06-10,1250.25
2016-06-13,1299.4
2016-06-14,1262.3
2016-06-15,1284.35
2016-06-16,1263.35
2016-06-17,1256.05
2016-06-20,1268.7
2016-06-21,1261.9
2016-06-22,1253.7
2016-06-23,1251.0
2016-06-24,1252.95
2016-06-27,1266.6
2016-06-28,1280.65
2016-06-29,1294.55
2016-06-30,1312.85
2016-07-01,1314.35
2016-07-04,1319.8
2016-07-05,1310.45
2016-07-07,1325.1
2016-07-08,1309.75
2016-07-11,1316.5
2016-07-12,1353.4
2016-07-13,1339.25
2016-07-14,1374.1
2016-07-15,1337.35
2016-07-18,1339.75
2016-07-19,1333.45
2016-07-20,1350.85
2016-07-21,1364.7
2016-07-22,1392.9
2016-07-25,1390.6
2016-07-26,1391.05
2016-07-27,1411.65
2016-07-28,1426.05
2016-07-29,1465.8
2016-08-01,1512.85
2016-08-02,1494.0
2016-08-03,1475.85
2016-08-04,1503.3
2016-08-05,1531.85
2016-08-08,1539.05
2016-08-09,1580.9
2016-08-10,1561.55
2016-08-11,1558.75
2016-08-12,1583.8
2016-08-16,1583.3
2016-08-17,1611.15
2016-08-18,1620.85
2016-08-19,1612.8
2016-08-22,1623.8
2016-08-23,1659.3
2016-08-24,1681.35
2016-08-25,1679.2
2016-08-26,1674.65
2016-08-29,1670.65
2016-08-30,1686.55
2016-08-31,1721.5
2016-09-01,1713.65
2016-09-02,1705.0
2016-09-06,1717.5
2016-09-07,1734.0
2016-09-08,1730.4
2016-09-09,1718.25
2016-09-12,1625.25
2016-09-14,1653.0
2016-09-15,1640.3
2016-09-16,1624.9
2016-09-19,1636.2
2016-09-20,1626.45
2016-09-21,1609.4
2016-09-22,1624.2
2016-09-23,1787.85
2016-09-26,1787.6
2016-09-27,1766.5
2016-09-28,1795.55
2016-09-29,1752.8
2016-09-30,1777.7
2016-10-03,1908.4
2016-10-04,1866.9
2016-10-05,1924.45
2016-10-06,1890.45
2016-10-07,1893.9
2016-10-10,1896.3
2016-10-13,1876.2
2016-10-14,1870.1
2016-10-17,1839.75
2016-10-18,1870.5
2016-10-19,1870.05
2016-10-20,1924.85
2016-10-21,1913.6
2016-10-24,1882.9
2016-10-25,1875.2
2016-10-26,1847.75
2016-10-27,1809.75
2016-10-28,1820.95
2016-10-30,1826.5
2016-11-01,1813.6
2016-11-02,1735.25
2016-11-03,1738.15
2016-11-04,1703.4
2016-11-07,1719.0
2016-11-08,1743.9
2016-11-09,1706.5
2016-11-10,1751.2
2016-11-11,1690.55
2016-11-15,1616.0
2016-11-16,1524.8
2016-11-17,1463.05
2016-11-18,1426.15
2016-11-21,1435.05
2016-11-22,1437.6
2016-11-23,1464.5
2016-11-24,1452.0
2016-11-25,1529.95
2016-11-28,1528.45
2016-11-29,1543.15
2016-11-30,1574.95
2016-12-01,1582.75
2016-12-02,1528.5
2016-12-05,1535.05
2016-12-06,1525.1
2016-12-07,1513.9
2016-12-08,1540.2
2016-12-09,1534.7
2016-12-12,1518.35
2016-12-13,1524.5
2016-12-14,1526.1
2016-12-15,1509.25
2016-12-16,1507.45
2016-12-19,1508.4
2016-12-20,1480.9
2016-12-21,1484.6
2016-12-22,1484.9
2016-12-23,1493.95
2016-12-26,1459.35
2016-12-27,1511.0
2016-12-28,1502.75
2016-12-29,1528.45
2016-12-30,1546.45
