Date,DLF
2016-01-01,121.55
2016-01-04,118.4
2016-01-05,118.4
2016-01-06,114.75
2016-01-07,106.8
2016-01-08,112.2
2016-01-11,112.2
2016-01-12,109.5
2016-01-13,110.1
2016-01-14,105.85
2016-01-15,99.65
2016-01-18,96.05
2016-01-19,96.15
2016-01-20,92.25
2016-01-21,91.65
2016-01-22,94.55
2016-01-25,93.5
2016-01-27,95.65
2016-01-28,94.45
2016-01-29,96.35
2016-02-01,96.75
2016-02-02,93.35
2016-02-03,93.35
2016-02-04,94.65
2016-02-05,95.85
2016-02-08,96.6
2016-02-09,95.5
2016-02-10,90.4
2016-02-11,81.3
2016-02-12,80.8
2016-02-15,89.65
2016-02-16,85.7
2016-02-17,88.45
2016-02-18,86.6
2016-02-19,88.05
2016-02-22,89.0
2016-02-23,85.0
2016-02-24,85.0
2016-02-25,83.4
2016-02-26,87.25
2016-02-29,88.95
2016-03-01,98.1
2016-03-02,107.8
2016-03-03,106.45
2016-03-04,107.9
2016-03-08,106.85
2016-03-09,107.35
2016-03-10,105.95
2016-03-11,106.45
2016-03-14,105.4
2016-03-15,105.6
2016-03-16,106.55
2016-03-17,105.1
2016-03-18,107.4
2016-03-21,109.15
2016-03-22,114.85
2016-03-23,115.5
2016-03-28,106.5
2016-03-29,106.7
2016-03-30,115.0
2016-03-31,114.75
2016-04-01,120.9
2016-04-04,118.75
2016-04-05,113.4
2016-04-06,114.45
2016-04-07,113.55
2016-04-08,118.4
2016-04-11,120.7
2016-04-12,119.45
2016-04-13,121.85
2016-04-18,125.05
2016-04-20,124.1
2016-04-21,123.2
2016-04-22,122.55
2016-04-25,120.1
2016-04-26,124.2
2016-04-27,123.3
2016-04-28,125.5
2016-04-29,129.5
2016-05-02,128.65
2016-05-03,127.05
2016-05-04,120.45
2016-05-05,124.45
2016-05-06,125.6
2016-05-09,128.1
2016-05-10,127.75
2016-05-11,125.85
2016-05-12,127.75
2016-05-13,121.9
2016-05-16,124.35
2016-05-17,124.1
2016-05-18,127.45
2016-05-19,124.05
2016-05-20,122.7
2016-05-23,121.25
2016-05-24,120.0
2016-05-25,122.65
2016-05-26,128.0
2016-05-27,128.95
2016-05-30,126.5
2016-05-31,129.9
2016-06-01,133.1
2016-06-02,133.65
2016-06-03,131.95
2016-06-06,132.4
2016-06-07,135.3
2016-06-08,136.7
2016-06-09,136.15
2016-06-10,134.1
2016-06-13,130.4
2016-06-14,132.55
2016-06-15,132.7
2016-06-16,130.9
2016-06-17,134.45
2016-06-20,138.5
2016-06-21,137.8
2016-06-22,140.25
2016-06-23,138.1
2016-06-24,133.45
2016-06-27,134.75
2016-06-28,133.4
2016-06-29,143.65
2016-06-30,149.95
2016-07-01,151.45
2016-07-04,158.9
2016-07-05,156.7
2016-07-07,155.1
2016-07-08,154.6
2016-07-11,158.2
2016-07-12,161.0
2016-07-13,157.1
2016-07-14,156.5
2016-07-15,156.95
2016-07-18,154.3
2016-07-19,152.1
2016-07-20,157.7
2016-07-21,154.5
2016-07-22,158.35
2016-07-25,163.9
2016-07-26,161.0
2016-07-27,160.25
2016-07-28,161.85
2016-07-29,161.3
2016-08-01,161.5
2016-08-02,158.1
2016-08-03,154.65
2016-08-04,162.15
2016-08-05,164.5
2016-08-08,165.55
2016-08-09,167.35
2016-08-10,166.95
2016-08-11,161.9
2016-08-12,162.6
2016-08-16,165.2
2016-08-17,165.75
2016-08-18,167.35
2016-08-19,167.75
2016-08-22,164.6
2016-08-23,162.9
2016-08-24,164.2
2016-08-25,161.55
2016-08-26,159.7
2016-08-29,158.3
2016-08-30,162.15
2016-08-31,154.85
2016-09-01,148.75
2016-09-02,150.0
2016-09-06,150.5
2016-09-07,151.85
2016-09-08,156.7
2016-09-09,158.0
2016-09-12,145.4
2016-09-14,144.45
2016-09-15,144.5
2016-09-16,146.3
2016-09-19,152.0
2016-09-20,147.55
2016-09-21,148.15
2016-09-22,153.75
2016-09-23,155.9
2016-09-26,152.95
2016-09-27,153.4
2016-09-28,156.0
2016-09-29,140.05
2016-09-30,146.15
2016-10-03,152.85
2016-10-04,153.4
2016-10-05,158.9
2016-10-06,155.15
2016-10-07,155.95
2016-10-10,154.0
2016-10-13,147.75
2016-10-14,150.2
2016-10-17,146.75
2016-10-18,151.6
2016-10-19,150.4
2016-10-20,153.9
2016-10-21,156.15
2016-10-24,155.15
2016-10-25,154.1
2016-10-26,152.05
2016-10-27,148.55
2016-10-28,150.5
2016-10-30,150.25
2016-11-01,149.55
2016-11-02,144.85
2016-11-03,143.2
2016-11-04,139.3
2016-11-07,144.05
2016-11-08,143.35
2016-11-09,118.6
2016-11-10,125.5
2016-11-11,116.45
2016-11-15,114.4
2016-11-16,108.55
2016-11-17,112.1
2016-11-18,116.4
2016-11-21,108.6
2016-11-22,111.4
2016-11-23,117.1
2016-11-24,113.05
2016-11-25,112.3
2016-11-28,113.2
2016-11-29,114.9
2016-11-30,115.0
2016-12-01,112.25
2016-12-02,109.85
2016-12-05,113.6
2016-12-06,116.0
2016-12-07,111.95
2016-12-08,113.1
2016-12-09,114.9
2016-12-12,113.3
2016-12-13,112.1
2016-12-14,112.45
2016-12-15,112.7
2016-12-16,111.85
2016-12-19,111.8
2016-12-20,113.05
2016-12-21,117.45
2016-12-22,115.2
2016-12-23,113.75
2016-12-26,105.15
2016-12-27,108.25
2016-12-28,107.5
2016-12-29,110.4
2016-12-30,111.4
