Date,IPCALAB
2016-01-01,742.3
2016-01-04,731.95
2016-01-05,712.35
2016-01-06,715.5
2016-01-07,690.75
2016-01-08,681.75
2016-01-11,673.95
2016-01-12,652.95
2016-01-13,650.5
2016-01-14,646.45
2016-01-15,615.35
2016-01-18,619.05
2016-01-19,646.6
2016-01-20,636.5
2016-01-21,626.2
2016-01-22,641.4
2016-01-25,656.2
2016-01-27,652.85
2016-01-28,647.2
2016-01-29,668.95
2016-02-01,655.15
2016-02-02,654.3
2016-02-03,639.7
2016-02-04,630.5
2016-02-05,620.55
2016-02-08,647.5
2016-02-09,652.3
2016-02-10,624.9
2016-02-11,605.05
2016-02-12,578.35
2016-02-15,618.9
2016-02-16,605.25
2016-02-17,610.7
2016-02-18,633.95
2016-02-19,644.35
2016-02-22,634.7
2016-02-23,620.6
2016-02-24,609.25
2016-02-25,586.7
2016-02-26,571.3
2016-02-29,564.75
2016-03-01,566.9
2016-03-02,589.0
2016-03-03,571.65
2016-03-04,577.5
2016-03-08,563.15
2016-03-09,547.4
2016-03-10,551.45
2016-03-11,541.2
2016-03-14,542.6
2016-03-15,535.65
2016-03-16,533.35
2016-03-17,530.5
2016-03-18,558.7
2016-03-21,561.1
2016-03-22,570.3
2016-03-23,599.4
2016-03-28,606.95
2016-03-29,588.95
2016-03-30,589.05
2016-03-31,582.15
2016-04-01,571.7
2016-04-04,569.9
2016-04-05,555.4
2016-04-06,545.3
2016-04-07,558.45
2016-04-08,501.2
2016-04-11,489.2
2016-04-12,482.5
2016-04-13,493.1
2016-04-18,489.0
2016-04-20,490.75
2016-04-21,495.2
2016-04-22,499.85
2016-04-25,497.7
2016-04-26,495.4
2016-04-27,496.0
2016-04-28,492.35
2016-04-29,497.75
2016-05-02,494.25
2016-05-03,495.55
2016-05-04,485.95
2016-05-05,485.45
2016-05-06,475.55
2016-05-09,475.3
2016-05-10,471.0
2016-05-11,468.75
2016-05-12,468.3
2016-05-13,468.0
2016-05-16,452.1
2016-05-17,450.0
2016-05-18,453.1
2016-05-19,447.15
2016-05-20,449.65
2016-05-23,446.45
2016-05-24,441.05
2016-05-25,443.05
2016-05-26,441.95
2016-05-27,436.95
2016-05-30,427.95
2016-05-31,429.9
2016-06-01,422.95
2016-06-02,413.35
2016-06-03,417.1
2016-06-06,407.4
2016-06-07,431.3
2016-06-08,425.55
2016-06-09,445.5
2016-06-10,463.8
2016-06-13,459.25
2016-06-14,463.3
2016-06-15,467.7
2016-06-16,478.5
2016-06-17,488.55
2016-06-20,477.7
2016-06-21,491.8
2016-06-22,484.15
2016-06-23,472.3
2016-06-24,458.65
2016-06-27,470.3
2016-06-28,487.95
2016-06-29,488.15
2016-06-30,488.65
2016-07-01,488.15
2016-07-04,484.5
2016-07-05,479.35
2016-07-07,474.3
2016-07-08,470.45
2016-07-11,468.8
2016-07-12,468.9
2016-07-13,460.5
2016-07-14,468.65
2016-07-15,466.05
2016-07-18,465.45
2016-07-19,470.5
2016-07-20,488.3
2016-07-21,483.3
2016-07-22,489.55
2016-07-25,494.85
2016-07-26,481.65
2016-07-27,491.9
2016-07-28,493.4
2016-07-29,515.75
2016-08-01,510.35
2016-08-02,513.55
2016-08-03,509.4
2016-08-04,518.4
2016-08-05,518.4
2016-08-08,512.25
2016-08-09,507.35
2016-08-10,501.75
2016-08-11,524.35
2016-08-12,531.6
2016-08-16,517.55
2016-08-17,520.4
2016-08-18,517.4
2016-08-19,513.15
2016-08-22,511.7
2016-08-23,511.45
2016-08-24,544.0
2016-08-25,543.4
2016-08-26,550.75
2016-08-29,548.95
2016-08-30,542.8
2016-08-31,541.2
2016-09-01,536.9
2016-09-02,541.25
2016-09-06,572.95
2016-09-07,566.5
2016-09-08,578.7
2016-09-09,587.6
2016-09-12,573.1
2016-09-14,576.15
2016-09-15,576.45
2016-09-16,590.0
2016-09-19,591.35
2016-09-20,591.45
2016-09-21,590.0
2016-09-22,614.3
2016-09-23,596.3
2016-09-26,592.75
2016-09-27,599.2
2016-09-28,608.7
2016-09-29,604.45
2016-09-30,599.5
2016-10-03,608.9
2016-10-04,620.35
2016-10-05,617.4
2016-10-06,610.65
2016-10-07,606.85
2016-10-10,621.5
2016-10-13,616.5
2016-10-14,619.95
2016-10-17,612.5
2016-10-18,619.8
2016-10-19,626.25
2016-10-20,614.05
2016-10-21,627.0
2016-10-24,633.15
2016-10-25,632.65
2016-10-26,620.3
2016-10-27,618.1
2016-10-28,609.65
2016-10-30,620.8
2016-11-01,613.8
2016-11-02,595.7
2016-11-03,583.25
2016-11-04,569.4
2016-11-07,578.35
2016-11-08,570.5
2016-11-09,585.85
2016-11-10,594.15
2016-11-11,562.0
2016-11-15,540.55
2016-11-16,528.7
2016-11-17,533.85
2016-11-18,543.0
2016-11-21,537.2
2016-11-22,545.45
2016-11-23,562.45
2016-11-24,568.1
2016-11-25,572.3
2016-11-28,570.5
2016-11-29,567.2
2016-11-30,581.0
2016-12-01,574.15
2016-12-02,565.05
2016-12-05,557.1
2016-12-06,559.05
2016-12-07,558.9
2016-12-08,538.5
2016-12-09,544.25
2016-12-12,542.6
2016-12-13,539.95
2016-12-14,538.45
2016-12-15,537.7
2016-12-16,547.65
2016-12-19,537.0
2016-12-20,530.95
2016-12-21,538.3
2016-12-22,535.2
2016-12-23,529.8
2016-12-26,522.55
2016-12-27,517.4
2016-12-28,521.85
2016-12-29,530.75
2016-12-30,533.05
