Date,THANGAMAYL
2016-01-01,221.65
2016-01-04,226.2
2016-01-05,219.05
2016-01-06,218.5
2016-01-07,207.15
2016-01-08,214.9
2016-01-11,214.65
2016-01-12,214.5
2016-01-13,212.3
2016-01-14,205.0
2016-01-15,203.5
2016-01-18,202.0
2016-01-19,197.75
2016-01-20,201.15
2016-01-21,200.0
2016-01-22,200.0
2016-01-25,200.05
2016-01-27,205.95
2016-01-28,200.0
2016-01-29,210.0
2016-02-01,210.0
2016-02-02,210.0
2016-02-03,210.0
2016-02-04,209.2
2016-02-05,196.8
2016-02-08,190.95
2016-02-09,193.0
2016-02-10,182.1
2016-02-11,183.0
2016-02-12,195.95
2016-02-15,197.05
2016-02-16,185.0
2016-02-17,186.0
2016-02-18,190.0
2016-02-19,193.0
2016-02-22,191.0
2016-02-23,197.45
2016-02-24,188.45
2016-02-25,185.0
2016-02-26,185.95
2016-02-29,193.5
2016-03-01,192.0
2016-03-02,194.9
2016-03-03,187.0
2016-03-04,189.0
2016-03-10,194.15
2016-03-11,198.95
2016-03-14,201.25
2016-03-16,193.2
2016-03-17,190.0
2016-03-18,193.85
2016-03-21,193.15
2016-03-22,185.9
2016-03-23,193.9
2016-03-28,194.45
2016-03-29,195.5
2016-03-30,192.9
2016-03-31,181.4
2016-04-01,185.0
2016-04-04,185.3
2016-04-05,192.45
2016-04-06,188.0
2016-04-07,193.2
2016-04-08,193.0
2016-04-11,185.7
2016-04-12,186.4
2016-04-13,186.35
2016-04-18,190.0
2016-04-20,190.0
2016-04-21,194.85
2016-04-22,193.2
2016-04-25,186.2
2016-04-26,210.35
2016-04-27,212.6
2016-04-28,203.75
2016-04-29,196.1
2016-05-03,198.6
2016-05-04,198.0
2016-05-05,198.0
2016-05-06,199.9
2016-05-09,196.15
2016-05-10,193.1
2016-05-11,191.25
2016-05-12,192.15
2016-05-13,191.0
2016-05-16,195.0
2016-05-17,193.5
2016-05-18,192.8
2016-05-19,193.0
2016-05-20,192.0
2016-05-23,197.4
2016-05-24,202.0
2016-05-25,202.65
2016-05-26,206.15
2016-05-27,208.0
2016-05-30,218.2
2016-05-31,216.8
2016-06-01,217.0
2016-06-02,217.75
2016-06-03,222.1
2016-06-06,220.0
2016-06-07,225.0
2016-06-08,226.4
2016-06-09,224.05
2016-06-10,228.05
2016-06-13,231.5
2016-06-14,235.0
2016-06-15,237.7
2016-06-16,247.2
2016-06-17,251.15
2016-06-20,247.4
2016-06-21,254.3
2016-06-22,258.45
2016-06-23,263.05
2016-06-24,253.95
2016-06-27,260.0
2016-06-28,253.95
2016-06-29,250.05
2016-06-30,250.0
2016-07-01,258.0
2016-07-04,255.2
2016-07-05,260.1
2016-07-07,284.05
2016-07-08,284.95
2016-07-11,285.85
2016-07-12,284.6
2016-07-13,286.75
2016-07-14,290.15
2016-07-15,282.4
2016-07-18,275.9
2016-07-19,275.1
2016-07-20,278.35
2016-07-21,300.8
2016-07-22,300.95
2016-07-25,305.0
2016-07-26,302.25
2016-07-27,311.75
2016-07-28,316.0
2016-07-29,306.8
2016-08-01,296.35
2016-08-02,288.5
2016-08-03,282.45
2016-08-04,280.75
2016-08-05,286.0
2016-08-08,288.3
2016-08-09,283.45
2016-08-10,278.9
2016-08-11,274.0
2016-08-12,279.15
2016-08-16,279.0
2016-08-17,285.45
2016-08-18,281.3
2016-08-19,290.3
2016-08-22,285.8
2016-08-23,289.0
2016-08-24,286.85
2016-08-25,288.0
2016-08-26,281.3
2016-08-29,281.75
2016-08-30,283.35
2016-08-31,288.5
2016-09-01,280.15
2016-09-02,281.45
2016-09-06,280.15
2016-09-07,270.55
2016-09-08,271.9
2016-09-09,271.15
2016-09-12,263.45
2016-09-14,261.2
2016-09-15,263.05
2016-09-16,265.45
2016-09-19,261.45
2016-09-20,260.7
2016-09-21,260.9
2016-09-22,262.1
2016-09-23,257.3
2016-09-26,259.85
2016-09-27,257.95
2016-09-28,254.95
2016-09-29,243.2
2016-09-30,250.6
2016-10-03,258.95
2016-10-04,255.3
2016-10-05,259.65
2016-10-06,256.0
2016-10-07,256.2
2016-10-10,258.05
2016-10-13,251.35
2016-10-14,247.75
2016-10-17,238.75
2016-10-18,247.75
2016-10-19,245.6
2016-10-20,246.8
2016-10-21,247.7
2016-10-24,245.3
2016-10-25,244.8
2016-10-26,247.55
2016-10-27,245.25
2016-10-28,259.3
2016-10-30,259.65
2016-11-01,255.15
2016-11-02,243.5
2016-11-03,240.35
2016-11-04,233.8
2016-11-07,238.4
2016-11-08,235.3
2016-11-09,221.75
2016-11-10,220.85
2016-11-11,200.55
2016-11-15,182.55
2016-11-16,196.9
2016-11-17,183.9
2016-11-18,180.6
2016-11-21,171.55
2016-11-22,167.6
2016-11-23,179.1
2016-11-24,169.95
2016-11-25,177.4
2016-11-28,171.55
2016-11-29,173.05
2016-11-30,174.2
2016-12-01,170.75
2016-12-02,171.6
2016-12-05,172.15
2016-12-06,171.9
2016-12-07,178.3
2016-12-08,179.55
2016-12-09,174.0
2016-12-12,172.6
2016-12-13,174.9
2016-12-14,171.55
2016-12-15,172.65
2016-12-16,176.2
2016-12-19,177.95
2016-12-20,174.0
2016-12-21,167.2
2016-12-22,165.1
2016-12-23,167.4
2016-12-26,164.05
2016-12-27,160.0
2016-12-28,163.85
2016-12-29,163.85
2016-12-30,160.75
