Date,GUJAPOLLO
2016-01-01,140.0
2016-01-04,141.15
2016-01-05,140.8
2016-01-06,140.25
2016-01-07,140.0
2016-01-08,140.0
2016-01-11,138.45
2016-01-12,136.05
2016-01-13,135.5
2016-01-14,136.0
2016-01-15,134.7
2016-01-18,136.25
2016-01-19,139.8
2016-01-20,139.0
2016-01-21,139.9
2016-01-22,138.65
2016-01-25,139.0
2016-01-27,139.0
2016-01-28,139.0
2016-01-29,138.0
2016-02-01,137.95
2016-02-02,139.85
2016-02-03,144.55
2016-02-04,145.0
2016-02-05,140.55
2016-02-08,140.05
2016-02-09,137.65
2016-02-10,134.1
2016-02-11,134.4
2016-02-12,125.6
2016-02-15,129.75
2016-02-16,125.6
2016-02-17,121.55
2016-02-18,122.0
2016-02-19,122.0
2016-02-22,118.65
2016-02-23,119.15
2016-02-24,119.95
2016-02-25,118.25
2016-02-26,116.25
2016-02-29,123.1
2016-03-01,120.75
2016-03-02,121.2
2016-03-03,121.25
2016-03-04,123.55
2016-03-08,120.1
2016-03-09,119.3
2016-03-10,123.45
2016-03-11,121.1
2016-03-14,124.5
2016-03-15,121.1
2016-03-16,119.5
2016-03-17,120.4
2016-03-18,119.25
2016-03-21,122.9
2016-03-22,119.05
2016-03-23,120.1
2016-03-28,118.15
2016-03-29,121.8
2016-03-30,122.0
2016-03-31,120.65
2016-04-01,121.0
2016-04-04,119.3
2016-04-05,120.0
2016-04-06,122.0
2016-04-07,119.6
2016-04-08,120.75
2016-04-11,124.9
2016-04-12,127.45
2016-04-13,124.75
2016-04-18,123.45
2016-04-20,123.85
2016-04-21,122.15
2016-04-22,121.15
2016-04-25,122.1
2016-04-26,121.6
2016-04-27,122.5
2016-04-28,122.25
2016-04-29,122.6
2016-05-02,121.1
2016-05-03,121.0
2016-05-04,121.0
2016-05-05,121.0
2016-05-06,122.0
2016-05-09,121.75
2016-05-10,123.8
2016-05-11,121.85
2016-05-12,120.9
2016-05-13,122.5
2016-05-16,120.5
2016-05-17,130.0
2016-05-18,130.95
2016-05-19,127.95
2016-05-20,123.0
2016-05-23,123.05
2016-05-24,121.25
2016-05-25,121.3
2016-05-26,130.8
2016-05-27,129.6
2016-05-30,130.75
2016-05-31,131.05
2016-06-01,132.7
2016-06-02,127.35
2016-06-03,125.35
2016-06-06,124.5
2016-06-07,124.2
2016-06-08,125.0
2016-06-09,125.1
2016-06-10,126.4
2016-06-13,137.05
2016-06-14,130.8
2016-06-15,131.75
2016-06-16,128.45
2016-06-17,129.6
2016-06-20,129.5
2016-06-21,128.65
2016-06-22,128.0
2016-06-23,126.2
2016-06-24,129.9
2016-06-27,128.25
2016-06-28,126.2
2016-06-29,127.75
2016-06-30,129.0
2016-07-01,127.85
2016-07-04,127.35
2016-07-05,129.45
2016-07-07,126.4
2016-07-08,126.9
2016-07-11,127.2
2016-07-12,126.65
2016-07-13,125.05
2016-07-14,124.9
2016-07-15,123.25
2016-07-18,124.6
2016-07-19,125.0
2016-07-21,128.2
2016-07-22,129.35
2016-07-25,129.95
2016-07-26,129.4
2016-07-27,128.35
2016-07-28,128.55
2016-07-29,128.0
2016-08-01,127.2
2016-08-02,128.1
2016-08-03,126.05
2016-08-04,126.05
2016-08-05,125.8
2016-08-08,126.95
2016-08-09,127.95
2016-08-10,125.0
2016-08-11,125.65
2016-08-12,126.85
2016-08-16,123.8
2016-08-17,124.5
2016-08-18,125.1
2016-08-19,124.35
2016-08-22,124.2
2016-08-23,123.6
2016-08-24,123.15
2016-08-25,122.4
2016-08-26,122.5
2016-08-29,120.6
2016-08-30,121.0
2016-08-31,120.15
2016-09-01,120.25
2016-09-02,120.8
2016-09-06,120.05
2016-09-07,120.35
2016-09-08,120.5
2016-09-09,119.7
2016-09-12,118.65
2016-09-14,119.15
2016-09-15,119.25
2016-09-16,119.4
2016-09-19,119.6
2016-09-20,120.05
2016-09-21,118.75
2016-09-22,121.65
2016-09-23,122.1
2016-09-26,120.45
2016-09-27,121.65
2016-09-28,122.25
2016-09-29,119.4
2016-09-30,123.3
2016-10-03,123.25
2016-10-04,125.0
2016-10-05,128.65
2016-10-06,128.2
2016-10-07,129.8
2016-10-10,131.0
2016-10-13,127.95
2016-10-14,129.75
2016-10-17,130.0
2016-10-18,131.0
2016-10-19,130.55
2016-10-20,131.15
2016-10-21,131.1
2016-10-24,131.1
2016-10-25,132.05
2016-10-26,133.0
2016-10-27,133.4
2016-10-28,132.3
2016-10-30,133.65
2016-11-01,133.35
2016-11-02,131.25
2016-11-03,130.8
2016-11-04,130.2
2016-11-07,131.75
2016-11-08,134.2
2016-11-09,129.3
2016-11-10,134.3
2016-11-11,134.05
2016-11-15,129.05
2016-11-16,132.9
2016-11-17,134.8
2016-11-18,132.0
2016-11-21,130.25
2016-11-22,130.0
2016-11-23,130.1
2016-11-24,129.05
2016-11-25,129.8
2016-11-28,129.65
2016-11-29,130.5
2016-11-30,130.15
2016-12-01,129.25
2016-12-02,132.05
2016-12-05,131.7
2016-12-06,132.0
2016-12-07,130.25
2016-12-08,132.0
2016-12-09,135.25
2016-12-12,132.95
2016-12-13,133.0
2016-12-14,134.95
2016-12-15,132.75
2016-12-16,133.0
2016-12-19,133.0
2016-12-20,133.1
2016-12-21,133.75
2016-12-22,134.15
2016-12-23,134.95
2016-12-26,130.4
2016-12-27,128.85
2016-12-28,132.2
2016-12-29,134.2
2016-12-30,135.25
