Date,SAIL
2016-01-01,48.2
2016-01-04,47.9
2016-01-05,51.0
2016-01-06,50.0
2016-01-07,46.55
2016-01-08,47.4
2016-01-11,46.45
2016-01-12,45.9
2016-01-13,45.15
2016-01-14,44.45
2016-01-15,42.4
2016-01-18,41.9
2016-01-19,42.5
2016-01-20,41.3
2016-01-21,41.3
2016-01-22,43.1
2016-01-25,43.55
2016-01-27,43.6
2016-01-28,42.75
2016-01-29,42.8
2016-02-01,42.7
2016-02-02,39.35
2016-02-03,38.8
2016-02-04,38.6
2016-02-05,40.85
2016-02-08,40.6
2016-02-09,38.95
2016-02-10,37.75
2016-02-11,36.0
2016-02-12,34.45
2016-02-15,35.85
2016-02-16,35.3
2016-02-17,36.1
2016-02-18,35.8
2016-02-19,36.15
2016-02-22,36.25
2016-02-23,35.6
2016-02-24,35.35
2016-02-25,34.55
2016-02-26,34.75
2016-02-29,34.9
2016-03-01,35.9
2016-03-02,37.8
2016-03-03,39.6
2016-03-04,40.05
2016-03-08,43.25
2016-03-09,42.35
2016-03-10,42.75
2016-03-11,42.7
2016-03-14,42.15
2016-03-15,43.25
2016-03-16,42.5
2016-03-17,42.8
2016-03-18,42.85
2016-03-21,42.85
2016-03-22,43.2
2016-03-23,45.25
2016-03-28,42.45
2016-03-29,41.95
2016-03-30,43.45
2016-03-31,43.1
2016-04-01,43.6
2016-04-04,43.7
2016-04-05,42.45
2016-04-06,43.25
2016-04-07,42.45
2016-04-08,42.65
2016-04-11,43.8
2016-04-12,43.3
2016-04-13,44.2
2016-04-18,44.55
2016-04-20,46.35
2016-04-21,46.05
2016-04-22,45.95
2016-04-25,45.25
2016-04-26,46.2
2016-04-27,45.95
2016-04-28,46.95
2016-04-29,47.4
2016-05-02,47.25
2016-05-03,46.05
2016-05-04,42.05
2016-05-05,42.1
2016-05-06,42.2
2016-05-09,42.85
2016-05-10,42.35
2016-05-11,41.8
2016-05-12,42.5
2016-05-13,41.6
2016-05-16,40.8
2016-05-17,40.95
2016-05-18,42.25
2016-05-19,40.2
2016-05-20,39.6
2016-05-23,39.1
2016-05-24,39.15
2016-05-25,40.25
2016-05-26,40.7
2016-05-27,42.7
2016-05-30,43.0
2016-05-31,42.8
2016-06-01,41.8
2016-06-02,42.15
2016-06-03,41.6
2016-06-06,41.35
2016-06-07,41.9
2016-06-08,42.0
2016-06-09,45.1
2016-06-10,45.1
2016-06-13,43.9
2016-06-14,45.05
2016-06-15,44.7
2016-06-16,44.9
2016-06-17,44.6
2016-06-20,45.15
2016-06-21,44.65
2016-06-22,43.95
2016-06-23,43.9
2016-06-24,42.35
2016-06-27,42.75
2016-06-28,42.9
2016-06-29,43.8
2016-06-30,45.35
2016-07-01,46.35
2016-07-04,46.8
2016-07-05,47.5
2016-07-07,47.1
2016-07-08,46.65
2016-07-11,47.4
2016-07-12,49.5
2016-07-13,49.85
2016-07-14,49.8
2016-07-15,50.0
2016-07-18,48.3
2016-07-19,48.45
2016-07-20,47.85
2016-07-21,46.65
2016-07-22,47.95
2016-07-25,48.3
2016-07-26,48.55
2016-07-27,48.75
2016-07-28,47.35
2016-07-29,46.95
2016-08-01,47.35
2016-08-02,46.05
2016-08-03,45.9
2016-08-04,46.75
2016-08-05,48.1
2016-08-08,47.9
2016-08-09,47.05
2016-08-10,45.9
2016-08-11,45.55
2016-08-12,45.85
2016-08-16,46.15
2016-08-17,48.15
2016-08-18,48.0
2016-08-19,49.55
2016-08-22,50.2
2016-08-23,49.9
2016-08-24,49.75
2016-08-25,48.7
2016-08-26,48.05
2016-08-29,48.25
2016-08-30,48.8
2016-08-31,48.2
2016-09-01,48.0
2016-09-02,48.05
2016-09-06,48.65
2016-09-07,51.75
2016-09-08,53.75
2016-09-09,50.65
2016-09-12,47.8
2016-09-14,47.95
2016-09-15,47.8
2016-09-16,46.55
2016-09-19,47.2
2016-09-20,47.7
2016-09-21,47.85
2016-09-22,48.95
2016-09-23,48.75
2016-09-26,47.9
2016-09-27,47.2
2016-09-28,48.75
2016-09-29,45.2
2016-09-30,46.3
2016-10-03,48.05
2016-10-04,48.8
2016-10-05,48.65
2016-10-06,47.95
2016-10-07,49.95
2016-10-10,50.45
2016-10-13,48.35
2016-10-14,47.75
2016-10-17,47.25
2016-10-18,48.5
2016-10-19,48.4
2016-10-20,49.5
2016-10-21,50.3
2016-10-24,49.65
2016-10-25,50.6
2016-10-26,50.75
2016-10-27,49.75
2016-10-28,52.05
2016-10-30,51.8
2016-11-01,52.3
2016-11-02,51.3
2016-11-03,51.15
2016-11-04,49.95
2016-11-07,51.0
2016-11-08,51.15
2016-11-09,49.75
2016-11-10,52.7
2016-11-11,51.4
2016-11-15,50.0
2016-11-16,50.25
2016-11-17,49.9
2016-11-18,49.25
2016-11-21,47.6
2016-11-22,47.95
2016-11-23,48.85
2016-11-24,48.7
2016-11-25,50.1
2016-11-28,51.45
2016-11-29,50.85
2016-11-30,51.2
2016-12-01,50.6
2016-12-02,49.55
2016-12-05,51.0
2016-12-06,51.2
2016-12-07,52.0
2016-12-08,53.55
2016-12-09,55.25
2016-12-12,54.95
2016-12-13,54.05
2016-12-14,52.45
2016-12-15,53.0
2016-12-16,52.25
2016-12-19,52.25
2016-12-20,51.1
2016-12-21,51.25
2016-12-22,49.75
2016-12-23,49.35
2016-12-26,47.85
2016-12-27,48.5
2016-12-28,48.25
2016-12-29,49.4
2016-12-30,49.3
