Date,DHUNINV
2016-01-01,149.75
2016-01-04,151.7
2016-01-05,151.5
2016-01-06,151.85
2016-01-07,149.2
2016-01-08,149.55
2016-01-11,151.95
2016-01-12,150.0
2016-01-13,147.5
2016-01-14,147.9
2016-01-15,139.6
2016-01-18,135.05
2016-01-19,142.35
2016-01-20,140.15
2016-01-21,138.05
2016-01-22,138.0
2016-01-25,144.45
2016-01-27,136.25
2016-01-28,140.4
2016-01-29,138.75
2016-02-01,145.0
2016-02-02,141.45
2016-02-03,139.0
2016-02-04,137.4
2016-02-05,137.55
2016-02-08,137.05
2016-02-09,137.0
2016-02-10,135.0
2016-02-11,132.0
2016-02-12,134.3
2016-02-15,128.7
2016-02-16,139.3
2016-02-17,134.0
2016-02-18,128.35
2016-02-19,126.4
2016-02-22,128.2
2016-02-23,124.05
2016-02-24,130.75
2016-02-25,127.9
2016-02-26,123.55
2016-02-29,124.1
2016-03-01,126.95
2016-03-02,133.5
2016-03-03,138.25
2016-03-04,139.45
2016-03-08,137.35
2016-03-09,138.05
2016-03-10,137.0
2016-03-11,137.0
2016-03-14,136.15
2016-03-15,140.0
2016-03-16,139.9
2016-03-17,144.4
2016-03-18,142.8
2016-03-21,140.75
2016-03-22,140.0
2016-03-23,138.1
2016-03-28,139.45
2016-03-29,142.0
2016-03-30,143.0
2016-03-31,138.5
2016-04-01,142.0
2016-04-04,140.0
2016-04-05,140.0
2016-04-06,140.4
2016-04-07,140.5
2016-04-08,139.55
2016-04-11,141.75
2016-04-12,139.0
2016-04-13,141.0
2016-04-18,141.7
2016-04-20,142.45
2016-04-21,143.6
2016-04-22,144.45
2016-04-25,143.5
2016-04-26,144.25
2016-04-27,141.7
2016-04-28,142.0
2016-04-29,141.5
2016-05-02,140.5
2016-05-03,140.7
2016-05-04,140.55
2016-05-05,139.0
2016-05-06,139.1
2016-05-09,142.6
2016-05-10,140.15
2016-05-11,139.05
2016-05-12,139.7
2016-05-13,141.0
2016-05-16,139.75
2016-05-17,141.0
2016-05-18,142.0
2016-05-19,141.05
2016-05-20,142.0
2016-05-23,139.05
2016-05-24,140.9
2016-05-25,142.0
2016-05-26,140.05
2016-05-27,146.75
2016-05-30,140.65
2016-05-31,143.8
2016-06-01,139.8
2016-06-02,140.2
2016-06-03,139.1
2016-06-06,140.0
2016-06-07,138.8
2016-06-08,136.55
2016-06-09,137.2
2016-06-10,136.55
2016-06-13,137.0
2016-06-14,137.45
2016-06-15,140.0
2016-06-16,138.3
2016-06-17,139.35
2016-06-20,139.15
2016-06-21,139.0
2016-06-22,136.25
2016-06-23,132.95
2016-06-24,134.05
2016-06-27,133.5
2016-06-28,133.15
2016-06-29,133.9
2016-06-30,134.75
2016-07-01,140.0
2016-07-04,142.45
2016-07-05,142.0
2016-07-07,141.95
2016-07-08,141.0
2016-07-11,140.9
2016-07-12,142.85
2016-07-13,140.45
2016-07-14,140.6
2016-07-15,139.0
2016-07-18,140.0
2016-07-19,140.6
2016-07-20,140.15
2016-07-21,139.45
2016-07-22,139.8
2016-07-25,144.05
2016-07-26,142.5
2016-07-27,143.9
2016-07-28,145.95
2016-07-29,149.05
2016-08-01,147.05
2016-08-02,147.0
2016-08-03,143.0
2016-08-04,147.25
2016-08-05,145.15
2016-08-08,143.85
2016-08-09,144.9
2016-08-10,140.1
2016-08-11,140.0
2016-08-12,138.2
2016-08-16,137.0
2016-08-17,141.45
2016-08-18,140.1
2016-08-19,139.85
2016-08-22,139.0
2016-08-23,138.15
2016-08-24,139.75
2016-08-25,138.45
2016-08-26,138.25
2016-08-29,137.75
2016-08-30,137.6
2016-08-31,137.0
2016-09-01,135.1
2016-09-02,134.75
2016-09-06,135.55
2016-09-07,135.7
2016-09-08,135.7
2016-09-09,134.1
2016-09-12,131.7
2016-09-14,132.35
2016-09-15,133.2
2016-09-16,133.0
2016-09-19,133.7
2016-09-20,131.3
2016-09-21,131.05
2016-09-22,132.8
2016-09-23,132.5
2016-09-26,131.4
2016-09-27,129.6
2016-09-28,130.0
2016-09-29,131.45
2016-09-30,130.85
2016-10-03,129.9
2016-10-04,131.25
2016-10-05,130.75
2016-10-06,132.65
2016-10-07,134.9
2016-10-10,134.25
2016-10-13,132.0
2016-10-14,132.5
2016-10-17,132.2
2016-10-18,140.35
2016-10-19,146.1
2016-10-20,149.0
2016-10-21,144.65
2016-10-24,149.8
2016-10-25,152.45
2016-10-26,150.15
2016-10-27,153.35
2016-10-28,150.65
2016-10-30,155.0
2016-11-01,161.1
2016-11-02,154.95
2016-11-03,183.75
2016-11-04,210.85
2016-11-07,198.15
2016-11-08,192.4
2016-11-09,179.45
2016-11-10,186.55
2016-11-11,194.2
2016-11-15,174.4
2016-11-16,173.85
2016-11-17,160.2
2016-11-18,160.8
2016-11-21,159.85
2016-11-22,156.85
2016-11-23,160.0
2016-11-24,160.0
2016-11-25,160.5
2016-11-28,173.65
2016-11-29,170.0
2016-11-30,168.3
2016-12-01,165.5
2016-12-02,162.25
2016-12-05,161.1
2016-12-06,162.15
2016-12-07,163.0
2016-12-08,165.75
2016-12-09,164.7
2016-12-12,161.25
2016-12-13,170.15
2016-12-14,164.6
2016-12-15,163.35
2016-12-16,163.0
2016-12-19,162.05
2016-12-20,160.2
2016-12-21,162.0
2016-12-22,162.7
2016-12-23,169.9
2016-12-26,171.2
2016-12-27,171.65
2016-12-28,171.2
2016-12-29,170.0
2016-12-30,169.1
