Date,ORIENTBELL
2016-01-01,176.35
2016-01-04,170.6
2016-01-05,177.5
2016-01-06,171.85
2016-01-07,162.35
2016-01-08,173.75
2016-01-11,166.5
2016-01-12,163.45
2016-01-13,157.3
2016-01-14,151.35
2016-01-15,146.0
2016-01-18,140.5
2016-01-19,149.25
2016-01-20,141.05
2016-01-21,139.15
2016-01-22,154.3
2016-01-25,159.35
2016-01-27,159.95
2016-01-28,158.65
2016-01-29,152.85
2016-02-01,148.1
2016-02-02,150.15
2016-02-03,148.05
2016-02-04,147.6
2016-02-05,147.05
2016-02-08,149.4
2016-02-09,149.2
2016-02-10,141.1
2016-02-11,127.8
2016-02-12,118.55
2016-02-15,125.6
2016-02-16,117.5
2016-02-17,118.45
2016-02-18,120.85
2016-02-19,123.6
2016-02-22,120.6
2016-02-23,118.75
2016-02-24,121.3
2016-02-25,121.3
2016-02-26,120.9
2016-02-29,119.3
2016-03-01,124.15
2016-03-02,131.2
2016-03-03,138.4
2016-03-04,140.75
2016-03-08,143.55
2016-03-09,144.8
2016-03-10,142.3
2016-03-11,134.05
2016-03-14,134.2
2016-03-15,130.6
2016-03-16,129.9
2016-03-17,132.7
2016-03-18,134.45
2016-03-21,136.15
2016-03-22,138.0
2016-03-23,142.35
2016-03-28,136.1
2016-03-29,133.0
2016-03-30,138.2
2016-03-31,146.15
2016-04-01,147.45
2016-04-04,149.8
2016-04-05,149.3
2016-04-06,147.45
2016-04-07,144.65
2016-04-08,152.25
2016-04-11,155.7
2016-04-12,155.9
2016-04-13,155.55
2016-04-18,162.85
2016-04-20,164.2
2016-04-21,165.0
2016-04-22,171.35
2016-04-25,167.35
2016-04-26,166.05
2016-04-27,166.2
2016-04-28,163.05
2016-04-29,159.15
2016-05-02,158.4
2016-05-03,152.65
2016-05-04,149.8
2016-05-05,153.15
2016-05-06,149.75
2016-05-09,150.4
2016-05-10,146.9
2016-05-11,147.3
2016-05-12,152.95
2016-05-13,153.4
2016-05-16,152.05
2016-05-17,151.05
2016-05-18,155.2
2016-05-19,165.2
2016-05-20,162.45
2016-05-23,162.95
2016-05-24,151.75
2016-05-25,149.2
2016-05-26,152.3
2016-05-27,151.4
2016-05-30,148.85
2016-05-31,146.25
2016-06-01,148.6
2016-06-02,148.0
2016-06-03,150.6
2016-06-06,147.95
2016-06-07,150.7
2016-06-08,154.7
2016-06-09,154.75
2016-06-10,147.9
2016-06-13,148.2
2016-06-14,148.8
2016-06-15,152.0
2016-06-16,150.25
2016-06-17,149.65
2016-06-20,151.3
2016-06-21,151.75
2016-06-22,148.3
2016-06-23,145.85
2016-06-24,144.15
2016-06-27,146.7
2016-06-28,152.0
2016-06-29,161.85
2016-06-30,158.8
2016-07-01,172.5
2016-07-04,173.15
2016-07-05,171.75
2016-07-07,174.35
2016-07-08,180.15
2016-07-11,175.1
2016-07-12,171.3
2016-07-13,169.15
2016-07-14,170.05
2016-07-15,173.25
2016-07-18,168.4
2016-07-19,168.45
2016-07-20,168.0
2016-07-21,166.55
2016-07-22,165.35
2016-07-25,163.25
2016-07-26,175.85
2016-07-27,181.15
2016-07-28,166.85
2016-07-29,159.1
2016-08-01,159.9
2016-08-02,156.55
2016-08-03,154.55
2016-08-04,152.25
2016-08-05,155.35
2016-08-08,156.6
2016-08-09,157.9
2016-08-10,155.2
2016-08-11,154.7
2016-08-12,154.7
2016-08-16,153.65
2016-08-17,151.7
2016-08-18,152.65
2016-08-19,157.5
2016-08-22,155.55
2016-08-23,153.0
2016-08-24,153.55
2016-08-25,156.6
2016-08-26,154.5
2016-08-29,152.8
2016-08-30,153.9
2016-08-31,154.45
2016-09-01,154.75
2016-09-02,154.3
2016-09-06,157.0
2016-09-07,156.2
2016-09-08,153.9
2016-09-09,152.0
2016-09-12,150.05
2016-09-14,152.9
2016-09-15,157.75
2016-09-16,157.25
2016-09-19,169.15
2016-09-20,166.3
2016-09-21,199.55
2016-09-22,203.5
2016-09-23,194.85
2016-09-26,188.7
2016-09-27,190.85
2016-09-28,192.6
2016-09-29,170.05
2016-09-30,179.85
2016-10-03,183.15
2016-10-04,187.4
2016-10-05,199.45
2016-10-06,192.1
2016-10-07,193.95
2016-10-10,193.05
2016-10-13,186.45
2016-10-14,185.8
2016-10-17,185.05
2016-10-18,185.65
2016-10-19,190.1
2016-10-20,187.65
2016-10-21,206.85
2016-10-24,206.1
2016-10-25,205.45
2016-10-26,200.95
2016-10-27,196.05
2016-10-28,200.95
2016-10-30,198.9
2016-11-01,197.7
2016-11-02,184.95
2016-11-03,189.85
2016-11-04,186.65
2016-11-07,187.4
2016-11-08,187.35
2016-11-09,181.55
2016-11-10,184.3
2016-11-11,171.9
2016-11-15,157.2
2016-11-16,159.2
2016-11-17,157.0
2016-11-18,155.75
2016-11-21,143.55
2016-11-22,142.5
2016-11-23,148.35
2016-11-24,147.35
2016-11-25,151.15
2016-11-28,155.45
2016-11-29,153.25
2016-11-30,168.15
2016-12-01,161.55
2016-12-02,158.35
2016-12-05,159.45
2016-12-06,158.35
2016-12-07,150.55
2016-12-08,154.45
2016-12-09,156.05
2016-12-12,152.95
2016-12-13,151.3
2016-12-14,149.95
2016-12-15,150.15
2016-12-16,149.35
2016-12-19,150.1
2016-12-20,147.6
2016-12-21,150.2
2016-12-22,146.6
2016-12-23,146.4
2016-12-26,143.15
2016-12-27,144.6
2016-12-28,145.5
2016-12-29,145.2
2016-12-30,148.1
