Date,SPMLINFRA
2016-01-01,77.15
2016-01-04,76.4
2016-01-05,77.35
2016-01-06,79.6
2016-01-07,74.5
2016-01-08,76.3
2016-01-11,76.6
2016-01-12,75.8
2016-01-13,74.4
2016-01-14,75.2
2016-01-15,71.95
2016-01-18,68.9
2016-01-19,71.6
2016-01-20,67.05
2016-01-21,67.5
2016-01-22,70.6
2016-01-25,71.0
2016-01-27,72.25
2016-01-28,69.3
2016-01-29,69.65
2016-02-01,69.6
2016-02-02,68.75
2016-02-03,67.65
2016-02-04,69.85
2016-02-05,68.25
2016-02-08,69.0
2016-02-09,63.65
2016-02-10,60.6
2016-02-11,56.3
2016-02-12,55.1
2016-02-15,61.9
2016-02-16,60.55
2016-02-17,60.9
2016-02-18,57.7
2016-02-19,58.8
2016-02-22,58.2
2016-02-23,55.6
2016-02-24,54.3
2016-02-25,54.0
2016-02-26,53.35
2016-02-29,55.8
2016-03-01,57.15
2016-03-02,60.15
2016-03-03,59.65
2016-03-04,62.45
2016-03-08,62.6
2016-03-09,63.5
2016-03-10,63.6
2016-03-11,62.7
2016-03-14,60.75
2016-03-15,60.4
2016-03-16,60.45
2016-03-17,60.0
2016-03-18,60.35
2016-03-21,61.2
2016-03-22,59.9
2016-03-23,60.0
2016-03-28,60.8
2016-03-29,60.1
2016-03-30,60.8
2016-03-31,60.35
2016-04-01,61.35
2016-04-04,61.9
2016-04-05,59.7
2016-04-06,61.75
2016-04-07,61.15
2016-04-08,62.0
2016-04-11,62.5
2016-04-12,61.6
2016-04-13,64.6
2016-04-18,67.3
2016-04-20,70.25
2016-04-21,77.85
2016-04-22,77.55
2016-04-25,78.15
2016-04-26,77.65
2016-04-27,78.25
2016-04-28,75.95
2016-04-29,74.95
2016-05-02,73.2
2016-05-03,72.2
2016-05-04,72.2
2016-05-05,69.9
2016-05-06,68.05
2016-05-09,65.1
2016-05-10,64.0
2016-05-11,63.9
2016-05-12,63.65
2016-05-13,63.3
2016-05-16,63.65
2016-05-17,63.5
2016-05-18,63.95
2016-05-19,63.2
2016-05-20,63.0
2016-05-23,62.05
2016-05-24,63.75
2016-05-25,63.9
2016-05-26,64.75
2016-05-27,62.95
2016-05-30,62.5
2016-05-31,62.95
2016-06-01,62.95
2016-06-02,62.8
2016-06-03,61.3
2016-06-06,61.25
2016-06-07,60.55
2016-06-08,59.9
2016-06-09,60.45
2016-06-10,60.45
2016-06-13,63.0
2016-06-14,63.2
2016-06-15,62.6
2016-06-16,63.65
2016-06-17,61.75
2016-06-20,63.15
2016-06-21,62.9
2016-06-22,62.25
2016-06-23,60.2
2016-06-24,59.45
2016-06-27,60.6
2016-06-28,61.65
2016-06-29,73.95
2016-06-30,77.1
2016-07-01,81.1
2016-07-04,81.25
2016-07-05,78.8
2016-07-07,87.25
2016-07-08,86.1
2016-07-11,92.45
2016-07-12,104.05
2016-07-13,99.9
2016-07-14,103.35
2016-07-15,104.85
2016-07-18,104.7
2016-07-19,100.5
2016-07-20,90.45
2016-07-21,82.15
2016-07-22,80.65
2016-07-25,76.85
2016-07-26,76.8
2016-07-27,79.1
2016-07-28,83.05
2016-07-29,82.35
2016-08-01,78.35
2016-08-02,75.8
2016-08-03,73.9
2016-08-04,73.6
2016-08-05,74.25
2016-08-08,74.5
2016-08-09,73.0
2016-08-10,69.5
2016-08-11,66.85
2016-08-12,68.2
2016-08-16,67.65
2016-08-17,68.6
2016-08-18,72.85
2016-08-19,77.9
2016-08-22,75.1
2016-08-23,68.3
2016-08-24,69.25
2016-08-25,70.15
2016-08-26,69.3
2016-08-29,69.45
2016-08-30,67.75
2016-08-31,69.15
2016-09-01,68.8
2016-09-02,78.05
2016-09-06,81.65
2016-09-07,79.85
2016-09-08,78.6
2016-09-09,77.5
2016-09-12,74.6
2016-09-14,75.5
2016-09-15,74.35
2016-09-16,74.05
2016-09-19,73.35
2016-09-20,71.55
2016-09-21,71.2
2016-09-22,72.2
2016-09-23,69.75
2016-09-26,68.15
2016-09-27,68.15
2016-09-28,67.95
2016-09-29,63.75
2016-09-30,66.05
2016-10-03,67.0
2016-10-04,67.95
2016-10-05,68.2
2016-10-06,67.3
2016-10-07,66.55
2016-10-10,67.1
2016-10-13,65.35
2016-10-14,66.0
2016-10-17,66.95
2016-10-18,64.3
2016-10-19,66.05
2016-10-20,65.5
2016-10-21,65.7
2016-10-24,65.0
2016-10-25,65.0
2016-10-26,65.1
2016-10-27,64.65
2016-10-28,65.85
2016-10-30,65.25
2016-11-01,64.55
2016-11-02,64.35
2016-11-03,63.65
2016-11-04,63.25
2016-11-07,62.5
2016-11-08,60.05
2016-11-09,56.2
2016-11-10,59.95
2016-11-11,56.45
2016-11-15,54.65
2016-11-16,54.05
2016-11-17,52.0
2016-11-18,52.5
2016-11-21,51.3
2016-11-22,50.3
2016-11-23,52.25
2016-11-24,53.2
2016-11-25,55.6
2016-11-28,55.65
2016-11-29,55.65
2016-11-30,54.95
2016-12-01,55.9
2016-12-02,55.05
2016-12-05,55.0
2016-12-06,55.45
2016-12-07,54.95
2016-12-08,56.3
2016-12-09,55.55
2016-12-12,55.9
2016-12-13,54.25
2016-12-14,53.8
2016-12-15,53.6
2016-12-16,54.5
2016-12-19,54.9
2016-12-20,52.65
2016-12-21,52.75
2016-12-22,52.2
2016-12-23,52.8
2016-12-26,53.35
2016-12-27,51.75
2016-12-28,55.3
2016-12-29,56.0
2016-12-30,54.8
