Date,PETRONET
2016-01-01,259.0
2016-01-04,249.6
2016-01-05,259.8
2016-01-06,268.2
2016-01-07,263.05
2016-01-08,264.05
2016-01-11,261.85
2016-01-12,257.15
2016-01-13,259.75
2016-01-14,256.6
2016-01-15,252.5
2016-01-18,248.55
2016-01-19,248.15
2016-01-20,242.1
2016-01-21,241.9
2016-01-22,251.2
2016-01-25,251.1
2016-01-27,248.1
2016-01-28,243.35
2016-01-29,245.6
2016-02-01,255.6
2016-02-02,254.55
2016-02-03,254.0
2016-02-04,255.7
2016-02-05,263.9
2016-02-08,254.1
2016-02-09,253.3
2016-02-10,251.3
2016-02-11,246.0
2016-02-12,241.35
2016-02-15,258.2
2016-02-16,247.9
2016-02-17,238.05
2016-02-18,244.65
2016-02-19,244.05
2016-02-22,243.85
2016-02-23,242.0
2016-02-24,239.65
2016-02-25,236.15
2016-02-26,232.85
2016-02-29,235.1
2016-03-01,247.4
2016-03-02,247.95
2016-03-03,250.45
2016-03-04,244.1
2016-03-08,246.15
2016-03-09,246.1
2016-03-10,248.15
2016-03-11,250.8
2016-03-14,248.9
2016-03-15,248.3
2016-03-16,247.25
2016-03-17,247.4
2016-03-18,248.1
2016-03-21,254.1
2016-03-22,256.4
2016-03-23,250.8
2016-03-28,248.65
2016-03-29,243.95
2016-03-30,247.1
2016-03-31,250.75
2016-04-01,246.95
2016-04-04,247.7
2016-04-05,243.95
2016-04-06,244.85
2016-04-07,240.5
2016-04-08,240.05
2016-04-11,244.6
2016-04-12,258.5
2016-04-13,259.5
2016-04-18,272.65
2016-04-20,266.8
2016-04-21,264.2
2016-04-22,262.9
2016-04-25,263.4
2016-04-26,262.55
2016-04-27,263.55
2016-04-28,259.75
2016-04-29,263.55
2016-05-02,266.9
2016-05-03,272.3
2016-05-04,279.8
2016-05-05,279.9
2016-05-06,279.75
2016-05-09,278.85
2016-05-10,276.5
2016-05-11,277.05
2016-05-12,283.65
2016-05-13,278.55
2016-05-16,276.5
2016-05-17,279.1
2016-05-18,274.8
2016-05-19,267.35
2016-05-20,264.3
2016-05-23,259.6
2016-05-24,254.2
2016-05-25,267.75
2016-05-26,269.65
2016-05-27,273.15
2016-05-30,278.45
2016-05-31,273.55
2016-06-01,272.4
2016-06-02,274.85
2016-06-03,268.9
2016-06-06,269.9
2016-06-07,272.95
2016-06-08,272.9
2016-06-09,274.5
2016-06-10,276.0
2016-06-13,274.3
2016-06-14,279.9
2016-06-15,280.05
2016-06-16,283.05
2016-06-17,286.25
2016-06-20,286.9
2016-06-21,283.45
2016-06-22,290.8
2016-06-23,287.4
2016-06-24,290.55
2016-06-27,287.05
2016-06-28,284.3
2016-06-29,290.05
2016-06-30,294.2
2016-07-01,298.55
2016-07-04,295.65
2016-07-05,295.95
2016-07-07,294.15
2016-07-08,292.15
2016-07-11,295.2
2016-07-12,295.3
2016-07-13,287.9
2016-07-14,288.3
2016-07-15,290.65
2016-07-18,287.25
2016-07-19,285.2
2016-07-20,292.45
2016-07-21,292.45
2016-07-22,295.05
2016-07-25,297.0
2016-07-26,297.1
2016-07-27,298.55
2016-07-28,297.3
2016-07-29,298.0
2016-08-01,312.05
2016-08-02,310.35
2016-08-03,305.7
2016-08-04,312.6
2016-08-05,310.5
2016-08-08,311.65
2016-08-09,309.75
2016-08-10,310.4
2016-08-11,314.8
2016-08-12,314.15
2016-08-16,320.25
2016-08-17,320.05
2016-08-18,326.9
2016-08-19,343.7
2016-08-22,332.5
2016-08-23,334.65
2016-08-24,339.4
2016-08-25,336.25
2016-08-26,337.2
2016-08-29,338.2
2016-08-30,343.2
2016-08-31,351.85
2016-09-01,349.75
2016-09-02,353.4
2016-09-06,356.45
2016-09-07,345.1
2016-09-08,350.95
2016-09-09,349.65
2016-09-12,329.85
2016-09-14,334.05
2016-09-15,335.3
2016-09-16,333.5
2016-09-19,338.9
2016-09-20,334.8
2016-09-21,333.85
2016-09-22,341.3
2016-09-23,344.0
2016-09-26,344.3
2016-09-27,346.3
2016-09-28,349.7
2016-09-29,338.25
2016-09-30,345.4
2016-10-03,353.05
2016-10-04,367.35
2016-10-05,370.3
2016-10-06,374.25
2016-10-07,373.1
2016-10-10,369.1
2016-10-13,380.45
2016-10-14,400.65
2016-10-17,402.25
2016-10-18,400.3
2016-10-19,383.15
2016-10-20,384.95
2016-10-21,389.1
2016-10-24,387.0
2016-10-25,381.7
2016-10-26,383.15
2016-10-27,380.65
2016-10-28,388.8
2016-10-30,387.0
2016-11-01,382.8
2016-11-02,366.9
2016-11-03,356.2
2016-11-04,360.4
2016-11-07,355.9
2016-11-08,361.7
2016-11-09,366.7
2016-11-10,388.1
2016-11-11,360.85
2016-11-15,360.6
2016-11-16,353.85
2016-11-17,347.75
2016-11-18,376.25
2016-11-21,367.05
2016-11-22,377.6
2016-11-23,376.6
2016-11-24,370.2
2016-11-25,372.05
2016-11-28,369.75
2016-11-29,370.05
2016-11-30,388.7
2016-12-01,381.5
2016-12-02,378.3
2016-12-05,375.1
2016-12-06,383.05
2016-12-07,386.9
2016-12-08,385.5
2016-12-09,386.75
2016-12-12,379.8
2016-12-13,375.8
2016-12-14,379.55
2016-12-15,379.4
2016-12-16,375.65
2016-12-19,387.05
2016-12-20,372.95
2016-12-21,359.75
2016-12-22,361.7
2016-12-23,357.6
2016-12-26,346.35
2016-12-27,357.9
2016-12-28,365.8
2016-12-29,365.65
2016-12-30,367.45
