Date,IBULHSGFIN
2016-01-01,735.65
2016-01-04,723.45
2016-01-05,733.4
2016-01-06,735.85
2016-01-07,717.3
2016-01-08,735.25
2016-01-11,736.2
2016-01-12,713.9
2016-01-13,716.85
2016-01-14,692.05
2016-01-15,665.1
2016-01-18,656.8
2016-01-19,696.95
2016-01-20,689.65
2016-01-21,698.35
2016-01-22,708.65
2016-01-25,708.15
2016-01-27,704.05
2016-01-28,697.3
2016-01-29,706.95
2016-02-01,708.45
2016-02-02,693.85
2016-02-03,676.1
2016-02-04,659.6
2016-02-05,682.3
2016-02-08,672.25
2016-02-09,627.05
2016-02-10,625.2
2016-02-11,614.35
2016-02-12,601.25
2016-02-15,634.6
2016-02-16,615.85
2016-02-17,611.5
2016-02-18,607.0
2016-02-19,597.5
2016-02-22,583.25
2016-02-23,565.65
2016-02-24,552.9
2016-02-25,560.2
2016-02-26,575.5
2016-02-29,575.35
2016-03-01,623.65
2016-03-02,649.4
2016-03-03,649.4
2016-03-04,669.3
2016-03-08,661.25
2016-03-09,655.85
2016-03-10,654.9
2016-03-11,647.2
2016-03-14,652.75
2016-03-15,649.65
2016-03-16,636.05
2016-03-17,635.75
2016-03-18,612.35
2016-03-21,645.6
2016-03-22,645.15
2016-03-23,644.25
2016-03-28,631.15
2016-03-29,614.8
2016-03-30,639.6
2016-03-31,649.9
2016-04-01,646.7
2016-04-04,631.75
2016-04-05,616.25
2016-04-06,623.7
2016-04-07,614.3
2016-04-08,607.75
2016-04-11,625.25
2016-04-12,620.75
2016-04-13,627.05
2016-04-18,641.6
2016-04-20,655.6
2016-04-21,665.6
2016-04-22,673.95
2016-04-25,663.65
2016-04-26,680.1
2016-04-27,702.85
2016-04-28,697.1
2016-04-29,693.25
2016-05-02,693.55
2016-05-03,684.05
2016-05-04,670.25
2016-05-05,669.1
2016-05-06,676.45
2016-05-09,691.45
2016-05-10,686.35
2016-05-11,680.65
2016-05-12,712.85
2016-05-13,716.1
2016-05-16,724.7
2016-05-17,720.7
2016-05-18,729.0
2016-05-19,693.0
2016-05-20,687.8
2016-05-23,691.3
2016-05-24,682.6
2016-05-25,696.25
2016-05-26,718.95
2016-05-27,743.75
2016-05-30,738.15
2016-05-31,718.45
2016-06-01,726.3
2016-06-02,731.4
2016-06-03,751.35
2016-06-06,744.75
2016-06-07,737.85
2016-06-08,740.6
2016-06-09,736.85
2016-06-10,711.7
2016-06-13,696.85
2016-06-14,693.55
2016-06-15,706.3
2016-06-16,698.85
2016-06-17,695.35
2016-06-20,699.95
2016-06-21,694.6
2016-06-22,691.05
2016-06-23,683.35
2016-06-24,656.0
2016-06-27,659.3
2016-06-28,665.4
2016-06-29,661.75
2016-06-30,671.05
2016-07-01,679.7
2016-07-04,687.4
2016-07-05,678.7
2016-07-07,675.7
2016-07-08,688.2
2016-07-11,715.2
2016-07-12,744.1
2016-07-13,714.15
2016-07-14,696.6
2016-07-15,708.05
2016-07-18,709.9
2016-07-19,711.65
2016-07-20,713.35
2016-07-21,714.05
2016-07-22,735.5
2016-07-25,742.75
2016-07-26,764.1
2016-07-27,775.35
2016-07-28,770.5
2016-07-29,764.45
2016-08-01,762.65
2016-08-02,783.7
2016-08-03,787.6
2016-08-04,799.85
2016-08-05,797.55
2016-08-08,807.7
2016-08-09,806.85
2016-08-10,781.5
2016-08-11,782.4
2016-08-12,798.45
2016-08-16,815.3
2016-08-17,809.2
2016-08-18,804.9
2016-08-19,800.1
2016-08-22,793.3
2016-08-23,804.5
2016-08-24,807.7
2016-08-25,824.2
2016-08-26,818.95
2016-08-29,829.0
2016-08-30,830.8
2016-08-31,819.2
2016-09-01,835.9
2016-09-02,829.05
2016-09-06,834.05
2016-09-07,820.75
2016-09-08,817.75
2016-09-09,795.7
2016-09-12,766.15
2016-09-14,793.45
2016-09-15,786.25
2016-09-16,808.1
2016-09-19,797.5
2016-09-20,804.9
2016-09-21,796.15
2016-09-22,801.55
2016-09-23,814.3
2016-09-26,813.6
2016-09-27,812.7
2016-09-28,816.6
2016-09-29,787.35
2016-09-30,827.4
2016-10-03,855.25
2016-10-04,873.45
2016-10-05,865.3
2016-10-06,850.25
2016-10-07,856.85
2016-10-10,844.3
2016-10-13,822.4
2016-10-14,837.8
2016-10-17,838.15
2016-10-18,862.65
2016-10-19,880.65
2016-10-20,872.2
2016-10-21,877.05
2016-10-24,871.6
2016-10-25,868.05
2016-10-26,854.3
2016-10-27,844.2
2016-10-28,848.9
2016-10-30,847.4
2016-11-01,860.4
2016-11-02,833.85
2016-11-03,802.0
2016-11-04,788.2
2016-11-07,792.3
2016-11-08,786.1
2016-11-09,721.5
2016-11-10,700.5
2016-11-11,700.3
2016-11-15,674.25
2016-11-16,669.85
2016-11-17,669.25
2016-11-18,667.85
2016-11-21,653.25
2016-11-22,671.8
2016-11-23,673.15
2016-11-24,676.7
2016-11-25,702.95
2016-11-28,707.65
2016-11-29,726.5
2016-11-30,765.05
2016-12-01,756.15
2016-12-02,736.9
2016-12-05,742.75
2016-12-06,731.55
2016-12-07,716.45
2016-12-08,720.85
2016-12-09,702.35
2016-12-12,694.15
2016-12-13,670.3
2016-12-14,647.5
2016-12-15,649.55
2016-12-16,638.9
2016-12-19,651.3
2016-12-20,641.3
2016-12-21,642.1
2016-12-22,637.4
2016-12-23,639.25
2016-12-26,629.15
2016-12-27,637.15
2016-12-28,645.05
2016-12-29,642.35
2016-12-30,650.25
