Date,SESHAPAPER
2016-01-01,241.55
2016-01-04,242.45
2016-01-05,242.3
2016-01-06,235.75
2016-01-07,228.0
2016-01-08,227.8
2016-01-11,235.5
2016-01-12,225.4
2016-01-13,220.0
2016-01-14,222.0
2016-01-15,220.0
2016-01-18,209.35
2016-01-19,206.7
2016-01-20,206.3
2016-01-21,200.2
2016-01-22,211.8
2016-01-25,215.35
2016-01-27,212.55
2016-01-28,213.2
2016-01-29,218.0
2016-02-01,211.25
2016-02-02,210.1
2016-02-03,205.0
2016-02-04,208.5
2016-02-08,209.95
2016-02-09,197.45
2016-02-10,220.35
2016-02-11,218.3
2016-02-12,220.0
2016-02-15,221.0
2016-02-16,223.1
2016-02-17,229.0
2016-02-18,223.35
2016-02-19,222.05
2016-02-22,219.55
2016-02-23,226.4
2016-02-24,221.0
2016-02-25,227.0
2016-02-26,232.0
2016-02-29,231.95
2016-03-01,240.0
2016-03-02,236.85
2016-03-03,237.45
2016-03-04,240.0
2016-03-08,255.95
2016-03-09,252.1
2016-03-10,247.9
2016-03-11,251.8
2016-03-14,248.75
2016-03-15,243.5
2016-03-16,245.0
2016-03-17,241.05
2016-03-18,244.5
2016-03-21,244.9
2016-03-22,235.7
2016-03-23,240.15
2016-03-28,236.35
2016-03-29,234.9
2016-03-30,233.05
2016-03-31,228.0
2016-04-01,236.05
2016-04-04,233.9
2016-04-05,234.2
2016-04-06,235.0
2016-04-07,232.3
2016-04-08,242.05
2016-04-11,239.4
2016-04-12,236.55
2016-04-13,236.4
2016-04-18,241.65
2016-04-20,242.7
2016-04-21,241.5
2016-04-22,237.4
2016-04-25,240.0
2016-04-26,247.5
2016-04-27,243.95
2016-04-28,245.0
2016-04-29,245.0
2016-05-02,237.1
2016-05-03,242.7
2016-05-04,240.55
2016-05-05,244.95
2016-05-06,242.25
2016-05-09,244.85
2016-05-10,241.3
2016-05-11,243.65
2016-05-12,243.1
2016-05-13,243.0
2016-05-16,239.95
2016-05-17,247.6
2016-05-18,245.0
2016-05-19,241.1
2016-05-20,241.0
2016-05-23,239.5
2016-05-24,228.85
2016-05-25,237.5
2016-05-26,240.0
2016-05-27,243.3
2016-05-30,269.75
2016-05-31,269.3
2016-06-01,271.7
2016-06-02,266.0
2016-06-03,265.05
2016-06-06,261.6
2016-06-07,258.15
2016-06-08,263.3
2016-06-09,263.0
2016-06-10,268.4
2016-06-13,262.15
2016-06-14,264.95
2016-06-15,296.0
2016-06-16,283.6
2016-06-17,282.05
2016-06-20,287.75
2016-06-21,282.25
2016-06-22,282.05
2016-06-23,281.0
2016-06-24,268.4
2016-06-27,270.25
2016-06-28,289.85
2016-06-29,292.8
2016-06-30,294.2
2016-07-01,290.0
2016-07-04,296.0
2016-07-05,294.25
2016-07-07,291.7
2016-07-08,308.95
2016-07-11,310.3
2016-07-12,305.0
2016-07-13,297.85
2016-07-14,302.55
2016-07-15,308.35
2016-07-18,301.7
2016-07-19,312.1
2016-07-20,304.95
2016-07-21,314.05
2016-07-22,319.55
2016-07-25,383.45
2016-07-26,450.4
2016-07-27,424.45
2016-07-28,413.7
2016-07-29,402.0
2016-08-01,416.15
2016-08-02,410.25
2016-08-03,407.75
2016-08-04,403.45
2016-08-05,416.6
2016-08-08,417.25
2016-08-09,401.7
2016-08-10,406.65
2016-08-11,406.05
2016-08-12,406.75
2016-08-16,395.85
2016-08-17,391.4
2016-08-18,418.65
2016-08-19,417.5
2016-08-22,438.05
2016-08-23,449.3
2016-08-24,447.7
2016-08-25,464.5
2016-08-26,451.3
2016-08-29,450.25
2016-08-30,455.3
2016-08-31,460.85
2016-09-01,448.5
2016-09-02,446.9
2016-09-06,456.45
2016-09-07,455.6
2016-09-08,492.8
2016-09-09,489.5
2016-09-12,467.6
2016-09-14,479.6
2016-09-15,491.25
2016-09-16,489.4
2016-09-19,493.35
2016-09-20,480.6
2016-09-21,478.65
2016-09-22,479.7
2016-09-23,479.6
2016-09-26,480.05
2016-09-27,490.0
2016-09-28,500.35
2016-09-29,461.95
2016-09-30,474.9
2016-10-03,527.5
2016-10-04,527.35
2016-10-05,515.7
2016-10-06,517.9
2016-10-07,595.2
2016-10-10,637.65
2016-10-13,624.05
2016-10-14,624.2
2016-10-17,614.4
2016-10-18,614.1
2016-10-19,609.4
2016-10-20,604.4
2016-10-21,616.8
2016-10-24,612.2
2016-10-25,604.85
2016-10-26,608.1
2016-10-27,604.65
2016-10-28,616.55
2016-10-30,627.45
2016-11-01,729.3
2016-11-02,749.55
2016-11-03,712.3
2016-11-04,697.95
2016-11-07,788.75
2016-11-08,758.2
2016-11-09,742.95
2016-11-10,747.9
2016-11-11,768.1
2016-11-15,691.7
2016-11-16,683.05
2016-11-17,642.1
2016-11-18,631.6
2016-11-21,588.55
2016-11-22,583.65
2016-11-23,663.0
2016-11-24,685.5
2016-11-25,730.45
2016-11-28,771.6
2016-11-29,752.35
2016-11-30,772.0
2016-12-01,739.4
2016-12-02,723.2
2016-12-05,714.15
2016-12-06,738.5
2016-12-07,717.25
2016-12-08,738.75
2016-12-09,734.6
2016-12-12,715.45
2016-12-13,714.95
2016-12-14,709.4
2016-12-15,712.85
2016-12-16,719.3
2016-12-19,711.4
2016-12-20,704.2
2016-12-21,690.05
2016-12-22,671.8
2016-12-23,699.4
2016-12-26,674.9
2016-12-27,676.95
2016-12-28,693.2
2016-12-29,699.15
2016-12-30,688.95
