Date,CYIENT
2016-01-01,493.55
2016-01-04,494.25
2016-01-05,487.8
2016-01-06,496.4
2016-01-07,481.35
2016-01-08,515.95
2016-01-11,510.15
2016-01-12,497.3
2016-01-13,486.05
2016-01-14,468.35
2016-01-15,441.1
2016-01-18,433.85
2016-01-19,430.75
2016-01-20,417.0
2016-01-21,433.05
2016-01-22,425.4
2016-01-25,427.25
2016-01-27,430.05
2016-01-28,431.75
2016-01-29,438.2
2016-02-01,440.4
2016-02-02,432.4
2016-02-03,412.2
2016-02-04,394.9
2016-02-05,401.2
2016-02-08,394.4
2016-02-09,395.8
2016-02-10,392.95
2016-02-11,388.1
2016-02-12,375.7
2016-02-15,399.8
2016-02-16,402.05
2016-02-17,423.85
2016-02-18,420.6
2016-02-19,421.85
2016-02-22,408.8
2016-02-23,414.0
2016-02-24,416.35
2016-02-25,411.8
2016-02-26,411.15
2016-02-29,422.15
2016-03-01,428.8
2016-03-02,419.7
2016-03-03,427.45
2016-03-04,417.85
2016-03-08,412.45
2016-03-09,408.65
2016-03-10,417.9
2016-03-11,404.6
2016-03-14,415.4
2016-03-15,406.65
2016-03-16,414.9
2016-03-17,421.05
2016-03-18,425.6
2016-03-21,436.4
2016-03-22,433.55
2016-03-23,429.1
2016-03-28,417.0
2016-03-29,432.65
2016-03-30,436.65
2016-03-31,426.7
2016-04-01,455.2
2016-04-04,463.55
2016-04-05,455.05
2016-04-06,463.15
2016-04-07,453.4
2016-04-08,457.0
2016-04-11,455.45
2016-04-12,462.5
2016-04-13,455.5
2016-04-18,483.6
2016-04-20,503.55
2016-04-21,483.2
2016-04-22,454.5
2016-04-25,459.8
2016-04-26,456.85
2016-04-27,459.55
2016-04-28,461.95
2016-04-29,459.5
2016-05-02,457.75
2016-05-03,463.8
2016-05-04,465.75
2016-05-05,468.35
2016-05-06,472.05
2016-05-09,477.1
2016-05-10,475.1
2016-05-11,480.9
2016-05-12,478.45
2016-05-13,477.4
2016-05-16,484.05
2016-05-17,480.6
2016-05-18,476.35
2016-05-19,469.75
2016-05-20,455.75
2016-05-23,456.35
2016-05-24,466.55
2016-05-25,469.3
2016-05-26,465.1
2016-05-27,464.65
2016-05-30,465.2
2016-05-31,482.95
2016-06-01,478.15
2016-06-02,483.0
2016-06-03,478.95
2016-06-06,473.15
2016-06-07,486.85
2016-06-08,495.5
2016-06-09,500.0
2016-06-10,497.9
2016-06-13,485.0
2016-06-14,480.1
2016-06-15,494.15
2016-06-16,488.3
2016-06-17,494.25
2016-06-20,491.4
2016-06-21,502.55
2016-06-22,498.95
2016-06-23,492.8
2016-06-24,485.0
2016-06-27,483.55
2016-06-28,480.85
2016-06-29,491.15
2016-06-30,490.1
2016-07-01,485.95
2016-07-04,487.7
2016-07-05,500.2
2016-07-07,503.5
2016-07-08,505.45
2016-07-11,502.0
2016-07-12,499.15
2016-07-13,502.55
2016-07-14,492.75
2016-07-15,473.3
2016-07-18,489.4
2016-07-19,483.4
2016-07-20,487.0
2016-07-21,488.65
2016-07-22,486.05
2016-07-25,489.95
2016-07-26,486.35
2016-07-27,486.65
2016-07-28,484.1
2016-07-29,493.7
2016-08-01,505.1
2016-08-02,513.0
2016-08-03,517.1
2016-08-04,520.5
2016-08-05,522.4
2016-08-08,513.4
2016-08-09,514.75
2016-08-10,508.25
2016-08-11,499.95
2016-08-12,496.8
2016-08-16,494.35
2016-08-17,493.75
2016-08-18,503.0
2016-08-19,509.9
2016-08-22,509.85
2016-08-23,512.5
2016-08-24,522.45
2016-08-25,526.4
2016-08-26,523.15
2016-08-29,511.75
2016-08-30,506.0
2016-08-31,498.4
2016-09-01,487.75
2016-09-02,481.55
2016-09-06,482.1
2016-09-07,479.95
2016-09-08,467.4
2016-09-09,460.25
2016-09-12,489.2
2016-09-14,475.4
2016-09-15,475.95
2016-09-16,463.1
2016-09-19,469.9
2016-09-20,470.35
2016-09-21,473.8
2016-09-22,474.75
2016-09-23,482.2
2016-09-26,477.7
2016-09-27,479.85
2016-09-28,471.85
2016-09-29,467.75
2016-09-30,470.6
2016-10-03,484.9
2016-10-04,484.0
2016-10-05,484.9
2016-10-06,484.9
2016-10-07,482.65
2016-10-10,484.7
2016-10-13,537.9
2016-10-14,502.5
2016-10-17,502.6
2016-10-18,511.0
2016-10-19,512.1
2016-10-20,515.3
2016-10-21,506.55
2016-10-24,503.3
2016-10-25,503.0
2016-10-26,496.95
2016-10-27,492.3
2016-10-28,489.55
2016-10-30,496.5
2016-11-01,485.15
2016-11-02,479.25
2016-11-03,461.65
2016-11-04,465.75
2016-11-07,459.55
2016-11-08,458.4
2016-11-09,453.25
2016-11-10,456.6
2016-11-11,458.15
2016-11-15,460.95
2016-11-16,471.15
2016-11-17,469.8
2016-11-18,480.65
2016-11-21,480.25
2016-11-22,499.05
2016-11-23,486.7
2016-11-24,487.75
2016-11-25,490.05
2016-11-28,493.6
2016-11-29,489.8
2016-11-30,496.55
2016-12-01,492.5
2016-12-02,493.2
2016-12-05,497.6
2016-12-06,496.3
2016-12-07,503.3
2016-12-08,512.65
2016-12-09,504.45
2016-12-12,506.65
2016-12-13,502.55
2016-12-14,511.3
2016-12-15,510.7
2016-12-16,512.05
2016-12-19,506.95
2016-12-20,494.35
2016-12-21,491.25
2016-12-22,484.05
2016-12-23,483.15
2016-12-26,479.2
2016-12-27,475.75
2016-12-28,488.75
2016-12-29,490.7
2016-12-30,504.9
