Date,APOLLOHOSP
2016-01-01,1460.8
2016-01-04,1450.1
2016-01-05,1468.5
2016-01-06,1455.35
2016-01-07,1396.65
2016-01-08,1404.55
2016-01-11,1360.85
2016-01-12,1361.45
2016-01-13,1365.35
2016-01-14,1376.8
2016-01-15,1364.25
2016-01-18,1350.1
2016-01-19,1408.5
2016-01-20,1359.3
2016-01-21,1367.85
2016-01-22,1402.15
2016-01-25,1421.1
2016-01-27,1392.0
2016-01-28,1409.35
2016-01-29,1473.0
2016-02-01,1498.4
2016-02-02,1434.3
2016-02-03,1484.55
2016-02-04,1421.95
2016-02-05,1455.95
2016-02-08,1453.6
2016-02-09,1435.2
2016-02-10,1447.0
2016-02-11,1422.8
2016-02-12,1404.65
2016-02-15,1444.6
2016-02-16,1424.2
2016-02-17,1421.8
2016-02-18,1429.9
2016-02-19,1428.7
2016-02-22,1428.1
2016-02-23,1437.25
2016-02-24,1438.65
2016-02-25,1444.7
2016-02-26,1433.6
2016-02-29,1463.85
2016-03-01,1497.2
2016-03-02,1497.85
2016-03-03,1428.8
2016-03-04,1410.1
2016-03-08,1408.05
2016-03-09,1394.1
2016-03-10,1404.05
2016-03-11,1414.8
2016-03-14,1408.3
2016-03-15,1354.2
2016-03-16,1360.0
2016-03-17,1382.9
2016-03-18,1396.4
2016-03-21,1401.3
2016-03-22,1389.9
2016-03-23,1392.15
2016-03-28,1375.05
2016-03-29,1336.85
2016-03-30,1320.85
2016-03-31,1329.3
2016-04-01,1348.95
2016-04-04,1354.35
2016-04-05,1347.25
2016-04-06,1349.15
2016-04-07,1354.5
2016-04-08,1370.65
2016-04-11,1352.9
2016-04-12,1349.25
2016-04-13,1348.1
2016-04-18,1361.35
2016-04-20,1386.4
2016-04-21,1376.25
2016-04-22,1358.35
2016-04-25,1325.15
2016-04-26,1326.05
2016-04-27,1316.8
2016-04-28,1313.15
2016-04-29,1312.15
2016-05-02,1306.55
2016-05-03,1294.0
2016-05-04,1306.65
2016-05-05,1301.8
2016-05-06,1332.6
2016-05-09,1336.5
2016-05-10,1301.0
2016-05-11,1320.3
2016-05-12,1322.6
2016-05-13,1323.55
2016-05-16,1343.85
2016-05-17,1338.15
2016-05-18,1356.85
2016-05-19,1321.0
2016-05-20,1329.2
2016-05-23,1358.6
2016-05-24,1360.6
2016-05-25,1339.9
2016-05-26,1345.9
2016-05-27,1348.2
2016-05-30,1399.05
2016-05-31,1369.1
2016-06-01,1413.45
2016-06-02,1401.4
2016-06-03,1366.5
2016-06-06,1354.05
2016-06-07,1349.65
2016-06-08,1360.8
2016-06-09,1388.55
2016-06-10,1355.3
2016-06-13,1318.7
2016-06-14,1325.7
2016-06-15,1322.35
2016-06-16,1307.6
2016-06-17,1294.95
2016-06-20,1300.05
2016-06-21,1307.2
2016-06-22,1306.35
2016-06-23,1303.1
2016-06-24,1306.05
2016-06-27,1302.85
2016-06-28,1319.15
2016-06-29,1315.7
2016-06-30,1315.5
2016-07-01,1329.85
2016-07-04,1343.5
2016-07-05,1345.3
2016-07-07,1357.25
2016-07-08,1370.2
2016-07-11,1361.95
2016-07-12,1378.7
2016-07-13,1390.95
2016-07-14,1370.8
2016-07-15,1379.45
2016-07-18,1361.7
2016-07-19,1341.4
2016-07-20,1333.45
2016-07-21,1333.0
