Date,JAYNECOIND
2016-01-01,9.9
2016-01-04,9.7
2016-01-05,10.9
2016-01-06,10.35
2016-01-07,9.65
2016-01-08,9.5
2016-01-11,9.55
2016-01-12,9.5
2016-01-13,8.75
2016-01-14,8.7
2016-01-15,8.2
2016-01-18,7.75
2016-01-19,8.1
2016-01-20,7.7
2016-01-21,7.7
2016-01-22,7.8
2016-01-25,7.95
2016-01-27,8.05
2016-01-28,8.0
2016-01-29,8.0
2016-02-01,7.95
2016-02-02,7.9
2016-02-03,7.65
2016-02-04,7.45
2016-02-05,7.6
2016-02-08,7.8
2016-02-09,7.75
2016-02-10,7.65
2016-02-11,6.9
2016-02-12,6.9
2016-02-15,7.25
2016-02-16,7.0
2016-02-17,6.9
2016-02-18,6.95
2016-02-19,6.95
2016-02-22,7.0
2016-02-23,6.9
2016-02-24,6.8
2016-02-25,6.85
2016-02-26,6.85
2016-02-29,6.75
2016-03-01,7.1
2016-03-02,7.75
2016-03-03,8.05
2016-03-04,7.75
2016-03-08,7.7
2016-03-09,7.7
2016-03-10,7.6
2016-03-11,7.6
2016-03-14,7.2
2016-03-15,7.15
2016-03-16,7.15
2016-03-17,7.15
2016-03-18,7.2
2016-03-21,7.05
2016-03-22,7.1
2016-03-23,7.15
2016-03-28,6.75
2016-03-29,6.65
2016-03-30,6.85
2016-03-31,6.9
2016-04-01,6.9
2016-04-04,7.1
2016-04-05,6.85
2016-04-06,6.9
2016-04-07,6.95
2016-04-08,7.05
2016-04-11,7.05
2016-04-12,7.0
2016-04-13,7.3
2016-04-18,7.15
2016-04-20,8.25
2016-04-21,8.55
2016-04-22,8.5
2016-04-25,8.4
2016-04-26,8.25
2016-04-27,8.2
2016-04-28,8.3
2016-04-29,8.3
2016-05-02,8.2
2016-05-03,7.85
2016-05-04,7.7
2016-05-05,7.6
2016-05-06,7.6
2016-05-09,7.65
2016-05-10,7.65
2016-05-11,7.45
2016-05-12,7.8
2016-05-13,7.5
2016-05-16,7.45
2016-05-17,7.4
2016-05-18,7.75
2016-05-19,7.65
2016-05-20,7.4
2016-05-23,7.55
2016-05-24,7.5
2016-05-25,7.45
2016-05-26,7.35
2016-05-27,7.55
2016-05-30,7.25
2016-05-31,7.25
2016-06-01,7.1
2016-06-02,7.0
2016-06-03,7.1
2016-06-06,6.95
2016-06-07,7.0
2016-06-08,7.0
2016-06-09,7.15
2016-06-10,6.9
2016-06-13,7.2
2016-06-14,7.4
2016-06-15,7.75
2016-06-16,7.65
2016-06-17,8.1
2016-06-20,8.25
2016-06-21,8.1
2016-06-22,8.25
2016-06-23,7.9
2016-06-24,7.55
2016-06-27,7.75
2016-06-28,7.7
2016-06-29,7.85
2016-06-30,8.05
2016-07-01,7.85
2016-07-04,7.8
2016-07-05,7.95
2016-07-07,8.0
2016-07-08,7.9
2016-07-11,8.25
2016-07-12,8.4
2016-07-13,8.3
2016-07-14,8.05
2016-07-15,7.9
2016-07-18,7.95
2016-07-19,7.8
2016-07-20,7.9
2016-07-21,7.85
2016-07-22,7.8
2016-07-25,7.9
2016-07-26,8.05
2016-07-27,8.1
2016-07-28,8.0
2016-07-29,8.25
2016-08-01,8.1
2016-08-02,8.0
2016-08-03,8.0
2016-08-04,8.0
2016-08-05,8.15
2016-08-08,8.05
2016-08-09,8.3
2016-08-10,8.0
2016-08-11,7.95
2016-08-12,7.8
2016-08-16,7.4
2016-08-17,7.3
2016-08-18,7.4
2016-08-19,7.4
2016-08-22,7.45
2016-08-23,7.35
2016-08-24,7.4
2016-08-25,7.3
2016-08-26,7.4
2016-08-29,7.3
2016-08-30,7.25
2016-08-31,7.3
2016-09-01,7.2
2016-09-02,7.05
2016-09-06,6.95
2016-09-07,7.45
2016-09-08,7.5
2016-09-09,7.55
2016-09-12,7.25
2016-09-14,7.45
2016-09-15,7.35
2016-09-16,7.25
2016-09-19,7.1
2016-09-20,7.1
2016-09-21,7.1
2016-09-22,7.05
2016-09-23,7.1
2016-09-26,7.05
2016-09-27,7.1
2016-09-28,7.2
2016-09-29,6.65
2016-09-30,6.95
2016-10-03,6.95
2016-10-04,7.0
2016-10-05,7.15
2016-10-06,7.05
2016-10-07,7.0
2016-10-10,7.6
2016-10-13,7.6
2016-10-14,7.35
2016-10-17,7.5
2016-10-18,7.35
2016-10-19,7.4
2016-10-20,7.5
2016-10-21,9.0
2016-10-24,8.65
2016-10-25,8.65
2016-10-26,8.55
2016-10-27,8.1
2016-10-28,8.05
2016-10-30,8.1
2016-11-01,8.7
2016-11-02,8.2
2016-11-03,8.05
2016-11-04,7.7
2016-11-07,7.8
2016-11-08,7.7
2016-11-09,7.55
2016-11-10,7.7
2016-11-11,7.3
2016-11-15,7.05
2016-11-16,6.95
2016-11-17,6.8
2016-11-18,6.85
2016-11-21,6.65
2016-11-22,6.9
2016-11-23,6.95
2016-11-24,7.05
2016-11-25,7.1
2016-11-28,7.3
2016-11-29,7.2
2016-11-30,7.25
2016-12-01,7.2
2016-12-02,7.1
2016-12-05,7.2
2016-12-06,7.2
2016-12-07,7.15
2016-12-08,7.2
2016-12-09,7.35
2016-12-12,7.2
2016-12-13,7.1
2016-12-14,7.1
2016-12-15,7.0
2016-12-16,7.0
2016-12-19,7.05
2016-12-20,7.0
2016-12-21,7.05
2016-12-22,6.95
2016-12-23,7.0
2016-12-26,7.0
2016-12-27,6.9
2016-12-28,6.95
2016-12-29,7.0
2016-12-30,6.95
