Date,VASCONEQ
2016-01-01,36.75
2016-01-04,35.35
2016-01-05,36.3
2016-01-06,35.1
2016-01-07,32.65
2016-01-08,33.35
2016-01-11,34.3
2016-01-12,33.75
2016-01-13,30.8
2016-01-14,30.15
2016-01-15,27.4
2016-01-18,24.35
2016-01-19,26.15
2016-01-20,25.15
2016-01-21,24.85
2016-01-22,26.15
2016-01-25,27.35
2016-01-27,28.6
2016-01-28,28.7
2016-01-29,29.4
2016-02-01,29.6
2016-02-02,27.65
2016-02-03,26.55
2016-02-04,26.45
2016-02-05,28.5
2016-02-08,28.3
2016-02-09,28.6
2016-02-10,28.35
2016-02-11,24.3
2016-02-12,25.3
2016-02-15,26.05
2016-02-16,24.0
2016-02-17,24.75
2016-02-18,24.4
2016-02-19,24.25
2016-02-22,24.15
2016-02-23,23.55
2016-02-24,22.8
2016-02-25,22.85
2016-02-26,22.55
2016-02-29,21.55
2016-03-01,25.85
2016-03-02,25.45
2016-03-03,25.55
2016-03-04,26.0
2016-03-08,26.85
2016-03-09,26.65
2016-03-10,25.7
2016-03-11,25.25
2016-03-14,24.9
2016-03-15,24.2
2016-03-16,24.55
2016-03-17,24.45
2016-03-18,24.25
2016-03-21,24.0
2016-03-22,24.75
2016-03-23,26.4
2016-03-28,24.6
2016-03-29,24.0
2016-03-30,24.4
2016-03-31,24.9
2016-04-01,24.5
2016-04-04,24.75
2016-04-05,24.1
2016-04-06,25.5
2016-04-07,24.8
2016-04-08,24.6
2016-04-11,25.15
2016-04-12,26.9
2016-04-13,26.5
2016-04-18,25.9
2016-04-20,26.75
2016-04-21,26.2
2016-04-22,26.05
2016-04-25,26.55
2016-04-26,27.0
2016-04-27,27.25
2016-04-28,27.45
2016-04-29,28.4
2016-05-02,28.55
2016-05-03,28.7
2016-05-04,27.8
2016-05-05,27.5
2016-05-06,27.3
2016-05-09,30.15
2016-05-10,30.6
2016-05-11,29.8
2016-05-12,29.7
2016-05-13,29.8
2016-05-16,31.8
2016-05-17,30.0
2016-05-18,29.55
2016-05-19,29.1
2016-05-20,28.2
2016-05-23,27.8
2016-05-24,28.05
2016-05-25,28.45
2016-05-26,28.35
2016-05-27,28.95
2016-05-30,28.8
2016-05-31,28.3
2016-06-01,28.55
2016-06-02,28.45
2016-06-03,27.6
2016-06-06,26.75
2016-06-07,26.95
2016-06-08,27.55
2016-06-09,27.8
2016-06-10,27.7
2016-06-13,27.6
2016-06-14,29.05
2016-06-15,29.95
2016-06-16,29.8
2016-06-17,29.4
2016-06-20,31.35
2016-06-21,31.0
2016-06-22,30.35
2016-06-23,29.9
2016-06-24,29.05
2016-06-27,29.9
2016-06-28,30.85
2016-06-29,32.4
2016-06-30,33.3
2016-07-01,33.3
2016-07-04,32.9
2016-07-05,32.2
2016-07-07,31.85
2016-07-08,31.55
2016-07-11,29.95
2016-07-12,30.6
2016-07-13,29.9
2016-07-14,32.3
2016-07-15,31.65
2016-07-18,30.8
2016-07-19,31.85
2016-07-20,31.75
2016-07-21,31.25
2016-07-22,31.25
2016-07-25,30.95
2016-07-26,30.15
2016-07-27,30.3
2016-07-28,30.75
2016-07-29,29.95
2016-08-01,29.9
2016-08-02,29.75
2016-08-03,29.25
2016-08-04,29.95
2016-08-05,31.1
2016-08-08,31.75
2016-08-09,31.65
2016-08-10,30.55
2016-08-11,30.9
2016-08-12,31.45
2016-08-16,31.25
2016-08-17,31.55
2016-08-18,33.65
2016-08-19,32.85
2016-08-22,33.05
2016-08-23,35.45
2016-08-24,37.7
2016-08-25,36.7
2016-08-26,35.4
2016-08-29,35.7
2016-08-30,35.65
2016-08-31,35.05
2016-09-01,34.05
2016-09-02,33.55
2016-09-06,34.9
2016-09-07,37.9
2016-09-08,37.1
2016-09-09,36.7
2016-09-12,35.3
2016-09-14,36.7
2016-09-15,36.15
2016-09-16,35.0
2016-09-19,35.35
2016-09-20,34.55
2016-09-21,34.0
2016-09-22,34.0
2016-09-23,33.95
2016-09-26,33.55
2016-09-27,33.45
2016-09-28,33.3
2016-09-29,30.3
2016-09-30,31.65
2016-10-03,33.2
2016-10-04,34.65
2016-10-05,33.9
2016-10-06,33.65
2016-10-07,33.4
2016-10-10,32.9
2016-10-13,31.45
2016-10-14,31.8
2016-10-17,31.35
2016-10-18,32.8
2016-10-19,32.95
2016-10-20,36.2
2016-10-21,37.65
2016-10-24,39.75
2016-10-25,38.65
2016-10-26,39.8
2016-10-27,38.75
2016-10-28,38.45
2016-10-30,38.9
2016-11-01,38.5
2016-11-02,36.7
2016-11-03,35.2
2016-11-04,34.0
2016-11-07,35.55
2016-11-08,34.75
2016-11-09,33.0
2016-11-10,33.9
2016-11-11,31.85
2016-11-15,29.85
2016-11-16,30.25
2016-11-17,29.8
2016-11-18,30.0
2016-11-21,28.0
2016-11-22,29.55
2016-11-23,30.45
2016-11-24,30.05
2016-11-25,30.3
2016-11-28,30.15
2016-11-29,30.1
2016-11-30,31.85
2016-12-01,30.95
2016-12-02,30.0
2016-12-05,29.95
2016-12-06,30.7
2016-12-07,30.4
2016-12-08,30.7
2016-12-09,31.1
2016-12-12,31.05
2016-12-13,31.9
2016-12-14,30.65
2016-12-15,30.65
2016-12-16,29.15
2016-12-19,29.15
2016-12-20,28.4
2016-12-21,28.95
2016-12-22,28.3
2016-12-23,27.95
2016-12-26,26.5
2016-12-27,27.25
2016-12-28,27.5
2016-12-29,27.7
2016-12-30,28.45
