Date,VAIBHAVGBL
2016-01-01,502.45
2016-01-04,491.85
2016-01-05,493.95
2016-01-06,491.7
2016-01-07,485.75
2016-01-08,490.25
2016-01-11,492.15
2016-01-12,485.85
2016-01-13,473.75
2016-01-14,461.95
2016-01-15,439.1
2016-01-18,424.8
2016-01-19,434.25
2016-01-20,425.45
2016-01-21,438.75
2016-01-22,425.4
2016-01-25,421.3
2016-01-27,400.55
2016-01-28,393.9
2016-01-29,386.1
2016-02-01,381.05
2016-02-02,364.7
2016-02-03,357.9
2016-02-04,358.65
2016-02-05,358.1
2016-02-08,360.1
2016-02-09,359.75
2016-02-10,344.1
2016-02-11,338.45
2016-02-12,344.7
2016-02-15,349.95
2016-02-16,359.4
2016-02-17,349.0
2016-02-18,349.75
2016-02-19,348.6
2016-02-22,364.65
2016-02-23,361.9
2016-02-24,350.15
2016-02-25,350.15
2016-02-26,351.5
2016-02-29,350.2
2016-03-01,353.65
2016-03-02,358.85
2016-03-03,352.45
2016-03-04,355.25
2016-03-08,352.9
2016-03-09,372.45
2016-03-10,355.7
2016-03-11,362.85
2016-03-14,353.05
2016-03-15,351.95
2016-03-16,350.8
2016-03-17,348.8
2016-03-18,350.6
2016-03-21,349.1
2016-03-22,347.35
2016-03-23,342.65
2016-03-28,330.45
2016-03-29,325.15
2016-03-30,328.35
2016-03-31,320.3
2016-04-01,319.1
2016-04-04,326.9
2016-04-05,318.6
2016-04-06,317.7
2016-04-07,317.2
2016-04-08,312.95
2016-04-11,320.35
2016-04-12,328.85
2016-04-13,329.15
2016-04-18,324.35
2016-04-20,324.4
2016-04-21,319.0
2016-04-22,313.45
2016-04-25,315.3
2016-04-26,310.9
2016-04-27,308.9
2016-04-28,310.55
2016-04-29,310.95
2016-05-02,299.75
2016-05-03,299.45
2016-05-04,300.95
2016-05-05,297.75
2016-05-06,292.55
2016-05-09,293.6
2016-05-10,295.0
2016-05-11,293.3
2016-05-12,284.55
2016-05-13,270.75
2016-05-16,287.85
2016-05-17,285.45
2016-05-18,284.45
2016-05-19,280.0
2016-05-20,239.8
2016-05-23,281.9
2016-05-24,277.9
2016-05-25,286.4
2016-05-26,281.1
2016-05-27,267.7
2016-05-30,258.75
2016-05-31,239.5
2016-06-01,249.2
2016-06-02,253.05
2016-06-03,252.35
2016-06-06,257.05
2016-06-07,249.8
2016-06-08,253.95
2016-06-09,288.75
2016-06-10,289.9
2016-06-13,283.6
2016-06-14,282.9
2016-06-15,284.45
2016-06-16,277.35
2016-06-17,276.05
2016-06-20,279.6
2016-06-21,270.75
2016-06-22,272.2
2016-06-23,276.05
2016-06-24,270.05
2016-06-27,269.5
2016-06-28,272.05
2016-06-29,272.05
2016-06-30,272.9
2016-07-01,273.85
2016-07-04,273.55
2016-07-05,273.5
2016-07-07,276.7
2016-07-08,284.6
2016-07-11,289.4
2016-07-12,289.5
2016-07-13,292.25
2016-07-14,289.05
2016-07-15,292.4
2016-07-18,293.1
2016-07-19,302.85
2016-07-20,301.1
2016-07-21,301.65
2016-07-22,303.6
2016-07-25,307.4
2016-07-26,305.4
2016-07-27,310.1
2016-07-28,304.95
2016-07-29,307.25
2016-08-01,314.8
2016-08-02,313.95
2016-08-03,309.9
2016-08-04,311.65
2016-08-05,310.6
2016-08-08,303.55
2016-08-09,305.25
2016-08-10,300.35
2016-08-11,299.95
2016-08-12,314.1
2016-08-16,301.65
2016-08-17,302.9
2016-08-18,307.5
2016-08-19,305.05
2016-08-22,314.65
2016-08-23,311.6
2016-08-24,304.0
2016-08-25,301.05
2016-08-26,301.05
2016-08-29,305.2
2016-08-30,305.65
2016-08-31,304.1
2016-09-01,304.35
2016-09-02,309.75
2016-09-06,310.15
2016-09-07,311.15
2016-09-08,310.5
2016-09-09,310.9
2016-09-12,308.4
2016-09-14,312.65
2016-09-15,311.15
2016-09-16,311.15
2016-09-19,311.85
2016-09-20,319.35
2016-09-21,315.35
2016-09-22,311.05
2016-09-23,311.45
2016-09-26,311.5
2016-09-27,311.35
2016-09-28,312.9
2016-09-29,301.4
2016-09-30,309.45
2016-10-03,321.2
2016-10-04,316.95
2016-10-05,313.05
2016-10-06,312.2
2016-10-07,311.95
2016-10-10,311.55
2016-10-13,309.25
2016-10-14,311.0
2016-10-17,313.25
2016-10-18,313.45
2016-10-19,316.5
2016-10-20,314.9
2016-10-21,313.0
2016-10-24,320.0
2016-10-25,314.5
2016-10-26,312.75
2016-10-27,310.4
2016-10-28,313.2
2016-10-30,310.2
2016-11-01,300.85
2016-11-02,306.4
2016-11-03,310.05
2016-11-04,301.95
2016-11-07,306.95
2016-11-08,304.1
2016-11-09,315.75
2016-11-10,306.45
2016-11-11,295.25
2016-11-15,273.6
2016-11-16,285.65
2016-11-17,273.5
2016-11-18,274.65
2016-11-21,260.15
2016-11-22,264.35
2016-11-23,268.45
2016-11-24,270.7
2016-11-25,269.7
2016-11-28,270.75
2016-11-29,269.6
2016-11-30,279.35
2016-12-01,277.6
2016-12-02,269.2
2016-12-05,275.6
2016-12-06,278.5
2016-12-07,279.85
2016-12-08,280.05
2016-12-09,281.6
2016-12-12,277.9
2016-12-13,277.2
2016-12-14,280.4
2016-12-15,280.45
2016-12-16,277.1
2016-12-19,277.3
2016-12-20,264.5
2016-12-21,264.55
2016-12-22,264.7
2016-12-23,265.2
2016-12-26,262.5
2016-12-27,267.0
2016-12-28,273.35
2016-12-29,276.7
2016-12-30,277.3
