Date,EIHOTEL
2016-01-01,134.75
2016-01-04,130.5
2016-01-05,130.9
2016-01-06,130.55
2016-01-07,122.7
2016-01-08,124.65
2016-01-11,124.0
2016-01-12,123.4
2016-01-13,120.55
2016-01-14,122.25
2016-01-15,116.3
2016-01-18,114.25
2016-01-19,116.55
2016-01-20,116.4
2016-01-21,113.55
2016-01-22,115.6
2016-01-25,120.0
2016-01-27,120.3
2016-01-28,118.35
2016-01-29,116.55
2016-02-01,113.0
2016-02-02,113.65
2016-02-03,111.8
2016-02-04,110.6
2016-02-05,110.35
2016-02-08,111.15
2016-02-09,112.25
2016-02-10,109.9
2016-02-11,107.85
2016-02-12,105.25
2016-02-15,105.3
2016-02-16,105.6
2016-02-17,105.25
2016-02-18,105.55
2016-02-19,102.2
2016-02-22,103.75
2016-02-23,105.45
2016-02-24,107.5
2016-02-25,108.5
2016-02-26,107.95
2016-02-29,107.3
2016-03-01,108.0
2016-03-02,106.55
2016-03-03,105.55
2016-03-04,104.2
2016-03-08,106.1
2016-03-09,107.0
2016-03-10,105.35
2016-03-11,107.05
2016-03-14,105.1
2016-03-15,104.4
2016-03-16,104.15
2016-03-17,104.0
2016-03-18,104.2
2016-03-21,104.7
2016-03-22,104.2
2016-03-23,104.15
2016-03-28,103.5
2016-03-29,104.2
2016-03-30,104.45
2016-03-31,104.3
2016-04-01,103.75
2016-04-04,105.3
2016-04-05,105.4
2016-04-06,105.6
2016-04-07,105.9
2016-04-08,105.15
2016-04-11,106.25
2016-04-12,110.35
2016-04-13,108.55
2016-04-18,107.15
2016-04-20,106.4
2016-04-21,106.5
2016-04-22,106.4
2016-04-25,104.9
2016-04-26,104.7
2016-04-27,104.85
2016-04-28,103.0
2016-04-29,102.8
2016-05-02,102.85
2016-05-03,102.75
2016-05-04,101.85
2016-05-05,102.05
2016-05-06,100.45
2016-05-09,103.65
2016-05-10,102.25
2016-05-11,104.2
2016-05-12,106.55
2016-05-13,108.3
2016-05-16,108.05
2016-05-17,112.85
2016-05-18,110.3
2016-05-19,109.8
2016-05-20,109.1
2016-05-23,110.05
2016-05-24,109.85
2016-05-25,109.0
2016-05-26,107.85
2016-05-27,106.65
2016-05-30,105.75
2016-05-31,106.15
2016-06-01,105.7
2016-06-02,108.05
2016-06-03,105.55
2016-06-06,106.35
2016-06-07,106.6
2016-06-08,107.2
2016-06-09,106.35
2016-06-10,106.25
2016-06-13,105.9
2016-06-14,106.2
2016-06-15,110.65
2016-06-16,111.5
2016-06-17,112.85
2016-06-20,113.6
2016-06-21,111.95
2016-06-22,110.5
2016-06-23,111.7
2016-06-24,110.1
2016-06-27,112.5
2016-06-28,112.85
2016-06-29,111.25
2016-06-30,112.95
2016-07-01,112.5
2016-07-04,113.05
2016-07-05,111.4
2016-07-07,110.15
2016-07-08,111.35
2016-07-11,111.9
2016-07-12,111.0
2016-07-13,111.4
2016-07-14,113.55
2016-07-15,117.15
2016-07-18,115.1
2016-07-19,114.45
2016-07-20,113.75
2016-07-21,116.45
2016-07-22,113.8
2016-07-25,116.75
2016-07-26,117.05
2016-07-27,117.7
2016-07-28,114.95
2016-07-29,117.85
2016-08-01,118.65
2016-08-02,116.4
2016-08-03,111.7
2016-08-04,110.7
2016-08-05,111.0
2016-08-08,110.95
2016-08-09,110.2
2016-08-10,110.15
2016-08-11,109.7
2016-08-12,113.1
2016-08-16,113.7
2016-08-17,110.3
2016-08-18,110.2
2016-08-19,112.55
2016-08-22,113.25
2016-08-23,115.0
2016-08-24,114.55
2016-08-25,113.95
2016-08-26,112.6
2016-08-29,113.15
2016-08-30,112.15
2016-08-31,110.0
2016-09-01,108.95
2016-09-02,108.5
2016-09-06,114.4
2016-09-07,114.95
2016-09-08,111.85
2016-09-09,112.8
2016-09-12,111.4
2016-09-14,111.35
2016-09-15,110.05
2016-09-16,108.55
2016-09-19,108.85
2016-09-20,108.5
2016-09-21,108.6
2016-09-22,108.85
2016-09-23,112.0
2016-09-26,109.5
2016-09-27,108.85
2016-09-28,111.45
2016-09-29,108.15
2016-09-30,110.15
2016-10-03,111.4
2016-10-04,110.95
2016-10-05,110.35
2016-10-06,110.9
2016-10-07,110.75
2016-10-10,109.25
2016-10-13,108.55
2016-10-14,110.0
2016-10-17,108.35
2016-10-18,108.15
2016-10-19,108.65
2016-10-20,109.3
2016-10-21,109.2
2016-10-24,109.55
2016-10-25,109.4
2016-10-26,113.75
2016-10-27,111.8
2016-10-28,111.15
2016-10-30,111.45
2016-11-01,111.2
2016-11-02,109.05
2016-11-03,108.1
2016-11-04,107.9
2016-11-07,108.05
2016-11-08,107.8
2016-11-09,107.0
2016-11-10,105.3
2016-11-11,105.4
2016-11-15,104.9
2016-11-16,104.7
2016-11-17,101.3
2016-11-18,103.8
2016-11-21,100.7
2016-11-22,102.15
2016-11-23,101.55
2016-11-24,101.05
2016-11-25,101.05
2016-11-28,100.95
2016-11-29,98.95
2016-11-30,102.5
2016-12-01,102.05
2016-12-02,102.0
2016-12-05,100.05
2016-12-06,100.2
2016-12-07,99.8
2016-12-08,99.8
2016-12-09,99.2
2016-12-12,99.05
2016-12-13,100.0
2016-12-14,100.05
2016-12-15,100.65
2016-12-16,100.6
2016-12-19,100.0
2016-12-20,97.95
2016-12-21,96.35
2016-12-22,95.95
2016-12-23,94.95
2016-12-26,92.35
2016-12-27,93.8
2016-12-28,93.25
2016-12-29,93.05
2016-12-30,95.05
