Date,MINDTREE
2016-01-01,1441.55
2016-01-04,1450.75
2016-01-05,1471.3
2016-01-06,1451.9
2016-01-07,1417.35
2016-01-08,1408.55
2016-01-11,1474.85
2016-01-12,1500.05
2016-01-13,1499.7
2016-01-14,1518.5
2016-01-15,1542.4
2016-01-18,1469.85
2016-01-19,1443.55
2016-01-20,1444.95
2016-01-21,1453.5
2016-01-22,1449.75
2016-01-25,1469.2
2016-01-27,1487.85
2016-01-28,1477.4
2016-01-29,1472.05
2016-02-01,1488.2
2016-02-02,1517.75
2016-02-03,1495.25
2016-02-04,1500.35
2016-02-05,1531.55
2016-02-08,1526.85
2016-02-09,1481.2
2016-02-10,1484.55
2016-02-11,1441.9
2016-02-12,1428.1
2016-02-15,1438.6
2016-02-16,1399.25
2016-02-17,1390.05
2016-02-18,1406.85
2016-02-19,1420.95
2016-02-22,1420.65
2016-02-23,1437.9
2016-02-24,1425.7
2016-02-25,1435.75
2016-02-26,1432.55
2016-02-29,1426.35
2016-03-01,1469.2
2016-03-02,1525.65
2016-03-03,1575.4
2016-03-04,1589.9
2016-03-08,1546.35
2016-03-09,684.3
2016-03-10,670.45
2016-03-11,663.15
2016-03-14,651.6
2016-03-15,642.45
2016-03-16,639.75
2016-03-17,656.85
2016-03-18,666.15
2016-03-21,667.85
2016-03-22,658.25
2016-03-23,651.05
2016-03-28,626.65
2016-03-29,616.1
2016-03-30,663.05
2016-03-31,653.25
2016-04-01,668.15
2016-04-04,676.05
2016-04-05,658.35
2016-04-06,667.9
2016-04-07,671.65
2016-04-08,667.5
2016-04-11,667.7
2016-04-12,677.0
2016-04-13,691.6
2016-04-18,730.8
2016-04-20,723.95
2016-04-21,715.8
2016-04-22,708.3
2016-04-25,698.5
2016-04-26,707.35
2016-04-27,699.7
2016-04-28,686.2
2016-04-29,678.8
2016-05-02,681.85
2016-05-03,670.25
2016-05-04,661.45
2016-05-05,664.0
2016-05-06,659.0
2016-05-09,657.15
2016-05-10,645.85
2016-05-11,652.35
2016-05-12,660.25
2016-05-13,652.9
2016-05-16,645.3
2016-05-17,645.5
2016-05-18,644.0
2016-05-19,644.0
2016-05-20,630.45
2016-05-23,640.85
2016-05-24,647.75
2016-05-25,648.75
2016-05-26,665.35
2016-05-27,667.6
2016-05-30,671.7
2016-05-31,660.9
2016-06-01,654.8
2016-06-02,653.6
2016-06-03,647.45
2016-06-06,644.55
2016-06-07,650.3
2016-06-08,650.7
2016-06-09,639.2
2016-06-10,639.35
2016-06-13,635.15
2016-06-14,643.95
2016-06-15,640.05
2016-06-16,630.05
2016-06-17,630.0
2016-06-20,639.8
2016-06-21,657.7
2016-06-22,653.6
2016-06-23,659.95
2016-06-24,659.9
2016-06-27,651.85
2016-06-28,662.8
2016-06-29,663.4
2016-06-30,664.85
2016-07-01,673.9
2016-07-04,672.15
2016-07-05,678.3
2016-07-07,659.35
2016-07-08,654.4
2016-07-11,665.55
2016-07-12,661.05
2016-07-13,650.45
2016-07-14,653.3
2016-07-15,637.25
2016-07-18,614.2
2016-07-19,561.55
2016-07-20,570.4
2016-07-21,565.95
2016-07-22,556.9
2016-07-25,551.75
2016-07-26,565.0
2016-07-27,565.1
2016-07-28,582.3
2016-07-29,578.65
2016-08-01,601.6
2016-08-02,612.95
2016-08-03,600.1
2016-08-04,604.85
2016-08-05,613.0
2016-08-08,617.8
2016-08-09,596.55
2016-08-10,572.3
2016-08-11,580.7
2016-08-12,579.8
2016-08-16,569.15
2016-08-17,566.35
2016-08-18,564.75
2016-08-19,565.7
2016-08-22,551.25
2016-08-23,566.2
2016-08-24,568.6
2016-08-25,567.8
2016-08-26,569.25
2016-08-29,564.95
2016-08-30,570.15
2016-08-31,562.55
2016-09-01,553.75
2016-09-02,548.85
2016-09-06,525.0
2016-09-07,518.9
2016-09-08,515.3
2016-09-09,522.8
2016-09-12,516.5
2016-09-14,513.5
2016-09-15,514.0
2016-09-16,512.2
2016-09-19,505.25
2016-09-20,502.1
2016-09-21,510.25
2016-09-22,509.75
2016-09-23,505.2
2016-09-26,497.75
2016-09-27,493.0
2016-09-28,492.95
2016-09-29,481.6
2016-09-30,482.15
2016-10-03,488.55
2016-10-04,495.95
2016-10-05,498.4
2016-10-06,491.2
2016-10-07,491.85
2016-10-10,500.9
2016-10-13,489.7
2016-10-14,501.05
2016-10-17,490.6
2016-10-18,476.85
2016-10-19,476.95
2016-10-20,479.05
2016-10-21,479.0
2016-10-24,456.0
2016-10-25,454.9
2016-10-26,450.2
2016-10-27,441.5
2016-10-28,435.95
2016-10-30,440.3
2016-11-01,439.55
2016-11-02,433.55
2016-11-03,428.35
2016-11-04,425.15
2016-11-07,429.25
2016-11-08,442.65
2016-11-09,436.15
2016-11-10,437.4
2016-11-11,423.55
2016-11-15,430.55
2016-11-16,437.9
2016-11-17,441.75
2016-11-18,442.25
2016-11-21,441.8
2016-11-22,453.15
2016-11-23,453.5
2016-11-24,462.85
2016-11-25,478.25
2016-11-28,477.8
2016-11-29,473.65
2016-11-30,477.35
2016-12-01,466.6
2016-12-02,460.45
2016-12-05,448.35
2016-12-06,459.8
2016-12-07,457.75
2016-12-08,462.2
2016-12-09,470.65
2016-12-12,468.25
2016-12-13,492.5
2016-12-14,502.9
2016-12-15,495.3
2016-12-16,501.35
2016-12-19,500.1
2016-12-20,494.1
2016-12-21,493.95
2016-12-22,495.4
2016-12-23,496.9
2016-12-26,487.9
2016-12-27,486.2
2016-12-28,510.15
2016-12-29,523.85
2016-12-30,521.65
