Date,JYOTHYLAB
2016-01-01,318.85
2016-01-04,307.4
2016-01-05,306.2
2016-01-06,308.1
2016-01-07,307.5
2016-01-08,305.95
2016-01-11,305.05
2016-01-12,303.2
2016-01-13,300.15
2016-01-14,294.05
2016-01-15,294.45
2016-01-18,278.25
2016-01-19,277.2
2016-01-20,273.1
2016-01-21,266.75
2016-01-22,272.45
2016-01-25,285.1
2016-01-27,288.9
2016-01-28,282.75
2016-01-29,286.85
2016-02-01,283.25
2016-02-02,281.0
2016-02-03,281.35
2016-02-04,286.4
2016-02-05,286.65
2016-02-08,282.75
2016-02-09,283.7
2016-02-10,278.8
2016-02-11,268.25
2016-02-12,264.75
2016-02-15,272.4
2016-02-16,272.3
2016-02-17,271.0
2016-02-18,274.0
2016-02-19,273.35
2016-02-22,269.5
2016-02-23,269.95
2016-02-24,264.15
2016-02-25,258.4
2016-02-26,261.45
2016-02-29,254.9
2016-03-01,263.95
2016-03-02,280.1
2016-03-03,279.25
2016-03-04,275.85
2016-03-08,275.4
2016-03-09,281.15
2016-03-10,287.25
2016-03-11,286.3
2016-03-14,291.1
2016-03-15,284.25
2016-03-16,286.85
2016-03-17,283.75
2016-03-18,282.25
2016-03-21,286.9
2016-03-22,289.15
2016-03-23,284.9
2016-03-28,280.4
2016-03-29,280.9
2016-03-30,282.3
2016-03-31,291.4
2016-04-01,297.55
2016-04-04,302.1
2016-04-05,296.55
2016-04-06,295.05
2016-04-07,298.95
2016-04-08,299.05
2016-04-11,301.75
2016-04-12,304.55
2016-04-13,305.95
2016-04-18,307.1
2016-04-20,307.95
2016-04-21,304.75
2016-04-22,303.6
2016-04-25,301.5
2016-04-26,303.15
2016-04-27,302.15
2016-04-28,302.85
2016-04-29,304.4
2016-05-02,302.8
2016-05-03,300.4
2016-05-04,294.25
2016-05-05,303.55
2016-05-06,299.5
2016-05-09,306.15
2016-05-10,310.85
2016-05-11,318.95
2016-05-12,320.1
2016-05-13,320.7
2016-05-16,326.7
2016-05-17,319.25
2016-05-18,319.35
2016-05-19,310.35
2016-05-20,307.6
2016-05-23,298.35
2016-05-24,291.25
2016-05-25,289.95
2016-05-26,290.05
2016-05-27,289.9
2016-05-30,284.55
2016-05-31,282.1
2016-06-01,279.9
2016-06-02,283.5
2016-06-03,292.55
2016-06-06,286.3
2016-06-07,289.75
2016-06-08,287.45
2016-06-09,288.2
2016-06-10,285.15
2016-06-13,283.95
2016-06-14,292.3
2016-06-15,294.55
2016-06-16,293.7
2016-06-17,297.6
2016-06-20,298.5
2016-06-21,296.75
2016-06-22,297.4
2016-06-23,297.45
2016-06-24,296.15
2016-06-27,294.9
2016-06-28,296.45
2016-06-29,301.75
2016-06-30,302.7
2016-07-01,300.0
2016-07-04,307.0
2016-07-05,303.7
2016-07-07,300.4
2016-07-08,296.15
2016-07-11,296.15
2016-07-12,295.9
2016-07-13,293.05
2016-07-14,297.4
2016-07-15,292.0
2016-07-18,289.15
2016-07-19,289.3
2016-07-20,289.9
2016-07-21,289.55
2016-07-22,288.5
2016-07-25,289.8
2016-07-26,288.0
2016-07-27,288.35
2016-07-28,289.0
2016-07-29,288.0
2016-08-01,286.45
2016-08-02,284.8
2016-08-03,287.85
2016-08-04,284.9
2016-08-05,289.4
2016-08-08,288.05
2016-08-09,284.95
2016-08-10,287.05
2016-08-11,284.9
2016-08-12,284.8
2016-08-16,283.2
2016-08-17,284.2
2016-08-18,284.35
2016-08-19,283.75
2016-08-22,285.15
2016-08-23,290.55
2016-08-24,295.0
2016-08-25,297.45
2016-08-26,296.9
2016-08-29,306.3
2016-08-30,310.6
2016-08-31,308.55
2016-09-01,313.4
2016-09-02,319.0
2016-09-06,318.75
2016-09-07,320.05
2016-09-08,324.05
2016-09-09,325.15
2016-09-12,321.65
2016-09-14,324.8
2016-09-15,321.85
2016-09-16,337.3
2016-09-19,335.0
2016-09-20,349.05
2016-09-21,348.4
2016-09-22,349.45
2016-09-23,342.7
2016-09-26,344.25
2016-09-27,341.6
2016-09-28,345.25
2016-09-29,336.3
2016-09-30,344.7
2016-10-03,359.7
2016-10-04,360.45
2016-10-05,363.2
2016-10-06,368.8
2016-10-07,369.15
2016-10-10,358.25
2016-10-13,357.65
2016-10-14,356.55
2016-10-17,358.7
2016-10-18,359.45
2016-10-19,356.1
2016-10-20,352.9
2016-10-21,355.8
2016-10-24,360.05
2016-10-25,356.9
2016-10-26,354.5
2016-10-27,359.05
2016-10-28,358.5
2016-10-30,359.4
2016-11-01,359.5
2016-11-02,354.2
2016-11-03,354.8
2016-11-04,349.1
2016-11-07,359.8
2016-11-08,359.85
2016-11-09,359.35
2016-11-10,368.3
2016-11-11,357.25
2016-11-15,321.3
2016-11-16,347.7
2016-11-17,347.3
2016-11-18,349.4
2016-11-21,335.85
2016-11-22,336.35
2016-11-23,340.1
2016-11-24,340.1
2016-11-25,345.3
2016-11-28,339.6
2016-11-29,344.0
2016-11-30,350.15
2016-12-01,355.1
2016-12-02,363.6
2016-12-05,369.8
2016-12-06,369.65
2016-12-07,369.4
2016-12-08,371.9
2016-12-09,370.15
2016-12-12,368.3
2016-12-13,370.15
2016-12-14,362.7
2016-12-15,360.4
2016-12-16,362.45
2016-12-19,358.35
2016-12-20,345.4
2016-12-21,344.85
2016-12-22,335.95
2016-12-23,329.05
2016-12-26,328.2
2016-12-27,327.8
2016-12-28,340.35
2016-12-29,328.75
2016-12-30,338.75
