Date,EVERESTIND
2016-01-01,275.1
2016-01-04,270.55
2016-01-05,272.25
2016-01-06,275.25
2016-01-07,271.35
2016-01-08,274.7
2016-01-11,271.15
2016-01-12,261.2
2016-01-13,250.0
2016-01-14,260.6
2016-01-15,249.2
2016-01-18,234.0
2016-01-19,228.55
2016-01-20,222.8
2016-01-21,221.05
2016-01-22,230.3
2016-01-25,242.7
2016-01-27,236.05
2016-01-28,235.3
2016-01-29,236.0
2016-02-01,235.15
2016-02-02,229.65
2016-02-03,222.55
2016-02-04,221.6
2016-02-05,220.15
2016-02-08,212.1
2016-02-09,216.55
2016-02-10,216.9
2016-02-11,206.15
2016-02-12,206.7
2016-02-15,210.0
2016-02-16,200.5
2016-02-17,200.7
2016-02-18,201.75
2016-02-19,207.1
2016-02-22,214.15
2016-02-23,214.75
2016-02-24,215.25
2016-02-25,213.55
2016-02-26,209.2
2016-02-29,208.1
2016-03-01,215.65
2016-03-02,215.25
2016-03-03,217.6
2016-03-04,227.4
2016-03-08,233.05
2016-03-09,240.4
2016-03-10,230.8
2016-03-11,230.05
2016-03-14,234.85
2016-03-15,237.35
2016-03-16,232.8
2016-03-17,233.65
2016-03-18,235.55
2016-03-21,245.25
2016-03-22,244.65
2016-03-23,242.7
2016-03-28,240.75
2016-03-29,235.45
2016-03-30,236.7
2016-03-31,237.7
2016-04-01,238.95
2016-04-04,238.0
2016-04-05,232.7
2016-04-06,234.1
2016-04-07,238.35
2016-04-08,244.9
2016-04-11,257.2
2016-04-12,272.95
2016-04-13,274.6
2016-04-18,272.65
2016-04-20,275.55
2016-04-21,273.1
2016-04-22,275.7
2016-04-25,272.8
2016-04-26,274.6
2016-04-27,275.75
2016-04-28,273.1
2016-04-29,276.5
2016-05-02,277.05
2016-05-03,284.65
2016-05-04,292.75
2016-05-05,289.4
2016-05-06,287.35
2016-05-09,298.7
2016-05-10,303.95
2016-05-11,302.35
2016-05-12,298.8
2016-05-13,298.55
2016-05-16,299.35
2016-05-17,295.7
2016-05-18,290.1
2016-05-19,286.85
2016-05-20,287.1
2016-05-23,287.8
2016-05-24,281.95
2016-05-25,285.4
2016-05-26,286.2
2016-05-27,289.8
2016-05-30,290.6
2016-05-31,289.65
2016-06-01,297.25
2016-06-02,295.5
2016-06-03,294.2
2016-06-06,302.35
2016-06-07,306.3
2016-06-08,304.1
2016-06-09,309.6
2016-06-10,310.75
2016-06-13,306.8
2016-06-14,311.55
2016-06-15,312.2
2016-06-16,310.0
2016-06-17,311.65
2016-06-20,312.3
2016-06-21,306.3
2016-06-22,305.15
2016-06-23,299.0
2016-06-24,291.6
2016-06-27,292.95
2016-06-28,301.35
2016-06-29,305.45
2016-06-30,306.2
2016-07-01,308.2
2016-07-04,318.1
2016-07-05,318.0
2016-07-07,312.5
2016-07-08,310.65
2016-07-11,311.6
2016-07-12,306.85
2016-07-13,304.7
2016-07-14,301.7
2016-07-15,295.55
2016-07-18,290.05
2016-07-19,290.3
2016-07-20,301.0
2016-07-21,298.05
2016-07-22,296.85
2016-07-25,294.0
2016-07-26,290.3
2016-07-27,302.85
2016-07-28,277.4
2016-07-29,273.1
2016-08-01,266.55
2016-08-02,261.75
2016-08-03,258.25
2016-08-04,258.4
2016-08-05,261.1
2016-08-08,264.65
2016-08-09,258.25
2016-08-10,254.6
2016-08-11,250.5
2016-08-12,250.6
2016-08-16,248.4
2016-08-17,254.6
2016-08-18,250.65
2016-08-19,252.3
2016-08-22,269.15
2016-08-23,264.45
2016-08-24,269.4
2016-08-25,269.9
2016-08-26,265.55
2016-08-29,262.35
2016-08-30,265.6
2016-08-31,263.6
2016-09-01,262.6
2016-09-02,264.5
2016-09-06,265.85
2016-09-07,262.6
2016-09-08,264.35
2016-09-09,263.95
2016-09-12,256.35
2016-09-14,252.75
2016-09-15,259.45
2016-09-16,257.15
2016-09-19,257.7
2016-09-20,260.3
2016-09-21,266.3
2016-09-22,266.45
2016-09-23,268.55
2016-09-26,265.75
2016-09-27,263.95
2016-09-28,262.55
2016-09-29,260.65
2016-09-30,260.45
2016-10-03,262.1
2016-10-04,263.7
2016-10-05,268.0
2016-10-06,273.0
2016-10-07,271.75
2016-10-10,269.65
2016-10-13,264.65
2016-10-14,266.4
2016-10-17,270.5
2016-10-18,272.15
2016-10-19,271.4
2016-10-20,271.7
2016-10-21,270.75
2016-10-24,235.5
2016-10-25,241.8
2016-10-26,237.45
2016-10-27,229.45
2016-10-28,232.25
2016-10-30,238.45
2016-11-01,231.2
2016-11-02,227.75
2016-11-03,225.75
2016-11-04,218.75
2016-11-07,218.65
2016-11-08,224.1
2016-11-09,212.05
2016-11-10,211.1
2016-11-11,204.8
2016-11-15,198.65
2016-11-16,199.0
2016-11-17,197.45
2016-11-18,199.2
2016-11-21,193.95
2016-11-22,190.05
2016-11-23,193.55
2016-11-24,193.6
2016-11-25,196.5
2016-11-28,199.25
2016-11-29,205.15
2016-11-30,212.85
2016-12-01,203.15
2016-12-02,199.4
2016-12-05,198.75
2016-12-06,197.95
2016-12-07,198.7
2016-12-08,196.55
2016-12-09,197.85
2016-12-12,202.15
2016-12-13,201.1
2016-12-14,199.7
2016-12-15,197.95
2016-12-16,195.25
2016-12-19,197.4
2016-12-20,194.9
2016-12-21,193.25
2016-12-22,191.75
2016-12-23,191.7
2016-12-26,185.1
2016-12-27,185.3
2016-12-28,189.45
2016-12-29,191.45
2016-12-30,192.35
