Date,RUBYMILLS
2016-01-01,415.15
2016-01-04,401.0
2016-01-05,417.6
2016-01-06,404.1
2016-01-07,392.75
2016-01-08,405.85
2016-01-11,397.35
2016-01-12,392.5
2016-01-13,365.2
2016-01-14,378.0
2016-01-15,366.3
2016-01-18,330.1
2016-01-19,353.3
2016-01-20,336.75
2016-01-21,339.9
2016-01-22,340.1
2016-01-25,343.8
2016-01-27,332.75
2016-01-28,331.45
2016-01-29,354.2
2016-02-01,343.7
2016-02-02,349.75
2016-02-03,334.3
2016-02-04,337.45
2016-02-05,366.6
2016-02-08,373.3
2016-02-09,371.1
2016-02-10,360.25
2016-02-11,326.15
2016-02-12,310.5
2016-02-15,317.4
2016-02-16,301.7
2016-02-17,300.1
2016-02-18,310.6
2016-02-19,305.95
2016-02-22,307.7
2016-02-23,305.65
2016-02-24,279.55
2016-02-25,269.85
2016-02-26,263.75
2016-02-29,257.2
2016-03-01,274.65
2016-03-02,290.4
2016-03-03,295.5
2016-03-04,286.35
2016-03-08,285.7
2016-03-09,319.85
2016-03-10,318.5
2016-03-11,315.7
2016-03-14,319.25
2016-03-15,309.75
2016-03-16,304.45
2016-03-17,303.45
2016-03-18,307.8
2016-03-21,310.65
2016-03-22,300.45
2016-03-23,302.25
2016-03-28,297.6
2016-03-29,284.95
2016-03-30,295.7
2016-03-31,292.3
2016-04-01,301.55
2016-04-04,308.9
2016-04-05,305.5
2016-04-06,304.45
2016-04-07,302.45
2016-04-08,308.85
2016-04-11,307.35
2016-04-12,300.25
2016-04-13,308.35
2016-04-18,370.0
2016-04-20,399.4
2016-04-21,393.45
2016-04-22,388.3
2016-04-25,396.8
2016-04-26,392.8
2016-04-27,399.5
2016-04-28,400.35
2016-04-29,389.85
2016-05-02,382.05
2016-05-03,410.9
2016-05-04,411.5
2016-05-05,412.95
2016-05-06,405.35
2016-05-09,416.8
2016-05-10,411.65
2016-05-11,410.75
2016-05-12,410.0
2016-05-13,406.0
2016-05-16,400.55
2016-05-17,408.7
2016-05-18,403.0
2016-05-19,391.65
2016-05-20,394.75
2016-05-23,386.05
2016-05-24,381.1
2016-05-25,385.25
2016-05-26,399.0
2016-05-27,400.7
2016-05-30,411.0
2016-05-31,390.55
2016-06-01,394.05
2016-06-02,392.0
2016-06-03,391.25
2016-06-06,384.15
2016-06-07,384.35
2016-06-08,394.8
2016-06-09,395.65
2016-06-10,394.1
2016-06-13,389.2
2016-06-14,385.95
2016-06-15,389.15
2016-06-16,385.75
2016-06-17,387.05
2016-06-20,377.55
2016-06-21,390.05
2016-06-22,386.25
2016-06-23,384.05
2016-06-24,373.6
2016-06-27,377.0
2016-06-28,375.15
2016-06-29,380.6
2016-06-30,383.65
2016-07-01,379.6
2016-07-04,380.05
2016-07-05,374.75
2016-07-07,375.6
2016-07-08,376.6
2016-07-11,375.55
2016-07-12,372.9
2016-07-13,365.6
2016-07-14,363.0
2016-07-15,361.45
2016-07-18,363.95
2016-07-19,361.45
2016-07-20,361.5
2016-07-21,359.75
2016-07-22,362.95
2016-07-25,398.55
2016-07-26,391.65
2016-07-27,399.75
2016-07-28,403.35
2016-07-29,399.15
2016-08-01,392.55
2016-08-02,387.45
2016-08-03,387.2
2016-08-04,389.65
2016-08-05,391.8
2016-08-08,379.75
2016-08-09,376.45
2016-08-10,376.45
2016-08-11,372.3
2016-08-12,363.45
2016-08-16,362.9
2016-08-17,365.1
2016-08-18,367.7
2016-08-19,369.35
2016-08-22,368.4
2016-08-23,365.6
2016-08-24,367.2
2016-08-25,364.55
2016-08-26,361.05
2016-08-29,369.1
2016-08-30,423.25
2016-08-31,411.4
2016-09-01,390.0
2016-09-02,393.35
2016-09-06,393.25
2016-09-07,394.7
2016-09-08,391.15
2016-09-09,382.05
2016-09-12,375.1
2016-09-14,376.1
2016-09-15,377.3
2016-09-16,398.35
2016-09-19,391.4
2016-09-20,387.25
2016-09-21,392.35
2016-09-22,394.9
2016-09-23,423.25
2016-09-26,461.65
2016-09-27,500.0
2016-09-28,499.1
2016-09-29,438.1
2016-09-30,473.1
2016-10-03,488.75
2016-10-04,491.65
2016-10-05,491.5
2016-10-06,479.95
2016-10-07,477.7
2016-10-10,481.8
2016-10-13,465.2
2016-10-14,477.1
2016-10-17,474.65
2016-10-18,475.7
2016-10-19,473.6
2016-10-20,475.15
2016-10-21,470.8
2016-10-24,472.05
2016-10-25,462.35
2016-10-26,459.6
2016-10-27,463.0
2016-10-28,474.95
2016-10-30,477.1
2016-11-01,477.1
2016-11-02,462.3
2016-11-03,452.45
2016-11-04,434.65
2016-11-07,434.75
2016-11-08,445.95
2016-11-09,408.5
2016-11-10,404.0
2016-11-11,386.3
2016-11-15,341.85
2016-11-16,336.65
2016-11-17,330.45
2016-11-18,335.9
2016-11-21,302.8
2016-11-22,288.65
2016-11-23,293.45
2016-11-24,321.35
2016-11-25,338.35
2016-11-28,342.9
2016-11-29,339.25
2016-11-30,336.7
2016-12-01,342.35
2016-12-02,332.35
2016-12-05,333.75
2016-12-06,338.15
2016-12-07,335.95
2016-12-08,336.65
2016-12-09,338.35
2016-12-12,331.85
2016-12-13,331.45
2016-12-14,324.35
2016-12-15,326.65
2016-12-16,335.25
2016-12-19,333.35
2016-12-20,331.95
2016-12-21,329.35
2016-12-22,316.4
2016-12-23,312.5
2016-12-26,308.85
2016-12-27,314.5
2016-12-28,313.5
2016-12-29,312.35
2016-12-30,343.55
