Date,BATAINDIA
2016-01-01,515.8
2016-01-04,509.45
2016-01-05,500.8
2016-01-06,499.85
2016-01-07,496.75
2016-01-08,489.1
2016-01-11,486.75
2016-01-12,487.4
2016-01-13,480.25
2016-01-14,466.35
2016-01-15,461.05
2016-01-18,460.25
2016-01-19,465.4
2016-01-20,451.95
2016-01-21,448.75
2016-01-22,472.0
2016-01-25,476.3
2016-01-27,480.55
2016-01-28,478.75
2016-01-29,476.4
2016-02-01,468.3
2016-02-02,453.95
2016-02-03,452.8
2016-02-04,465.8
2016-02-05,483.2
2016-02-08,489.2
2016-02-09,481.75
2016-02-10,487.25
2016-02-11,480.5
2016-02-12,461.15
2016-02-15,482.75
2016-02-16,469.3
2016-02-17,466.6
2016-02-18,471.75
2016-02-19,485.7
2016-02-22,489.4
2016-02-23,473.5
2016-02-24,462.8
2016-02-25,464.05
2016-02-26,462.35
2016-02-29,455.65
2016-03-01,464.55
2016-03-02,473.0
2016-03-03,492.95
2016-03-04,490.95
2016-03-08,482.6
2016-03-09,490.9
2016-03-10,484.3
2016-03-11,493.65
2016-03-14,499.0
2016-03-15,489.65
2016-03-16,489.2
2016-03-17,485.7
2016-03-18,489.1
2016-03-21,498.95
2016-03-22,504.35
2016-03-23,508.55
2016-03-28,496.2
2016-03-29,502.2
2016-03-30,504.35
2016-03-31,508.6
2016-04-01,504.55
2016-04-04,522.7
2016-04-05,511.35
2016-04-06,514.35
2016-04-07,523.05
2016-04-08,528.5
2016-04-11,535.25
2016-04-12,534.85
2016-04-13,545.0
2016-04-18,553.4
2016-04-20,556.7
2016-04-21,546.15
2016-04-22,559.9
2016-04-25,559.05
2016-04-26,565.6
2016-04-27,564.4
2016-04-28,556.25
2016-04-29,584.2
2016-05-02,578.95
2016-05-03,566.8
2016-05-04,562.1
2016-05-05,572.65
2016-05-06,573.65
2016-05-09,596.65
2016-05-10,577.45
2016-05-11,574.9
2016-05-12,572.0
2016-05-13,573.2
2016-05-16,585.25
2016-05-17,588.6
2016-05-18,587.75
2016-05-19,569.95
2016-05-20,565.0
2016-05-23,554.45
2016-05-24,556.5
2016-05-25,556.9
2016-05-26,544.05
2016-05-27,557.3
2016-05-30,569.6
2016-05-31,572.4
2016-06-01,569.95
2016-06-02,568.05
2016-06-03,558.8
2016-06-06,558.85
2016-06-07,552.2
2016-06-08,560.45
2016-06-09,555.95
2016-06-10,549.4
2016-06-13,539.75
2016-06-14,541.2
2016-06-15,542.95
2016-06-16,535.4
2016-06-17,528.75
2016-06-20,534.95
2016-06-21,536.8
2016-06-22,529.75
2016-06-23,523.65
2016-06-24,522.35
2016-06-27,524.15
2016-06-28,540.25
2016-06-29,552.1
2016-06-30,545.85
2016-07-01,549.35
2016-07-04,562.75
2016-07-05,560.4
2016-07-07,552.05
2016-07-08,546.8
2016-07-11,557.65
2016-07-12,568.85
2016-07-13,565.5
2016-07-14,569.9
2016-07-15,564.1
2016-07-18,559.5
2016-07-19,568.0
2016-07-20,569.55
2016-07-21,565.15
2016-07-22,568.8
2016-07-25,575.8
2016-07-26,569.9
2016-07-27,571.0
2016-07-28,578.6
2016-07-29,605.45
2016-08-01,598.0
2016-08-02,577.35
2016-08-03,553.1
2016-08-04,529.25
2016-08-05,530.65
2016-08-08,548.55
2016-08-09,547.35
2016-08-10,533.1
2016-08-11,531.3
2016-08-12,534.4
2016-08-16,535.8
2016-08-17,542.15
2016-08-18,546.3
2016-08-19,551.05
2016-08-22,557.2
2016-08-23,544.15
2016-08-24,543.4
2016-08-25,536.65
2016-08-26,533.75
2016-08-29,532.75
2016-08-30,535.45
2016-08-31,534.45
2016-09-01,537.85
2016-09-02,538.15
2016-09-06,534.55
2016-09-07,537.35
2016-09-08,538.5
2016-09-09,542.85
2016-09-12,530.0
2016-09-14,525.95
2016-09-15,532.05
2016-09-16,526.25
2016-09-19,523.35
2016-09-20,521.55
2016-09-21,510.3
2016-09-22,511.5
2016-09-23,506.65
2016-09-26,501.7
2016-09-27,499.9
2016-09-28,503.35
2016-09-29,483.35
2016-09-30,490.3
2016-10-03,496.55
2016-10-04,489.05
2016-10-05,492.3
2016-10-06,486.65
2016-10-07,494.65
2016-10-10,501.05
2016-10-13,496.2
2016-10-14,486.8
2016-10-17,482.55
2016-10-18,488.45
2016-10-19,495.15
2016-10-20,494.9
2016-10-21,492.55
2016-10-24,488.5
2016-10-25,481.9
2016-10-26,481.1
2016-10-27,482.95
2016-10-28,481.3
2016-10-30,481.6
2016-11-01,483.85
2016-11-02,471.6
2016-11-03,459.3
2016-11-04,455.6
2016-11-07,460.65
2016-11-08,463.45
2016-11-09,454.05
2016-11-10,461.55
2016-11-11,433.65
2016-11-15,424.2
2016-11-16,428.6
2016-11-17,427.35
2016-11-18,425.3
2016-11-21,419.2
2016-11-22,419.1
2016-11-23,417.15
2016-11-24,402.55
2016-11-25,412.95
2016-11-28,411.9
2016-11-29,412.75
2016-11-30,415.85
2016-12-01,414.45
2016-12-02,411.9
2016-12-05,410.0
2016-12-06,415.1
2016-12-07,415.5
2016-12-08,424.95
2016-12-09,425.6
2016-12-12,414.75
2016-12-13,419.55
2016-12-14,417.25
2016-12-15,417.85
2016-12-16,418.8
2016-12-19,417.05
2016-12-20,421.3
2016-12-21,419.0
2016-12-22,418.6
2016-12-23,424.9
2016-12-26,420.7
2016-12-27,426.35
2016-12-28,438.35
2016-12-29,448.45
2016-12-30,450.4
