Date,SUPPETRO
2016-01-01,113.05
2016-01-04,109.9
2016-01-05,110.8
2016-01-06,113.25
2016-01-07,109.3
2016-01-08,109.8
2016-01-11,109.35
2016-01-12,108.35
2016-01-13,104.9
2016-01-14,103.4
2016-01-15,100.55
2016-01-18,99.0
2016-01-19,98.85
2016-01-20,98.0
2016-01-21,97.65
2016-01-22,100.55
2016-01-25,114.0
2016-01-27,112.15
2016-01-28,109.45
2016-01-29,112.15
2016-02-01,113.1
2016-02-02,109.6
2016-02-03,109.15
2016-02-04,110.8
2016-02-05,112.8
2016-02-08,112.5
2016-02-09,108.55
2016-02-10,108.25
2016-02-11,100.15
2016-02-12,103.45
2016-02-15,104.1
2016-02-16,100.8
2016-02-17,101.5
2016-02-18,102.15
2016-02-19,102.0
2016-02-22,103.55
2016-02-23,103.5
2016-02-24,101.35
2016-02-25,101.4
2016-02-26,99.85
2016-02-29,99.7
2016-03-01,102.2
2016-03-02,110.3
2016-03-03,110.85
2016-03-04,109.4
2016-03-08,111.35
2016-03-09,110.45
2016-03-10,108.55
2016-03-11,110.85
2016-03-14,111.3
2016-03-15,110.65
2016-03-16,111.25
2016-03-17,114.6
2016-03-18,115.15
2016-03-21,114.85
2016-03-22,111.15
2016-03-23,110.45
2016-03-28,109.0
2016-03-29,108.6
2016-03-30,110.1
2016-03-31,109.25
2016-04-01,110.45
2016-04-04,110.5
2016-04-05,110.05
2016-04-06,119.55
2016-04-07,117.4
2016-04-08,120.4
2016-04-11,123.75
2016-04-12,128.2
2016-04-13,132.0
2016-04-18,133.5
2016-04-20,143.5
2016-04-21,140.7
2016-04-22,144.2
2016-04-25,157.1
2016-04-26,151.95
2016-04-27,154.55
2016-04-28,150.8
2016-04-29,152.5
2016-05-02,161.35
2016-05-03,166.75
2016-05-04,168.35
2016-05-05,168.85
2016-05-06,163.15
2016-05-09,164.7
2016-05-10,166.1
2016-05-11,173.8
2016-05-12,176.85
2016-05-13,180.95
2016-05-16,181.65
2016-05-17,175.9
2016-05-18,173.7
2016-05-19,168.6
2016-05-20,167.85
2016-05-23,163.9
2016-05-24,162.05
2016-05-25,161.95
2016-05-26,168.6
2016-05-27,167.9
2016-05-30,168.7
2016-05-31,168.85
2016-06-01,175.8
2016-06-02,173.45
2016-06-03,170.6
2016-06-06,174.8
2016-06-07,174.6
2016-06-08,182.1
2016-06-09,190.3
2016-06-10,196.0
2016-06-13,192.7
2016-06-14,193.5
2016-06-15,191.65
2016-06-16,187.0
2016-06-17,189.65
2016-06-20,194.0
2016-06-21,189.85
2016-06-22,186.5
2016-06-23,186.65
2016-06-24,180.1
2016-06-27,178.65
2016-06-28,180.25
2016-06-29,179.8
2016-06-30,178.1
2016-07-01,177.65
2016-07-04,181.9
2016-07-05,182.15
2016-07-07,186.95
2016-07-08,188.7
2016-07-11,186.4
2016-07-12,188.0
2016-07-13,185.85
2016-07-14,183.4
2016-07-15,181.55
2016-07-18,182.15
2016-07-19,181.85
2016-07-20,184.4
2016-07-21,191.95
2016-07-22,194.85
2016-07-25,200.5
2016-07-26,183.75
2016-07-27,181.5
2016-07-28,180.2
2016-07-29,185.95
2016-08-01,185.7
2016-08-02,184.6
2016-08-03,182.05
2016-08-04,180.85
2016-08-05,181.7
2016-08-08,182.4
2016-08-09,181.3
2016-08-10,179.05
2016-08-11,177.75
2016-08-12,177.75
2016-08-16,177.8
2016-08-17,177.75
2016-08-18,180.6
2016-08-19,180.55
2016-08-22,179.35
2016-08-23,177.1
2016-08-24,177.45
2016-08-25,188.65
2016-08-26,191.0
2016-08-29,188.35
2016-08-30,194.75
2016-08-31,205.4
2016-09-01,203.05
2016-09-02,212.1
2016-09-06,207.9
2016-09-07,219.45
2016-09-08,214.35
2016-09-09,212.85
2016-09-12,207.1
2016-09-14,216.7
2016-09-15,217.25
2016-09-16,216.55
2016-09-19,214.55
2016-09-20,215.1
2016-09-21,211.9
2016-09-22,210.85
2016-09-23,212.8
2016-09-26,210.85
2016-09-27,209.3
2016-09-28,218.95
2016-09-29,209.2
2016-09-30,216.2
2016-10-03,227.1
2016-10-04,237.6
2016-10-05,234.95
2016-10-06,237.15
2016-10-07,238.6
2016-10-10,238.75
2016-10-13,230.1
2016-10-14,236.6
2016-10-17,234.95
2016-10-18,243.55
2016-10-19,237.55
2016-10-20,240.7
2016-10-21,247.75
2016-10-24,246.2
2016-10-25,234.55
2016-10-26,235.1
2016-10-27,229.75
2016-10-28,229.2
2016-10-30,231.25
2016-11-01,233.8
2016-11-02,223.0
2016-11-03,216.5
2016-11-04,212.9
2016-11-07,215.3
2016-11-08,212.75
2016-11-09,207.25
2016-11-10,214.2
2016-11-11,203.85
2016-11-15,189.7
2016-11-16,191.7
2016-11-17,189.35
2016-11-18,190.3
2016-11-21,182.2
2016-11-22,189.1
2016-11-23,188.9
2016-11-24,187.65
2016-11-25,195.05
2016-11-28,205.95
2016-11-29,203.55
2016-11-30,206.8
2016-12-01,205.9
2016-12-02,200.35
2016-12-05,199.05
2016-12-06,202.15
2016-12-07,201.85
2016-12-08,205.1
2016-12-09,203.25
2016-12-12,200.1
2016-12-13,201.5
2016-12-14,196.7
2016-12-15,194.45
2016-12-16,190.35
2016-12-19,187.9
2016-12-20,185.6
2016-12-21,189.05
2016-12-22,187.1
2016-12-23,189.25
2016-12-26,182.95
2016-12-27,186.35
2016-12-28,195.2
2016-12-29,195.1
2016-12-30,197.15
