Date,IMPAL
2016-01-01,697.3
2016-01-04,679.05
2016-01-05,692.0
2016-01-06,690.0
2016-01-07,685.65
2016-01-08,694.95
2016-01-11,682.65
2016-01-12,692.9
2016-01-13,680.05
2016-01-14,685.0
2016-01-15,671.55
2016-01-18,672.25
2016-01-19,670.15
2016-01-20,671.65
2016-01-21,676.5
2016-01-22,670.75
2016-01-25,670.05
2016-01-28,670.75
2016-01-29,670.7
2016-02-01,669.95
2016-02-02,671.05
2016-02-03,674.0
2016-02-04,671.4
2016-02-05,670.95
2016-02-08,667.0
2016-02-09,675.0
2016-02-10,656.7
2016-02-11,670.2
2016-02-12,670.0
2016-02-15,670.3
2016-02-16,670.0
2016-02-17,670.0
2016-02-18,670.2
2016-02-19,682.8
2016-02-22,680.1
2016-02-23,679.0
2016-02-24,670.0
2016-02-25,670.0
2016-02-26,670.0
2016-02-29,670.0
2016-03-01,670.0
2016-03-02,689.0
2016-03-03,674.7
2016-03-04,673.1
2016-03-08,670.05
2016-03-09,670.4
2016-03-10,671.6
2016-03-11,671.0
2016-03-14,675.0
2016-03-15,670.45
2016-03-16,670.5
2016-03-17,670.0
2016-03-18,670.9
2016-03-21,680.0
2016-03-22,692.9
2016-03-23,694.25
2016-03-28,675.2
2016-03-29,675.25
2016-03-30,671.55
2016-03-31,672.55
2016-04-01,672.75
2016-04-04,673.1
2016-04-05,670.35
2016-04-06,677.9
2016-04-07,672.2
2016-04-08,670.35
2016-04-11,673.95
2016-04-12,670.75
2016-04-13,671.35
2016-04-18,672.4
2016-04-20,670.25
2016-04-21,670.0
2016-04-22,670.8
2016-04-25,674.95
2016-04-26,670.4
2016-04-27,670.0
2016-04-28,671.0
2016-04-29,681.0
2016-05-02,671.75
2016-05-03,681.75
2016-05-04,675.0
2016-05-05,678.9
2016-05-06,671.05
2016-05-09,671.1
2016-05-10,670.6
2016-05-11,672.65
2016-05-12,675.05
2016-05-13,670.3
2016-05-17,670.05
2016-05-18,670.3
2016-05-19,678.45
2016-05-20,670.05
2016-05-23,670.0
2016-05-24,670.0
2016-05-25,671.05
2016-05-26,671.05
2016-05-27,680.15
2016-05-30,680.15
2016-05-31,673.9
2016-06-01,675.5
2016-06-02,683.0
2016-06-03,676.35
2016-06-06,690.0
2016-06-07,683.45
2016-06-08,680.45
2016-06-09,675.05
2016-06-10,685.05
2016-06-13,700.45
2016-06-14,716.55
2016-06-15,791.05
2016-06-16,774.3
2016-06-17,775.0
2016-06-20,777.25
2016-06-21,776.1
2016-06-22,765.0
2016-06-23,773.0
2016-06-24,750.9
2016-06-27,749.85
2016-06-28,750.8
2016-06-29,760.25
2016-06-30,777.9
2016-07-01,758.7
2016-07-04,779.1
2016-07-05,757.7
2016-07-07,769.9
2016-07-08,760.95
2016-07-11,748.05
2016-07-12,748.0
2016-07-13,750.0
2016-07-14,762.05
2016-07-15,744.65
2016-07-18,746.65
2016-07-19,740.0
2016-07-20,731.95
2016-07-21,735.0
2016-07-22,750.9
2016-07-25,746.1
2016-07-26,764.35
2016-07-27,785.75
2016-07-28,942.9
2016-07-29,929.8
2016-08-01,903.1
2016-08-02,854.8
2016-08-03,834.15
2016-08-04,838.7
2016-08-05,846.3
2016-08-08,827.9
2016-08-09,825.1
2016-08-10,821.35
2016-08-11,823.85
2016-08-12,811.25
2016-08-16,826.0
2016-08-17,824.95
2016-08-18,837.7
2016-08-19,852.3
2016-08-22,855.85
2016-08-23,850.0
2016-08-24,832.85
2016-08-25,845.1
2016-08-26,830.15
2016-08-29,829.3
2016-08-30,834.0
2016-08-31,844.95
2016-09-01,834.2
2016-09-02,840.0
2016-09-06,843.2
2016-09-07,840.1
2016-09-08,849.0
2016-09-09,849.9
2016-09-12,827.7
2016-09-14,842.8
2016-09-15,863.45
2016-09-16,863.5
2016-09-19,866.25
2016-09-20,841.75
2016-09-21,848.15
2016-09-22,863.15
2016-09-23,838.5
2016-09-26,818.8
2016-09-27,844.25
2016-09-28,821.65
2016-09-29,823.15
2016-09-30,831.9
2016-10-03,825.0
2016-10-04,836.1
2016-10-05,829.75
2016-10-06,865.0
2016-10-07,849.85
2016-10-10,831.9
2016-10-13,836.45
2016-10-14,819.4
2016-10-17,814.75
2016-10-18,835.6
2016-10-19,831.15
2016-10-20,845.7
2016-10-21,866.2
2016-10-24,867.8
2016-10-25,857.5
2016-10-26,847.0
2016-10-27,848.4
2016-10-28,859.3
2016-10-30,864.55
2016-11-01,844.8
2016-11-02,830.55
2016-11-03,830.6
2016-11-04,817.45
2016-11-07,820.65
2016-11-08,830.65
2016-11-09,799.8
2016-11-10,801.15
2016-11-11,786.6
2016-11-15,778.8
2016-11-16,780.1
2016-11-17,748.35
2016-11-18,743.5
2016-11-21,730.7
2016-11-22,743.25
2016-11-23,719.05
2016-11-24,761.1
2016-11-25,758.9
2016-11-28,747.4
2016-11-29,778.0
2016-11-30,777.0
2016-12-01,777.45
2016-12-02,761.35
2016-12-05,775.45
2016-12-06,770.5
2016-12-07,765.0
2016-12-08,765.8
2016-12-09,754.35
2016-12-12,770.65
2016-12-13,773.45
2016-12-14,780.0
2016-12-15,760.95
2016-12-16,774.4
2016-12-20,765.0
2016-12-21,759.8
2016-12-22,750.85
2016-12-23,726.75
2016-12-26,743.95
2016-12-27,758.3
2016-12-28,758.85
2016-12-29,769.0
2016-12-30,763.3
