Date,JINDALSAW
2016-01-01,62.55
2016-01-04,61.45
2016-01-05,63.2
2016-01-06,64.15
2016-01-07,61.3
2016-01-08,61.8
2016-01-11,61.75
2016-01-12,60.6
2016-01-13,59.0
2016-01-14,56.6
2016-01-15,52.9
2016-01-18,51.25
2016-01-19,51.9
2016-01-20,49.25
2016-01-21,48.05
2016-01-22,50.0
2016-01-25,50.45
2016-01-27,51.05
2016-01-28,50.05
2016-01-29,50.05
2016-02-01,49.6
2016-02-02,48.1
2016-02-03,45.85
2016-02-04,45.0
2016-02-05,45.25
2016-02-08,44.35
2016-02-09,42.8
2016-02-10,41.1
2016-02-11,38.4
2016-02-12,36.65
2016-02-15,38.85
2016-02-16,39.75
2016-02-17,39.05
2016-02-18,40.35
2016-02-19,41.4
2016-02-22,40.85
2016-02-23,39.7
2016-02-24,38.45
2016-02-25,37.75
2016-02-26,36.65
2016-02-29,35.95
2016-03-01,38.6
2016-03-02,39.7
2016-03-03,42.65
2016-03-04,42.1
2016-03-08,43.6
2016-03-09,42.9
2016-03-10,43.4
2016-03-11,41.95
2016-03-14,41.8
2016-03-15,40.2
2016-03-16,39.95
2016-03-17,39.9
2016-03-18,39.0
2016-03-21,39.35
2016-03-22,39.3
2016-03-23,39.95
2016-03-28,37.8
2016-03-29,37.55
2016-03-30,38.65
2016-03-31,38.7
2016-04-01,41.35
2016-04-04,42.55
2016-04-05,40.7
2016-04-06,40.65
2016-04-07,40.35
2016-04-08,41.7
2016-04-11,42.35
2016-04-12,41.9
2016-04-13,42.55
2016-04-18,42.95
2016-04-20,46.05
2016-04-21,45.65
2016-04-22,45.3
2016-04-25,44.15
2016-04-26,44.55
2016-04-27,44.8
2016-04-28,44.65
2016-04-29,42.8
2016-05-02,42.6
2016-05-03,41.5
2016-05-04,40.4
2016-05-05,39.55
2016-05-06,39.65
2016-05-09,40.8
2016-05-10,41.45
2016-05-11,40.55
2016-05-12,40.75
2016-05-13,40.8
2016-05-16,40.4
2016-05-17,40.25
2016-05-18,40.9
2016-05-19,40.65
2016-05-20,40.85
2016-05-23,40.35
2016-05-24,39.35
2016-05-25,39.65
2016-05-26,40.5
2016-05-27,40.45
2016-05-30,40.7
2016-05-31,40.25
2016-06-01,46.15
2016-06-02,46.3
2016-06-03,45.05
2016-06-06,44.9
2016-06-07,44.85
2016-06-08,47.75
2016-06-09,50.3
2016-06-10,48.8
2016-06-13,48.95
2016-06-14,50.3
2016-06-15,50.95
2016-06-16,50.45
2016-06-17,51.05
2016-06-20,53.05
2016-06-21,54.8
2016-06-22,52.5
2016-06-23,52.0
2016-06-24,50.4
2016-06-27,52.6
2016-06-28,53.25
2016-06-29,53.85
2016-06-30,53.2
2016-07-01,53.75
2016-07-04,55.4
2016-07-05,55.45
2016-07-07,54.45
2016-07-08,53.8
2016-07-11,54.35
2016-07-12,55.55
2016-07-13,53.9
2016-07-14,54.45
2016-07-15,53.5
2016-07-18,52.7
2016-07-19,52.25
2016-07-20,52.9
2016-07-21,51.9
2016-07-22,52.85
2016-07-25,52.9
2016-07-26,52.0
2016-07-27,51.95
2016-07-28,51.95
2016-07-29,51.15
2016-08-01,50.65
2016-08-02,50.25
2016-08-03,49.0
2016-08-04,48.95
2016-08-05,50.75
2016-08-08,51.3
2016-08-09,51.4
2016-08-10,51.55
2016-08-11,51.6
2016-08-12,47.55
2016-08-16,46.95
2016-08-17,48.3
2016-08-18,49.4
2016-08-19,49.45
2016-08-22,49.45
2016-08-23,49.2
2016-08-24,51.8
2016-09-09,53.2
2016-09-12,52.3
2016-09-14,52.3
2016-09-15,52.35
2016-09-16,53.75
2016-09-19,53.4
2016-09-20,52.1
2016-09-21,52.3
2016-09-22,52.4
2016-09-23,55.55
2016-09-26,56.05
2016-09-27,57.15
2016-09-28,58.65
2016-09-29,53.6
2016-09-30,54.85
2016-10-03,57.1
2016-10-04,57.95
2016-10-05,60.9
2016-10-06,59.65
2016-10-07,58.85
2016-10-10,62.5
2016-10-13,62.3
2016-10-14,65.9
2016-10-17,62.25
2016-10-18,62.35
2016-10-19,66.0
2016-10-20,67.0
2016-10-21,65.7
2016-10-24,65.95
2016-10-25,65.3
2016-10-26,63.65
2016-10-27,63.2
2016-10-28,63.9
2016-10-30,64.15
2016-11-01,64.85
2016-11-02,62.95
2016-11-03,62.0
2016-11-04,60.0
2016-11-07,59.05
2016-11-08,57.4
2016-11-09,57.15
2016-11-10,58.65
2016-11-11,57.55
2016-11-15,54.3
2016-11-16,52.95
2016-11-17,52.75
2016-11-18,52.85
2016-11-21,50.3
2016-11-22,49.8
2016-11-23,52.3
2016-11-24,52.3
2016-11-25,54.0
2016-11-28,53.9
2016-11-29,53.9
2016-11-30,55.45
2016-12-01,54.85
2016-12-02,53.45
2016-12-05,55.95
2016-12-06,55.55
2016-12-07,56.6
2016-12-08,57.45
2016-12-09,58.05
2016-12-12,60.35
2016-12-13,59.8
2016-12-14,58.2
2016-12-15,58.3
2016-12-16,57.85
2016-12-19,57.95
2016-12-20,57.2
2016-12-21,57.3
2016-12-22,56.4
2016-12-23,55.95
2016-12-26,55.1
2016-12-27,55.3
2016-12-28,54.95
2016-12-29,55.15
2016-12-30,55.35
