Date,VMART
2016-01-01,617.35
2016-01-04,584.5
2016-01-05,579.35
2016-01-06,565.85
2016-01-07,541.85
2016-01-08,548.75
2016-01-11,579.15
2016-01-12,585.1
2016-01-13,551.6
2016-01-14,543.55
2016-01-15,527.5
2016-01-18,537.95
2016-01-19,564.05
2016-01-20,553.75
2016-01-21,563.35
2016-01-22,548.65
2016-01-25,545.45
2016-01-27,552.4
2016-01-28,561.55
2016-01-29,599.15
2016-02-01,572.15
2016-02-02,572.3
2016-02-03,571.15
2016-02-04,569.8
2016-02-05,565.85
2016-02-08,581.35
2016-02-09,573.65
2016-02-10,541.55
2016-02-11,501.0
2016-02-12,501.0
2016-02-15,510.5
2016-02-16,489.8
2016-02-17,492.95
2016-02-18,481.65
2016-02-19,463.6
2016-02-22,456.3
2016-02-23,458.5
2016-02-24,449.65
2016-02-25,457.2
2016-02-26,448.7
2016-02-29,441.85
2016-03-01,486.25
2016-03-02,500.0
2016-03-03,515.3
2016-03-04,538.8
2016-03-08,528.3
2016-03-09,524.0
2016-03-10,503.3
2016-03-11,492.7
2016-03-14,486.5
2016-03-15,462.75
2016-03-16,455.6
2016-03-17,468.6
2016-03-18,467.05
2016-03-21,451.5
2016-03-22,456.25
2016-03-23,460.05
2016-03-28,461.0
2016-03-29,451.65
2016-03-30,464.1
2016-03-31,470.15
2016-04-01,467.4
2016-04-04,473.3
2016-04-05,476.85
2016-04-06,480.8
2016-04-07,487.65
2016-04-08,494.55
2016-04-11,492.25
2016-04-12,500.05
2016-04-13,513.95
2016-04-18,507.75
2016-04-20,508.8
2016-04-21,516.65
2016-04-22,513.1
2016-04-25,528.85
2016-04-26,538.6
2016-04-27,551.4
2016-04-28,530.75
2016-04-29,538.0
2016-05-02,525.25
2016-05-03,518.85
2016-05-04,515.25
2016-05-05,520.2
2016-05-06,514.15
2016-05-09,515.0
2016-05-10,521.85
2016-05-11,515.1
2016-05-12,515.5
2016-05-13,503.8
2016-05-16,504.05
2016-05-17,503.95
2016-05-18,500.1
2016-05-19,520.55
2016-05-20,515.55
2016-05-23,514.9
2016-05-24,521.7
2016-05-25,510.75
2016-05-26,518.7
2016-05-27,509.15
2016-05-30,498.0
2016-05-31,496.6
2016-06-01,498.7
2016-06-02,487.9
2016-06-03,496.45
2016-06-06,496.15
2016-06-07,498.2
2016-06-08,491.4
2016-06-09,490.0
2016-06-10,485.65
2016-06-13,479.25
2016-06-14,479.35
2016-06-15,465.8
2016-06-16,454.35
2016-06-17,449.15
2016-06-20,448.35
2016-06-21,449.25
2016-06-22,453.6
2016-06-23,461.9
2016-06-24,465.95
2016-06-27,459.8
2016-06-28,456.85
2016-06-29,486.45
2016-06-30,481.0
2016-07-01,471.8
2016-07-04,480.2
2016-07-05,480.75
2016-07-07,489.25
2016-07-08,482.45
2016-07-11,478.65
2016-07-12,477.8
2016-07-13,481.0
2016-07-14,482.3
2016-07-15,470.6
2016-07-18,470.45
2016-07-19,475.2
2016-07-20,476.55
2016-07-21,477.35
2016-07-22,485.35
2016-07-25,491.0
2016-07-26,480.55
2016-07-27,483.7
2016-07-28,492.5
2016-07-29,484.4
2016-08-01,490.65
2016-08-02,474.6
2016-08-03,500.1
2016-08-04,491.05
2016-08-05,496.1
2016-08-08,510.45
2016-08-09,509.75
2016-08-10,510.05
2016-08-11,511.95
2016-08-12,511.35
2016-08-16,492.8
2016-08-17,509.6
2016-08-18,514.35
2016-08-19,510.0
2016-08-22,505.25
2016-08-23,517.9
2016-08-24,520.05
2016-08-25,521.85
2016-08-26,524.55
2016-08-29,520.55
2016-08-30,520.55
2016-08-31,520.1
2016-09-01,520.1
2016-09-02,533.55
2016-09-06,527.3
2016-09-07,515.8
2016-09-08,529.95
2016-09-09,512.8
2016-09-12,505.65
2016-09-14,510.35
2016-09-15,506.7
2016-09-16,511.15
2016-09-19,500.25
2016-09-20,494.2
2016-09-21,500.25
2016-09-22,509.5
2016-09-23,499.8
2016-09-26,505.0
2016-09-27,505.0
2016-09-28,509.25
2016-09-29,495.15
2016-09-30,507.4
2016-10-03,512.4
2016-10-04,516.3
2016-10-05,506.1
2016-10-06,523.35
2016-10-07,519.9
2016-10-10,515.0
2016-10-13,500.15
2016-10-14,504.25
2016-10-17,510.35
2016-10-18,520.0
2016-10-19,518.0
2016-10-20,519.95
2016-10-21,524.85
2016-10-24,527.1
2016-10-25,523.3
2016-10-26,531.35
2016-10-27,526.35
2016-10-28,518.55
2016-10-30,532.4
2016-11-01,525.25
2016-11-02,519.25
2016-11-03,505.0
2016-11-04,511.95
2016-11-07,510.35
2016-11-08,505.45
2016-11-09,492.95
2016-11-10,502.15
2016-11-11,499.55
2016-11-15,463.15
2016-11-16,480.0
2016-11-17,454.15
2016-11-18,450.55
2016-11-21,450.15
2016-11-22,463.6
2016-11-23,473.7
2016-11-24,476.55
2016-11-25,476.85
2016-11-28,472.55
2016-11-29,471.9
2016-11-30,484.1
2016-12-01,478.5
2016-12-02,473.0
2016-12-05,474.75
2016-12-06,472.0
2016-12-07,467.4
2016-12-08,465.85
2016-12-09,470.55
2016-12-12,481.05
2016-12-13,476.45
2016-12-14,480.95
2016-12-15,473.75
2016-12-16,475.0
2016-12-19,479.35
2016-12-20,475.0
2016-12-21,472.05
2016-12-22,472.05
2016-12-23,463.45
2016-12-26,467.5
2016-12-27,469.15
2016-12-28,471.45
2016-12-29,464.2
2016-12-30,466.45
