Date,SPICEMOBI
2016-01-01,21.45
2016-01-04,21.15
2016-01-05,21.6
2016-01-06,21.45
2016-01-07,20.55
2016-01-08,20.9
2016-01-11,25.05
2016-01-12,30.05
2016-01-13,32.5
2016-01-14,31.95
2016-01-15,29.0
2016-01-18,26.1
2016-01-19,23.5
2016-01-20,22.55
2016-01-21,23.65
2016-01-22,24.55
2016-01-25,23.6
2016-01-27,23.25
2016-01-28,23.85
2016-01-29,22.7
2016-02-01,22.2
2016-02-02,21.5
2016-02-03,21.55
2016-02-04,21.65
2016-02-05,21.7
2016-02-08,21.45
2016-02-09,20.9
2016-02-10,19.9
2016-02-11,19.05
2016-02-12,18.4
2016-02-15,19.95
2016-02-16,18.85
2016-02-17,18.0
2016-02-18,16.85
2016-02-19,16.75
2016-02-22,17.35
2016-02-23,16.5
2016-02-24,15.9
2016-02-25,15.2
2016-02-26,14.9
2016-02-29,14.2
2016-03-01,14.3
2016-03-02,13.9
2016-03-03,13.95
2016-03-04,13.6
2016-03-08,13.15
2016-03-09,12.7
2016-03-10,12.1
2016-03-11,12.7
2016-03-14,13.3
2016-03-15,13.95
2016-03-16,14.6
2016-03-17,15.3
2016-03-18,16.05
2016-03-21,15.25
2016-03-22,14.5
2016-03-23,14.95
2016-03-28,14.9
2016-03-29,14.4
2016-03-30,14.35
2016-03-31,14.0
2016-04-01,14.15
2016-04-04,14.7
2016-04-05,14.05
2016-04-06,14.1
2016-04-07,13.95
2016-04-08,13.9
2016-04-11,13.85
2016-04-12,14.5
2016-04-13,14.1
2016-04-18,13.95
2016-04-20,14.25
2016-04-21,14.5
2016-04-22,14.1
2016-04-25,14.0
2016-04-26,14.3
2016-04-27,14.0
2016-04-28,13.85
2016-04-29,13.6
2016-05-02,13.35
2016-05-03,13.2
2016-05-04,12.9
2016-05-05,12.85
2016-05-06,13.1
2016-05-09,13.4
2016-05-10,14.7
2016-05-11,14.55
2016-05-12,15.3
2016-05-13,14.6
2016-05-16,14.8
2016-05-17,14.8
2016-05-18,15.25
2016-05-19,13.95
2016-05-20,13.8
2016-05-23,13.55
2016-05-24,13.0
2016-05-25,13.05
2016-05-26,12.85
2016-05-27,12.95
2016-05-30,12.85
2016-05-31,13.2
2016-06-01,13.3
2016-06-02,13.1
2016-06-03,12.95
2016-06-06,12.7
2016-06-07,13.05
2016-06-08,12.85
2016-06-09,12.85
2016-06-10,12.95
2016-06-13,13.65
2016-06-14,13.75
2016-06-15,14.5
2016-06-16,14.0
2016-06-17,13.85
2016-06-20,13.8
2016-06-21,13.65
2016-06-22,13.25
2016-06-23,13.35
2016-06-24,13.35
2016-06-27,16.0
2016-06-28,17.1
2016-06-29,16.2
2016-06-30,16.55
2016-07-01,16.3
2016-07-04,16.35
2016-07-05,16.0
2016-07-07,16.0
2016-07-08,15.8
2016-07-11,16.6
2016-07-12,16.65
2016-07-13,16.0
2016-07-14,15.85
2016-07-15,17.9
2016-07-18,17.7
2016-07-19,17.3
2016-07-20,17.35
2016-07-21,16.85
2016-07-22,17.15
2016-07-25,16.85
2016-07-26,16.85
2016-07-27,18.25
2016-07-28,18.05
2016-07-29,17.7
2016-08-01,16.5
2016-08-02,16.8
2016-08-03,16.9
2016-08-04,16.45
2016-08-05,16.85
2016-08-08,16.6
2016-08-09,16.65
2016-08-10,16.5
2016-08-11,16.9
2016-08-12,16.6
2016-08-16,16.3
2016-08-17,16.1
2016-08-18,16.25
2016-08-19,15.95
2016-08-22,15.85
2016-08-23,15.85
2016-08-24,15.65
2016-08-25,15.95
2016-08-26,16.4
2016-08-29,16.1
2016-08-30,16.0
2016-08-31,16.9
2016-09-01,16.45
2016-09-02,16.3
2016-09-06,16.15
2016-09-07,15.9
2016-09-08,16.1
2016-09-09,15.7
2016-09-12,15.4
2016-09-14,15.55
2016-09-15,15.25
2016-09-16,15.75
2016-09-19,15.7
2016-09-20,15.95
2016-09-21,16.0
2016-09-22,15.75
2016-09-23,15.8
2016-09-26,15.7
2016-09-27,15.55
2016-09-28,15.85
2016-09-29,14.65
2016-09-30,15.2
2016-10-03,15.0
2016-10-04,15.05
2016-10-05,15.05
2016-10-06,14.75
2016-10-07,15.2
2016-10-10,15.05
2016-10-13,17.25
2016-10-14,17.85
2016-10-17,16.25
2016-10-18,16.0
2016-10-19,16.05
2016-10-20,16.0
2016-10-21,15.9
2016-10-24,15.75
2016-10-25,15.85
2016-10-26,15.9
2016-10-27,15.85
2016-10-28,16.05
2016-10-30,16.35
2016-11-01,15.7
2016-11-02,15.9
2016-11-03,15.8
2016-11-04,15.4
2016-11-07,15.3
2016-11-08,15.1
2016-11-09,14.75
2016-11-10,15.2
2016-11-11,15.0
2016-11-15,13.85
2016-11-16,14.15
2016-11-17,13.9
2016-11-18,14.0
2016-11-21,13.5
2016-11-22,13.85
2016-11-23,13.65
2016-11-24,13.7
2016-11-25,13.95
2016-11-28,14.45
2016-11-29,15.7
2016-11-30,15.5
2016-12-01,15.1
2016-12-02,14.7
2016-12-05,15.1
2016-12-06,15.05
2016-12-07,14.8
2016-12-08,14.85
2016-12-09,15.05
2016-12-12,18.05
2016-12-13,18.75
2016-12-14,18.0
2016-12-15,17.15
2016-12-16,16.35
2016-12-19,15.95
2016-12-20,15.5
2016-12-21,15.45
2016-12-22,15.5
2016-12-23,15.3
2016-12-26,14.8
2016-12-27,15.1
2016-12-28,14.9
2016-12-29,15.3
2016-12-30,15.15
