Date,SUZLON
2016-01-01,21.85
2016-01-04,22.75
2016-01-05,22.9
2016-01-06,22.1
2016-01-07,20.95
2016-01-08,21.6
2016-01-11,21.15
2016-01-12,20.7
2016-01-13,20.75
2016-01-14,20.2
2016-01-15,19.75
2016-01-18,18.85
2016-01-19,19.55
2016-01-20,18.8
2016-01-21,18.55
2016-01-22,18.85
2016-01-25,18.4
2016-01-27,18.15
2016-01-28,18.85
2016-01-29,20.3
2016-02-01,18.6
2016-02-02,16.95
2016-02-03,14.95
2016-02-04,14.4
2016-02-05,15.75
2016-02-08,15.75
2016-02-09,15.1
2016-02-10,13.6
2016-02-11,12.9
2016-02-12,13.55
2016-02-15,14.2
2016-02-16,13.7
2016-02-17,13.3
2016-02-18,13.3
2016-02-19,13.15
2016-02-22,13.35
2016-02-23,13.2
2016-02-24,13.25
2016-02-25,13.15
2016-02-26,13.35
2016-02-29,13.5
2016-03-01,13.45
2016-03-02,13.8
2016-03-03,15.0
2016-03-04,14.95
2016-03-08,14.5
2016-03-09,14.5
2016-03-10,14.2
2016-03-11,14.1
2016-03-14,14.2
2016-03-15,13.75
2016-03-16,13.5
2016-03-17,13.35
2016-03-18,13.0
2016-03-21,13.0
2016-03-22,13.4
2016-03-23,13.45
2016-03-28,12.95
2016-03-29,12.85
2016-03-30,13.9
2016-03-31,14.2
2016-04-01,14.15
2016-04-04,14.25
2016-04-05,13.75
2016-04-06,14.05
2016-04-07,14.2
2016-04-08,14.1
2016-04-11,14.35
2016-04-12,14.45
2016-04-13,14.55
2016-04-18,15.25
2016-04-20,15.55
2016-04-21,15.1
2016-04-22,14.8
2016-04-25,14.6
2016-04-26,14.5
2016-04-27,14.35
2016-04-28,14.2
2016-04-29,14.95
2016-05-02,15.5
2016-05-03,15.0
2016-05-04,14.65
2016-05-05,14.65
2016-05-06,14.2
2016-05-09,14.65
2016-05-10,14.85
2016-05-11,14.55
2016-05-12,14.75
2016-05-13,14.65
2016-05-16,14.95
2016-05-17,15.15
2016-05-18,15.6
2016-05-19,15.1
2016-05-20,15.05
2016-05-23,14.85
2016-05-24,14.75
2016-05-25,15.0
2016-05-26,15.4
2016-05-27,16.2
2016-05-30,16.25
2016-05-31,15.9
2016-06-01,15.1
2016-06-02,15.5
2016-06-03,15.3
2016-06-06,15.5
2016-06-07,15.8
2016-06-08,16.3
2016-06-09,16.95
2016-06-10,17.25
2016-06-13,16.95
2016-06-14,17.9
2016-06-15,18.15
2016-06-16,17.8
2016-06-17,17.65
2016-06-20,17.45
2016-06-21,17.65
2016-06-22,17.15
2016-06-23,17.05
2016-06-24,16.75
2016-06-27,17.0
2016-06-28,17.2
2016-06-29,17.1
2016-06-30,17.4
2016-07-01,17.2
2016-07-04,17.3
2016-07-05,17.4
2016-07-07,17.3
2016-07-08,17.55
2016-07-11,18.55
2016-07-12,18.75
2016-07-13,18.25
2016-07-14,18.45
2016-07-15,18.15
2016-07-18,18.1
2016-07-19,17.95
2016-07-20,18.2
2016-07-21,18.1
2016-07-22,18.05
2016-07-25,17.9
2016-07-26,17.55
2016-07-27,17.1
2016-07-28,17.25
2016-07-29,17.45
2016-08-01,17.15
2016-08-02,16.95
2016-08-03,16.5
2016-08-04,16.25
2016-08-05,17.15
2016-08-08,16.9
2016-08-09,16.75
2016-08-10,16.65
2016-08-11,16.65
2016-08-12,16.55
2016-08-16,16.45
2016-08-17,16.75
2016-08-18,16.65
2016-08-19,16.5
2016-08-22,16.45
2016-08-23,16.5
2016-08-24,16.45
2016-08-25,16.3
2016-08-26,16.1
2016-08-29,15.75
2016-08-30,15.95
2016-08-31,15.8
2016-09-01,15.7
2016-09-02,15.75
2016-09-06,16.25
2016-09-07,16.25
2016-09-08,17.45
2016-09-09,17.9
2016-09-12,17.25
2016-09-14,16.05
2016-09-15,15.95
2016-09-16,16.1
2016-09-19,16.05
2016-09-20,15.9
2016-09-21,15.85
2016-09-22,15.9
2016-09-23,15.9
2016-09-26,15.7
2016-09-27,15.6
2016-09-28,15.4
2016-09-29,14.5
2016-09-30,14.85
2016-10-03,15.15
2016-10-04,15.0
2016-10-05,14.9
2016-10-06,14.6
2016-10-07,14.4
2016-10-10,14.8
2016-10-13,14.7
2016-10-14,14.6
2016-10-17,14.35
2016-10-18,14.35
2016-10-19,14.75
2016-10-20,15.15
2016-10-21,14.8
2016-10-24,14.8
2016-10-25,14.65
2016-10-26,14.7
2016-10-27,14.6
2016-10-28,15.15
2016-10-30,15.4
2016-11-01,15.1
2016-11-02,14.7
2016-11-03,14.6
2016-11-04,14.35
2016-11-07,14.75
2016-11-08,14.6
2016-11-09,14.2
2016-11-10,15.05
2016-11-11,14.55
2016-11-15,15.3
2016-11-16,14.8
2016-11-17,14.45
2016-11-18,14.75
2016-11-21,13.95
2016-11-22,14.05
2016-11-23,14.15
2016-11-24,14.35
2016-11-25,14.55
2016-11-28,14.85
2016-11-29,14.8
2016-11-30,14.8
2016-12-01,14.8
2016-12-02,14.65
2016-12-05,14.65
2016-12-06,14.6
2016-12-07,14.5
2016-12-08,14.9
2016-12-09,14.75
2016-12-12,14.65
2016-12-13,14.65
2016-12-14,14.4
2016-12-15,14.4
2016-12-16,14.4
2016-12-19,14.3
2016-12-20,14.15
2016-12-21,14.0
2016-12-22,14.0
2016-12-23,13.95
2016-12-26,13.65
2016-12-27,13.8
2016-12-28,13.65
2016-12-29,13.65
2016-12-30,13.8
