Date,INDNIPPON
2016-01-01,391.9
2016-01-04,394.75
2016-01-05,396.95
2016-01-06,392.4
2016-01-07,389.0
2016-01-08,394.4
2016-01-11,388.25
2016-01-12,388.0
2016-01-13,385.75
2016-01-14,380.6
2016-01-15,371.9
2016-01-18,358.35
2016-01-19,360.5
2016-01-20,349.4
2016-01-21,349.65
2016-01-22,353.55
2016-01-25,357.45
2016-01-27,366.65
2016-01-28,372.15
2016-01-29,399.9
2016-02-01,389.3
2016-02-02,387.55
2016-02-03,372.7
2016-02-04,369.5
2016-02-05,370.25
2016-02-08,369.25
2016-02-09,367.55
2016-02-10,347.6
2016-02-11,335.15
2016-02-12,332.6
2016-02-15,345.9
2016-02-16,351.35
2016-02-17,337.05
2016-02-18,349.45
2016-02-19,347.05
2016-02-22,352.55
2016-02-23,344.9
2016-02-24,346.3
2016-02-25,331.0
2016-02-26,339.6
2016-02-29,339.9
2016-03-01,360.25
2016-03-02,351.15
2016-03-03,359.5
2016-03-04,358.2
2016-03-08,356.05
2016-03-09,360.05
2016-03-10,355.5
2016-03-11,365.05
2016-03-14,381.15
2016-03-15,379.8
2016-03-16,384.9
2016-03-17,379.1
2016-03-18,387.85
2016-03-21,384.05
2016-03-22,373.6
2016-03-23,373.8
2016-03-28,360.55
2016-03-29,360.1
2016-03-30,365.2
2016-03-31,366.05
2016-04-01,375.05
2016-04-04,370.55
2016-04-05,407.45
2016-04-06,398.75
2016-04-07,391.8
2016-04-08,397.15
2016-04-11,393.05
2016-04-12,394.3
2016-04-13,395.65
2016-04-18,393.8
2016-04-20,418.35
2016-04-21,407.25
2016-04-22,406.6
2016-04-25,392.4
2016-04-26,393.1
2016-04-27,402.5
2016-04-28,412.7
2016-04-29,419.65
2016-05-02,416.9
2016-05-03,409.85
2016-05-04,408.1
2016-05-05,412.1
2016-05-06,410.0
2016-05-09,407.5
2016-05-10,409.85
2016-05-11,411.15
2016-05-12,425.65
2016-05-13,416.85
2016-05-16,419.35
2016-05-17,418.0
2016-05-18,414.0
2016-05-19,414.9
2016-05-20,408.2
2016-05-23,405.95
2016-05-24,404.4
2016-05-25,406.35
2016-05-26,399.8
2016-05-27,404.7
2016-05-30,393.85
2016-05-31,393.75
2016-06-01,391.15
2016-06-02,383.0
2016-06-03,385.0
2016-06-06,386.45
2016-06-07,396.05
2016-06-08,394.2
2016-06-09,397.3
2016-06-10,395.35
2016-06-13,387.15
2016-06-14,396.0
2016-06-15,395.1
2016-06-16,396.4
2016-06-17,390.05
2016-06-20,388.2
2016-06-21,388.0
2016-06-22,389.4
2016-06-23,395.1
2016-06-24,381.95
2016-06-27,389.6
2016-06-28,397.0
2016-06-29,393.3
2016-06-30,394.65
2016-07-01,391.55
2016-07-04,403.85
2016-07-05,392.5
2016-07-07,396.05
2016-07-08,390.8
2016-07-11,396.3
2016-07-12,399.2
2016-07-13,390.15
2016-07-14,396.55
2016-07-15,414.15
2016-07-18,422.55
2016-07-19,412.7
2016-07-20,410.4
2016-07-21,412.0
2016-07-22,414.95
2016-07-25,410.0
2016-07-26,414.0
2016-07-27,405.8
2016-07-28,418.25
2016-07-29,413.55
2016-08-01,411.8
2016-08-02,408.6
2016-08-03,399.15
2016-08-04,396.15
2016-08-05,397.65
2016-08-08,402.0
2016-08-09,401.0
2016-08-10,396.45
2016-08-11,393.7
2016-08-12,395.6
2016-08-16,394.6
2016-08-17,398.0
2016-08-18,404.1
2016-08-19,417.6
2016-08-22,416.35
2016-08-23,415.9
2016-08-24,417.75
2016-08-25,421.95
2016-08-26,411.85
2016-08-29,397.55
2016-08-30,397.85
2016-08-31,397.25
2016-09-01,396.15
2016-09-02,390.5
2016-09-06,393.95
2016-09-07,433.4
2016-09-08,436.35
2016-09-09,427.35
2016-09-12,421.5
2016-09-14,420.2
2016-09-15,464.0
2016-09-16,470.0
2016-09-19,482.4
2016-09-20,469.6
2016-09-21,471.9
2016-09-22,474.05
2016-09-23,464.1
2016-09-26,460.05
2016-09-27,456.75
2016-09-28,460.95
2016-09-29,451.7
2016-09-30,457.9
2016-10-03,469.9
2016-10-04,489.3
2016-10-05,496.55
2016-10-06,507.9
2016-10-07,492.5
2016-10-10,515.15
2016-10-13,498.1
2016-10-14,500.3
2016-10-17,518.95
2016-10-18,568.3
2016-10-19,585.4
2016-10-20,600.7
2016-10-21,611.25
2016-10-24,653.4
2016-10-25,639.6
2016-10-26,620.85
2016-10-27,611.2
2016-10-28,626.75
2016-10-30,621.1
2016-11-01,636.35
2016-11-02,613.05
2016-11-03,592.95
2016-11-04,571.6
2016-11-07,582.65
2016-11-08,581.35
2016-11-09,579.35
2016-11-10,576.85
2016-11-11,561.15
2016-11-15,511.85
2016-11-16,515.75
2016-11-17,512.95
2016-11-18,517.8
2016-11-21,487.5
2016-11-22,497.7
2016-11-23,536.6
2016-11-24,532.75
2016-11-25,536.6
2016-11-28,523.7
2016-11-29,530.45
2016-11-30,556.05
2016-12-01,537.05
2016-12-02,530.55
2016-12-05,527.6
2016-12-06,541.05
2016-12-07,531.85
2016-12-08,534.2
2016-12-09,533.25
2016-12-12,530.05
2016-12-13,525.05
2016-12-14,527.55
2016-12-15,534.5
2016-12-16,521.4
2016-12-19,528.65
2016-12-20,505.5
2016-12-21,512.0
2016-12-22,509.3
2016-12-23,498.6
2016-12-26,482.0
2016-12-27,485.15
2016-12-28,495.5
2016-12-29,490.95
2016-12-30,487.4
