Date,TECHNOFAB
2016-01-01,179.85
2016-01-04,184.15
2016-01-05,184.45
2016-01-06,183.05
2016-01-07,184.8
2016-01-08,194.75
2016-01-11,197.15
2016-01-12,188.65
2016-01-13,185.4
2016-01-14,182.3
2016-01-15,180.55
2016-01-18,169.7
2016-01-19,177.8
2016-01-20,167.75
2016-01-21,174.9
2016-01-22,170.5
2016-01-25,173.2
2016-01-27,169.55
2016-01-28,170.45
2016-01-29,170.3
2016-02-01,165.75
2016-02-02,166.6
2016-02-03,168.5
2016-02-04,163.3
2016-02-05,167.0
2016-02-08,165.35
2016-02-09,158.75
2016-02-10,156.55
2016-02-11,153.95
2016-02-12,150.3
2016-02-15,150.85
2016-02-16,140.75
2016-02-17,150.3
2016-02-18,148.95
2016-02-19,150.45
2016-02-22,148.5
2016-02-23,149.0
2016-02-24,147.7
2016-02-25,151.0
2016-02-26,146.85
2016-02-29,145.75
2016-03-01,149.0
2016-03-02,148.6
2016-03-03,147.7
2016-03-04,148.15
2016-03-08,149.2
2016-03-09,145.8
2016-03-10,145.0
2016-03-11,142.4
2016-03-14,141.95
2016-03-15,140.0
2016-03-16,143.0
2016-03-17,146.05
2016-03-18,144.95
2016-03-21,145.85
2016-03-22,143.3
2016-03-23,144.6
2016-03-28,144.0
2016-03-29,143.4
2016-03-30,143.55
2016-03-31,143.95
2016-04-01,145.55
2016-04-04,144.5
2016-04-05,145.6
2016-04-06,144.2
2016-04-07,143.85
2016-04-08,148.55
2016-04-11,148.95
2016-04-12,147.05
2016-04-13,145.6
2016-04-18,148.05
2016-04-20,147.0
2016-04-21,149.6
2016-04-22,150.45
2016-04-25,149.05
2016-04-26,149.8
2016-04-27,151.9
2016-04-28,149.85
2016-04-29,149.55
2016-05-02,148.4
2016-05-03,147.45
2016-05-04,148.25
2016-05-05,144.8
2016-05-06,144.75
2016-05-09,142.3
2016-05-10,145.0
2016-05-11,145.0
2016-05-12,143.1
2016-05-13,144.65
2016-05-16,141.95
2016-05-17,146.0
2016-05-18,146.9
2016-05-19,145.0
2016-05-20,143.6
2016-05-23,146.6
2016-05-24,145.15
2016-05-25,147.9
2016-05-26,148.0
2016-05-27,147.6
2016-05-30,160.95
2016-05-31,160.5
2016-06-01,182.1
2016-06-02,181.45
2016-06-03,183.35
2016-06-06,181.95
2016-06-07,177.0
2016-06-08,173.95
2016-06-09,176.75
2016-06-10,172.2
2016-06-13,179.35
2016-06-14,173.1
2016-06-15,177.65
2016-06-16,174.3
2016-06-17,175.55
2016-06-20,179.8
2016-06-21,174.95
2016-06-22,176.05
2016-06-23,180.0
2016-06-24,175.3
2016-06-27,210.35
2016-06-28,216.5
2016-06-29,226.75
2016-06-30,225.0
2016-07-01,214.8
2016-07-04,211.15
2016-07-05,209.8
2016-07-07,210.15
2016-07-08,200.9
2016-07-11,202.2
2016-07-12,212.0
2016-07-13,206.95
2016-07-14,207.2
2016-07-15,206.7
2016-07-18,212.5
2016-07-19,208.05
2016-07-20,208.5
2016-07-21,210.1
2016-07-22,208.5
2016-07-25,210.05
2016-07-26,202.45
2016-07-27,198.65
2016-07-28,202.85
2016-07-29,204.7
2016-08-01,202.95
2016-08-02,199.0
2016-08-03,192.55
2016-08-04,193.2
2016-08-05,193.15
2016-08-08,203.55
2016-08-09,191.65
2016-08-10,193.4
2016-08-11,193.5
2016-08-12,190.95
2016-08-16,190.75
2016-08-17,189.95
2016-08-18,191.0
2016-08-19,187.25
2016-08-22,190.7
2016-08-23,188.75
2016-08-24,193.9
2016-08-25,193.05
2016-08-26,189.9
2016-08-29,186.9
2016-08-30,189.1
2016-08-31,191.5
2016-09-01,191.15
2016-09-02,193.7
2016-09-06,193.5
2016-09-07,187.95
2016-09-08,224.55
2016-09-09,212.65
2016-09-12,210.95
2016-09-14,208.1
2016-09-15,204.1
2016-09-16,199.25
2016-09-19,199.2
2016-09-20,198.4
2016-09-21,194.75
2016-09-22,195.2
2016-09-23,194.8
2016-09-26,192.55
2016-09-27,194.05
2016-09-28,198.2
2016-09-29,188.7
2016-09-30,190.3
2016-10-03,199.6
2016-10-04,198.0
2016-10-05,196.8
2016-10-06,195.85
2016-10-07,193.6
2016-10-10,193.35
2016-10-13,188.75
2016-10-14,191.25
2016-10-17,192.0
2016-10-18,194.6
2016-10-19,190.6
2016-10-20,195.2
2016-10-21,192.15
2016-10-24,193.55
2016-10-25,192.8
2016-10-26,193.45
2016-10-27,192.95
2016-10-28,190.95
2016-10-30,192.45
2016-11-01,201.05
2016-11-02,193.15
2016-11-03,191.6
2016-11-04,188.75
2016-11-07,186.8
2016-11-08,196.1
2016-11-09,193.15
2016-11-10,195.9
2016-11-11,193.2
2016-11-15,185.05
2016-11-16,184.0
2016-11-17,182.45
2016-11-18,182.6
2016-11-21,180.05
2016-11-22,180.1
2016-11-23,185.1
2016-11-24,186.9
2016-11-25,190.1
2016-11-28,188.45
2016-11-29,189.85
2016-11-30,185.35
2016-12-01,190.5
2016-12-02,187.75
2016-12-05,192.5
2016-12-06,189.0
2016-12-07,186.25
2016-12-08,192.65
2016-12-09,193.2
2016-12-12,188.85
2016-12-13,188.5
2016-12-14,185.15
2016-12-15,189.85
2016-12-16,187.3
2016-12-19,188.9
2016-12-20,187.5
2016-12-21,186.5
2016-12-22,182.75
2016-12-23,183.55
2016-12-26,179.25
2016-12-27,180.4
2016-12-28,184.05
2016-12-29,180.05
2016-12-30,183.6
