Date,MADRASFERT
2016-01-01,15.6
2016-01-04,15.15
2016-01-05,15.85
2016-01-06,15.7
2016-01-07,14.85
2016-01-08,15.2
2016-01-11,14.95
2016-01-12,14.75
2016-01-13,14.4
2016-01-14,14.05
2016-01-15,13.75
2016-01-18,12.75
2016-01-19,12.5
2016-01-20,12.5
2016-01-21,12.7
2016-01-22,13.35
2016-01-25,13.15
2016-01-27,13.4
2016-01-28,13.15
2016-01-29,13.25
2016-02-01,13.4
2016-02-02,13.2
2016-02-03,12.75
2016-02-04,12.8
2016-02-05,13.05
2016-02-08,13.1
2016-02-09,13.0
2016-02-10,12.7
2016-02-11,11.6
2016-02-12,11.25
2016-02-15,11.95
2016-02-16,11.3
2016-02-17,11.95
2016-02-18,11.55
2016-02-19,12.5
2016-02-22,14.05
2016-02-23,13.25
2016-02-24,13.25
2016-02-25,13.0
2016-02-26,13.15
2016-02-29,12.4
2016-03-01,12.15
2016-03-02,12.55
2016-03-03,13.2
2016-03-04,13.0
2016-03-08,12.6
2016-03-09,12.7
2016-03-10,12.4
2016-03-11,12.2
2016-03-14,12.1
2016-03-15,11.9
2016-03-16,11.8
2016-03-17,11.75
2016-03-18,11.5
2016-03-21,11.65
2016-03-22,12.05
2016-03-23,11.75
2016-03-28,11.5
2016-03-29,11.45
2016-03-30,11.55
2016-03-31,12.05
2016-04-01,11.95
2016-04-04,12.25
2016-04-05,11.7
2016-04-06,12.0
2016-04-07,12.1
2016-04-08,12.2
2016-04-11,12.2
2016-04-12,12.55
2016-04-13,13.55
2016-04-18,13.65
2016-04-20,13.95
2016-04-21,13.5
2016-04-22,13.5
2016-04-25,13.65
2016-04-26,14.6
2016-04-27,14.95
2016-04-28,14.25
2016-04-29,14.35
2016-05-02,14.2
2016-05-03,13.9
2016-05-04,14.0
2016-05-05,13.3
2016-05-06,13.5
2016-05-09,13.65
2016-05-10,13.55
2016-05-11,13.4
2016-05-12,13.8
2016-05-13,14.3
2016-05-16,14.1
2016-05-17,14.1
2016-05-18,14.15
2016-05-19,14.1
2016-05-20,13.6
2016-05-23,13.1
2016-05-24,13.2
2016-05-25,13.35
2016-05-26,13.5
2016-05-27,13.65
2016-05-30,13.5
2016-05-31,13.25
2016-06-01,13.25
2016-06-02,13.3
2016-06-03,13.0
2016-06-06,13.1
2016-06-07,13.25
2016-06-08,13.75
2016-06-09,13.6
2016-06-10,13.45
2016-06-13,13.45
2016-06-14,14.2
2016-06-15,14.55
2016-06-16,14.3
2016-06-17,14.1
2016-06-20,16.9
2016-06-21,16.7
2016-06-22,15.85
2016-06-23,15.5
2016-06-24,14.75
2016-06-27,16.45
2016-06-28,16.0
2016-06-29,17.2
2016-06-30,18.55
2016-07-01,18.3
2016-07-04,17.85
2016-07-05,16.9
2016-07-07,17.25
2016-07-08,16.75
2016-07-11,16.7
2016-07-12,16.85
2016-07-13,16.65
2016-07-14,16.5
2016-07-15,16.1
2016-07-18,15.75
2016-07-19,15.6
2016-07-20,15.3
2016-07-21,15.4
2016-07-22,15.85
2016-07-25,15.65
2016-07-26,15.5
2016-07-27,15.4
2016-07-28,15.3
2016-07-29,15.4
2016-08-01,14.95
2016-08-02,14.4
2016-08-03,14.2
2016-08-04,14.0
2016-08-05,14.25
2016-08-08,14.5
2016-08-09,14.25
2016-08-10,14.15
2016-08-11,14.0
2016-08-12,15.35
2016-08-16,14.9
2016-08-17,14.35
2016-08-18,14.65
2016-08-19,14.5
2016-08-22,14.7
2016-08-23,14.35
2016-08-24,14.95
2016-08-25,15.15
2016-08-26,14.95
2016-08-29,14.65
2016-08-30,14.65
2016-08-31,14.5
2016-09-01,14.2
2016-09-02,14.15
2016-09-06,13.8
2016-09-07,13.45
2016-09-08,13.75
2016-09-09,14.2
2016-09-12,13.8
2016-09-14,13.95
2016-09-15,13.9
2016-09-16,13.8
2016-09-19,13.65
2016-09-20,13.6
2016-09-21,13.4
2016-09-22,13.5
2016-09-23,13.35
2016-09-26,13.2
2016-09-27,13.2
2016-09-28,13.25
2016-09-29,12.95
2016-09-30,13.2
2016-10-03,13.45
2016-10-04,13.35
2016-10-05,14.05
2016-10-06,13.9
2016-10-07,14.1
2016-10-10,14.4
2016-10-13,13.85
2016-10-14,14.1
2016-10-17,14.35
2016-10-18,14.3
2016-10-19,16.5
2016-10-20,15.45
2016-10-21,15.45
2016-10-24,15.75
2016-10-25,15.6
2016-10-26,15.4
2016-10-27,15.2
2016-10-28,15.0
2016-10-30,15.35
2016-11-01,15.5
2016-11-02,15.0
2016-11-03,14.55
2016-11-04,14.2
2016-11-07,14.4
2016-11-08,14.4
2016-11-09,13.35
2016-11-10,13.7
2016-11-11,13.45
2016-11-15,12.6
2016-11-16,12.65
2016-11-17,12.6
2016-11-18,12.45
2016-11-21,12.2
2016-11-22,12.2
2016-11-23,12.5
2016-11-24,12.75
2016-11-25,13.0
2016-11-28,12.9
2016-11-29,12.95
2016-11-30,13.5
2016-12-01,13.3
2016-12-02,13.2
2016-12-05,13.55
2016-12-06,13.35
2016-12-07,13.8
2016-12-08,15.4
2016-12-09,14.65
2016-12-12,14.15
2016-12-13,14.4
2016-12-14,14.2
2016-12-15,14.05
2016-12-16,13.85
2016-12-19,14.0
2016-12-20,13.8
2016-12-21,13.8
2016-12-22,13.6
2016-12-23,13.5
2016-12-26,13.35
2016-12-27,14.0
2016-12-28,13.8
2016-12-29,14.0
2016-12-30,14.1
