Date,ORBTEXP
2016-01-01,388.65
2016-01-04,383.95
2016-01-05,381.6
2016-01-06,377.2
2016-01-07,369.35
2016-01-08,373.35
2016-01-11,381.3
2016-01-12,367.15
2016-01-13,366.65
2016-01-14,357.45
2016-01-15,346.05
2016-01-18,334.7
2016-01-19,340.95
2016-01-20,330.4
2016-01-21,327.9
2016-01-22,336.25
2016-01-25,355.7
2016-01-27,358.5
2016-01-28,360.25
2016-01-29,355.35
2016-02-01,349.75
2016-02-02,348.0
2016-02-03,345.3
2016-02-04,351.65
2016-02-05,348.2
2016-02-08,350.75
2016-02-09,347.75
2016-02-10,333.55
2016-02-11,275.85
2016-02-12,272.1
2016-02-15,283.65
2016-02-16,281.0
2016-02-17,278.35
2016-02-18,282.75
2016-02-19,285.45
2016-02-22,279.75
2016-02-23,279.4
2016-02-24,273.55
2016-02-25,271.7
2016-02-26,270.85
2016-02-29,267.95
2016-03-01,273.1
2016-03-02,274.8
2016-03-03,271.05
2016-03-04,276.85
2016-03-08,280.75
2016-03-09,284.15
2016-03-10,282.45
2016-03-11,277.3
2016-03-14,270.45
2016-03-15,269.9
2016-03-16,266.45
2016-03-17,260.4
2016-03-18,262.65
2016-03-21,260.55
2016-03-22,261.25
2016-03-23,258.8
2016-03-28,255.55
2016-03-29,247.7
2016-03-30,248.05
2016-03-31,237.95
2016-04-01,242.45
2016-04-04,244.95
2016-04-05,247.95
2016-04-06,246.6
2016-04-07,248.25
2016-04-08,249.45
2016-04-11,250.05
2016-04-12,248.95
2016-04-13,245.85
2016-04-18,244.85
2016-04-20,246.45
2016-04-21,256.1
2016-04-22,273.4
2016-04-25,272.65
2016-04-26,270.35
2016-04-27,270.3
2016-04-28,270.35
2016-04-29,271.15
2016-05-02,272.3
2016-05-03,269.9
2016-05-04,259.3
2016-05-05,254.75
2016-05-06,250.4
2016-05-09,261.1
2016-05-10,263.1
2016-05-11,254.45
2016-05-12,261.0
2016-05-13,264.4
2016-05-16,289.3
2016-05-17,283.3
2016-05-18,279.45
2016-05-19,274.05
2016-05-20,273.7
2016-05-23,262.45
2016-05-24,258.85
2016-05-25,266.75
2016-05-26,267.2
2016-05-27,263.8
2016-05-30,241.8
2016-05-31,219.35
2016-06-01,225.9
2016-06-02,217.0
2016-06-03,218.3
2016-06-06,216.65
2016-06-07,220.05
2016-06-08,220.95
2016-06-09,221.1
2016-06-10,221.7
2016-06-13,220.45
2016-06-14,222.0
2016-06-15,224.45
2016-06-16,229.6
2016-06-17,231.85
2016-06-20,233.8
2016-06-21,238.35
2016-06-22,235.6
2016-06-23,236.25
2016-06-24,221.2
2016-06-27,223.45
2016-06-28,225.2
2016-06-29,226.8
2016-06-30,228.55
2016-07-01,244.4
2016-07-04,254.75
2016-07-05,250.25
2016-07-07,247.3
2016-07-08,248.15
2016-07-11,246.25
2016-07-12,243.15
2016-07-13,239.8
2016-07-14,239.6
2016-07-15,239.95
2016-07-18,241.35
2016-07-19,236.05
2016-07-20,241.3
2016-07-21,239.7
2016-07-22,240.0
2016-07-25,247.9
2016-07-26,245.45
2016-07-27,230.7
2016-07-28,230.25
2016-07-29,227.9
2016-08-01,228.0
2016-08-02,228.8
2016-08-03,219.0
2016-08-04,211.2
2016-08-05,212.9
2016-08-08,216.55
2016-08-09,219.4
2016-08-10,224.85
2016-08-11,235.6
2016-08-12,239.2
2016-08-16,251.35
2016-08-17,251.0
2016-08-18,252.55
2016-08-19,251.95
2016-08-22,251.0
2016-08-23,250.5
2016-08-24,250.5
2016-08-25,250.5
2016-08-26,250.05
2016-08-29,249.5
2016-08-30,249.5
2016-08-31,251.35
2016-09-01,250.65
2016-09-02,250.7
2016-09-06,250.3
2016-09-07,255.1
2016-09-08,269.6
2016-09-09,264.8
2016-09-12,260.85
2016-09-14,260.5
2016-09-15,261.85
2016-09-16,263.1
2016-09-19,260.25
2016-09-20,260.9
2016-09-21,267.7
2016-09-22,263.8
2016-09-23,268.6
2016-09-26,263.4
2016-09-27,265.75
2016-09-28,269.05
2016-09-29,260.05
2016-09-30,270.3
2016-10-03,262.5
2016-10-04,263.45
2016-10-05,268.4
2016-10-06,262.6
2016-10-07,264.35
2016-10-10,268.05
2016-10-13,265.15
2016-10-14,261.65
2016-10-17,260.8
2016-10-18,261.6
2016-10-19,258.25
2016-10-20,261.35
2016-10-21,261.9
2016-10-24,268.7
2016-10-25,267.3
2016-10-26,270.2
2016-10-27,265.75
2016-10-28,268.2
2016-10-30,264.8
2016-11-01,262.7
2016-11-02,271.9
2016-11-03,273.0
2016-11-04,261.4
2016-11-07,264.1
2016-11-08,266.95
2016-11-09,264.8
2016-11-10,252.25
2016-11-11,251.85
2016-11-15,247.35
2016-11-16,243.0
2016-11-17,261.95
2016-11-18,261.05
2016-11-21,256.9
2016-11-22,259.9
2016-11-23,259.5
2016-11-24,260.6
2016-11-25,259.05
2016-11-28,265.45
2016-11-29,264.4
2016-11-30,266.3
2016-12-01,261.55
2016-12-02,264.65
2016-12-05,265.0
2016-12-06,260.9
2016-12-07,262.1
2016-12-08,260.3
2016-12-09,268.05
2016-12-12,283.9
2016-12-13,270.45
2016-12-14,275.0
2016-12-15,271.55
2016-12-16,270.25
2016-12-19,263.05
2016-12-20,263.35
2016-12-21,264.5
2016-12-22,263.95
2016-12-23,261.95
2016-12-26,285.6
2016-12-27,288.2
2016-12-28,284.0
2016-12-29,283.25
2016-12-30,281.2
