Date,GTL
2016-01-01,16.5
2016-01-04,16.35
2016-01-05,16.9
2016-01-06,17.65
2016-01-07,16.15
2016-01-08,16.3
2016-01-11,16.35
2016-01-12,16.15
2016-01-13,14.9
2016-01-14,14.45
2016-01-15,13.5
2016-01-18,12.45
2016-01-19,13.75
2016-01-20,13.05
2016-01-21,13.35
2016-01-22,13.7
2016-01-25,13.9
2016-01-27,13.7
2016-01-28,13.65
2016-01-29,13.65
2016-02-01,13.45
2016-02-02,13.1
2016-02-03,12.4
2016-02-04,12.3
2016-02-05,12.5
2016-02-08,12.65
2016-02-09,12.9
2016-02-10,12.85
2016-02-11,11.85
2016-02-12,11.2
2016-02-15,11.7
2016-02-16,11.4
2016-02-17,11.75
2016-02-18,11.45
2016-02-19,11.55
2016-02-22,11.7
2016-02-23,11.5
2016-02-24,11.35
2016-02-25,11.2
2016-02-26,11.3
2016-02-29,11.05
2016-03-01,11.45
2016-03-02,11.85
2016-03-03,12.15
2016-03-04,12.1
2016-03-08,12.0
2016-03-09,12.0
2016-03-10,12.1
2016-03-11,11.85
2016-03-14,11.7
2016-03-15,11.5
2016-03-16,11.45
2016-03-17,11.35
2016-03-18,11.35
2016-03-21,11.3
2016-03-22,11.45
2016-03-23,11.5
2016-03-28,11.3
2016-03-29,11.1
2016-03-30,11.7
2016-03-31,11.7
2016-04-01,11.7
2016-04-04,11.9
2016-04-05,12.3
2016-04-06,12.2
2016-04-07,12.2
2016-04-08,12.1
2016-04-11,12.2
2016-04-12,12.6
2016-04-13,12.5
2016-04-18,12.3
2016-04-20,12.45
2016-04-21,12.35
2016-04-22,12.3
2016-04-25,12.25
2016-04-26,12.35
2016-04-27,12.4
2016-04-28,12.25
2016-04-29,12.1
2016-05-02,12.05
2016-05-03,11.9
2016-05-04,11.75
2016-05-05,11.6
2016-05-06,11.7
2016-05-09,11.35
2016-05-10,11.3
2016-05-11,11.35
2016-05-12,11.3
2016-05-13,11.3
2016-05-16,11.65
2016-05-17,11.45
2016-05-18,11.4
2016-05-19,11.35
2016-05-20,11.1
2016-05-23,11.15
2016-05-24,11.0
2016-05-25,10.95
2016-05-26,10.95
2016-05-27,10.95
2016-05-30,11.0
2016-05-31,10.95
2016-06-01,10.9
2016-06-02,10.8
2016-06-03,10.7
2016-06-06,10.75
2016-06-07,10.75
2016-06-08,11.5
2016-06-09,11.25
2016-06-10,11.2
2016-06-13,11.25
2016-06-14,11.7
2016-06-15,11.65
2016-06-16,11.55
2016-06-17,11.45
2016-06-20,11.65
2016-06-21,11.7
2016-06-22,11.45
2016-06-23,11.35
2016-06-24,10.85
2016-06-27,10.85
2016-06-28,10.9
2016-06-29,11.55
2016-06-30,12.4
2016-07-01,12.35
2016-07-04,12.15
2016-07-05,12.9
2016-07-07,14.7
2016-07-08,13.9
2016-07-11,13.85
2016-07-12,13.55
2016-07-13,13.1
2016-07-14,13.45
2016-07-15,13.25
2016-07-18,12.9
2016-07-19,12.6
2016-07-20,12.75
2016-07-21,12.6
2016-07-22,12.6
2016-07-25,12.75
2016-07-26,12.55
2016-07-27,12.55
2016-07-28,12.5
2016-07-29,12.25
2016-08-01,12.45
2016-08-02,12.3
2016-08-03,11.95
2016-08-04,11.85
2016-08-05,12.05
2016-08-08,12.0
2016-08-09,12.0
2016-08-10,11.75
2016-08-11,11.6
2016-08-12,11.5
2016-08-16,11.4
2016-08-17,11.15
2016-08-18,11.4
2016-08-19,11.4
2016-08-22,11.4
2016-08-23,11.45
2016-08-24,11.35
2016-08-25,11.3
2016-08-26,11.2
2016-08-29,11.1
2016-08-30,11.3
2016-08-31,11.4
2016-09-01,12.5
2016-09-02,12.4
2016-09-06,12.1
2016-09-07,12.15
2016-09-08,12.5
2016-09-09,12.45
2016-09-12,12.1
2016-09-14,11.95
2016-09-15,11.85
2016-09-16,11.75
2016-09-19,11.65
2016-09-20,12.05
2016-09-21,13.2
2016-09-22,13.3
2016-09-23,13.75
2016-09-26,13.75
2016-09-27,13.8
2016-09-28,16.55
2016-09-29,17.25
2016-09-30,20.7
2016-10-03,22.75
2016-10-04,23.05
2016-10-05,21.3
2016-10-06,19.2
2016-10-07,20.55
2016-10-10,20.05
2016-10-13,19.4
2016-10-14,18.15
2016-10-17,16.7
2016-10-18,18.25
2016-10-19,17.8
2016-10-20,17.65
2016-10-21,19.4
2016-10-24,19.1
2016-10-25,18.6
2016-10-26,18.85
2016-10-27,18.3
2016-10-28,18.05
2016-10-30,18.3
2016-11-01,18.0
2016-11-02,16.95
2016-11-03,16.75
2016-11-04,16.15
2016-11-07,16.55
2016-11-08,16.6
2016-11-09,15.1
2016-11-10,15.95
2016-11-11,15.0
2016-11-15,13.9
2016-11-16,13.6
2016-11-17,13.0
2016-11-18,13.35
2016-11-21,13.2
2016-11-22,13.55
2016-11-23,16.25
2016-11-24,17.7
2016-11-25,17.5
2016-11-28,17.7
2016-11-29,17.15
2016-11-30,17.7
2016-12-01,17.6
2016-12-02,17.0
2016-12-05,17.1
2016-12-06,17.1
2016-12-07,16.75
2016-12-08,16.6
2016-12-09,16.6
2016-12-12,16.35
2016-12-13,16.45
2016-12-14,16.15
2016-12-15,16.1
2016-12-16,15.8
2016-12-19,15.5
2016-12-20,15.15
2016-12-21,16.6
2016-12-22,17.3
2016-12-23,16.3
2016-12-26,15.5
2016-12-27,15.9
2016-12-28,16.15
2016-12-29,16.8
2016-12-30,16.7
