Date,TRENT
2016-01-01,1753.1
2016-01-04,1708.25
2016-01-05,1681.7
2016-01-06,1653.05
2016-01-07,1626.35
2016-01-08,1711.6
2016-01-11,1703.8
2016-01-12,1670.35
2016-01-13,1664.2
2016-01-14,1635.7
2016-01-15,1625.0
2016-01-18,1593.25
2016-01-19,1625.9
2016-01-20,1597.05
2016-01-21,1612.4
2016-01-22,1619.5
2016-01-25,1580.65
2016-01-27,1563.55
2016-01-28,1554.15
2016-01-29,1557.85
2016-02-01,1550.4
2016-02-02,1526.7
2016-02-03,1483.15
2016-02-04,1480.25
2016-02-05,1476.55
2016-02-08,1491.15
2016-02-09,1470.9
2016-02-10,1473.55
2016-02-11,1426.45
2016-02-12,1421.0
2016-02-15,1451.65
2016-02-16,1402.4
2016-02-17,1417.05
2016-02-18,1429.85
2016-02-19,1445.3
2016-02-22,1426.85
2016-02-23,1468.2
2016-02-24,1453.2
2016-02-25,1448.7
2016-02-26,1439.95
2016-02-29,1430.35
2016-03-01,1500.1
2016-03-02,1463.65
2016-03-03,1541.25
2016-03-04,1509.15
2016-03-08,1451.65
2016-03-09,1443.7
2016-03-10,1447.85
2016-03-11,1438.55
2016-03-14,1436.05
2016-03-15,1415.25
2016-03-16,1448.65
2016-03-17,1459.4
2016-03-18,1509.7
2016-03-21,1536.75
2016-03-22,1582.15
2016-03-23,1562.85
2016-03-28,1553.85
2016-03-29,1551.75
2016-03-30,1555.25
2016-03-31,1591.75
2016-04-01,1599.05
2016-04-04,1599.9
2016-04-05,1611.65
2016-04-06,1621.9
2016-04-07,1587.85
2016-04-08,1581.75
2016-04-11,1676.3
2016-04-12,1696.3
2016-04-13,1692.15
2016-04-18,1660.0
2016-04-20,1633.15
2016-04-21,1612.55
2016-04-22,1631.25
2016-04-25,1630.05
2016-04-26,1658.85
2016-04-27,1644.9
2016-04-28,1663.5
2016-04-29,1698.8
2016-05-02,1701.05
2016-05-03,1708.3
2016-05-04,1705.75
2016-05-05,1704.8
2016-05-06,1704.5
2016-05-09,1704.45
2016-05-10,1710.55
2016-05-11,1700.75
2016-05-12,1743.9
2016-05-13,1796.15
2016-05-16,1770.25
2016-05-17,1770.55
2016-05-18,1760.6
2016-05-19,1764.4
2016-05-20,1759.85
2016-05-23,1752.95
2016-05-24,1762.65
2016-05-25,1809.3
2016-05-26,1766.25
2016-05-27,1790.3
2016-05-30,1741.35
2016-05-31,1634.55
2016-06-01,1690.9
2016-06-02,1700.65
2016-06-03,1682.35
2016-06-06,1689.25
2016-06-07,1704.5
2016-06-08,1691.2
2016-06-09,1697.4
2016-06-10,1688.15
2016-06-13,1693.65
2016-06-14,1701.5
2016-06-15,1687.15
2016-06-16,1696.1
2016-06-17,1685.15
2016-06-20,1694.4
2016-06-21,1698.65
2016-06-22,1679.45
2016-06-23,1681.8
2016-06-24,1681.7
2016-06-27,1681.55
2016-06-28,1768.5
2016-06-29,1792.95
2016-06-30,1816.5
2016-07-01,1803.5
2016-07-04,1791.85
2016-07-05,1778.35
2016-07-07,1769.95
2016-07-08,1774.6
2016-07-11,1773.6
2016-07-12,1775.45
2016-07-13,1769.5
2016-07-14,1765.35
2016-07-15,1750.5
2016-07-18,1751.35
2016-07-19,1766.6
2016-07-20,1751.7
2016-07-21,1755.85
2016-07-22,1788.0
2016-07-25,1768.35
2016-07-26,1764.05
2016-07-27,1778.15
2016-07-28,1798.9
2016-07-29,1831.1
2016-08-01,1857.4
2016-08-02,1850.45
2016-08-03,1850.6
2016-08-04,1850.8
2016-08-05,1851.15
2016-08-08,1872.25
2016-08-09,1852.4
2016-08-10,1850.5
2016-08-11,1883.8
2016-08-12,1897.75
2016-08-16,1898.85
2016-08-17,1920.05
2016-08-18,1920.1
2016-08-19,1917.4
2016-08-22,1926.35
2016-08-23,1926.45
2016-08-24,1946.1
2016-08-25,2005.5
2016-08-26,2075.25
2016-08-29,2097.7
2016-08-30,2149.35
2016-08-31,2175.75
2016-09-01,2196.15
2016-09-02,2246.8
2016-09-06,2398.15
2016-09-07,2356.3
2016-09-08,2341.45
2016-09-09,2344.8
2016-09-12,241.45
2016-09-14,239.8
2016-09-15,230.8
2016-09-16,225.7
2016-09-19,224.4
2016-09-20,219.45
2016-09-21,214.8
2016-09-22,212.5
2016-09-23,212.05
2016-09-26,212.15
2016-09-27,210.15
2016-09-28,209.65
2016-09-29,209.1
2016-09-30,213.45
2016-10-03,223.05
2016-10-04,222.55
2016-10-05,219.25
2016-10-06,216.85
2016-10-07,215.35
2016-10-10,214.1
2016-10-13,214.5
2016-10-14,210.35
2016-10-17,208.55
2016-10-18,212.1
2016-10-19,209.5
2016-10-20,208.45
2016-10-21,205.45
2016-10-24,203.1
2016-10-25,203.85
