Date,PITTIENG
2016-01-01,48.95
2016-01-04,48.65
2016-01-05,48.25
2016-01-06,47.8
2016-01-07,46.4
2016-01-08,48.0
2016-01-11,46.65
2016-01-12,46.3
2016-01-13,44.75
2016-01-14,43.25
2016-01-15,42.9
2016-01-18,39.1
2016-01-19,40.25
2016-01-20,38.95
2016-01-21,39.9
2016-01-22,40.55
2016-01-25,42.45
2016-01-27,42.8
2016-01-28,42.45
2016-01-29,44.0
2016-02-01,45.1
2016-02-02,44.05
2016-02-03,42.25
2016-02-04,41.4
2016-02-05,43.55
2016-02-08,41.8
2016-02-09,41.2
2016-02-10,41.05
2016-02-11,38.1
2016-02-12,37.45
2016-02-15,33.35
2016-02-16,31.25
2016-02-17,32.6
2016-02-18,32.25
2016-02-19,31.25
2016-02-22,32.4
2016-02-23,31.95
2016-02-24,31.05
2016-02-25,29.1
2016-02-26,28.5
2016-02-29,27.5
2016-03-01,28.45
2016-03-02,28.25
2016-03-03,29.1
2016-03-04,29.15
2016-03-08,27.65
2016-03-09,27.05
2016-03-10,27.35
2016-03-11,27.45
2016-03-14,28.75
2016-03-15,28.4
2016-03-16,26.8
2016-03-17,28.45
2016-03-18,28.05
2016-03-21,27.4
2016-03-22,27.45
2016-03-23,27.8
2016-03-28,27.3
2016-03-29,26.8
2016-03-30,27.05
2016-03-31,26.8
2016-04-01,27.8
2016-04-04,28.95
2016-04-05,28.55
2016-04-06,28.95
2016-04-07,29.35
2016-04-08,29.7
2016-04-11,30.45
2016-04-12,33.75
2016-04-13,36.15
2016-04-18,38.35
2016-04-20,36.45
2016-04-21,37.05
2016-04-22,34.65
2016-04-25,34.9
2016-04-26,35.8
2016-04-27,35.45
2016-04-28,34.8
2016-04-29,34.75
2016-05-02,34.35
2016-05-03,34.5
2016-05-04,34.9
2016-05-05,34.85
2016-05-06,34.5
2016-05-09,34.3
2016-05-10,33.7
2016-05-11,34.05
2016-05-12,34.25
2016-05-13,35.75
2016-05-16,38.15
2016-05-17,43.0
2016-05-18,41.7
2016-05-19,39.4
2016-05-20,37.5
2016-05-23,32.1
2016-05-24,33.0
2016-05-25,34.8
2016-05-26,37.4
2016-05-27,37.0
2016-05-30,37.1
2016-05-31,35.65
2016-06-01,39.1
2016-06-02,40.25
2016-06-03,38.35
2016-06-06,36.6
2016-06-07,36.85
2016-06-08,37.85
2016-06-09,36.65
2016-06-10,38.15
2016-06-13,38.4
2016-06-14,40.8
2016-06-15,40.15
2016-06-16,39.5
2016-06-17,38.8
2016-06-20,40.4
2016-06-21,40.0
2016-06-22,39.8
2016-06-23,38.5
2016-06-24,38.5
2016-06-27,38.6
2016-06-28,38.65
2016-06-29,39.9
2016-06-30,40.0
2016-07-01,40.25
2016-07-04,48.3
2016-07-05,47.9
2016-07-07,46.4
2016-07-08,45.0
2016-07-11,45.9
2016-07-12,45.85
2016-07-13,46.05
2016-07-14,46.6
2016-07-15,46.6
2016-07-18,44.65
2016-07-19,44.9
2016-07-20,45.25
2016-07-21,44.6
2016-07-22,43.9
2016-07-25,44.2
2016-07-26,45.55
2016-07-27,45.75
2016-07-28,45.65
2016-07-29,45.15
2016-08-01,44.45
2016-08-02,44.15
2016-08-03,43.75
2016-08-04,43.95
2016-08-05,44.05
2016-08-08,44.65
2016-08-09,43.85
2016-08-10,43.1
2016-08-11,42.15
2016-08-12,43.95
2016-08-16,40.75
2016-08-17,40.7
2016-08-18,40.95
2016-08-19,42.3
2016-08-22,42.0
2016-08-23,41.1
2016-08-24,41.25
2016-08-25,41.55
2016-08-26,41.45
2016-08-29,40.3
2016-08-30,40.4
2016-08-31,40.05
2016-09-01,39.6
2016-09-02,39.0
2016-09-06,46.8
2016-09-07,49.4
2016-09-08,49.95
2016-09-09,49.65
2016-09-12,51.65
2016-09-14,52.95
2016-09-15,52.0
2016-09-16,51.0
2016-09-19,50.2
2016-09-20,50.95
2016-09-21,50.05
2016-09-22,50.5
2016-09-23,50.45
2016-09-26,49.3
2016-09-27,48.8
2016-09-28,50.2
2016-09-29,47.25
2016-09-30,47.35
2016-10-03,49.6
2016-10-04,52.7
2016-10-05,63.2
2016-10-06,59.25
2016-10-07,60.4
2016-10-10,59.9
2016-10-13,57.0
2016-10-14,58.35
2016-10-17,57.85
2016-10-18,57.75
2016-10-19,62.1
2016-10-20,61.05
2016-10-21,59.65
2016-10-24,60.2
2016-10-25,59.45
2016-10-26,57.5
2016-10-27,57.3
2016-10-28,61.5
2016-10-30,62.65
2016-11-01,62.3
2016-11-02,61.0
2016-11-03,58.85
2016-11-04,56.15
2016-11-07,60.2
2016-11-08,59.5
2016-11-09,58.4
2016-11-10,58.9
2016-11-11,54.75
2016-11-15,51.65
2016-11-16,51.75
2016-11-17,51.0
2016-11-18,49.15
2016-11-21,46.5
2016-11-22,47.95
2016-11-23,50.7
2016-11-24,49.9
2016-11-25,52.0
2016-11-28,52.25
2016-11-29,53.3
2016-11-30,54.95
2016-12-01,52.75
2016-12-02,52.35
2016-12-05,54.8
2016-12-06,54.6
2016-12-07,55.5
2016-12-08,55.25
2016-12-09,55.35
2016-12-12,55.05
2016-12-13,56.15
2016-12-14,55.15
2016-12-15,59.0
2016-12-16,56.7
2016-12-19,56.05
2016-12-20,54.1
2016-12-21,53.15
2016-12-22,51.85
2016-12-23,51.55
2016-12-26,51.65
2016-12-27,51.95
2016-12-28,50.35
2016-12-29,50.65
2016-12-30,51.5
