Date,HINDPETRO
2016-01-01,853.85
2016-01-04,856.45
2016-01-05,856.65
2016-01-06,881.65
2016-01-07,858.65
2016-01-08,887.55
2016-01-11,876.55
2016-01-12,868.45
2016-01-13,871.65
2016-01-14,885.45
2016-01-15,886.35
2016-01-18,822.4
2016-01-19,824.4
2016-01-20,805.7
2016-01-21,795.5
2016-01-22,798.45
2016-01-25,789.8
2016-01-27,797.15
2016-01-28,817.0
2016-01-29,815.95
2016-02-01,806.55
2016-02-02,784.4
2016-02-03,769.0
2016-02-04,732.55
2016-02-05,748.35
2016-02-08,742.25
2016-02-09,726.7
2016-02-10,722.9
2016-02-11,683.25
2016-02-12,689.55
2016-02-15,728.6
2016-02-16,691.4
2016-02-17,708.55
2016-02-18,700.3
2016-02-19,665.05
2016-02-22,676.6
2016-02-23,643.6
2016-02-24,653.2
2016-02-25,641.9
2016-02-26,661.35
2016-02-29,687.95
2016-03-01,721.3
2016-03-02,730.75
2016-03-03,730.55
2016-03-04,748.15
2016-03-08,751.5
2016-03-09,740.6
2016-03-10,720.1
2016-03-11,728.55
2016-03-14,722.85
2016-03-15,740.4
2016-03-16,734.05
2016-03-17,758.6
2016-03-18,747.55
2016-03-21,763.7
2016-03-22,768.1
2016-03-23,748.5
2016-03-28,750.35
2016-03-29,769.4
2016-03-30,786.35
2016-03-31,787.75
2016-04-01,793.85
2016-04-04,790.8
2016-04-05,798.15
2016-04-06,817.1
2016-04-07,817.1
2016-04-08,816.1
2016-04-11,836.25
2016-04-12,832.35
2016-04-13,850.35
2016-04-18,868.9
2016-04-20,845.9
2016-04-21,856.4
2016-04-22,851.75
2016-04-25,860.55
2016-04-26,856.95
2016-04-27,858.05
2016-04-28,831.35
2016-04-29,833.75
2016-05-02,841.2
2016-05-03,835.1
2016-05-04,830.9
2016-05-05,819.1
2016-05-06,840.25
2016-05-09,831.5
2016-05-10,829.85
2016-05-11,837.3
2016-05-12,829.9
2016-05-13,832.3
2016-05-16,836.0
2016-05-17,842.6
2016-05-18,842.8
2016-05-19,838.2
2016-05-20,832.2
2016-05-23,829.15
2016-05-24,807.55
2016-05-25,841.0
2016-05-26,849.65
2016-05-27,931.65
2016-05-30,913.4
2016-05-31,906.45
2016-06-01,905.8
2016-06-02,912.55
2016-06-03,934.05
2016-06-06,922.25
2016-06-07,905.95
2016-06-08,903.7
2016-06-09,900.55
2016-06-10,893.1
2016-06-13,898.15
2016-06-14,887.65
2016-06-15,919.0
2016-06-16,917.75
2016-06-17,921.4
2016-06-20,921.65
2016-06-21,931.55
2016-06-22,925.5
2016-06-23,953.55
2016-06-24,935.5
2016-06-27,974.3
2016-06-28,993.75
2016-06-29,987.0
2016-06-30,996.25
2016-07-01,1021.3
2016-07-04,1035.6
2016-07-05,1032.8
2016-07-07,1033.05
2016-07-08,1029.05
2016-07-11,1056.05
2016-07-12,1065.6
2016-07-13,1048.95
2016-07-14,1070.9
2016-07-15,1068.3
2016-07-18,1060.35
2016-07-19,1108.5
2016-07-20,1121.0
2016-07-21,1159.9
2016-07-22,1170.3
2016-07-25,1217.7
2016-07-26,1210.4
2016-07-27,1244.0
2016-07-28,1229.4
2016-07-29,1261.7
2016-08-01,1268.0
2016-08-02,1242.3
2016-08-03,1219.6
2016-08-04,1206.0
2016-08-05,1257.7
2016-08-08,1315.45
2016-08-09,1273.25
2016-08-10,1225.0
2016-08-11,1212.7
2016-08-12,1198.55
2016-08-16,1221.95
2016-08-17,1218.35
2016-08-18,1227.9
2016-08-19,1239.7
2016-08-22,1215.15
2016-08-23,1150.7
2016-08-24,1171.3
2016-08-25,1169.95
2016-08-26,1180.35
2016-08-29,1183.25
2016-08-30,1189.25
2016-08-31,1218.7
2016-09-01,1210.4
2016-09-02,1231.65
2016-09-06,1253.4
2016-09-07,1249.9
2016-09-08,1252.1
2016-09-09,1250.7
2016-09-12,1199.75
2016-09-14,399.2
2016-09-15,396.85
2016-09-16,400.35
2016-09-19,403.45
2016-09-20,401.95
2016-09-21,403.8
2016-09-22,412.4
2016-09-23,418.4
2016-09-26,428.95
2016-09-27,425.1
2016-09-28,427.4
2016-09-29,414.7
2016-09-30,423.95
2016-10-03,432.5
2016-10-04,434.3
2016-10-05,435.1
2016-10-06,451.55
2016-10-07,443.65
2016-10-10,438.15
2016-10-13,430.55
2016-10-14,438.25
2016-10-17,436.95
2016-10-18,439.4
2016-10-19,445.4
2016-10-20,443.65
2016-10-21,449.6
2016-10-24,457.2
2016-10-25,463.0
2016-10-26,459.15
2016-10-27,453.2
2016-10-28,466.4
2016-10-30,467.25
2016-11-01,464.85
2016-11-02,453.0
2016-11-03,437.25
2016-11-04,435.15
2016-11-07,444.95
2016-11-08,451.0
2016-11-09,450.05
2016-11-10,462.6
2016-11-11,448.8
2016-11-15,444.25
2016-11-16,443.95
2016-11-17,443.55
2016-11-18,460.2
2016-11-21,441.95
2016-11-22,451.1
2016-11-23,454.15
2016-11-24,452.15
2016-11-25,462.05
2016-11-28,480.8
2016-11-29,475.35
2016-11-30,471.2
2016-12-01,447.0
2016-12-02,436.15
2016-12-05,432.05
2016-12-06,438.3
2016-12-07,447.85
2016-12-08,453.25
2016-12-09,454.3
2016-12-12,433.55
2016-12-13,439.65
2016-12-14,434.0
2016-12-15,427.0
2016-12-16,425.9
2016-12-19,424.5
2016-12-20,422.45
2016-12-21,421.95
2016-12-22,418.05
2016-12-23,420.55
2016-12-26,413.3
2016-12-27,424.45
2016-12-28,419.55
2016-12-29,429.5
2016-12-30,441.3
