Date,MAGMA
2016-01-01,91.85
2016-01-04,90.7
2016-01-05,89.75
2016-01-06,88.9
2016-01-07,83.9
2016-01-08,85.3
2016-01-11,82.45
2016-01-12,84.15
2016-01-13,79.95
2016-01-14,79.9
2016-01-15,69.95
2016-01-18,73.15
2016-01-19,76.1
2016-01-20,73.7
2016-01-21,74.25
2016-01-22,80.25
2016-01-25,79.35
2016-01-27,78.15
2016-01-28,77.5
2016-01-29,74.35
2016-02-01,74.45
2016-02-02,73.2
2016-02-03,70.7
2016-02-04,71.9
2016-02-05,78.35
2016-02-08,79.2
2016-02-09,76.8
2016-02-10,76.6
2016-02-11,72.75
2016-02-12,75.5
2016-02-15,80.4
2016-02-16,78.6
2016-02-17,84.35
2016-02-18,85.15
2016-02-19,89.0
2016-02-22,89.4
2016-02-23,86.75
2016-02-24,82.15
2016-02-25,83.35
2016-02-26,82.3
2016-02-29,85.4
2016-03-01,89.55
2016-03-02,86.4
2016-03-03,91.05
2016-03-04,87.45
2016-03-08,85.45
2016-03-09,84.85
2016-03-10,83.5
2016-03-11,82.95
2016-03-14,83.35
2016-03-15,80.4
2016-03-16,77.45
2016-03-17,77.9
2016-03-18,78.85
2016-03-21,78.3
2016-03-22,77.3
2016-03-23,77.3
2016-03-28,75.55
2016-03-29,74.65
2016-03-30,74.95
2016-03-31,74.8
2016-04-01,77.95
2016-04-04,77.1
2016-04-05,77.35
2016-04-06,79.5
2016-04-07,78.15
2016-04-08,79.55
2016-04-11,80.55
2016-04-12,84.1
2016-04-13,88.7
2016-04-18,90.25
2016-04-20,88.75
2016-04-21,89.4
2016-04-22,89.15
2016-04-25,91.3
2016-04-26,91.35
2016-04-27,92.85
2016-04-28,90.0
2016-04-29,91.1
2016-05-02,96.3
2016-05-03,97.4
2016-05-04,93.6
2016-05-05,92.5
2016-05-06,92.95
2016-05-09,92.9
2016-05-10,92.35
2016-05-11,90.9
2016-05-12,90.55
2016-05-13,89.35
2016-05-16,91.8
2016-05-17,91.1
2016-05-18,92.55
2016-05-19,91.55
2016-05-20,88.95
2016-05-23,87.55
2016-05-24,88.4
2016-05-25,89.65
2016-05-26,92.15
2016-05-27,91.85
2016-05-30,91.85
2016-05-31,90.55
2016-06-01,91.1
2016-06-02,93.0
2016-06-03,92.75
2016-06-06,93.4
2016-06-07,93.05
2016-06-08,98.05
2016-06-09,99.9
2016-06-10,97.45
2016-06-13,97.5
2016-06-14,99.8
2016-06-15,106.65
2016-06-16,103.7
2016-06-17,103.6
2016-06-20,110.05
2016-06-21,106.9
2016-06-22,107.4
2016-06-23,103.85
2016-06-24,102.4
2016-06-27,105.15
2016-06-28,104.75
2016-06-29,107.8
2016-06-30,108.95
2016-07-01,113.9
2016-07-04,112.55
2016-07-05,109.05
2016-07-07,108.4
2016-07-08,105.35
2016-07-11,107.3
2016-07-12,106.1
2016-07-13,102.3
2016-07-14,107.9
2016-07-15,104.65
2016-07-18,102.6
2016-07-19,103.2
2016-07-20,102.8
2016-07-21,103.7
2016-07-22,106.5
2016-07-25,105.8
2016-07-26,103.85
2016-07-27,102.6
2016-07-28,105.5
2016-07-29,106.55
2016-08-01,112.05
2016-08-02,108.2
2016-08-03,105.9
2016-08-04,105.8
2016-08-05,107.15
2016-08-08,108.95
2016-08-09,108.25
2016-08-10,107.4
2016-08-11,106.3
2016-08-12,108.0
2016-08-16,101.6
2016-08-17,103.6
2016-08-18,103.65
2016-08-19,103.35
2016-08-22,102.2
2016-08-23,103.2
2016-08-24,100.5
2016-08-25,99.45
2016-08-26,98.2
2016-08-29,96.95
2016-08-30,99.65
2016-08-31,100.3
2016-09-01,99.4
2016-09-02,99.55
2016-09-06,100.35
2016-09-07,100.2
2016-09-08,101.35
2016-09-09,99.05
2016-09-12,95.65
2016-09-14,98.45
2016-09-15,98.5
2016-09-16,97.2
2016-09-19,97.0
2016-09-20,99.35
2016-09-21,98.4
2016-09-22,98.85
2016-09-23,103.2
2016-09-26,105.2
2016-09-27,103.05
2016-09-28,104.1
2016-09-29,99.35
2016-09-30,102.55
2016-10-03,105.85
2016-10-04,105.75
2016-10-05,118.9
2016-10-06,116.25
2016-10-07,122.75
2016-10-10,118.15
2016-10-13,115.2
2016-10-14,115.45
2016-10-17,109.85
2016-10-18,113.35
2016-10-19,115.15
2016-10-20,113.8
2016-10-21,117.65
2016-10-24,119.85
2016-10-25,120.75
2016-10-26,115.65
2016-10-27,116.6
2016-10-28,116.6
2016-10-30,118.9
2016-11-01,116.75
2016-11-02,117.4
2016-11-03,115.2
2016-11-04,101.3
2016-11-07,103.25
2016-11-08,106.1
2016-11-09,101.55
2016-11-10,105.0
2016-11-11,99.35
2016-11-15,91.6
2016-11-16,95.35
2016-11-17,96.35
2016-11-18,96.7
2016-11-21,95.65
2016-11-22,90.95
2016-11-23,95.1
2016-11-24,90.4
2016-11-25,97.45
2016-11-28,102.1
2016-11-29,104.1
2016-11-30,102.5
2016-12-01,102.7
2016-12-02,100.1
2016-12-05,102.2
2016-12-06,103.75
2016-12-07,104.95
2016-12-08,105.65
2016-12-09,108.75
2016-12-12,104.05
2016-12-13,104.8
2016-12-14,103.85
2016-12-15,107.5
2016-12-16,106.6
2016-12-19,103.75
2016-12-20,104.55
2016-12-21,104.1
2016-12-22,103.65
2016-12-23,99.45
2016-12-26,99.2
2016-12-27,99.9
2016-12-28,97.45
2016-12-29,99.4
2016-12-30,100.9
