Date,SUVEN
2016-01-01,264.4
2016-01-04,260.45
2016-01-05,263.2
2016-01-06,261.35
2016-01-07,253.2
2016-01-08,254.8
2016-01-11,251.4
2016-01-12,249.7
2016-01-13,239.45
2016-01-14,233.45
2016-01-15,226.35
2016-01-18,206.45
2016-01-19,215.0
2016-01-20,217.5
2016-01-21,216.95
2016-01-22,221.3
2016-01-25,223.55
2016-01-27,221.9
2016-01-28,220.1
2016-01-29,220.7
2016-02-01,221.4
2016-02-02,215.45
2016-02-03,210.1
2016-02-04,204.35
2016-02-05,209.75
2016-02-08,212.75
2016-02-09,208.45
2016-02-10,200.35
2016-02-11,192.8
2016-02-12,175.65
2016-02-15,176.55
2016-02-16,165.35
2016-02-17,152.95
2016-02-18,154.3
2016-02-19,146.4
2016-02-22,150.55
2016-02-23,149.8
2016-02-24,146.75
2016-02-25,151.15
2016-02-26,150.05
2016-02-29,153.05
2016-03-01,182.5
2016-03-02,201.9
2016-03-03,202.7
2016-03-04,196.9
2016-03-08,199.45
2016-03-09,204.55
2016-03-10,202.55
2016-03-11,201.35
2016-03-14,204.85
2016-03-15,205.4
2016-03-16,204.3
2016-03-17,201.1
2016-03-18,198.25
2016-03-21,196.05
2016-03-22,197.05
2016-03-23,192.6
2016-03-28,195.1
2016-03-29,197.95
2016-03-30,195.0
2016-03-31,192.65
2016-04-01,192.75
2016-04-04,190.25
2016-04-05,187.0
2016-04-06,192.0
2016-04-07,191.95
2016-04-08,203.0
2016-04-11,204.85
2016-04-12,203.3
2016-04-13,209.75
2016-04-18,211.7
2016-04-20,211.85
2016-04-21,207.8
2016-04-22,208.65
2016-04-25,206.1
2016-04-26,210.8
2016-04-27,217.9
2016-04-28,214.95
2016-04-29,213.7
2016-05-02,211.2
2016-05-03,210.4
2016-05-04,208.55
2016-05-05,208.9
2016-05-06,210.45
2016-05-09,213.0
2016-05-10,213.3
2016-05-11,208.9
2016-05-12,211.95
2016-05-13,206.35
2016-05-16,209.5
2016-05-17,211.15
2016-05-18,208.0
2016-05-19,203.65
2016-05-20,207.3
2016-05-23,206.3
2016-05-24,205.4
2016-05-25,205.4
2016-05-26,209.2
2016-05-27,221.9
2016-05-30,218.75
2016-05-31,216.9
2016-06-01,216.5
2016-06-02,214.8
2016-06-03,213.6
2016-06-06,213.05
2016-06-07,213.95
2016-06-08,210.85
2016-06-09,210.15
2016-06-10,209.5
2016-06-13,207.75
2016-06-14,209.8
2016-06-15,208.3
2016-06-16,208.9
2016-06-17,206.8
2016-06-20,202.45
2016-06-21,200.6
2016-06-22,198.05
2016-06-23,194.8
2016-06-24,188.35
2016-06-27,203.15
2016-06-28,204.15
2016-06-29,207.0
2016-06-30,206.2
2016-07-01,205.9
2016-07-04,206.55
2016-07-05,204.45
2016-07-07,200.75
2016-07-08,202.5
2016-07-11,204.65
2016-07-12,206.35
2016-07-13,202.25
2016-07-14,202.05
2016-07-15,199.55
2016-07-18,197.2
2016-07-19,198.5
2016-07-20,204.25
2016-07-21,207.05
2016-07-22,209.4
2016-07-25,209.3
2016-07-26,204.3
2016-07-27,202.3
2016-07-28,204.65
2016-07-29,202.6
2016-08-01,200.5
2016-08-02,198.8
2016-08-03,200.75
2016-08-04,198.5
2016-08-05,199.15
2016-08-08,200.15
2016-08-09,204.15
2016-08-10,201.15
2016-08-11,205.3
2016-08-12,200.15
2016-08-16,198.65
2016-08-17,200.75
2016-08-18,199.65
2016-08-19,199.2
2016-08-22,198.45
2016-08-23,198.9
2016-08-24,198.35
2016-08-25,196.75
2016-08-26,194.3
2016-08-29,193.9
2016-08-30,193.9
2016-08-31,192.1
2016-09-01,189.3
2016-09-02,191.7
2016-09-06,189.5
2016-09-07,191.9
2016-09-08,196.05
2016-09-09,198.8
2016-09-12,193.5
2016-09-14,193.0
2016-09-15,193.4
2016-09-16,189.3
2016-09-19,189.75
2016-09-20,190.15
2016-09-21,188.8
2016-09-22,189.55
2016-09-23,189.0
2016-09-26,189.6
2016-09-27,190.25
2016-09-28,206.3
2016-09-29,191.05
2016-09-30,200.25
2016-10-03,203.2
2016-10-04,199.95
2016-10-05,207.15
2016-10-06,205.5
2016-10-07,202.15
2016-10-10,202.1
2016-10-13,196.05
2016-10-14,196.15
2016-10-17,194.25
2016-10-18,197.65
2016-10-19,202.7
2016-10-20,202.05
2016-10-21,199.35
2016-10-24,199.2
2016-10-25,197.7
2016-10-26,194.9
2016-10-27,190.0
2016-10-28,191.95
2016-10-30,191.95
2016-11-01,192.95
2016-11-02,188.1
2016-11-03,185.8
2016-11-04,174.6
2016-11-07,179.15
2016-11-08,176.3
2016-11-09,180.25
2016-11-10,185.55
2016-11-11,179.0
2016-11-15,171.2
2016-11-16,170.7
2016-11-17,168.6
2016-11-18,170.1
2016-11-21,166.5
2016-11-22,169.65
2016-11-23,176.05
2016-11-24,178.35
2016-11-25,175.25
2016-11-28,174.85
2016-11-29,180.9
2016-11-30,181.6
2016-12-01,182.45
2016-12-02,180.45
2016-12-05,179.95
2016-12-06,184.9
2016-12-07,181.6
2016-12-08,182.25
2016-12-09,179.35
2016-12-12,179.55
2016-12-13,177.65
2016-12-14,175.4
2016-12-15,174.15
2016-12-16,174.5
2016-12-19,173.0
2016-12-20,170.15
2016-12-21,169.3
2016-12-22,165.4
2016-12-23,163.45
2016-12-26,160.9
2016-12-27,163.55
2016-12-28,165.65
2016-12-29,166.35
2016-12-30,172.9
