Date,NAHARPOLY
2016-01-01,56.95
2016-01-04,54.85
2016-01-05,58.8
2016-01-06,60.75
2016-01-07,57.0
2016-01-08,59.3
2016-01-11,61.95
2016-01-12,59.85
2016-01-13,58.6
2016-01-14,57.65
2016-01-15,54.6
2016-01-18,48.45
2016-01-19,49.5
2016-01-20,46.2
2016-01-21,44.35
2016-01-22,50.85
2016-01-25,51.3
2016-01-27,50.95
2016-01-28,52.4
2016-01-29,51.9
2016-02-01,50.3
2016-02-02,48.8
2016-02-03,46.5
2016-02-04,47.35
2016-02-05,47.15
2016-02-08,46.0
2016-02-09,45.8
2016-02-10,45.55
2016-02-11,36.45
2016-02-12,29.2
2016-02-15,28.75
2016-02-16,27.0
2016-02-17,28.3
2016-02-18,29.85
2016-02-19,29.8
2016-02-22,30.5
2016-02-23,29.4
2016-02-24,28.55
2016-02-25,28.5
2016-02-26,29.0
2016-02-29,28.05
2016-03-01,29.0
2016-03-02,30.5
2016-03-03,30.85
2016-03-04,31.15
2016-03-08,30.95
2016-03-09,30.15
2016-03-10,31.4
2016-03-11,30.9
2016-03-14,31.0
2016-03-15,30.25
2016-03-16,30.6
2016-03-17,30.65
2016-03-18,31.15
2016-03-21,31.0
2016-03-22,30.95
2016-03-23,31.25
2016-03-28,31.0
2016-03-29,30.85
2016-03-30,31.2
2016-03-31,32.75
2016-04-01,38.55
2016-04-04,37.55
2016-04-05,38.7
2016-04-06,38.5
2016-04-07,39.85
2016-04-08,40.9
2016-04-11,43.35
2016-04-12,48.05
2016-04-13,47.0
2016-04-18,44.4
2016-04-20,43.4
2016-04-21,43.5
2016-04-22,43.5
2016-04-25,43.5
2016-04-26,44.4
2016-04-27,44.25
2016-04-28,42.7
2016-04-29,42.8
2016-05-02,43.25
2016-05-03,43.05
2016-05-04,43.3
2016-05-05,43.4
2016-05-06,42.05
2016-05-09,41.9
2016-05-10,43.0
2016-05-11,43.9
2016-05-12,42.85
2016-05-13,42.95
2016-05-16,43.5
2016-05-17,44.2
2016-05-18,52.25
2016-05-19,50.5
2016-05-20,47.9
2016-05-23,47.85
2016-05-24,47.1
2016-05-25,47.0
2016-05-26,46.5
2016-05-27,47.75
2016-05-30,45.15
2016-05-31,43.8
2016-06-01,44.45
2016-06-02,43.75
2016-06-03,44.0
2016-06-06,46.65
2016-06-07,46.55
2016-06-08,45.15
2016-06-09,45.85
2016-06-10,46.1
2016-06-13,45.75
2016-06-14,50.65
2016-06-15,50.75
2016-06-16,48.75
2016-06-17,49.35
2016-06-20,49.4
2016-06-21,48.85
2016-06-22,48.0
2016-06-23,47.1
2016-06-24,46.6
2016-06-27,46.65
2016-06-28,47.65
2016-06-29,48.15
2016-06-30,48.2
2016-07-01,48.3
2016-07-04,48.45
2016-07-05,49.0
2016-07-07,49.4
2016-07-08,49.45
2016-07-11,49.7
2016-07-12,49.0
2016-07-13,48.3
2016-07-14,48.4
2016-07-15,47.6
2016-07-18,48.15
2016-07-19,47.3
2016-07-20,49.0
2016-07-21,48.55
2016-07-22,48.65
2016-07-25,48.45
2016-07-26,55.25
2016-07-27,58.95
2016-07-28,56.9
2016-07-29,56.35
2016-08-01,56.5
2016-08-02,54.7
2016-08-03,53.05
2016-08-04,52.5
2016-08-05,54.5
2016-08-08,52.3
2016-08-09,50.45
2016-08-10,52.15
2016-08-11,51.2
2016-08-12,50.65
2016-08-16,49.35
2016-08-17,49.65
2016-08-18,49.45
2016-08-19,48.8
2016-08-22,50.35
2016-08-23,50.9
2016-08-24,50.0
2016-08-25,49.8
2016-08-26,49.5
2016-08-29,48.95
2016-08-30,51.6
2016-08-31,50.7
2016-09-01,50.1
2016-09-02,49.2
2016-09-06,49.8
2016-09-07,48.9
2016-09-08,49.55
2016-09-09,48.3
2016-09-12,48.0
2016-09-14,48.25
2016-09-15,47.85
2016-09-16,48.35
2016-09-19,50.0
2016-09-20,52.7
2016-09-21,52.2
2016-09-22,51.8
2016-09-23,50.7
2016-09-26,51.1
2016-09-27,53.4
2016-09-28,51.7
2016-09-29,51.25
2016-09-30,53.5
2016-10-03,54.35
2016-10-04,53.7
2016-10-05,53.4
2016-10-06,53.75
2016-10-07,52.95
2016-10-10,53.85
2016-10-13,52.5
2016-10-14,53.15
2016-10-17,53.15
2016-10-18,55.15
2016-10-19,56.8
2016-10-20,57.05
2016-10-21,68.45
2016-10-24,72.1
2016-10-25,68.1
2016-10-26,65.25
2016-10-27,63.8
2016-10-28,70.8
2016-10-30,71.5
2016-11-01,71.75
2016-11-02,68.7
2016-11-03,67.3
2016-11-04,63.85
2016-11-07,65.2
2016-11-08,64.65
2016-11-09,61.85
2016-11-10,64.4
2016-11-11,61.4
2016-11-15,54.95
2016-11-16,54.35
2016-11-17,52.8
2016-11-18,52.35
2016-11-21,48.8
2016-11-22,50.85
2016-11-23,51.85
2016-11-24,51.85
2016-11-25,54.25
2016-11-28,56.05
2016-11-29,56.4
2016-11-30,58.05
2016-12-01,57.1
2016-12-02,55.0
2016-12-05,54.8
2016-12-06,54.15
2016-12-07,54.05
2016-12-08,56.3
2016-12-09,55.25
2016-12-12,60.15
2016-12-13,61.7
2016-12-14,59.5
2016-12-15,59.3
2016-12-16,58.4
2016-12-19,59.0
2016-12-20,57.9
2016-12-21,56.85
2016-12-22,56.5
2016-12-23,58.65
2016-12-26,55.95
2016-12-27,55.5
2016-12-28,55.2
2016-12-29,56.7
2016-12-30,56.4
