Date,GUJALKALI
2016-01-01,186.55
2016-01-04,186.5
2016-01-05,188.8
2016-01-06,193.45
2016-01-07,186.85
2016-01-08,190.55
2016-01-11,199.3
2016-01-12,202.25
2016-01-13,197.15
2016-01-14,188.6
2016-01-15,176.0
2016-01-18,170.8
2016-01-19,178.05
2016-01-20,168.65
2016-01-21,167.45
2016-01-22,175.9
2016-01-25,181.95
2016-01-27,182.05
2016-01-28,183.2
2016-01-29,183.8
2016-02-01,182.45
2016-02-02,182.2
2016-02-03,179.5
2016-02-04,175.95
2016-02-05,173.1
2016-02-08,174.85
2016-02-09,170.65
2016-02-10,171.7
2016-02-11,164.95
2016-02-12,155.25
2016-02-15,155.95
2016-02-16,150.05
2016-02-17,148.75
2016-02-18,157.2
2016-02-19,152.6
2016-02-22,153.6
2016-02-23,151.8
2016-02-24,148.2
2016-02-25,147.7
2016-02-26,147.15
2016-02-29,145.05
2016-03-01,149.2
2016-03-02,152.15
2016-03-03,156.3
2016-03-04,157.05
2016-03-08,157.45
2016-03-09,162.5
2016-03-10,163.2
2016-03-11,165.05
2016-03-14,159.4
2016-03-15,159.0
2016-03-16,159.7
2016-03-17,163.85
2016-03-18,161.95
2016-03-21,165.45
2016-03-22,161.25
2016-03-23,162.15
2016-03-28,162.3
2016-03-29,162.65
2016-03-30,165.95
2016-03-31,165.55
2016-04-01,164.4
2016-04-04,165.55
2016-04-05,166.45
2016-04-06,167.7
2016-04-07,167.1
2016-04-08,167.5
2016-04-11,170.45
2016-04-12,171.0
2016-04-13,173.95
2016-04-18,172.3
2016-04-20,176.95
2016-04-21,175.65
2016-04-22,186.3
2016-04-25,184.85
2016-04-26,181.85
2016-04-27,181.2
2016-04-28,180.0
2016-04-29,181.2
2016-05-02,181.0
2016-05-03,183.7
2016-05-04,181.9
2016-05-05,179.05
2016-05-06,177.45
2016-05-09,184.9
2016-05-10,192.2
2016-05-11,199.8
2016-05-12,202.7
2016-05-13,199.7
2016-05-16,203.1
2016-05-17,199.75
2016-05-18,200.45
2016-05-19,197.65
2016-05-20,198.0
2016-05-23,194.7
2016-05-24,193.6
2016-05-25,191.85
2016-05-26,196.45
2016-05-27,214.75
2016-05-30,213.2
2016-05-31,214.15
2016-06-01,211.25
2016-06-02,212.55
2016-06-03,212.9
2016-06-06,210.75
2016-06-07,208.55
2016-06-08,215.1
2016-06-09,215.2
2016-06-10,212.85
2016-06-13,208.9
2016-06-14,214.5
2016-06-15,221.65
2016-06-16,218.0
2016-06-17,216.85
2016-06-20,217.85
2016-06-21,218.7
2016-06-22,223.6
2016-06-23,220.1
2016-06-24,209.1
2016-06-27,213.75
2016-06-28,227.95
2016-06-29,233.15
2016-06-30,228.45
2016-07-01,232.55
2016-07-04,231.7
2016-07-05,225.7
2016-07-07,221.0
2016-07-08,223.75
2016-07-11,227.45
2016-07-12,233.5
2016-07-13,227.35
2016-07-14,227.5
2016-07-15,225.95
2016-07-18,221.25
2016-07-19,223.25
2016-07-20,223.55
2016-07-21,222.4
2016-07-22,247.55
2016-07-25,267.15
2016-07-26,265.75
2016-07-27,272.6
2016-07-28,240.4
2016-07-29,274.6
2016-08-01,288.65
2016-08-02,291.1
2016-08-03,283.3
2016-08-04,284.95
2016-08-05,279.4
2016-08-08,267.3
2016-08-09,271.4
2016-08-10,273.2
2016-08-11,278.5
2016-08-12,283.2
2016-08-16,281.05
2016-08-17,294.35
2016-08-18,309.3
2016-08-19,316.15
2016-08-22,326.65
2016-08-23,317.75
2016-08-24,314.6
2016-08-25,318.65
2016-08-26,311.8
2016-08-29,305.8
2016-08-30,308.4
2016-08-31,316.0
2016-09-01,311.9
2016-09-02,312.4
2016-09-06,309.85
2016-09-07,320.9
2016-09-08,330.4
2016-09-09,324.2
2016-09-12,307.8
2016-09-14,323.95
2016-09-15,319.2
2016-09-16,326.25
2016-09-19,328.95
2016-09-20,330.0
2016-09-21,329.0
2016-09-22,330.2
2016-09-23,323.25
2016-09-26,317.25
2016-09-27,315.3
2016-09-28,316.3
2016-09-29,290.3
2016-09-30,302.8
2016-10-03,309.15
2016-10-04,311.55
2016-10-05,312.65
2016-10-06,320.9
2016-10-07,319.3
2016-10-10,317.45
2016-10-13,311.8
2016-10-14,313.75
2016-10-17,308.1
2016-10-18,312.15
2016-10-19,322.6
2016-10-20,334.75
2016-10-21,338.5
2016-10-24,359.6
2016-10-25,365.85
2016-10-26,402.35
2016-10-27,406.3
2016-10-28,402.05
2016-10-30,409.1
2016-11-01,415.05
2016-11-02,404.45
2016-11-03,393.6
2016-11-04,385.75
2016-11-07,395.0
2016-11-08,387.05
2016-11-09,382.7
2016-11-10,400.55
2016-11-11,390.8
2016-11-15,354.85
2016-11-16,354.05
2016-11-17,343.95
2016-11-18,345.25
2016-11-21,331.8
2016-11-22,329.5
2016-11-23,340.85
2016-11-24,343.35
2016-11-25,351.85
2016-11-28,362.6
2016-11-29,364.3
2016-11-30,366.2
2016-12-01,358.4
2016-12-02,350.35
2016-12-05,345.15
2016-12-06,345.75
2016-12-07,348.8
2016-12-08,352.5
2016-12-09,348.9
2016-12-12,343.05
2016-12-13,343.5
2016-12-14,344.6
2016-12-15,341.8
2016-12-16,345.7
2016-12-19,350.4
2016-12-20,344.4
2016-12-21,341.9
2016-12-22,337.35
2016-12-23,333.0
2016-12-26,322.15
2016-12-27,327.3
2016-12-28,336.9
2016-12-29,344.75
2016-12-30,345.8
