Date,POLYMED
2016-01-01,388.5
2016-01-04,390.95
2016-01-05,389.45
2016-01-06,387.2
2016-01-07,373.2
2016-01-08,381.05
2016-01-11,371.8
2016-01-12,366.45
2016-01-13,353.7
2016-01-14,352.2
2016-01-15,344.0
2016-01-18,321.75
2016-01-19,321.95
2016-01-20,320.0
2016-01-21,335.35
2016-01-22,336.4
2016-01-25,335.0
2016-01-27,335.4
2016-01-28,325.0
2016-01-29,328.35
2016-02-01,329.8
2016-02-02,325.0
2016-02-03,318.9
2016-02-04,316.3
2016-02-05,319.3
2016-02-08,306.35
2016-02-09,290.15
2016-02-10,277.5
2016-02-11,269.45
2016-02-12,249.65
2016-02-15,266.3
2016-02-16,248.55
2016-02-17,270.0
2016-02-18,263.8
2016-02-19,264.25
2016-02-22,266.85
2016-02-23,256.0
2016-02-24,261.85
2016-02-25,265.55
2016-02-26,267.15
2016-02-29,253.55
2016-03-01,273.8
2016-03-02,280.45
2016-03-03,271.7
2016-03-04,273.0
2016-03-08,306.3
2016-03-09,314.0
2016-03-10,298.6
2016-03-11,294.3
2016-03-14,302.45
2016-03-15,298.95
2016-03-16,298.25
2016-03-17,294.2
2016-03-18,292.35
2016-03-21,291.2
2016-03-22,288.45
2016-03-23,279.2
2016-03-28,273.2
2016-03-29,275.6
2016-03-30,280.6
2016-03-31,283.9
2016-04-01,286.4
2016-04-04,286.35
2016-04-05,281.5
2016-04-06,279.3
2016-04-07,282.0
2016-04-08,286.5
2016-04-11,287.7
2016-04-12,294.05
2016-04-13,285.45
2016-04-18,290.85
2016-04-20,292.2
2016-04-21,288.9
2016-04-22,287.3
2016-04-25,277.85
2016-04-26,279.7
2016-04-27,279.8
2016-04-28,279.35
2016-04-29,277.45
2016-05-02,264.95
2016-05-03,267.55
2016-05-04,267.0
2016-05-05,269.1
2016-05-06,271.0
2016-05-09,282.45
2016-05-10,285.35
2016-05-11,287.55
2016-05-12,304.6
2016-05-13,312.75
2016-05-16,333.85
2016-05-17,339.85
2016-05-18,341.85
2016-05-19,350.75
2016-05-20,353.1
2016-05-23,356.1
2016-05-24,350.0
2016-05-25,357.8
2016-05-26,349.0
2016-05-27,352.75
2016-05-30,350.05
2016-05-31,349.9
2016-06-01,344.45
2016-06-02,352.8
2016-06-03,351.0
2016-06-06,350.25
2016-06-07,349.3
2016-06-08,347.9
2016-06-09,345.65
2016-06-10,345.2
2016-06-13,351.2
2016-06-14,345.15
2016-06-15,350.6
2016-06-16,356.6
2016-06-17,381.45
2016-06-20,385.45
2016-06-21,395.15
2016-06-22,384.3
2016-06-23,390.25
2016-06-24,382.4
2016-06-27,379.95
2016-06-28,387.7
2016-06-29,390.8
2016-06-30,390.65
2016-07-01,393.05
2016-07-04,400.0
2016-07-05,418.4
2016-07-07,409.8
2016-07-08,403.0
2016-07-11,415.2
2016-07-12,416.55
2016-07-13,422.25
2016-07-14,420.95
2016-07-15,430.55
2016-07-18,430.45
2016-07-19,425.85
2016-07-20,425.25
2016-07-21,418.85
2016-07-22,403.05
2016-07-25,404.95
2016-07-26,410.8
2016-07-27,409.35
2016-07-28,415.15
2016-07-29,415.05
2016-08-01,413.6
2016-08-02,406.2
2016-08-03,393.85
2016-08-04,402.1
2016-08-05,407.6
2016-08-08,416.1
2016-08-09,410.5
2016-08-10,404.05
2016-08-11,402.6
2016-08-12,395.15
2016-08-16,402.0
2016-08-17,393.2
2016-08-18,399.9
2016-08-19,395.45
2016-08-22,393.5
2016-08-23,395.95
2016-08-24,395.9
2016-08-25,395.45
2016-08-26,396.4
2016-08-29,396.15
2016-08-30,395.95
2016-08-31,394.2
2016-09-01,396.85
2016-09-02,393.2
2016-09-06,384.9
2016-09-07,386.3
2016-09-08,382.7
2016-09-09,389.75
2016-09-12,378.4
2016-09-14,393.55
2016-09-15,385.4
2016-09-16,386.85
2016-09-19,393.85
2016-09-20,399.75
2016-09-21,387.9
2016-09-22,388.65
2016-09-23,382.2
2016-09-26,381.25
2016-09-27,385.2
2016-09-28,398.7
2016-09-29,387.0
2016-09-30,380.45
2016-10-03,383.1
2016-10-04,382.9
2016-10-05,379.1
2016-10-06,376.5
2016-10-07,376.15
2016-10-10,378.65
2016-10-13,382.0
2016-10-14,378.5
2016-10-17,372.9
2016-10-18,387.75
2016-10-19,393.1
2016-10-20,413.5
2016-10-21,418.75
2016-10-24,417.75
2016-10-25,418.9
2016-10-26,413.5
2016-10-27,403.4
2016-10-28,399.7
2016-10-30,402.4
2016-11-01,403.05
2016-11-02,397.65
2016-11-03,398.5
2016-11-04,385.2
2016-11-07,387.65
2016-11-08,405.35
2016-11-09,398.55
2016-11-10,392.3
2016-11-11,391.35
2016-11-15,378.3
2016-11-16,381.6
2016-11-17,378.15
2016-11-18,370.05
2016-11-21,354.65
2016-11-22,354.45
2016-11-23,360.05
2016-11-24,381.0
2016-11-25,379.65
2016-11-28,376.5
2016-11-29,390.05
2016-11-30,397.0
2016-12-01,386.3
2016-12-02,376.15
2016-12-05,377.5
2016-12-06,375.25
2016-12-07,375.05
2016-12-08,381.1
2016-12-09,374.6
2016-12-12,381.6
2016-12-13,398.95
2016-12-14,394.85
2016-12-15,400.0
2016-12-16,399.4
2016-12-19,402.8
2016-12-20,399.95
2016-12-21,393.9
2016-12-22,387.45
2016-12-23,384.1
2016-12-26,382.0
2016-12-27,379.5
2016-12-28,392.1
2016-12-29,376.0
2016-12-30,380.9
