Date,KWALITY
2016-01-01,147.6
2016-01-04,137.35
2016-01-05,139.7
2016-01-06,137.3
2016-01-07,128.8
2016-01-08,126.6
2016-01-11,128.5
2016-01-12,123.45
2016-01-13,116.35
2016-01-14,116.0
2016-01-15,108.65
2016-01-18,97.05
2016-01-19,104.05
2016-01-20,97.45
2016-01-21,98.8
2016-01-22,108.75
2016-01-25,113.1
2016-01-27,114.1
2016-01-28,113.5
2016-01-29,115.35
2016-02-01,117.6
2016-02-02,110.4
2016-02-03,103.85
2016-02-04,100.55
2016-02-05,103.8
2016-02-08,100.2
2016-02-09,100.1
2016-02-10,98.05
2016-02-11,89.75
2016-02-12,85.3
2016-02-15,89.9
2016-02-16,86.05
2016-02-17,81.55
2016-02-18,83.65
2016-02-19,84.6
2016-02-22,87.25
2016-02-23,83.4
2016-02-24,84.0
2016-02-25,84.15
2016-02-26,86.55
2016-02-29,90.3
2016-03-01,96.85
2016-03-02,97.9
2016-03-03,99.45
2016-03-04,102.45
2016-03-08,101.35
2016-03-09,102.1
2016-03-10,106.1
2016-03-11,105.05
2016-03-14,111.95
2016-03-15,115.0
2016-03-16,114.35
2016-03-17,113.65
2016-03-18,115.45
2016-03-21,114.0
2016-03-22,113.6
2016-03-23,111.9
2016-03-28,106.5
2016-03-29,113.2
2016-03-30,114.15
2016-03-31,112.95
2016-04-01,115.8
2016-04-04,116.15
2016-04-05,114.1
2016-04-06,116.05
2016-04-07,116.3
2016-04-08,117.15
2016-04-11,117.3
2016-04-12,117.35
2016-04-13,115.95
2016-04-18,117.15
2016-04-20,125.45
2016-04-21,123.95
2016-04-22,125.9
2016-04-25,128.6
2016-04-26,128.75
2016-04-27,126.75
2016-04-28,118.7
2016-04-29,121.95
2016-05-02,123.95
2016-05-03,121.05
2016-05-04,122.45
2016-05-05,122.75
2016-05-06,121.55
2016-05-09,120.65
2016-05-10,118.95
2016-05-11,120.95
2016-05-12,122.0
2016-05-13,118.95
2016-05-16,117.9
2016-05-17,118.2
2016-05-18,117.7
2016-05-19,114.75
2016-05-20,112.35
2016-05-23,108.5
2016-05-24,113.0
2016-05-25,112.9
2016-05-26,109.65
2016-05-27,105.95
2016-05-30,107.45
2016-05-31,109.9
2016-06-01,114.25
2016-06-02,117.65
2016-06-03,113.6
2016-06-06,114.3
2016-06-07,112.6
2016-06-08,112.85
2016-06-09,110.3
2016-06-10,110.0
2016-06-13,109.9
2016-06-14,110.45
2016-06-15,111.0
2016-06-16,111.25
2016-06-17,109.65
2016-06-20,108.8
2016-06-21,108.75
2016-06-22,108.8
2016-06-23,107.8
2016-06-24,105.4
2016-06-27,112.2
2016-06-28,112.45
2016-06-29,112.15
2016-06-30,110.85
2016-07-01,109.75
2016-07-04,109.65
2016-07-05,108.85
2016-07-07,110.6
2016-07-08,111.55
2016-07-11,110.95
2016-07-12,111.5
2016-07-13,114.75
2016-07-14,115.4
2016-07-15,112.0
2016-07-18,109.2
2016-07-19,109.15
2016-07-20,110.1
2016-07-21,108.2
2016-07-22,107.95
2016-07-25,110.0
2016-07-26,107.9
2016-07-27,107.8
2016-07-28,107.45
2016-07-29,106.85
2016-08-01,104.65
2016-08-02,105.4
2016-08-03,107.1
2016-08-04,107.4
2016-08-05,108.15
2016-08-08,108.0
2016-08-09,106.9
2016-08-10,106.3
2016-08-11,110.3
2016-08-12,115.45
2016-08-16,115.6
2016-08-17,118.7
2016-08-18,121.1
2016-08-19,122.55
2016-08-22,123.3
2016-08-23,122.2
2016-08-24,120.6
2016-08-25,116.9
2016-08-26,118.85
2016-08-29,123.75
2016-08-30,123.55
2016-08-31,120.5
2016-09-01,118.45
2016-09-02,121.9
2016-09-06,127.7
2016-09-07,127.6
2016-09-08,130.6
2016-09-09,125.35
2016-09-12,120.6
2016-09-14,121.35
2016-09-15,121.6
2016-09-16,120.2
2016-09-19,119.2
2016-09-20,123.75
2016-09-21,133.0
2016-09-22,136.95
2016-09-23,133.1
2016-09-26,133.5
2016-09-27,137.65
2016-09-28,141.0
2016-09-29,126.65
2016-09-30,131.9
2016-10-03,137.55
2016-10-04,143.3
2016-10-05,142.45
2016-10-06,147.9
2016-10-07,156.85
2016-10-10,153.0
2016-10-13,145.25
2016-10-14,146.85
2016-10-17,149.95
2016-10-18,153.5
2016-10-19,151.25
2016-10-20,149.95
2016-10-21,146.45
2016-10-24,147.8
2016-10-25,145.95
2016-10-26,143.9
2016-10-27,141.8
2016-10-28,142.3
2016-10-30,144.2
2016-11-01,142.1
2016-11-02,140.8
2016-11-03,137.25
2016-11-04,134.0
2016-11-07,134.3
2016-11-08,134.85
2016-11-09,131.25
2016-11-10,139.65
2016-11-11,137.75
2016-11-15,131.25
2016-11-16,123.85
2016-11-17,120.5
2016-11-18,121.7
2016-11-21,114.05
2016-11-22,120.0
2016-11-23,122.45
2016-11-24,120.65
2016-11-25,127.45
2016-11-28,127.4
2016-11-29,127.9
2016-11-30,128.9
2016-12-01,128.25
2016-12-02,125.85
2016-12-05,125.15
2016-12-06,125.45
2016-12-07,126.0
2016-12-08,128.5
2016-12-09,127.7
2016-12-12,130.05
2016-12-13,129.85
2016-12-14,126.85
2016-12-15,126.7
2016-12-16,128.0
2016-12-19,128.05
2016-12-20,124.55
2016-12-21,122.25
2016-12-22,118.5
2016-12-23,117.65
2016-12-26,114.25
2016-12-27,116.5
2016-12-28,122.65
2016-12-29,123.95
2016-12-30,126.45
