Date,KEC
2016-01-01,156.75
2016-01-04,152.15
2016-01-05,151.4
2016-01-06,150.85
2016-01-07,143.35
2016-01-08,142.85
2016-01-11,140.7
2016-01-12,138.2
2016-01-13,136.95
2016-01-14,132.65
2016-01-15,130.1
2016-01-18,120.2
2016-01-19,118.25
2016-01-20,112.4
2016-01-21,117.65
2016-01-22,116.75
2016-01-25,119.0
2016-01-27,121.6
2016-01-28,123.2
2016-01-29,123.0
2016-02-01,125.0
2016-02-02,120.65
2016-02-03,118.2
2016-02-04,112.75
2016-02-05,118.2
2016-02-08,115.15
2016-02-09,112.15
2016-02-10,107.0
2016-02-11,101.7
2016-02-12,101.5
2016-02-15,108.9
2016-02-16,105.55
2016-02-17,105.1
2016-02-18,103.6
2016-02-19,108.1
2016-02-22,102.9
2016-02-23,104.6
2016-02-24,102.75
2016-02-25,106.55
2016-02-26,103.45
2016-02-29,100.8
2016-03-01,108.65
2016-03-02,113.25
2016-03-03,115.0
2016-03-04,114.9
2016-03-08,113.65
2016-03-09,115.3
2016-03-10,114.55
2016-03-11,117.5
2016-03-14,116.55
2016-03-15,121.85
2016-03-16,118.45
2016-03-17,118.8
2016-03-18,120.0
2016-03-21,121.1
2016-03-22,119.8
2016-03-23,120.65
2016-03-28,116.45
2016-03-29,117.35
2016-03-30,120.55
2016-03-31,122.3
2016-04-01,124.8
2016-04-04,127.05
2016-04-05,123.25
2016-04-06,125.75
2016-04-07,125.15
2016-04-08,124.5
2016-04-11,129.8
2016-04-12,130.8
2016-04-13,129.85
2016-04-18,131.1
2016-04-20,130.6
2016-04-21,128.4
2016-04-22,127.45
2016-04-25,126.9
2016-04-26,126.5
2016-04-27,126.95
2016-04-28,125.45
2016-04-29,125.5
2016-05-02,132.3
2016-05-03,128.7
2016-05-04,126.1
2016-05-05,127.65
2016-05-06,126.35
2016-05-09,128.95
2016-05-10,127.7
2016-05-11,128.45
2016-05-12,130.55
2016-05-13,130.7
2016-05-16,131.55
2016-05-17,133.1
2016-05-18,132.7
2016-05-19,131.15
2016-05-20,128.75
2016-05-23,127.25
2016-05-24,129.25
2016-05-25,128.05
2016-05-26,137.75
2016-05-27,139.9
2016-05-30,137.55
2016-05-31,138.55
2016-06-01,137.1
2016-06-02,138.15
2016-06-03,135.6
2016-06-06,135.45
2016-06-07,136.7
2016-06-08,137.4
2016-06-09,138.8
2016-06-10,139.15
2016-06-13,136.0
2016-06-14,135.65
2016-06-15,135.8
2016-06-16,136.0
2016-06-17,135.5
2016-06-20,138.6
2016-06-21,136.45
2016-06-22,133.85
2016-06-23,138.15
2016-06-24,136.65
2016-06-27,135.3
2016-06-28,139.35
2016-06-29,143.7
2016-06-30,144.1
2016-07-01,143.55
2016-07-04,144.6
2016-07-05,142.7
2016-07-07,144.2
2016-07-08,144.2
2016-07-11,144.3
2016-07-12,146.9
2016-07-13,142.2
2016-07-14,142.6
2016-07-15,142.6
2016-07-18,142.7
2016-07-19,139.85
2016-07-20,139.6
2016-07-21,140.45
2016-07-22,141.1
2016-07-25,141.8
2016-07-26,141.25
2016-07-27,141.85
2016-07-28,143.6
2016-07-29,143.35
2016-08-01,146.3
2016-08-02,145.0
2016-08-03,144.0
2016-08-04,142.05
2016-08-05,140.8
2016-08-08,141.9
2016-08-09,137.05
2016-08-10,136.85
2016-08-11,136.9
2016-08-12,138.7
2016-08-16,138.95
2016-08-17,134.95
2016-08-18,135.0
2016-08-19,137.15
2016-08-22,136.4
2016-08-23,136.45
2016-08-24,136.15
2016-08-25,137.55
2016-08-26,136.9
2016-08-29,136.2
2016-08-30,136.2
2016-08-31,135.3
2016-09-01,135.55
2016-09-02,134.95
2016-09-06,136.55
2016-09-07,132.8
2016-09-08,132.9
2016-09-09,130.5
2016-09-12,127.1
2016-09-14,126.7
2016-09-15,125.15
2016-09-16,120.25
2016-09-19,120.0
2016-09-20,124.7
2016-09-21,124.85
2016-09-22,127.7
2016-09-23,127.25
2016-09-26,125.8
2016-09-27,126.3
2016-09-28,126.6
2016-09-29,120.45
2016-09-30,125.95
2016-10-03,126.4
2016-10-04,123.95
2016-10-05,123.5
2016-10-06,125.25
2016-10-07,124.55
2016-10-10,124.85
2016-10-13,124.9
2016-10-14,124.4
2016-10-17,125.5
2016-10-18,125.9
2016-10-19,125.05
2016-10-20,124.85
2016-10-21,126.4
2016-10-24,126.65
2016-10-25,127.6
2016-10-26,126.75
2016-10-27,124.45
2016-10-28,123.85
2016-10-30,127.05
2016-11-01,125.65
2016-11-02,123.25
2016-11-03,123.15
2016-11-04,123.5
2016-11-07,125.95
2016-11-08,130.55
2016-11-09,126.75
2016-11-10,139.75
2016-11-11,140.75
2016-11-15,138.25
2016-11-16,137.1
2016-11-17,137.6
2016-11-18,139.05
2016-11-21,139.7
2016-11-22,135.9
2016-11-23,134.7
2016-11-24,134.9
2016-11-25,137.55
2016-11-28,141.75
2016-11-29,142.85
2016-11-30,145.75
2016-12-01,142.7
2016-12-02,138.55
2016-12-05,138.7
2016-12-06,141.8
2016-12-07,141.1
2016-12-08,142.85
2016-12-09,142.4
2016-12-12,142.1
2016-12-13,139.15
2016-12-14,139.3
2016-12-15,141.45
2016-12-16,137.65
2016-12-19,134.45
2016-12-20,137.25
2016-12-21,137.95
2016-12-22,134.9
2016-12-23,134.2
2016-12-26,131.65
2016-12-27,134.75
2016-12-28,136.55
2016-12-29,140.05
2016-12-30,140.45
