Date,KIRLOSBROS
2016-01-01,174.9
2016-01-04,168.0
2016-01-05,165.05
2016-01-06,162.8
2016-01-07,155.95
2016-01-08,148.35
2016-01-11,146.6
2016-01-12,140.3
2016-01-13,140.55
2016-01-14,139.55
2016-01-15,137.7
2016-01-18,128.0
2016-01-19,125.7
2016-01-20,124.85
2016-01-21,129.45
2016-01-22,141.75
2016-01-25,141.7
2016-01-27,132.05
2016-01-28,130.7
2016-01-29,128.15
2016-02-01,125.45
2016-02-02,123.2
2016-02-03,121.35
2016-02-04,122.2
2016-02-05,126.4
2016-02-08,126.15
2016-02-09,123.15
2016-02-10,120.35
2016-02-11,117.5
2016-02-12,116.05
2016-02-15,123.85
2016-02-16,119.1
2016-02-17,120.0
2016-02-18,119.4
2016-02-19,118.35
2016-02-22,121.95
2016-02-23,120.75
2016-02-24,119.95
2016-02-25,117.05
2016-02-26,118.05
2016-02-29,118.1
2016-03-01,118.5
2016-03-02,118.95
2016-03-03,120.2
2016-03-04,118.5
2016-03-08,119.0
2016-03-09,118.95
2016-03-10,118.25
2016-03-11,117.05
2016-03-14,117.5
2016-03-15,118.0
2016-03-16,117.35
2016-03-17,117.95
2016-03-18,116.85
2016-03-21,118.1
2016-03-22,118.9
2016-03-23,118.35
2016-03-28,116.2
2016-03-29,115.25
2016-03-30,116.25
2016-03-31,115.4
2016-04-01,116.55
2016-04-04,118.0
2016-04-05,116.55
2016-04-06,123.95
2016-04-07,130.95
2016-04-08,136.25
2016-04-11,133.15
2016-04-12,134.45
2016-04-13,134.05
2016-04-18,134.05
2016-04-20,134.3
2016-04-21,132.85
2016-04-22,135.0
2016-04-25,133.2
2016-04-26,134.35
2016-04-27,133.6
2016-04-28,131.35
2016-04-29,128.25
2016-05-02,130.25
2016-05-03,129.25
2016-05-04,127.35
2016-05-05,130.7
2016-05-06,127.1
2016-05-09,129.5
2016-05-10,133.0
2016-05-11,126.3
2016-05-12,134.5
2016-05-13,132.55
2016-05-16,134.95
2016-05-17,132.5
2016-05-18,133.4
2016-05-19,129.9
2016-05-20,127.45
2016-05-23,126.7
2016-05-24,127.4
2016-05-25,127.9
2016-05-26,128.0
2016-05-27,127.4
2016-05-30,125.05
2016-05-31,123.0
2016-06-01,124.25
2016-06-02,123.25
2016-06-03,123.15
2016-06-06,121.8
2016-06-07,121.25
2016-06-08,119.4
2016-06-09,119.75
2016-06-10,119.7
2016-06-13,121.1
2016-06-14,125.95
2016-06-15,130.1
2016-06-16,132.5
2016-06-17,129.1
2016-06-20,130.8
2016-06-21,129.9
2016-06-22,128.05
2016-06-23,125.7
2016-06-24,126.75
2016-06-27,127.2
2016-06-28,124.8
2016-06-29,126.45
2016-06-30,125.3
2016-07-01,125.95
2016-07-04,125.85
2016-07-05,125.35
2016-07-07,135.4
2016-07-08,146.9
2016-07-11,150.3
2016-07-12,145.4
2016-07-13,141.5
2016-07-14,142.8
2016-07-15,139.95
2016-07-18,142.05
2016-07-19,147.55
2016-07-20,150.75
2016-07-21,138.8
2016-07-22,140.9
2016-07-25,140.0
2016-07-26,146.35
2016-07-27,146.7
2016-07-28,148.1
2016-07-29,155.15
2016-08-01,151.25
2016-08-02,146.1
2016-08-03,144.75
2016-08-04,144.85
2016-08-05,145.8
2016-08-08,153.25
2016-08-09,150.4
2016-08-10,147.9
2016-08-11,149.0
2016-08-12,149.55
2016-08-16,147.25
2016-08-17,149.3
2016-08-18,149.45
2016-08-19,149.95
2016-08-22,147.35
2016-08-23,155.25
2016-08-24,162.45
2016-08-25,163.15
2016-08-26,159.3
2016-08-29,157.15
2016-08-30,163.35
2016-08-31,161.25
2016-09-01,163.7
2016-09-02,166.1
2016-09-06,165.65
2016-09-07,163.35
2016-09-08,165.6
2016-09-09,163.85
2016-09-12,156.9
2016-09-14,158.5
2016-09-15,156.5
2016-09-16,155.2
2016-09-19,153.3
2016-09-20,152.35
2016-09-21,162.45
2016-09-22,178.05
2016-09-23,173.05
2016-09-26,169.9
2016-09-27,172.05
2016-09-28,173.8
2016-09-29,158.3
2016-09-30,163.55
2016-10-03,166.75
2016-10-04,168.15
2016-10-05,169.6
2016-10-06,179.05
2016-10-07,182.75
2016-10-10,181.05
2016-10-13,172.65
2016-10-14,174.2
2016-10-17,177.4
2016-10-18,177.35
2016-10-19,175.55
2016-10-20,176.5
2016-10-21,175.35
2016-10-24,173.95
2016-10-25,174.65
2016-10-26,189.45
2016-10-27,189.45
2016-10-28,189.05
2016-10-30,189.95
2016-11-01,183.45
2016-11-02,177.5
2016-11-03,174.5
2016-11-04,171.8
2016-11-07,170.75
2016-11-08,170.5
2016-11-09,161.15
2016-11-10,165.85
2016-11-11,156.1
2016-11-15,146.25
2016-11-16,147.85
2016-11-17,150.0
2016-11-18,150.85
2016-11-21,144.7
2016-11-22,150.0
2016-11-23,153.7
2016-11-24,148.05
2016-11-25,160.05
2016-11-28,171.4
2016-11-29,169.5
2016-11-30,172.65
2016-12-01,166.2
2016-12-02,163.45
2016-12-05,161.8
2016-12-06,165.1
2016-12-07,162.05
2016-12-08,168.85
2016-12-09,170.75
2016-12-12,164.7
2016-12-13,169.1
2016-12-14,166.5
2016-12-15,164.95
2016-12-16,171.1
2016-12-19,169.55
2016-12-20,167.85
2016-12-21,168.4
2016-12-22,167.75
2016-12-23,166.7
2016-12-26,159.7
2016-12-27,162.95
2016-12-28,162.65
2016-12-29,164.9
2016-12-30,165.9
