Date,TIIL
2016-01-01,257.05
2016-01-04,256.55
2016-01-05,255.8
2016-01-06,256.4
2016-01-07,241.5
2016-01-08,232.9
2016-01-11,237.5
2016-01-12,231.35
2016-01-13,225.9
2016-01-14,219.45
2016-01-15,213.5
2016-01-18,199.55
2016-01-19,205.55
2016-01-20,210.3
2016-01-21,207.05
2016-01-22,209.05
2016-01-25,212.35
2016-01-27,211.7
2016-01-28,214.75
2016-01-29,215.25
2016-02-01,218.5
2016-02-02,218.95
2016-02-03,218.85
2016-02-04,219.5
2016-02-05,220.4
2016-02-08,218.65
2016-02-09,219.25
2016-02-10,210.3
2016-02-11,198.15
2016-02-12,200.5
2016-02-15,213.85
2016-02-16,205.8
2016-02-17,195.35
2016-02-18,192.9
2016-02-19,193.1
2016-02-22,196.0
2016-02-23,194.95
2016-02-24,198.8
2016-02-25,201.05
2016-02-26,192.55
2016-02-29,186.1
2016-03-01,194.3
2016-03-02,193.65
2016-03-03,200.35
2016-03-04,198.55
2016-03-08,192.3
2016-03-09,194.7
2016-03-10,196.1
2016-03-11,190.9
2016-03-14,194.0
2016-03-15,191.7
2016-03-16,192.55
2016-03-17,192.7
2016-03-18,191.3
2016-03-21,191.9
2016-03-22,192.05
2016-03-23,194.05
2016-03-28,191.3
2016-03-29,192.85
2016-03-30,197.15
2016-03-31,196.45
2016-04-01,205.75
2016-04-04,212.25
2016-04-05,212.65
2016-04-06,214.55
2016-04-07,214.2
2016-04-08,211.9
2016-04-11,210.15
2016-04-12,212.4
2016-04-13,212.25
2016-04-18,223.9
2016-04-20,222.5
2016-04-21,218.5
2016-04-22,216.65
2016-04-25,214.5
2016-04-26,215.35
2016-04-27,215.2
2016-04-28,212.9
2016-04-29,211.65
2016-05-02,210.75
2016-05-03,218.05
2016-05-04,214.85
2016-05-05,219.1
2016-05-06,217.6
2016-05-09,220.3
2016-05-10,218.25
2016-05-11,223.9
2016-05-12,226.0
2016-05-13,226.6
2016-05-16,233.9
2016-05-17,234.0
2016-05-18,230.2
2016-05-19,244.65
2016-05-20,244.95
2016-05-23,238.25
2016-05-24,235.75
2016-05-25,236.55
2016-05-26,231.0
2016-05-27,226.8
2016-05-30,227.8
2016-05-31,230.0
2016-06-01,225.5
2016-06-02,229.9
2016-06-03,234.1
2016-06-06,249.65
2016-06-07,242.8
2016-06-08,246.65
2016-06-09,244.0
2016-06-10,244.75
2016-06-13,244.7
2016-06-14,249.55
2016-06-15,247.05
2016-06-16,250.2
2016-06-17,248.0
2016-06-20,247.3
2016-06-21,248.25
2016-06-22,244.25
2016-06-23,241.2
2016-06-24,230.8
2016-06-27,234.45
2016-06-28,233.7
2016-06-29,236.9
2016-06-30,234.5
2016-07-01,233.45
2016-07-04,260.2
2016-07-05,248.9
2016-07-07,247.2
2016-07-08,245.35
2016-07-11,250.65
2016-07-12,253.5
2016-07-13,256.15
2016-07-14,260.05
2016-07-15,260.15
2016-07-18,261.9
2016-07-19,263.15
2016-07-20,269.55
2016-07-21,280.1
2016-07-22,290.75
2016-07-25,301.1
2016-07-26,300.2
2016-07-27,301.5
2016-07-28,309.6
2016-07-29,322.05
2016-08-01,319.45
2016-08-02,309.65
2016-08-03,298.2
2016-08-04,299.95
2016-08-05,303.25
2016-08-08,304.9
2016-08-09,297.1
2016-08-10,289.9
2016-08-11,286.7
2016-08-12,290.7
2016-08-16,291.65
2016-08-17,312.7
2016-08-18,322.05
2016-08-19,316.55
2016-08-22,311.15
2016-08-23,314.2
2016-08-24,319.35
2016-08-25,313.25
2016-08-26,314.05
2016-08-29,336.05
2016-08-30,338.6
2016-08-31,343.75
2016-09-01,335.4
2016-09-02,328.3
2016-09-06,350.85
2016-09-07,366.9
2016-09-08,370.95
2016-09-09,358.85
2016-09-12,344.9
2016-09-14,348.15
2016-09-15,355.7
2016-09-16,350.1
2016-09-19,348.7
2016-09-20,355.8
2016-09-21,350.4
2016-09-22,350.0
2016-09-23,347.75
2016-09-26,349.35
2016-09-27,350.5
2016-09-28,347.85
2016-09-29,333.35
2016-09-30,345.35
2016-10-03,359.2
2016-10-04,360.9
2016-10-05,359.4
2016-10-06,382.65
2016-10-07,388.25
2016-10-10,384.2
2016-10-13,377.15
2016-10-14,379.55
2016-10-17,387.1
2016-10-18,387.75
2016-10-19,399.6
2016-10-20,406.1
2016-10-21,405.85
2016-10-24,389.8
2016-10-25,395.9
2016-10-26,390.7
2016-10-27,381.8
2016-10-28,393.25
2016-10-30,398.0
2016-11-01,395.1
2016-11-02,386.4
2016-11-03,384.3
2016-11-04,374.7
2016-11-07,383.45
2016-11-08,379.4
2016-11-09,366.4
2016-11-10,374.7
2016-11-11,354.25
2016-11-15,333.4
2016-11-16,344.3
2016-11-17,335.5
2016-11-18,335.8
2016-11-21,318.95
2016-11-22,326.65
2016-11-23,330.6
2016-11-24,331.55
2016-11-25,347.5
2016-11-28,362.35
2016-11-29,356.85
2016-11-30,360.55
2016-12-01,356.6
2016-12-02,363.4
2016-12-05,366.6
2016-12-06,365.85
2016-12-07,363.4
2016-12-08,377.65
2016-12-09,378.9
2016-12-12,378.2
2016-12-13,377.8
2016-12-14,386.45
2016-12-15,382.0
2016-12-16,373.45
2016-12-19,374.25
2016-12-20,367.05
2016-12-21,375.05
2016-12-22,366.6
2016-12-23,368.25
2016-12-26,366.2
2016-12-27,370.9
2016-12-28,367.6
2016-12-29,369.15
2016-12-30,362.1
