Date,UNITEDTEA
2016-01-01,363.2
2016-01-04,430.35
2016-01-05,516.4
2016-01-06,563.3
2016-01-07,541.05
2016-01-08,540.15
2016-01-11,541.7
2016-01-12,509.25
2016-01-13,500.45
2016-01-14,481.25
2016-01-15,495.1
2016-01-18,499.0
2016-01-19,495.15
2016-01-20,499.95
2016-01-21,500.0
2016-01-22,500.55
2016-01-25,538.0
2016-01-27,511.3
2016-01-28,490.05
2016-01-29,491.6
2016-02-01,491.0
2016-02-02,472.55
2016-02-03,464.6
2016-02-04,454.0
2016-02-05,452.3
2016-02-08,490.15
2016-02-09,472.75
2016-02-10,450.2
2016-02-11,463.0
2016-02-12,454.75
2016-02-15,478.45
2016-02-16,457.75
2016-02-17,436.25
2016-02-18,417.6
2016-02-19,425.95
2016-02-22,444.5
2016-02-23,360.6
2016-02-24,362.55
2016-02-25,383.25
2016-02-26,370.9
2016-02-29,360.1
2016-03-01,369.15
2016-03-02,400.0
2016-03-03,389.75
2016-03-04,384.6
2016-03-08,399.9
2016-03-09,398.0
2016-03-10,399.25
2016-03-11,377.0
2016-03-14,411.75
2016-03-15,385.75
2016-03-16,369.4
2016-03-17,376.1
2016-03-18,376.1
2016-03-21,400.8
2016-03-22,402.0
2016-03-23,384.45
2016-03-28,390.75
2016-03-29,407.15
2016-03-30,417.35
2016-03-31,406.9
2016-04-01,415.55
2016-04-04,400.0
2016-04-05,392.05
2016-04-06,424.1
2016-04-07,440.0
2016-04-08,481.75
2016-04-11,475.9
2016-04-12,460.4
2016-04-13,443.5
2016-04-18,477.0
2016-04-20,494.1
2016-04-21,497.15
2016-04-22,499.85
2016-04-25,496.0
2016-04-26,501.0
2016-04-27,496.75
2016-04-28,492.0
2016-04-29,484.0
2016-05-02,519.6
2016-05-03,496.8
2016-05-04,493.45
2016-05-05,496.0
2016-05-06,500.0
2016-05-09,475.1
2016-05-10,476.8
2016-05-11,475.0
2016-05-12,473.4
2016-05-13,463.25
2016-05-16,442.35
2016-05-17,446.45
2016-05-18,442.15
2016-05-19,462.9
2016-05-20,466.95
2016-05-23,440.95
2016-05-24,460.0
2016-05-25,431.55
2016-05-26,451.0
2016-05-27,438.55
2016-05-31,457.65
2016-06-01,449.2
2016-06-02,435.0
2016-06-03,430.7
2016-06-06,424.0
2016-06-07,421.05
2016-06-08,413.2
2016-06-09,414.85
2016-06-10,409.55
2016-06-13,443.25
2016-06-14,441.75
2016-06-15,428.65
2016-06-16,430.0
2016-06-17,427.95
2016-06-20,435.0
2016-06-21,433.65
2016-06-22,471.05
2016-06-23,454.9
2016-06-24,460.0
2016-06-27,445.6
2016-06-28,455.95
2016-06-29,471.75
2016-06-30,470.0
2016-07-01,475.2
2016-07-04,467.6
2016-07-05,455.65
2016-07-07,451.2
2016-07-08,475.35
2016-07-11,509.65
2016-07-12,498.15
2016-07-13,477.75
2016-07-14,494.6
2016-07-15,483.95
2016-07-18,490.1
2016-07-19,486.8
2016-07-20,477.15
2016-07-21,481.55
2016-07-22,486.5
2016-07-25,473.2
2016-07-26,473.0
2016-07-27,470.8
2016-07-28,456.3
2016-07-29,474.4
2016-08-01,450.55
2016-08-02,450.0
2016-08-03,449.1
2016-08-04,451.0
2016-08-05,448.1
2016-08-08,450.0
2016-08-09,461.45
2016-08-10,442.75
2016-08-11,462.85
2016-08-12,471.0
2016-08-16,399.85
2016-08-17,401.45
2016-08-18,392.15
2016-08-19,408.4
2016-08-22,399.9
2016-08-23,404.0
2016-08-24,413.5
2016-08-25,400.35
2016-08-26,402.0
2016-08-29,405.2
2016-08-30,395.05
2016-08-31,410.0
2016-09-01,392.7
2016-09-02,403.1
2016-09-06,398.45
2016-09-07,404.95
2016-09-08,386.3
2016-09-09,387.0
2016-09-12,392.0
2016-09-14,383.25
2016-09-15,384.3
2016-09-16,387.3
2016-09-19,383.0
2016-09-20,382.4
2016-09-21,371.2
2016-09-22,369.35
2016-09-23,379.45
2016-09-26,372.65
2016-09-27,367.3
2016-09-28,375.95
2016-09-29,358.8
2016-09-30,343.85
2016-10-03,376.05
2016-10-04,366.6
2016-10-05,385.4
2016-10-06,369.15
2016-10-07,377.5
2016-10-10,378.0
2016-10-13,366.9
2016-10-14,374.45
2016-10-17,380.0
2016-10-18,377.0
2016-10-19,374.05
2016-10-20,366.15
2016-10-21,382.45
2016-10-24,370.35
2016-10-25,375.0
2016-10-26,376.25
2016-10-27,362.5
2016-10-28,375.0
2016-10-30,369.5
2016-11-01,366.25
2016-11-02,373.0
2016-11-03,362.5
2016-11-04,376.4
2016-11-07,374.9
2016-11-08,357.0
2016-11-09,351.0
2016-11-10,357.9
2016-11-11,309.25
2016-11-15,297.05
2016-11-16,294.15
2016-11-17,301.9
2016-11-18,309.05
2016-11-21,297.15
2016-11-22,282.7
2016-11-23,288.25
2016-11-24,296.6
2016-11-25,313.65
2016-11-28,312.5
2016-11-29,320.1
2016-11-30,312.35
2016-12-01,302.3
2016-12-02,310.0
2016-12-05,300.0
2016-12-06,297.8
2016-12-07,313.95
2016-12-08,325.1
2016-12-09,323.25
2016-12-12,333.5
2016-12-13,343.1
2016-12-15,345.1
2016-12-16,319.25
2016-12-19,320.65
2016-12-20,315.0
2016-12-21,320.4
2016-12-22,321.8
2016-12-23,334.0
2016-12-26,337.45
2016-12-27,312.65
2016-12-28,300.1
2016-12-29,296.05
2016-12-30,308.0
