Date,TNPL
2016-01-01,267.5
2016-01-04,265.2
2016-01-05,262.3
2016-01-06,260.65
2016-01-07,250.2
2016-01-08,254.45
2016-01-11,253.75
2016-01-12,252.85
2016-01-13,242.25
2016-01-14,235.75
2016-01-15,224.15
2016-01-18,214.9
2016-01-19,225.95
2016-01-20,223.0
2016-01-21,226.85
2016-01-22,233.7
2016-01-25,239.7
2016-01-27,246.45
2016-01-28,247.15
2016-01-29,247.1
2016-02-01,254.7
2016-02-02,251.2
2016-02-03,228.85
2016-02-04,221.75
2016-02-05,224.65
2016-02-08,220.9
2016-02-09,215.0
2016-02-10,218.15
2016-02-11,203.9
2016-02-12,207.65
2016-02-15,215.4
2016-02-16,211.45
2016-02-17,211.9
2016-02-18,215.1
2016-02-19,213.8
2016-02-22,208.25
2016-02-23,203.3
2016-02-24,196.15
2016-02-25,197.0
2016-02-26,198.6
2016-02-29,191.05
2016-03-01,198.3
2016-03-02,206.5
2016-03-03,208.75
2016-03-04,208.15
2016-03-08,206.5
2016-03-09,212.9
2016-03-10,208.55
2016-03-11,211.25
2016-03-14,208.65
2016-03-15,203.95
2016-03-16,203.55
2016-03-17,206.2
2016-03-18,208.45
2016-03-21,215.55
2016-03-22,210.9
2016-03-23,214.1
2016-03-28,208.45
2016-03-29,209.3
2016-03-30,221.6
2016-03-31,218.5
2016-04-01,219.75
2016-04-04,223.05
2016-04-05,219.95
2016-04-06,224.15
2016-04-07,223.9
2016-04-08,231.45
2016-04-11,230.2
2016-04-12,231.75
2016-04-13,231.7
2016-04-18,234.45
2016-04-20,232.95
2016-04-21,230.6
2016-04-22,230.45
2016-04-25,230.1
2016-04-26,238.8
2016-04-27,236.95
2016-04-28,231.35
2016-04-29,233.2
2016-05-02,237.75
2016-05-03,235.05
2016-05-04,233.5
2016-05-05,235.2
2016-05-06,235.6
2016-05-09,259.95
2016-05-10,256.25
2016-05-11,263.75
2016-05-12,259.8
2016-05-13,259.3
2016-05-16,266.85
2016-05-17,259.6
2016-05-18,263.35
2016-05-19,257.35
2016-05-20,254.45
2016-05-23,255.0
2016-05-24,243.3
2016-05-25,247.55
2016-05-26,249.35
2016-05-27,254.7
2016-05-30,279.45
2016-05-31,284.9
2016-06-01,281.6
2016-06-02,283.8
2016-06-03,283.3
2016-06-06,282.0
2016-06-07,278.35
2016-06-08,269.3
2016-06-09,267.4
2016-06-10,264.05
2016-06-13,270.3
2016-06-14,267.5
2016-06-15,276.75
2016-06-16,271.5
2016-06-17,269.85
2016-06-20,266.8
2016-06-21,264.55
2016-06-22,271.7
2016-06-23,268.9
2016-06-24,264.7
2016-06-27,266.8
2016-06-28,274.6
2016-06-29,280.6
2016-06-30,275.6
2016-07-01,275.8
2016-07-04,279.15
2016-07-05,276.3
2016-07-07,271.35
2016-07-08,271.5
2016-07-11,271.65
2016-07-12,268.05
2016-07-13,266.7
2016-07-14,266.15
2016-07-15,264.6
2016-07-18,263.5
2016-07-19,261.55
2016-07-20,266.8
2016-07-21,265.6
2016-07-22,264.4
2016-07-25,278.2
2016-07-26,278.25
2016-07-27,300.1
2016-07-28,282.9
2016-07-29,284.85
2016-08-01,281.55
2016-08-02,286.35
2016-08-03,287.25
2016-08-04,286.8
2016-08-05,296.65
2016-08-08,298.35
2016-08-09,294.6
2016-08-10,290.3
2016-08-11,291.4
2016-08-12,290.1
2016-08-16,292.05
2016-08-17,307.8
2016-08-18,326.65
2016-08-19,319.2
2016-08-22,327.6
2016-08-23,325.25
2016-08-24,334.05
2016-08-25,336.35
2016-08-26,331.95
2016-08-29,324.35
2016-08-30,323.4
2016-08-31,320.6
2016-09-01,313.95
2016-09-02,314.75
2016-09-06,340.0
2016-09-07,337.2
2016-09-08,338.55
2016-09-09,333.55
2016-09-12,323.75
2016-09-14,335.35
2016-09-15,337.7
2016-09-16,338.25
2016-09-19,337.5
2016-09-20,322.65
2016-09-21,324.8
2016-09-22,324.8
2016-09-23,327.5
2016-09-26,330.75
2016-09-27,326.8
2016-09-28,334.25
2016-09-29,319.35
2016-09-30,329.5
2016-10-03,336.65
2016-10-04,349.85
2016-10-05,348.6
2016-10-06,348.05
2016-10-07,364.7
2016-10-10,379.25
2016-10-13,377.95
2016-10-14,374.15
2016-10-17,369.45
2016-10-18,366.3
2016-10-19,368.4
2016-10-20,368.2
2016-10-21,364.85
2016-10-24,373.25
2016-10-25,378.0
2016-10-26,373.95
2016-10-27,372.3
2016-10-28,375.7
2016-10-30,375.2
2016-11-01,381.55
2016-11-02,374.5
2016-11-03,369.45
2016-11-04,359.5
2016-11-07,368.45
2016-11-08,367.0
2016-11-09,358.15
2016-11-10,368.5
2016-11-11,353.7
2016-11-15,330.45
2016-11-16,329.95
2016-11-17,326.35
2016-11-18,327.45
2016-11-21,316.55
2016-11-22,323.45
2016-11-23,335.95
2016-11-24,333.5
2016-11-25,345.05
2016-11-28,367.6
2016-11-29,365.4
2016-11-30,352.4
2016-12-01,344.8
2016-12-02,336.1
2016-12-05,337.9
2016-12-06,335.7
2016-12-07,342.15
2016-12-08,347.65
2016-12-09,348.9
2016-12-12,354.5
2016-12-13,354.65
2016-12-14,352.9
2016-12-15,340.1
2016-12-16,339.6
2016-12-19,336.3
2016-12-20,334.1
2016-12-21,337.05
2016-12-22,332.5
2016-12-23,332.05
2016-12-26,324.75
2016-12-27,325.8
2016-12-28,329.45
2016-12-29,332.85
2016-12-30,332.25
