Date,WELSPUNIND
2016-01-01,910.95
2016-01-04,882.35
2016-01-05,878.9
2016-01-06,852.95
2016-01-07,853.45
2016-01-08,872.4
2016-01-11,873.85
2016-01-12,880.65
2016-01-13,858.45
2016-01-14,850.2
2016-01-15,828.15
2016-01-18,769.35
2016-01-19,754.45
2016-01-20,773.45
2016-01-21,825.35
2016-01-22,816.2
2016-01-25,831.15
2016-01-27,841.55
2016-01-28,834.45
2016-01-29,830.75
2016-02-01,844.25
2016-02-02,862.75
2016-02-03,885.35
2016-02-04,882.7
2016-02-05,903.45
2016-02-08,896.25
2016-02-09,904.2
2016-02-10,900.15
2016-02-11,858.9
2016-02-12,845.55
2016-02-15,860.3
2016-02-16,868.45
2016-02-17,869.45
2016-02-18,870.0
2016-02-19,867.35
2016-02-22,871.15
2016-02-23,871.75
2016-02-24,872.65
2016-02-25,838.9
2016-02-26,833.8
2016-02-29,811.85
2016-03-01,849.85
2016-03-02,860.15
2016-03-03,845.05
2016-03-04,849.5
2016-03-08,850.7
2016-03-09,879.3
2016-03-10,899.3
2016-03-11,973.4
2016-03-14,993.8
2016-03-15,961.05
2016-03-16,939.1
2016-03-17,937.8
2016-03-18,939.7
2016-03-21,97.65
2016-03-22,97.6
2016-03-23,108.2
2016-03-28,100.3
2016-03-29,95.0
2016-03-30,100.05
2016-03-31,98.95
2016-04-01,98.65
2016-04-04,96.05
2016-04-05,93.2
2016-04-06,89.9
2016-04-07,89.6
2016-04-08,92.25
2016-04-11,91.15
2016-04-12,88.05
2016-04-13,90.8
2016-04-18,95.35
2016-04-20,98.85
2016-04-21,99.6
2016-04-22,99.35
2016-04-25,99.15
2016-04-26,100.0
2016-04-27,100.25
2016-04-28,98.7
2016-04-29,99.95
2016-05-02,99.55
2016-05-03,98.9
2016-05-04,95.1
2016-05-05,92.65
2016-05-06,92.15
2016-05-09,93.55
2016-05-10,93.6
2016-05-11,96.05
2016-05-12,98.35
2016-05-13,96.8
2016-05-16,95.1
2016-05-17,98.05
2016-05-18,100.4
2016-05-19,100.05
2016-05-20,99.85
2016-05-23,99.95
2016-05-24,100.3
2016-05-25,101.35
2016-05-26,100.55
2016-05-27,100.05
2016-05-30,100.15
2016-05-31,104.25
2016-06-01,105.85
2016-06-02,107.0
2016-06-03,108.0
2016-06-06,107.25
2016-06-07,108.0
2016-06-08,105.65
2016-06-09,107.45
2016-06-10,112.4
2016-06-13,113.65
2016-06-14,117.5
2016-06-15,113.2
2016-06-16,108.35
2016-06-17,109.8
2016-06-20,106.6
2016-06-21,108.95
2016-06-22,106.2
2016-06-23,105.8
2016-06-24,104.15
2016-06-27,104.45
2016-06-28,102.55
2016-06-29,105.0
2016-06-30,108.9
2016-07-01,107.2
2016-07-04,107.6
2016-07-05,105.55
2016-07-07,109.25
2016-07-08,109.35
2016-07-11,109.25
2016-07-12,110.75
2016-07-13,109.35
2016-07-14,106.3
2016-07-15,112.0
2016-07-18,105.4
2016-07-19,107.5
2016-07-20,108.15
2016-07-21,106.85
2016-07-22,106.85
2016-07-25,108.05
2016-07-26,100.1
2016-07-27,102.95
2016-07-28,105.25
2016-07-29,102.35
2016-08-01,106.3
2016-08-02,104.9
2016-08-03,102.25
2016-08-04,103.25
2016-08-05,103.1
2016-08-08,101.9
2016-08-09,102.4
2016-08-10,102.7
2016-08-11,104.9
2016-08-12,106.9
2016-08-16,105.0
2016-08-17,103.75
2016-08-18,102.0
2016-08-19,103.2
2016-08-22,82.6
2016-08-23,66.1
2016-08-24,59.5
2016-08-25,54.05
2016-08-26,49.4
2016-08-29,48.45
2016-08-30,46.65
2016-08-31,48.7
2016-09-01,51.1
2016-09-02,53.65
2016-09-06,56.3
2016-09-07,58.85
2016-09-08,59.25
2016-09-09,56.8
2016-09-12,56.5
2016-09-14,57.85
2016-09-15,56.6
2016-09-16,58.9
2016-09-19,57.05
2016-09-20,55.75
2016-09-21,55.3
2016-09-22,55.0
2016-09-23,55.5
2016-09-26,56.0
2016-09-27,55.7
2016-09-28,55.2
2016-09-29,52.45
2016-09-30,52.5
2016-10-03,54.85
2016-10-04,55.9
2016-10-05,56.05
2016-10-06,57.45
2016-10-07,56.6
2016-10-10,56.45
2016-10-13,55.0
2016-10-14,54.95
2016-10-17,55.0
2016-10-18,56.6
2016-10-19,56.5
2016-10-20,57.55
2016-10-21,58.3
2016-10-24,57.85
2016-10-25,57.15
2016-10-26,56.5
2016-10-27,56.6
2016-10-28,56.8
2016-10-30,58.0
2016-11-01,63.2
2016-11-02,65.55
2016-11-03,64.15
2016-11-04,63.6
2016-11-07,63.4
2016-11-08,66.45
2016-11-09,64.0
2016-11-10,66.8
2016-11-11,64.9
2016-11-15,62.0
2016-11-16,60.95
2016-11-17,58.6
2016-11-18,61.35
2016-11-21,60.95
2016-11-22,63.65
2016-11-23,63.0
2016-11-24,62.3
2016-11-25,61.5
2016-11-28,64.8
2016-11-29,64.9
2016-11-30,69.65
2016-12-01,70.6
2016-12-02,69.9
2016-12-05,69.25
2016-12-06,68.0
2016-12-07,68.9
2016-12-08,68.75
2016-12-09,68.45
2016-12-12,67.4
2016-12-13,67.7
2016-12-14,69.6
2016-12-15,69.3
2016-12-16,68.45
2016-12-19,67.85
2016-12-20,65.95
2016-12-21,66.85
2016-12-22,65.85
2016-12-23,63.7
2016-12-26,61.65
2016-12-27,65.95
2016-12-28,66.35
2016-12-29,66.45
2016-12-30,66.85
