Date,JUNIORBEES
2016-01-01,203.62
2016-01-04,200.58
2016-01-05,201.32
2016-01-06,199.98
2016-01-07,195.78
2016-01-08,197.81
2016-01-11,197.61
2016-01-12,194.98
2016-01-13,193.51
2016-01-14,191.24
2016-01-15,188.73
2016-01-18,182.57
2016-01-19,183.36
2016-01-20,181.61
2016-01-21,178.78
2016-01-22,182.6
2016-01-25,183.13
2016-01-27,182.22
2016-01-28,182.42
2016-01-29,185.03
2016-02-01,186.65
2016-02-02,183.19
2016-02-03,179.76
2016-02-04,179.85
2016-02-05,182.04
2016-02-08,182.73
2016-02-09,179.74
2016-02-10,177.29
2016-02-11,171.72
2016-02-12,172.18
2016-02-15,183.47
2016-02-16,173.45
2016-02-17,174.84
2016-02-18,173.96
2016-02-19,174.6
2016-02-22,175.72
2016-02-23,173.34
2016-02-24,171.87
2016-02-25,171.85
2016-02-26,172.96
2016-02-29,172.57
2016-03-01,179.78
2016-03-02,180.61
2016-03-03,181.53
2016-03-04,183.71
2016-03-08,182.76
2016-03-09,183.29
2016-03-10,182.86
2016-03-11,183.29
2016-03-14,184.58
2016-03-15,183.89
2016-03-16,181.78
2016-03-17,181.81
2016-03-18,183.51
2016-03-21,185.7
2016-03-22,187.3
2016-03-23,186.8
2016-03-28,184.64
2016-03-29,184.42
2016-03-30,188.07
2016-03-31,188.14
2016-04-01,189.55
2016-04-04,189.75
2016-04-05,186.74
2016-04-06,187.15
2016-04-07,187.56
2016-04-08,188.24
2016-04-11,190.09
2016-04-12,191.01
2016-04-13,193.48
2016-04-18,194.38
2016-04-20,195.54
2016-04-21,194.09
2016-04-22,195.22
2016-04-25,193.87
2016-04-26,195.75
2016-04-27,195.52
2016-04-28,193.57
2016-04-29,193.88
2016-05-02,197.74
2016-05-03,197.08
2016-05-04,194.07
2016-05-05,192.94
2016-05-06,194.11
2016-05-09,196.41
2016-05-10,196.18
2016-05-11,197.52
2016-05-12,198.5
2016-05-13,196.56
2016-05-16,196.24
2016-05-17,195.94
2016-05-18,194.96
2016-05-19,193.34
2016-05-20,192.6
2016-05-23,192.15
2016-05-24,191.58
2016-05-25,193.02
2016-05-26,195.62
2016-05-27,198.53
2016-05-30,198.67
2016-05-31,198.04
2016-06-01,199.17
2016-06-02,199.15
2016-06-03,199.22
2016-06-06,198.04
2016-06-07,199.86
2016-06-08,199.49
2016-06-09,199.72
2016-06-10,199.34
2016-06-13,197.79
2016-06-14,198.31
2016-06-15,199.96
2016-06-16,198.87
2016-06-17,198.47
2016-06-20,198.83
2016-06-21,200.87
2016-06-22,200.3
2016-06-23,200.43
2016-06-24,199.7
2016-06-27,199.32
2016-06-28,202.73
2016-06-29,203.67
2016-06-30,205.93
2016-07-01,208.66
2016-07-04,211.49
2016-07-05,210.02
2016-07-07,211.1
2016-07-08,211.37
2016-07-11,213.8
2016-07-12,215.03
2016-07-13,215.23
2016-07-14,216.09
2016-07-15,219.14
2016-07-18,216.1
2016-07-19,216.29
2016-07-20,217.6
2016-07-21,217.23
2016-07-22,220.07
2016-07-25,223.12
2016-07-26,222.17
2016-07-27,223.68
2016-07-28,225.12
2016-07-29,225.41
2016-08-01,225.35
2016-08-02,225.49
2016-08-03,221.36
2016-08-04,221.53
2016-08-05,225.87
2016-08-08,227.56
2016-08-09,225.91
2016-08-10,224.34
2016-08-11,225.32
2016-08-12,225.2
2016-08-16,227.05
2016-08-17,228.96
2016-08-18,229.85
2016-08-19,230.89
2016-08-22,229.03
2016-08-23,227.66
2016-08-24,229.77
2016-08-25,229.17
2016-08-26,228.57
2016-08-29,229.09
2016-08-30,231.87
2016-08-31,230.88
2016-09-01,231.13
2016-09-02,231.93
2016-09-06,235.53
2016-09-07,235.39
2016-09-08,235.87
2016-09-09,235.34
2016-09-12,229.7
2016-09-14,230.94
2016-09-15,231.16
2016-09-16,231.98
2016-09-19,231.14
2016-09-20,232.22
2016-09-21,230.48
2016-09-22,233.34
2016-09-23,234.89
2016-09-26,233.73
2016-09-27,233.02
2016-09-28,234.93
2016-09-29,227.36
2016-09-30,230.08
2016-10-03,236.41
2016-10-04,237.99
2016-10-05,238.0
2016-10-06,237.98
2016-10-07,238.02
2016-10-10,239.49
2016-10-13,234.28
2016-10-14,235.64
2016-10-17,234.06
2016-10-18,238.01
2016-10-19,237.93
2016-10-20,237.4
2016-10-21,238.25
2016-10-24,237.56
2016-10-25,238.36
2016-10-26,236.44
2016-10-27,234.6
2016-10-28,237.9
2016-10-30,237.46
2016-11-01,239.5
2016-11-02,235.28
2016-11-03,233.88
2016-11-04,230.3
2016-11-07,230.57
2016-11-08,232.85
2016-11-09,227.4
2016-11-10,231.81
2016-11-11,225.54
2016-11-15,211.59
2016-11-16,215.31
2016-11-17,214.82
2016-11-18,214.31
2016-11-21,215.6
2016-11-22,218.76
2016-11-23,219.32
2016-11-24,216.89
2016-11-25,220.74
2016-11-28,220.42
2016-11-29,221.26
2016-11-30,222.93
2016-12-01,222.12
2016-12-02,219.23
2016-12-05,220.3
2016-12-06,221.59
2016-12-07,220.19
2016-12-08,225.3
2016-12-09,224.79
2016-12-12,222.25
2016-12-13,221.79
2016-12-14,218.73
2016-12-15,219.28
2016-12-16,217.38
2016-12-19,216.96
2016-12-20,215.71
2016-12-21,212.24
2016-12-22,211.47
2016-12-23,210.4
2016-12-26,206.85
2016-12-27,210.18
2016-12-28,211.13
2016-12-29,213.35
2016-12-30,216.16
