Date,MOHOTAIND
2016-01-01,278.55
2016-01-04,294.45
2016-01-05,291.1
2016-01-06,300.25
2016-01-07,273.05
2016-01-08,271.4
2016-01-11,272.15
2016-01-12,258.65
2016-01-13,244.9
2016-01-14,238.55
2016-01-15,232.2
2016-01-18,205.4
2016-01-19,198.25
2016-01-20,180.15
2016-01-21,184.1
2016-01-22,184.45
2016-01-25,175.05
2016-01-27,167.1
2016-01-28,162.8
2016-01-29,168.0
2016-02-01,168.9
2016-02-02,168.9
2016-02-03,168.7
2016-02-04,183.05
2016-02-05,184.3
2016-02-08,177.2
2016-02-09,166.1
2016-02-10,162.1
2016-02-11,152.1
2016-02-12,137.9
2016-02-15,139.8
2016-02-16,139.8
2016-02-17,134.25
2016-02-18,131.35
2016-02-19,136.8
2016-02-22,143.15
2016-02-23,143.05
2016-02-24,138.15
2016-02-25,132.85
2016-02-26,127.4
2016-02-29,130.0
2016-03-01,128.05
2016-03-02,123.0
2016-03-03,116.85
2016-03-04,112.0
2016-03-08,108.35
2016-03-09,107.0
2016-03-10,104.85
2016-03-11,99.85
2016-03-14,94.9
2016-03-15,99.6
2016-03-16,104.55
2016-03-17,109.75
2016-03-18,115.2
2016-03-21,119.0
2016-03-22,114.7
2016-03-23,116.8
2016-03-28,116.0
2016-03-29,115.05
2016-03-30,116.35
2016-03-31,117.9
2016-04-01,117.9
2016-04-04,117.45
2016-04-05,115.0
2016-04-06,117.0
2016-04-07,116.05
2016-04-08,112.0
2016-04-11,115.75
2016-04-12,112.0
2016-04-18,113.0
2016-04-20,121.35
2016-04-21,123.35
2016-04-22,120.95
2016-04-25,118.0
2016-04-26,116.55
2016-04-27,115.35
2016-04-28,119.5
2016-04-29,123.7
2016-05-02,123.0
2016-05-03,119.2
2016-05-04,118.7
2016-05-05,118.0
2016-05-06,115.55
2016-05-09,110.35
2016-05-10,109.6
2016-05-11,108.2
2016-05-12,108.7
2016-05-13,106.1
2016-05-16,99.1
2016-05-17,100.25
2016-05-18,108.9
2016-05-19,107.4
2016-05-20,102.0
2016-05-23,102.0
2016-05-24,96.7
2016-05-25,93.45
2016-05-26,93.65
2016-05-27,90.15
2016-05-30,89.35
2016-05-31,90.0
2016-06-01,92.7
2016-06-02,92.4
2016-06-03,107.55
2016-06-06,93.45
2016-06-07,99.0
2016-06-08,99.95
2016-06-09,86.5
2016-06-10,85.85
2016-06-13,69.1
2016-06-14,67.9
2016-06-15,62.25
2016-06-16,58.8
2016-06-17,57.1
2016-06-20,53.3
2016-06-21,55.85
2016-06-22,54.95
2016-06-23,54.95
2016-06-24,54.2
2016-06-27,53.55
2016-06-28,53.7
2016-06-29,52.65
2016-06-30,50.25
2016-07-01,52.75
2016-07-04,55.3
2016-07-05,54.1
2016-07-07,51.5
2016-07-08,50.0
2016-07-11,49.55
2016-07-12,49.8
2016-07-13,50.2
2016-07-14,51.6
2016-07-15,51.1
2016-07-18,53.25
2016-07-19,55.9
2016-07-20,58.65
2016-07-21,61.55
2016-07-22,64.6
2016-07-25,66.35
2016-07-26,63.45
2016-07-27,61.7
2016-07-28,60.7
2016-07-29,59.3
2016-08-01,60.5
2016-08-02,59.45
2016-08-03,60.15
2016-08-04,58.75
2016-08-05,60.15
2016-08-08,61.95
2016-08-09,65.6
2016-08-10,72.15
2016-08-11,72.65
2016-08-12,72.8
2016-08-16,72.8
2016-08-17,70.5
2016-08-18,71.9
2016-08-19,70.45
2016-08-22,71.3
2016-08-23,72.7
2016-08-24,75.6
2016-08-25,77.2
2016-08-26,78.85
2016-08-29,83.85
2016-08-30,80.35
2016-08-31,88.35
2016-09-01,95.85
2016-09-02,115.0
2016-09-06,109.7
2016-09-07,105.4
2016-09-08,107.1
2016-09-09,99.95
2016-09-12,100.45
2016-09-14,99.95
2016-09-15,100.45
2016-09-16,100.1
2016-09-19,97.9
2016-09-20,96.1
2016-09-21,94.4
2016-09-22,94.45
2016-09-23,88.9
2016-09-26,89.25
2016-09-27,90.45
2016-09-28,89.15
2016-09-29,81.85
2016-09-30,83.25
2016-10-03,93.5
2016-10-04,89.25
2016-10-05,89.1
2016-10-06,86.8
2016-10-07,81.9
2016-10-10,83.75
2016-10-13,81.9
2016-10-14,80.4
2016-10-17,74.35
2016-10-18,70.35
2016-10-19,72.4
2016-10-20,72.2
2016-10-21,72.85
2016-10-24,77.35
2016-10-25,83.45
2016-10-26,82.25
2016-10-27,82.05
2016-10-28,81.9
2016-10-30,83.25
2016-11-01,80.65
2016-11-02,79.9
2016-11-03,77.7
2016-11-04,74.2
2016-11-07,74.85
2016-11-08,74.85
2016-11-09,65.2
2016-11-10,69.95
2016-11-11,64.05
2016-11-15,58.25
2016-11-16,58.1
2016-11-17,53.5
2016-11-18,56.0
2016-11-21,51.25
2016-11-22,49.9
2016-11-23,54.6
2016-11-24,58.1
2016-11-25,62.1
2016-11-28,62.5
2016-11-29,62.35
2016-11-30,62.4
2016-12-01,63.6
2016-12-02,60.8
2016-12-05,61.0
2016-12-06,62.05
2016-12-07,61.2
2016-12-08,61.5
2016-12-09,62.5
2016-12-12,61.05
2016-12-13,60.2
2016-12-14,59.15
2016-12-15,58.55
2016-12-16,57.35
2016-12-19,56.6
2016-12-20,55.5
2016-12-21,56.6
2016-12-22,55.1
2016-12-23,56.0
2016-12-26,56.55
2016-12-27,56.65
2016-12-28,56.5
2016-12-29,57.35
2016-12-30,63.05
