Date,ORISSAMINE
2016-01-01,1929.9
2016-01-04,1904.55
2016-01-05,1936.95
2016-01-06,1905.45
2016-01-07,1870.05
2016-01-08,1871.75
2016-01-11,1870.0
2016-01-12,1840.05
2016-01-13,1803.25
2016-01-14,1767.3
2016-01-15,1732.0
2016-01-18,1697.4
2016-01-19,1676.4
2016-01-20,1642.9
2016-01-21,1614.65
2016-01-22,1613.9
2016-01-25,1644.5
2016-01-27,1620.15
2016-01-28,1649.25
2016-01-29,1681.8
2016-02-01,1691.55
2016-02-02,1658.85
2016-02-03,1627.35
2016-02-04,1598.45
2016-02-05,1612.45
2016-02-08,1621.3
2016-02-09,1597.8
2016-02-10,1565.85
2016-02-11,1534.55
2016-02-12,1503.9
2016-02-15,1500.35
2016-02-16,1470.8
2016-02-17,1443.5
2016-02-18,1417.05
2016-02-19,1392.25
2016-02-22,1409.2
2016-02-23,1399.45
2016-02-24,1386.85
2016-02-25,1404.05
2016-02-26,1427.25
2016-02-29,1406.9
2016-03-01,1416.75
2016-03-02,1445.05
2016-03-03,1473.95
2016-03-04,1503.4
2016-03-08,1533.45
2016-03-09,1564.1
2016-03-10,1595.35
2016-03-11,1627.25
2016-03-14,1659.75
2016-03-15,1692.9
2016-03-16,1726.75
2016-03-17,1761.25
2016-03-18,1796.45
2016-03-21,1832.35
2016-03-22,1868.95
2016-03-23,1906.3
2016-03-28,1944.4
2016-03-29,1905.55
2016-03-30,1867.45
2016-03-31,1830.15
2016-04-01,1921.65
2016-04-04,2017.7
2016-04-05,2118.55
2016-04-06,2214.85
2016-04-07,2195.15
2016-04-08,2138.35
2016-04-11,2111.7
2016-04-12,2078.7
2016-04-13,2075.95
2016-04-18,2011.55
2016-04-20,2033.7
2016-04-21,2017.45
2016-04-22,2118.3
2016-04-25,2042.7
2016-04-26,2056.3
2016-04-27,2054.35
2016-04-28,2019.5
2016-04-29,2004.6
2016-05-02,1989.35
2016-05-03,2022.95
2016-05-04,1967.9
2016-05-05,1963.15
2016-05-06,1982.05
2016-05-09,1987.55
2016-05-10,1966.9
2016-05-11,1947.55
2016-05-12,1965.45
2016-05-13,1957.6
2016-05-16,1966.4
2016-05-17,1958.4
2016-05-18,1949.8
2016-05-19,1923.75
2016-05-20,1869.95
2016-05-23,1853.75
2016-05-24,1831.1
2016-05-25,1820.25
2016-05-26,1839.7
2016-05-27,1839.55
2016-05-30,1816.8
2016-05-31,1818.4
2016-06-01,2000.2
2016-06-02,2193.25
2016-06-03,2252.45
2016-06-06,2241.5
2016-06-07,2166.25
2016-06-08,2227.6
2016-06-09,2208.65
2016-06-10,2179.75
2016-06-13,2266.15
2016-06-14,2233.75
2016-06-15,2198.1
2016-06-16,2186.5
2016-06-17,2182.75
2016-06-20,2166.5
2016-06-21,2140.45
2016-06-22,2120.75
2016-06-23,2120.25
2016-06-24,2027.5
2016-06-27,2038.2
2016-06-28,2084.7
2016-06-29,2176.9
2016-06-30,2181.6
2016-07-01,2174.45
2016-07-04,2163.05
2016-07-05,2179.1
2016-07-07,2164.05
2016-07-08,2130.45
2016-07-11,2153.8
2016-07-12,2154.5
2016-07-13,2168.4
2016-07-14,2158.35
2016-07-15,2120.9
2016-07-18,2082.0
2016-07-19,2067.1
2016-07-20,2116.85
2016-07-21,2082.0
2016-07-22,2066.2
2016-07-25,2070.0
2016-07-26,2050.35
2016-07-27,2343.05
2016-07-28,2253.25
2016-07-29,2266.15
2016-08-01,2194.05
2016-08-02,2215.1
2016-08-03,2174.8
2016-08-04,2172.6
2016-08-05,2177.65
2016-08-08,2203.35
2016-08-09,2193.95
2016-08-10,2157.1
2016-08-11,2148.7
2016-08-12,2138.35
2016-08-16,2080.2
2016-08-17,2080.75
2016-08-18,2148.2
2016-08-19,2227.75
2016-08-22,2182.2
2016-08-23,2164.45
2016-08-24,2184.05
2016-08-25,2182.3
2016-08-26,2162.3
2016-08-29,2148.1
2016-08-30,2171.25
2016-08-31,2144.25
2016-09-01,2133.5
2016-09-02,2135.8
2016-09-06,2168.85
2016-09-07,2182.0
2016-09-08,2246.5
2016-09-09,2228.3
2016-09-12,2157.55
2016-09-14,2154.85
2016-09-15,2150.3
2016-09-16,2141.0
2016-09-19,2140.1
2016-09-20,2113.45
2016-09-21,2097.8
2016-09-22,2103.0
2016-09-23,2086.05
2016-09-26,2047.95
2016-09-27,2027.4
2016-09-28,2029.65
2016-09-29,1950.4
2016-09-30,1960.55
2016-10-03,1997.4
2016-10-04,1994.65
2016-10-05,2051.3
2016-10-06,2038.9
2016-10-07,2120.25
2016-10-10,2144.4
2016-10-13,2047.25
2016-10-14,2036.75
2016-10-17,1991.75
2016-10-18,2068.75
2016-10-19,2085.65
2016-10-20,2072.0
2016-10-21,2062.3
2016-10-24,2144.85
2016-10-25,2116.2
2016-10-26,2092.55
2016-10-27,2040.55
2016-10-28,2448.65
2016-10-30,2418.45
2016-11-01,2616.95
2016-11-02,2576.3
2016-11-03,2441.45
2016-11-04,2313.35
2016-11-07,2366.35
2016-11-08,2334.35
2016-11-09,2221.9
2016-11-10,2271.75
2016-11-11,2177.65
2016-11-15,2042.6
2016-11-16,2035.45
2016-11-17,2031.0
2016-11-18,2030.75
2016-11-21,1983.05
2016-11-22,1997.95
2016-11-23,2075.4
2016-11-24,2089.3
2016-11-25,2149.4
2016-11-28,2144.0
2016-11-29,2126.85
2016-11-30,2139.95
2016-12-01,2157.8
2016-12-02,2090.2
2016-12-05,2125.65
2016-12-06,2241.1
2016-12-07,2247.7
2016-12-08,2289.25
2016-12-09,2213.65
2016-12-12,2179.1
2016-12-13,2159.5
2016-12-14,2125.35
2016-12-15,2161.0
2016-12-16,2133.9
2016-12-19,2141.3
2016-12-20,2122.95
2016-12-21,2110.15
2016-12-22,2085.6
2016-12-23,2106.6
2016-12-26,2052.2
2016-12-27,2134.3
2016-12-28,2109.7
2016-12-29,2105.9
2016-12-30,2105.8
