Date,PCJEWELLER
2016-01-01,392.7
2016-01-04,395.8
2016-01-05,402.95
2016-01-06,393.4
2016-01-07,388.9
2016-01-08,388.3
2016-01-11,384.7
2016-01-12,382.8
2016-01-13,383.1
2016-01-14,380.75
2016-01-15,371.35
2016-01-18,355.3
2016-01-19,364.35
2016-01-20,360.15
2016-01-21,355.8
2016-01-22,362.55
2016-01-25,384.0
2016-01-27,393.85
2016-01-28,418.75
2016-01-29,414.85
2016-02-01,422.85
2016-02-02,416.9
2016-02-03,416.25
2016-02-04,416.05
2016-02-05,404.85
2016-02-08,412.65
2016-02-09,420.85
2016-02-10,421.35
2016-02-11,395.55
2016-02-12,377.35
2016-02-15,392.4
2016-02-16,388.7
2016-02-17,385.25
2016-02-18,395.45
2016-02-19,404.6
2016-02-22,399.25
2016-02-23,385.3
2016-02-24,374.4
2016-02-25,372.75
2016-02-26,324.1
2016-02-29,320.8
2016-03-01,338.05
2016-03-02,365.2
2016-03-03,345.55
2016-03-04,353.1
2016-03-08,383.15
2016-03-09,366.3
2016-03-10,356.15
2016-03-11,357.85
2016-03-14,362.45
2016-03-15,359.15
2016-03-16,350.25
2016-03-17,342.55
2016-03-18,336.55
2016-03-21,345.95
2016-03-22,352.3
2016-03-23,349.95
2016-03-28,344.25
2016-03-29,347.95
2016-03-30,360.05
2016-03-31,363.55
2016-04-01,354.3
2016-04-04,353.25
2016-04-05,356.8
2016-04-06,353.55
2016-04-07,353.5
2016-04-08,348.55
2016-04-11,347.2
2016-04-12,360.75
2016-04-13,354.1
2016-04-18,353.8
2016-04-20,362.05
2016-04-21,369.55
2016-04-22,361.55
2016-04-25,357.5
2016-04-26,357.1
2016-04-27,365.15
2016-04-28,363.7
2016-04-29,360.6
2016-05-02,355.1
2016-05-03,347.4
2016-05-04,339.2
2016-05-05,333.95
2016-05-06,334.7
2016-05-09,338.35
2016-05-10,338.5
2016-05-11,338.9
2016-05-12,340.35
2016-05-13,342.75
2016-05-16,346.35
2016-05-17,346.15
2016-05-18,346.15
2016-05-19,344.1
2016-05-20,343.45
2016-05-23,344.2
2016-05-24,354.85
2016-05-25,359.65
2016-05-26,369.75
2016-05-27,368.1
2016-05-30,362.0
2016-05-31,364.1
2016-06-01,359.8
2016-06-02,352.85
2016-06-03,352.5
2016-06-06,355.3
2016-06-07,359.15
2016-06-08,362.0
2016-06-09,364.4
2016-06-10,369.35
2016-06-13,366.75
2016-06-14,373.6
2016-06-15,374.65
2016-06-16,375.35
2016-06-17,381.45
2016-06-20,377.1
2016-06-21,374.6
2016-06-22,373.3
2016-06-23,374.35
2016-06-24,371.5
2016-06-27,372.55
2016-06-28,372.5
2016-06-29,371.65
2016-06-30,385.5
2016-07-01,393.05
2016-07-04,398.75
2016-07-05,400.85
2016-07-07,389.15
2016-07-08,373.15
2016-07-11,376.45
2016-07-12,376.7
2016-07-13,371.1
2016-07-14,380.95
2016-07-15,382.25
2016-07-18,383.7
2016-07-19,388.8
2016-07-20,390.25
2016-07-21,390.1
2016-07-22,397.65
2016-07-25,430.1
2016-07-26,420.65
2016-07-27,431.45
2016-07-28,422.9
2016-07-29,428.3
2016-08-01,420.4
2016-08-02,425.35
2016-08-03,403.8
2016-08-04,409.45
2016-08-05,422.25
2016-08-08,423.85
2016-08-09,424.25
2016-08-10,418.3
2016-08-11,429.65
2016-08-12,424.55
2016-08-16,422.6
2016-08-17,429.0
2016-08-18,428.75
2016-08-19,437.5
2016-08-22,436.3
2016-08-23,434.75
2016-08-24,434.65
2016-08-25,422.6
2016-08-26,430.6
2016-08-29,435.65
2016-08-30,437.9
2016-08-31,440.7
2016-09-01,463.15
2016-09-02,472.25
2016-09-06,481.0
2016-09-07,480.15
2016-09-08,490.8
2016-09-09,487.2
2016-09-12,481.15
2016-09-14,514.55
2016-09-15,493.5
2016-09-16,492.75
2016-09-19,488.15
2016-09-20,483.7
2016-09-21,497.75
2016-09-22,504.3
2016-09-23,504.4
2016-09-26,497.8
2016-09-27,496.05
2016-09-28,500.1
2016-09-29,469.35
2016-09-30,485.1
2016-10-03,492.8
2016-10-04,494.95
2016-10-05,491.7
2016-10-06,486.1
2016-10-07,485.1
2016-10-10,519.9
2016-10-13,497.35
2016-10-14,497.5
2016-10-17,489.95
2016-10-18,499.9
2016-10-19,503.7
2016-10-20,509.25
2016-10-21,509.6
2016-10-24,508.65
2016-10-25,508.95
2016-10-26,511.1
2016-10-27,508.65
2016-10-28,511.9
2016-10-30,511.1
2016-11-01,497.7
2016-11-02,482.7
2016-11-03,483.9
2016-11-04,474.6
2016-11-07,481.95
2016-11-08,480.25
2016-11-09,436.65
2016-11-10,445.05
2016-11-11,411.35
2016-11-15,354.95
2016-11-16,326.75
2016-11-17,357.55
2016-11-18,349.15
2016-11-21,349.8
2016-11-22,361.8
2016-11-23,366.5
2016-11-24,373.9
2016-11-25,356.3
2016-11-28,361.25
2016-11-29,363.55
2016-11-30,368.5
2016-12-01,368.85
2016-12-02,369.85
2016-12-05,363.55
2016-12-06,360.5
2016-12-07,355.35
2016-12-08,360.1
2016-12-09,354.5
2016-12-12,361.05
2016-12-13,361.25
2016-12-14,358.15
2016-12-15,368.9
2016-12-16,378.2
2016-12-19,366.3
2016-12-20,356.0
2016-12-21,381.6
2016-12-22,387.15
2016-12-23,391.1
2016-12-26,390.55
2016-12-27,396.1
2016-12-28,390.55
2016-12-29,396.0
2016-12-30,396.0
