Date,CANFINHOME
2016-01-01,1097.15
2016-01-04,1071.65
2016-01-05,1068.65
2016-01-06,1067.15
2016-01-07,1025.1
2016-01-08,1047.6
2016-01-11,1039.15
2016-01-12,1012.8
2016-01-13,988.85
2016-01-14,958.25
2016-01-15,951.65
2016-01-18,899.95
2016-01-19,877.4
2016-01-20,877.25
2016-01-21,900.8
2016-01-22,1022.2
2016-01-25,1031.05
2016-01-27,1024.1
2016-01-28,1054.35
2016-01-29,1059.8
2016-02-01,1053.35
2016-02-02,1013.3
2016-02-03,1005.55
2016-02-04,1002.45
2016-02-05,1051.4
2016-02-08,1025.65
2016-02-09,999.0
2016-02-10,988.2
2016-02-11,935.3
2016-02-12,867.35
2016-02-15,932.3
2016-02-16,936.3
2016-02-17,929.85
2016-02-18,936.75
2016-02-19,948.15
2016-02-22,964.2
2016-02-23,934.4
2016-02-24,924.9
2016-02-25,941.45
2016-02-26,955.7
2016-02-29,943.8
2016-03-01,994.8
2016-03-02,1022.8
2016-03-03,1017.1
2016-03-04,1015.55
2016-03-08,1023.4
2016-03-09,1018.55
2016-03-10,1014.05
2016-03-11,1009.5
2016-03-14,1036.25
2016-03-15,1028.45
2016-03-16,1036.4
2016-03-17,1018.2
2016-03-18,1023.65
2016-03-21,1032.5
2016-03-22,1030.7
2016-03-23,1047.6
2016-03-28,1051.1
2016-03-29,1120.0
2016-03-30,1145.85
2016-03-31,1154.7
2016-04-01,1184.75
2016-04-04,1187.85
2016-04-05,1149.3
2016-04-06,1172.8
2016-04-07,1157.8
2016-04-08,1152.1
2016-04-11,1178.95
2016-04-12,1220.75
2016-04-13,1308.75
2016-04-18,1243.65
2016-04-20,1228.1
2016-04-21,1198.75
2016-04-22,1216.2
2016-04-25,1223.1
2016-04-26,1222.0
2016-04-27,1226.1
2016-04-28,1184.2
2016-04-29,1202.15
2016-05-02,1231.3
2016-05-03,1270.65
2016-05-04,1234.3
2016-05-05,1189.25
2016-05-06,1179.75
2016-05-09,1179.95
2016-05-10,1177.1
2016-05-11,1168.95
2016-05-12,1188.75
2016-05-13,1221.05
2016-05-16,1216.5
2016-05-17,1218.45
2016-05-18,1217.95
2016-05-19,1203.8
2016-05-20,1185.7
2016-05-23,1166.4
2016-05-24,1135.65
2016-05-25,1143.1
2016-05-26,1168.85
2016-05-27,1172.4
2016-05-30,1175.55
2016-05-31,1208.95
2016-06-01,1208.65
2016-06-02,1197.95
2016-06-03,1217.6
2016-06-06,1238.1
2016-06-07,1214.0
2016-06-08,1214.0
2016-06-09,1202.75
2016-06-10,1174.8
2016-06-13,1182.15
2016-06-14,1177.65
2016-06-15,1180.5
2016-06-16,1178.45
2016-06-17,1159.7
2016-06-20,1155.95
2016-06-21,1145.1
2016-06-22,1122.75
2016-06-23,1152.75
2016-06-24,1165.7
2016-06-27,1167.1
2016-06-28,1171.1
2016-06-29,1221.0
2016-06-30,1222.25
2016-07-01,1219.25
2016-07-04,1212.6
2016-07-05,1189.5
2016-07-07,1207.75
2016-07-08,1216.5
2016-07-11,1218.05
2016-07-12,1222.3
2016-07-13,1218.6
2016-07-14,1232.6
2016-07-15,1256.45
2016-07-18,1246.5
2016-07-19,1244.65
2016-07-20,1269.5
2016-07-21,1271.25
2016-07-22,1279.55
2016-07-25,1291.05
2016-07-26,1296.8
2016-07-27,1302.1
2016-07-28,1323.05
2016-07-29,1336.9
2016-08-01,1382.05
2016-08-02,1405.0
2016-08-03,1388.8
2016-08-04,1376.45
2016-08-05,1421.45
2016-08-08,1435.05
2016-08-09,1437.9
2016-08-10,1396.0
2016-08-11,1403.2
2016-08-12,1423.65
2016-08-16,1439.2
2016-08-17,1434.65
2016-08-18,1437.25
2016-08-19,1423.9
2016-08-22,1432.95
2016-08-23,1440.35
2016-08-24,1464.75
2016-08-25,1485.5
2016-08-26,1476.25
2016-08-29,1496.85
2016-08-30,1496.85
2016-08-31,1491.35
2016-09-01,1508.8
2016-09-02,1536.25
2016-09-06,1664.6
2016-09-07,1646.95
2016-09-08,1666.65
2016-09-09,1658.15
2016-09-12,1659.25
2016-09-14,1660.75
2016-09-15,1658.85
2016-09-16,1670.25
2016-09-19,1651.1
2016-09-20,1632.6
2016-09-21,1639.25
2016-09-22,1660.7
2016-09-23,1665.7
2016-09-26,1649.1
2016-09-27,1641.6
2016-09-28,1648.2
2016-09-29,1629.5
2016-09-30,1625.2
2016-10-03,1682.25
2016-10-04,1725.15
2016-10-05,1725.85
2016-10-06,1734.7
2016-10-07,1743.9
2016-10-10,1752.4
2016-10-13,1749.55
2016-10-14,1829.55
2016-10-17,1845.65
2016-10-18,1831.55
2016-10-19,1824.75
2016-10-20,1838.35
2016-10-21,1829.9
2016-10-24,1847.55
2016-10-25,1846.4
2016-10-26,1823.25
2016-10-27,1797.15
2016-10-28,1828.95
2016-10-30,1864.25
2016-11-01,1862.1
2016-11-02,1836.5
2016-11-03,1813.85
2016-11-04,1737.0
2016-11-07,1723.9
2016-11-08,1711.1
2016-11-09,1676.1
2016-11-10,1699.05
2016-11-11,1574.85
2016-11-15,1259.9
2016-11-16,1388.45
2016-11-17,1371.6
2016-11-18,1503.7
2016-11-21,1523.25
2016-11-22,1532.45
2016-11-23,1517.7
2016-11-24,1510.7
2016-11-25,1525.1
2016-11-28,1527.65
2016-11-29,1658.7
2016-11-30,1692.75
2016-12-01,1693.8
2016-12-02,1634.75
2016-12-05,1642.55
2016-12-06,1669.9
2016-12-07,1665.35
2016-12-08,1684.7
2016-12-09,1693.85
2016-12-12,1644.95
2016-12-13,1611.9
2016-12-14,1591.95
2016-12-15,1652.3
2016-12-16,1690.6
2016-12-19,1697.85
2016-12-20,1672.15
2016-12-21,1644.1
2016-12-22,1621.05
2016-12-23,1589.6
2016-12-26,1447.05
2016-12-27,1460.1
2016-12-28,1490.55
2016-12-29,1476.0
2016-12-30,1581.15
