Date,BLUESTARCO
2016-01-01,385.3
2016-01-04,379.05
2016-01-05,376.95
2016-01-06,377.2
2016-01-07,372.0
2016-01-08,373.05
2016-01-11,371.05
2016-01-12,370.0
2016-01-13,365.55
2016-01-14,362.25
2016-01-15,337.95
2016-01-18,341.15
2016-01-19,342.15
2016-01-20,341.3
2016-01-21,344.95
2016-01-22,352.0
2016-01-25,356.7
2016-01-27,359.3
2016-01-28,355.1
2016-01-29,361.7
2016-02-01,359.8
2016-02-02,355.5
2016-02-03,352.45
2016-02-04,352.75
2016-02-05,354.45
2016-02-08,349.05
2016-02-09,341.55
2016-02-10,330.15
2016-02-11,328.4
2016-02-12,332.6
2016-02-15,334.6
2016-02-16,330.7
2016-02-17,338.0
2016-02-18,332.85
2016-02-19,326.05
2016-02-22,325.05
2016-02-23,324.6
2016-02-24,318.4
2016-02-25,318.35
2016-02-26,316.0
2016-02-29,312.85
2016-03-01,326.9
2016-03-02,333.95
2016-03-03,338.45
2016-03-04,341.35
2016-03-08,334.8
2016-03-09,335.35
2016-03-10,328.65
2016-03-11,331.8
2016-03-14,344.8
2016-03-15,346.15
2016-03-16,357.6
2016-03-17,360.85
2016-03-18,364.25
2016-03-21,375.9
2016-03-22,373.9
2016-03-23,381.95
2016-03-28,377.0
2016-03-29,373.05
2016-03-30,374.85
2016-03-31,390.3
2016-04-01,396.1
2016-04-04,393.35
2016-04-05,391.5
2016-04-06,394.1
2016-04-07,394.8
2016-04-08,397.0
2016-04-11,395.15
2016-04-12,399.5
2016-04-13,404.65
2016-04-18,407.55
2016-04-20,414.4
2016-04-21,417.55
2016-04-22,428.45
2016-04-25,431.95
2016-04-26,434.4
2016-04-27,433.9
2016-04-28,423.6
2016-04-29,428.05
2016-05-02,420.55
2016-05-03,423.4
2016-05-04,422.0
2016-05-05,417.6
2016-05-06,415.25
2016-05-09,424.6
2016-05-10,430.95
2016-05-11,425.4
2016-05-12,425.05
2016-05-13,427.1
2016-05-16,427.35
2016-05-17,433.15
2016-05-18,437.95
2016-05-19,428.1
2016-05-20,425.8
2016-05-23,428.3
2016-05-24,428.35
2016-05-25,429.95
2016-05-26,432.2
2016-05-27,435.05
2016-05-30,427.5
2016-05-31,416.95
2016-06-01,425.5
2016-06-02,424.1
2016-06-03,415.35
2016-06-06,425.6
2016-06-07,434.75
2016-06-08,440.65
2016-06-09,441.8
2016-06-10,440.35
2016-06-13,432.1
2016-06-14,427.05
2016-06-15,432.95
2016-06-16,435.1
2016-06-17,431.0
2016-06-20,424.5
2016-06-21,424.8
2016-06-22,429.4
2016-06-23,425.9
2016-06-24,419.0
2016-06-27,416.7
2016-06-28,418.6
2016-06-29,434.2
2016-06-30,437.6
2016-07-01,436.9
2016-07-04,438.2
2016-07-05,437.4
2016-07-07,436.3
2016-07-08,432.7
2016-07-11,451.8
2016-07-12,451.4
2016-07-13,446.6
2016-07-14,453.75
2016-07-15,444.95
2016-07-18,431.9
2016-07-19,422.15
2016-07-20,448.25
2016-07-21,458.7
2016-07-22,461.95
2016-07-25,469.45
2016-07-26,474.8
2016-07-27,468.25
2016-07-28,484.95
2016-07-29,485.95
2016-08-01,486.75
2016-08-02,473.0
2016-08-03,466.05
2016-08-04,482.85
2016-08-05,495.2
2016-08-08,482.1
2016-08-09,480.95
2016-08-10,480.0
2016-08-11,480.75
2016-08-12,480.0
2016-08-16,495.85
2016-08-17,488.75
2016-08-18,488.05
2016-08-19,496.95
2016-08-22,491.25
2016-08-23,485.6
2016-08-24,485.7
2016-08-25,489.6
2016-08-26,487.65
2016-08-29,493.25
2016-08-30,496.9
2016-08-31,501.15
2016-09-01,502.15
2016-09-02,498.8
2016-09-06,509.35
2016-09-07,513.8
2016-09-08,520.55
2016-09-09,510.1
2016-09-12,508.85
2016-09-14,515.1
2016-09-15,516.95
2016-09-16,519.1
2016-09-19,520.05
2016-09-20,525.35
2016-09-21,525.15
2016-09-22,525.3
2016-09-23,537.4
2016-09-26,538.25
2016-09-27,528.9
2016-09-28,546.15
2016-09-29,545.05
2016-09-30,548.05
2016-10-03,574.85
2016-10-04,562.65
2016-10-05,568.75
2016-10-06,572.35
2016-10-07,570.65
2016-10-10,561.9
2016-10-13,569.05
2016-10-14,572.65
2016-10-17,574.15
2016-10-18,562.9
2016-10-19,563.15
2016-10-20,556.7
2016-10-21,539.95
2016-10-24,535.75
2016-10-25,541.6
2016-10-26,552.65
2016-10-27,551.95
2016-10-28,553.15
2016-10-30,565.2
2016-11-01,564.75
2016-11-02,557.9
2016-11-03,551.35
2016-11-04,537.9
2016-11-07,541.75
2016-11-08,544.8
2016-11-09,540.65
2016-11-10,529.85
2016-11-11,509.9
2016-11-15,471.1
2016-11-16,459.05
2016-11-17,456.45
2016-11-18,464.4
2016-11-21,461.8
2016-11-22,463.0
2016-11-23,470.0
2016-11-24,462.65
2016-11-25,460.95
2016-11-28,463.45
2016-11-29,474.65
2016-11-30,492.5
2016-12-01,486.7
2016-12-02,475.75
2016-12-05,478.85
2016-12-06,482.05
2016-12-07,469.6
2016-12-08,469.0
2016-12-09,467.6
2016-12-12,468.15
2016-12-13,471.8
2016-12-14,464.25
2016-12-15,465.3
2016-12-16,469.6
2016-12-19,457.8
2016-12-20,458.6
2016-12-21,460.0
2016-12-22,447.3
2016-12-23,450.15
2016-12-26,445.85
2016-12-27,450.05
2016-12-28,450.9
2016-12-29,465.65
2016-12-30,476.35
