Date,SUBEX
2016-01-01,12.45
2016-01-04,12.8
2016-01-05,13.55
2016-01-06,12.95
2016-01-07,12.15
2016-01-08,12.7
2016-01-11,13.2
2016-01-12,12.55
2016-01-13,11.95
2016-01-14,11.35
2016-01-15,10.35
2016-01-18,9.7
2016-01-19,10.05
2016-01-20,8.8
2016-01-21,8.75
2016-01-22,9.05
2016-01-25,9.35
2016-01-27,9.4
2016-01-28,9.3
2016-01-29,9.4
2016-02-01,10.25
2016-02-02,10.05
2016-02-03,9.7
2016-02-04,9.4
2016-02-05,9.8
2016-02-08,9.85
2016-02-09,9.95
2016-02-10,10.3
2016-02-11,9.6
2016-02-12,9.4
2016-02-15,9.75
2016-02-16,9.2
2016-02-17,9.15
2016-02-18,9.1
2016-02-19,9.15
2016-02-22,9.15
2016-02-23,8.95
2016-02-24,8.7
2016-02-25,8.7
2016-02-26,8.5
2016-02-29,8.45
2016-03-01,8.75
2016-03-02,9.0
2016-03-03,9.25
2016-03-04,9.35
2016-03-08,9.3
2016-03-09,9.25
2016-03-10,9.15
2016-03-11,9.0
2016-03-14,9.1
2016-03-15,8.9
2016-03-16,8.9
2016-03-17,8.7
2016-03-18,8.7
2016-03-21,8.85
2016-03-22,9.0
2016-03-23,8.9
2016-03-28,8.65
2016-03-29,8.4
2016-03-30,8.95
2016-03-31,8.9
2016-04-01,9.0
2016-04-04,9.1
2016-04-05,8.9
2016-04-06,9.7
2016-04-07,9.45
2016-04-08,10.15
2016-04-11,10.6
2016-04-12,10.5
2016-04-13,10.3
2016-04-18,10.0
2016-04-20,9.75
2016-04-21,9.3
2016-04-22,9.25
2016-04-25,9.5
2016-04-26,9.3
2016-04-27,9.2
2016-04-28,8.95
2016-04-29,8.85
2016-05-02,8.95
2016-05-03,8.9
2016-05-04,8.85
2016-05-05,8.7
2016-05-06,8.6
2016-05-09,8.65
2016-05-10,9.0
2016-05-11,9.55
2016-05-12,9.45
2016-05-13,9.2
2016-05-16,9.45
2016-05-17,9.55
2016-05-18,9.75
2016-05-19,10.0
2016-05-20,9.85
2016-05-23,10.05
2016-05-24,10.0
2016-05-25,9.95
2016-05-26,9.85
2016-05-27,9.85
2016-05-30,9.6
2016-05-31,9.35
2016-06-01,9.2
2016-06-02,9.15
2016-06-03,9.2
2016-06-06,9.15
2016-06-07,9.1
2016-06-08,9.6
2016-06-09,9.35
2016-06-10,9.5
2016-06-13,9.75
2016-06-14,10.2
2016-06-15,9.95
2016-06-16,10.0
2016-06-17,9.9
2016-06-20,10.45
2016-06-21,11.25
2016-06-22,10.6
2016-06-23,10.5
2016-06-24,10.15
2016-06-27,11.0
2016-06-28,10.9
2016-06-29,11.2
2016-06-30,12.15
2016-07-01,12.45
2016-07-04,12.4
2016-07-05,11.95
2016-07-07,12.85
2016-07-08,13.95
2016-07-11,13.65
2016-07-12,13.1
2016-07-13,13.75
2016-07-14,13.7
2016-07-15,13.1
2016-07-18,12.9
2016-07-19,12.85
2016-07-20,13.5
2016-07-21,13.05
2016-07-22,13.1
2016-07-25,13.05
2016-07-26,12.7
2016-07-27,12.55
2016-07-28,12.45
2016-07-29,12.8
2016-08-01,12.6
2016-08-02,12.15
2016-08-03,11.85
2016-08-04,12.15
2016-08-05,12.5
2016-08-08,12.55
2016-08-09,12.25
2016-08-10,11.3
2016-08-11,11.3
2016-08-12,11.45
2016-08-16,11.1
2016-08-17,11.05
2016-08-18,10.95
2016-08-19,12.2
2016-08-22,13.3
2016-08-23,13.1
2016-08-24,13.1
2016-08-25,12.5
2016-08-26,12.2
2016-08-29,12.3
2016-08-30,12.4
2016-08-31,12.25
2016-09-01,12.15
2016-09-02,12.05
2016-09-06,12.3
2016-09-07,12.85
2016-09-08,12.7
2016-09-09,12.75
2016-09-12,13.0
2016-09-14,12.35
2016-09-15,12.4
2016-09-16,12.35
2016-09-19,12.15
2016-09-20,11.95
2016-09-21,11.8
2016-09-22,11.95
2016-09-23,11.8
2016-09-26,11.6
2016-09-27,11.35
2016-09-28,11.65
2016-09-29,10.65
2016-09-30,11.0
2016-10-03,11.3
2016-10-04,11.35
2016-10-05,11.3
2016-10-06,11.0
2016-10-07,11.0
2016-10-10,11.0
2016-10-13,11.35
2016-10-14,11.45
2016-10-17,11.2
2016-10-18,11.4
2016-10-19,11.45
2016-10-20,11.9
2016-10-21,11.65
2016-10-24,11.9
2016-10-25,11.8
2016-10-26,11.6
2016-10-27,11.4
2016-10-28,11.55
2016-10-30,11.65
2016-11-01,11.6
2016-11-02,11.25
2016-11-03,11.25
2016-11-04,10.75
2016-11-07,10.85
2016-11-08,10.85
2016-11-09,10.1
2016-11-10,10.8
2016-11-11,10.4
2016-11-15,9.9
2016-11-16,9.85
2016-11-17,9.25
2016-11-18,9.4
2016-11-21,8.45
2016-11-22,8.95
2016-11-23,9.3
2016-11-24,9.15
2016-11-25,9.3
2016-11-28,9.45
2016-11-29,9.95
2016-11-30,10.3
2016-12-01,10.1
2016-12-02,10.05
2016-12-05,10.55
2016-12-06,10.0
2016-12-07,10.15
2016-12-08,10.2
2016-12-09,10.25
2016-12-12,9.95
2016-12-13,9.9
2016-12-14,9.8
2016-12-15,9.9
2016-12-16,9.8
2016-12-19,9.65
2016-12-20,9.55
2016-12-21,9.5
2016-12-22,9.3
2016-12-23,9.35
2016-12-26,9.1
2016-12-27,9.15
2016-12-28,9.2
2016-12-29,9.15
2016-12-30,9.25
