Date,BPCL
2016-01-01,896.05
2016-01-04,891.45
2016-01-05,902.65
2016-01-06,912.3
2016-01-07,884.25
2016-01-08,903.55
2016-01-11,888.05
2016-01-12,890.15
2016-01-13,895.9
2016-01-14,909.4
2016-01-15,932.55
2016-01-18,896.6
2016-01-19,895.8
2016-01-20,885.5
2016-01-21,875.55
2016-01-22,883.25
2016-01-25,877.9
2016-01-27,870.6
2016-01-28,868.9
2016-01-29,893.15
2016-02-01,880.15
2016-02-02,850.3
2016-02-03,829.55
2016-02-04,831.75
2016-02-05,843.0
2016-02-08,825.2
2016-02-09,824.9
2016-02-10,837.55
2016-02-11,817.75
2016-02-12,772.8
2016-02-15,779.75
2016-02-16,751.0
2016-02-17,780.95
2016-02-18,789.75
2016-02-19,765.85
2016-02-22,759.4
2016-02-23,736.05
2016-02-24,768.9
2016-02-25,764.15
2016-02-26,764.7
2016-02-29,769.25
2016-03-01,793.7
2016-03-02,786.6
2016-03-03,789.95
2016-03-04,815.2
2016-03-08,820.9
2016-03-09,799.35
2016-03-10,794.15
2016-03-11,803.65
2016-03-14,804.75
2016-03-15,810.9
2016-03-16,818.4
2016-03-17,864.85
2016-03-18,856.9
2016-03-21,870.05
2016-03-22,870.7
2016-03-23,868.5
2016-03-28,873.6
2016-03-29,874.0
2016-03-30,901.15
2016-03-31,904.3
2016-04-01,887.25
2016-04-04,887.0
2016-04-05,890.4
2016-04-06,890.15
2016-04-07,885.05
2016-04-08,899.65
2016-04-11,917.2
2016-04-12,920.85
2016-04-13,925.65
2016-04-18,969.9
2016-04-20,954.25
2016-04-21,970.75
2016-04-22,965.9
2016-04-25,978.3
2016-04-26,975.8
2016-04-27,982.35
2016-04-28,962.75
2016-04-29,978.0
2016-05-02,969.55
2016-05-03,953.9
2016-05-04,947.05
2016-05-05,938.8
2016-05-06,939.2
2016-05-09,937.0
2016-05-10,927.35
2016-05-11,919.55
2016-05-12,926.45
2016-05-13,927.8
2016-05-16,922.7
2016-05-17,945.3
2016-05-18,933.1
2016-05-19,943.25
2016-05-20,920.5
2016-05-23,921.9
2016-05-24,895.95
2016-05-25,917.4
2016-05-26,926.8
2016-05-27,1012.0
2016-05-30,999.45
2016-05-31,980.5
2016-06-01,987.1
2016-06-02,1003.1
2016-06-03,1012.5
2016-06-06,994.25
2016-06-07,976.25
2016-06-08,980.15
2016-06-09,997.45
2016-06-10,986.85
2016-06-13,1008.65
2016-06-14,991.15
2016-06-15,1011.0
2016-06-16,1011.5
2016-06-17,1004.95
2016-06-20,1004.8
2016-06-21,1008.55
2016-06-22,1009.35
2016-06-23,1023.85
2016-06-24,1013.45
2016-06-27,1038.2
2016-06-28,1051.7
2016-06-29,1054.35
2016-06-30,1072.15
2016-07-01,1091.95
2016-07-04,1106.15
2016-07-05,1097.95
2016-07-07,1114.1
2016-07-08,1114.7
2016-07-11,1133.3
2016-07-12,1120.55
2016-07-13,545.6
2016-07-14,553.4
2016-07-15,554.75
2016-07-18,556.15
2016-07-19,572.15
2016-07-20,574.5
2016-07-21,576.25
2016-07-22,583.2
2016-07-25,593.5
2016-07-26,588.35
2016-07-27,588.5
2016-07-28,583.8
2016-07-29,592.65
2016-08-01,594.6
2016-08-02,579.35
2016-08-03,572.9
2016-08-04,569.3
2016-08-05,586.55
2016-08-08,606.75
2016-08-09,595.65
2016-08-10,583.55
2016-08-11,596.85
2016-08-12,579.95
2016-08-16,596.4
2016-08-17,587.35
2016-08-18,587.1
2016-08-19,593.2
2016-08-22,597.5
2016-08-23,576.1
2016-08-24,581.75
2016-08-25,598.25
2016-08-26,595.75
2016-08-29,598.8
2016-08-30,608.25
2016-08-31,602.6
2016-09-01,586.8
2016-09-02,586.75
2016-09-06,598.6
2016-09-07,589.8
2016-09-08,587.2
2016-09-09,588.55
2016-09-12,565.9
2016-09-14,575.35
2016-09-15,568.15
2016-09-16,577.95
2016-09-19,585.2
2016-09-20,585.75
2016-09-21,586.8
2016-09-22,598.8
2016-09-23,604.65
2016-09-26,622.45
2016-09-27,610.75
2016-09-28,616.3
2016-09-29,610.15
2016-09-30,612.6
2016-10-03,627.75
2016-10-04,637.45
2016-10-05,649.9
2016-10-06,670.7
2016-10-07,663.55
2016-10-10,657.8
2016-10-13,657.1
2016-10-14,666.85
2016-10-17,659.1
2016-10-18,656.75
2016-10-19,660.6
2016-10-20,662.15
2016-10-21,668.25
2016-10-24,686.2
2016-10-25,685.45
2016-10-26,676.05
2016-10-27,676.6
2016-10-28,669.05
2016-10-30,669.25
2016-11-01,676.15
2016-11-02,660.15
2016-11-03,644.05
2016-11-04,643.5
2016-11-07,660.1
2016-11-08,660.55
2016-11-09,659.95
2016-11-10,664.55
2016-11-11,649.6
2016-11-15,643.6
2016-11-16,634.15
2016-11-17,635.5
2016-11-18,642.55
2016-11-21,633.85
2016-11-22,640.9
2016-11-23,633.9
2016-11-24,638.1
2016-11-25,639.4
2016-11-28,651.3
2016-11-29,643.8
2016-11-30,643.95
2016-12-01,628.9
2016-12-02,608.15
2016-12-05,604.2
2016-12-06,612.95
2016-12-07,632.15
2016-12-08,638.05
2016-12-09,634.65
2016-12-12,611.85
2016-12-13,628.65
2016-12-14,620.6
2016-12-15,615.65
2016-12-16,611.1
2016-12-19,611.85
2016-12-20,612.05
2016-12-21,613.8
2016-12-22,610.75
2016-12-23,610.9
2016-12-26,602.25
2016-12-27,615.55
2016-12-28,615.15
2016-12-29,639.65
2016-12-30,635.5
