Date,CARERATING
2016-01-01,1345.1
2016-01-04,1305.25
2016-01-05,1278.7
2016-01-06,1270.8
2016-01-07,1239.8
2016-01-08,1214.85
2016-01-11,1190.85
2016-01-12,1199.45
2016-01-13,1169.4
2016-01-14,1132.35
2016-01-15,1112.3
2016-01-18,1139.3
2016-01-19,1134.35
2016-01-20,1128.35
2016-01-21,1132.6
2016-01-22,1140.25
2016-01-25,1163.1
2016-01-27,1200.2
2016-01-28,1231.2
2016-01-29,1210.1
2016-02-01,1177.7
2016-02-02,1167.7
2016-02-03,1128.25
2016-02-04,1116.65
2016-02-05,1090.05
2016-02-08,1099.4
2016-02-09,1080.9
2016-02-10,1070.0
2016-02-11,1041.1
2016-02-12,995.15
2016-02-15,1003.55
2016-02-16,976.85
2016-02-17,936.5
2016-02-18,925.75
2016-02-19,909.6
2016-02-22,912.1
2016-02-23,909.0
2016-02-24,892.1
2016-02-25,898.7
2016-02-26,887.7
2016-02-29,928.8
2016-03-01,939.4
2016-03-02,960.8
2016-03-03,950.0
2016-03-04,943.15
2016-03-08,925.3
2016-03-09,917.25
2016-03-10,910.0
2016-03-11,898.15
2016-03-14,901.25
2016-03-15,899.15
2016-03-16,899.65
2016-03-17,921.75
2016-03-18,910.0
2016-03-21,906.15
2016-03-22,919.5
2016-03-23,910.4
2016-03-28,908.55
2016-03-29,939.3
2016-03-30,928.1
2016-03-31,936.6
2016-04-01,968.3
2016-04-04,1015.7
2016-04-05,1013.2
2016-04-06,1005.9
2016-04-07,991.65
2016-04-08,1026.4
2016-04-11,1007.05
2016-04-12,1036.5
2016-04-13,1063.7
2016-04-18,1104.15
2016-04-20,1126.6
2016-04-21,1123.75
2016-04-22,1107.9
2016-04-25,1056.2
2016-04-26,1059.25
2016-04-27,1064.35
2016-04-28,1033.55
2016-04-29,1011.0
2016-05-02,1034.25
2016-05-03,1004.7
2016-05-04,988.0
2016-05-05,982.0
2016-05-06,987.75
2016-05-09,1009.55
2016-05-10,991.8
2016-05-11,995.65
2016-05-12,1007.35
2016-05-13,997.05
2016-05-16,998.3
2016-05-17,995.95
2016-05-18,1006.05
2016-05-19,995.95
2016-05-20,995.05
2016-05-23,989.75
2016-05-24,988.9
2016-05-25,992.75
2016-05-26,994.9
2016-05-27,995.05
2016-05-30,996.3
2016-05-31,994.45
2016-06-01,990.4
2016-06-02,986.0
2016-06-03,985.35
2016-06-06,982.3
2016-06-07,991.2
2016-06-08,993.55
2016-06-09,993.75
2016-06-10,999.0
2016-06-13,1000.55
2016-06-14,1004.05
2016-06-15,1004.8
2016-06-16,988.75
2016-06-17,997.85
