Date,DREDGECORP
2016-01-01,382.85
2016-01-04,386.95
2016-01-05,408.05
2016-01-06,412.25
2016-01-07,394.75
2016-01-08,399.7
2016-01-11,401.1
2016-01-12,392.65
2016-01-13,379.0
2016-01-14,384.9
2016-01-15,365.75
2016-01-18,353.6
2016-01-19,356.95
2016-01-20,349.1
2016-01-21,348.7
2016-01-22,350.3
2016-01-25,345.95
2016-01-27,344.25
2016-01-28,343.15
2016-01-29,347.85
2016-02-01,351.6
2016-02-02,347.2
2016-02-03,332.75
2016-02-04,335.65
2016-02-05,336.25
2016-02-08,340.45
2016-02-09,335.3
2016-02-10,325.05
2016-02-11,313.1
2016-02-12,303.65
2016-02-15,314.85
2016-02-16,309.15
2016-02-17,307.1
2016-02-18,316.5
2016-02-19,309.5
2016-02-22,308.8
2016-02-23,300.0
2016-02-24,298.85
2016-02-25,297.55
2016-02-26,293.4
2016-02-29,293.6
2016-03-01,304.3
2016-03-02,312.4
2016-03-03,315.9
2016-03-04,314.95
2016-03-08,330.9
2016-03-09,322.0
2016-03-10,326.35
2016-03-11,322.05
2016-03-14,320.85
2016-03-15,322.0
2016-03-16,320.8
2016-03-17,327.6
2016-03-18,325.0
2016-03-21,375.5
2016-03-22,375.65
2016-03-23,376.15
2016-03-28,364.7
2016-03-29,355.2
2016-03-30,365.8
2016-03-31,379.3
2016-04-01,380.65
2016-04-04,391.55
2016-04-05,382.45
2016-04-06,386.65
2016-04-07,383.15
2016-04-08,381.7
2016-04-11,386.25
2016-04-12,389.1
2016-04-13,397.05
2016-04-18,407.4
2016-04-20,410.35
2016-04-21,410.2
2016-04-22,402.7
2016-04-25,395.0
2016-04-26,399.35
2016-04-27,398.95
2016-04-28,391.3
2016-04-29,389.75
2016-05-02,392.0
2016-05-03,390.4
2016-05-04,395.2
2016-05-05,388.25
2016-05-06,389.25
2016-05-09,392.1
2016-05-10,391.95
2016-05-11,388.45
2016-05-12,396.6
2016-05-13,393.65
2016-05-16,396.65
2016-05-17,393.05
2016-05-18,389.15
2016-05-19,386.6
2016-05-20,381.4
2016-05-23,380.1
2016-05-24,372.25
2016-05-25,378.65
2016-05-26,384.1
2016-05-27,385.65
2016-05-30,389.15
2016-05-31,384.35
2016-06-01,386.55
2016-06-02,388.8
2016-06-03,389.35
2016-06-06,377.75
2016-06-07,377.05
2016-06-08,383.5
2016-06-09,408.7
2016-06-10,395.3
2016-06-13,405.0
2016-06-14,402.0
2016-06-15,401.95
2016-06-16,396.85
2016-06-17,397.85
2016-06-20,412.45
2016-06-21,411.75
2016-06-22,414.8
2016-06-23,407.65
2016-06-24,398.6
2016-06-27,405.05
2016-06-28,427.4
2016-06-29,431.9
2016-06-30,430.65
2016-07-01,433.05
2016-07-04,435.1
2016-07-05,441.05
2016-07-07,450.6
2016-07-08,443.4
2016-07-11,446.05
2016-07-12,439.25
2016-07-13,433.1
2016-07-14,438.5
2016-07-15,435.1
2016-07-18,433.8
2016-07-19,437.3
2016-07-20,445.15
2016-07-21,445.0
2016-07-22,442.75
2016-07-25,439.6
2016-07-26,437.8
2016-07-27,425.3
2016-07-28,430.95
2016-07-29,423.55
2016-08-01,419.55
2016-08-02,415.15
2016-08-03,414.0
2016-08-04,411.3
2016-08-05,408.3
2016-08-08,413.05
2016-08-09,416.6
2016-08-10,407.1
2016-08-11,406.45
2016-08-12,400.35
2016-08-16,400.4
2016-08-17,397.85
2016-08-18,400.5
2016-08-19,421.4
2016-08-22,413.4
2016-08-23,411.65
2016-08-24,420.45
2016-08-25,430.75
2016-08-26,435.25
2016-08-29,435.3
2016-08-30,449.2
2016-08-31,452.35
2016-09-01,439.45
2016-09-02,447.5
2016-09-06,445.25
2016-09-07,437.35
2016-09-08,441.95
2016-09-09,446.25
2016-09-12,435.25
2016-09-14,417.25
2016-09-15,414.75
2016-09-16,416.25
2016-09-19,411.9
2016-09-20,407.7
2016-09-21,410.65
2016-09-22,409.75
2016-09-23,410.05
2016-09-26,411.4
2016-09-27,410.35
2016-09-28,415.2
2016-09-29,386.45
2016-09-30,391.6
2016-10-03,402.15
2016-10-04,399.15
2016-10-05,402.5
2016-10-06,401.8
2016-10-07,413.2
2016-10-10,407.0
2016-10-13,396.05
2016-10-14,400.3
2016-10-17,393.3
2016-10-18,400.8
2016-10-19,401.45
2016-10-20,399.45
2016-10-21,397.15
2016-10-24,394.5
2016-10-25,405.45
2016-10-26,408.6
2016-10-27,406.35
2016-10-28,409.95
2016-10-30,412.95
2016-11-01,411.2
2016-11-02,418.3
2016-11-03,408.9
2016-11-04,397.15
2016-11-07,399.5
2016-11-08,402.0
2016-11-09,399.05
2016-11-10,404.7
2016-11-11,395.1
2016-11-15,383.35
2016-11-16,379.95
2016-11-17,378.3
2016-11-18,381.5
2016-11-21,367.75
2016-11-22,371.7
2016-11-23,378.6
2016-11-24,383.25
2016-11-25,393.35
2016-11-28,412.45
2016-11-29,416.3
2016-11-30,413.7
2016-12-01,416.3
2016-12-02,407.65
2016-12-05,381.7
2016-12-06,380.8
2016-12-07,387.6
2016-12-08,386.5
2016-12-09,384.0
2016-12-12,387.25
2016-12-13,384.85
2016-12-14,384.35
2016-12-15,383.7
2016-12-16,391.3
2016-12-19,383.7
2016-12-20,384.2
2016-12-21,384.35
2016-12-22,376.85
2016-12-23,394.5
2016-12-26,381.7
2016-12-27,385.65
2016-12-28,383.7
2016-12-29,386.15
2016-12-30,382.65
