Date,SYNCOM
2016-01-01,11.15
2016-01-04,11.2
2016-01-05,11.75
2016-01-06,12.9
2016-01-07,12.65
2016-01-08,13.65
2016-01-11,14.8
2016-01-12,14.85
2016-01-13,14.15
2016-01-14,13.45
2016-01-15,12.8
2016-01-18,12.2
2016-01-19,11.6
2016-01-20,11.05
2016-01-21,10.5
2016-01-22,10.0
2016-01-25,10.5
2016-01-27,10.0
2016-01-28,9.5
2016-01-29,9.1
2016-02-01,9.35
2016-02-02,9.6
2016-02-03,9.15
2016-02-04,8.7
2016-02-05,8.6
2016-02-08,8.7
2016-02-09,8.3
2016-02-10,7.9
2016-02-11,7.55
2016-02-12,7.25
2016-02-15,6.95
2016-02-16,6.65
2016-02-17,6.85
2016-02-18,6.75
2016-02-19,6.75
2016-02-22,6.45
2016-02-23,6.15
2016-02-24,5.95
2016-02-25,5.95
2016-02-26,6.1
2016-02-29,6.05
2016-03-01,6.35
2016-03-02,6.65
2016-03-03,6.35
2016-03-04,6.3
2016-03-08,6.6
2016-03-09,6.45
2016-03-10,6.4
2016-03-11,6.55
2016-03-14,6.25
2016-03-15,6.15
2016-03-16,6.15
2016-03-17,6.1
2016-03-18,6.05
2016-03-21,6.0
2016-03-22,6.05
2016-03-23,6.05
2016-03-28,5.9
2016-03-29,5.65
2016-03-30,5.9
2016-03-31,6.15
2016-04-01,6.75
2016-04-04,7.4
2016-04-05,7.15
2016-04-06,7.5
2016-04-07,7.8
2016-04-08,7.7
2016-04-11,7.7
2016-04-12,7.55
2016-04-13,7.6
2016-04-18,7.4
2016-04-20,7.3
2016-04-21,7.1
2016-04-22,7.05
2016-04-25,6.95
2016-04-26,6.95
2016-04-27,6.7
2016-04-28,6.65
2016-04-29,6.7
2016-05-02,6.5
2016-05-03,6.65
2016-05-04,6.35
2016-05-05,6.45
2016-05-06,6.65
2016-05-09,6.7
2016-05-10,6.55
2016-05-11,6.35
2016-05-12,6.55
2016-05-13,6.55
2016-05-16,6.5
2016-05-17,6.45
2016-05-18,6.45
2016-05-19,6.25
2016-05-20,6.3
2016-05-23,6.15
2016-05-24,6.1
2016-05-25,6.1
2016-05-26,6.0
2016-05-27,6.6
2016-05-30,6.65
2016-05-31,7.1
2016-06-01,7.5
2016-06-02,7.15
2016-06-03,7.0
2016-06-06,6.85
2016-06-07,6.9
2016-06-08,6.85
2016-06-09,6.8
2016-06-10,6.9
2016-06-13,6.85
2016-06-14,7.25
2016-06-15,8.05
2016-06-16,7.85
2016-06-17,7.75
2016-06-20,7.9
2016-06-21,7.8
2016-06-22,7.7
2016-06-23,7.7
2016-06-24,7.45
2016-06-27,7.45
2016-06-28,7.55
2016-06-29,7.75
2016-06-30,8.35
2016-07-01,8.45
2016-07-04,9.05
2016-07-05,8.9
2016-07-07,8.95
2016-07-08,8.95
2016-07-11,9.25
2016-07-12,9.3
2016-07-13,9.0
2016-07-14,8.85
2016-07-15,8.8
2016-07-18,8.5
2016-07-19,8.45
2016-07-20,8.05
2016-07-21,8.05
2016-07-22,8.2
2016-07-25,9.3
2016-07-26,9.15
2016-07-27,8.95
2016-07-28,8.75
2016-07-29,8.55
2016-08-01,8.85
2016-08-02,8.6
2016-08-03,8.25
2016-08-04,8.25
2016-08-05,8.2
2016-08-08,8.0
2016-08-09,8.15
2016-08-10,8.1
2016-08-11,8.05
2016-08-12,8.05
2016-08-16,7.6
2016-08-17,7.6
2016-08-18,7.75
2016-08-19,7.6
2016-08-22,7.4
2016-08-23,7.45
2016-08-24,7.75
2016-08-25,7.6
2016-08-26,7.45
2016-08-29,7.45
2016-08-30,7.4
2016-08-31,7.15
2016-09-01,7.15
2016-09-02,7.2
2016-09-06,7.15
2016-09-07,7.0
2016-09-08,7.15
2016-09-09,7.15
2016-09-12,6.95
2016-09-14,7.5
2016-09-15,8.15
2016-09-16,7.85
2016-09-19,8.05
2016-09-20,7.85
2016-09-21,8.0
2016-09-22,7.6
2016-09-23,7.65
2016-09-26,7.5
2016-09-27,7.5
2016-09-28,7.8
2016-09-29,7.15
2016-09-30,7.5
2016-10-03,7.4
2016-10-04,7.4
2016-10-05,7.45
2016-10-06,7.3
2016-10-07,7.3
2016-10-10,7.3
2016-10-13,7.2
2016-10-14,7.45
2016-10-17,7.3
2016-10-18,7.4
2016-10-19,7.4
2016-10-20,8.85
2016-10-21,8.75
2016-10-24,8.7
2016-10-25,8.4
2016-10-26,8.65
2016-10-27,8.5
2016-10-28,8.45
2016-10-30,8.75
2016-11-01,8.65
2016-11-02,8.3
2016-11-03,8.25
2016-11-04,7.85
2016-11-07,7.95
2016-11-08,7.95
2016-11-09,7.7
2016-11-10,7.75
2016-11-11,7.45
2016-11-15,6.85
2016-11-16,6.75
2016-11-17,6.55
2016-11-18,6.45
2016-11-21,6.25
2016-11-22,6.3
2016-11-23,6.55
2016-11-24,6.55
2016-11-25,6.6
2016-11-28,6.75
2016-11-29,6.7
2016-11-30,6.85
2016-12-01,7.2
2016-12-02,6.95
2016-12-05,7.05
2016-12-06,6.9
2016-12-07,6.85
2016-12-08,6.75
2016-12-09,6.9
2016-12-12,6.9
2016-12-13,6.85
2016-12-14,6.7
2016-12-15,6.65
2016-12-16,6.55
2016-12-19,6.6
2016-12-20,6.5
2016-12-21,6.45
2016-12-22,6.4
2016-12-23,6.35
2016-12-26,6.25
2016-12-27,6.1
2016-12-28,6.1
2016-12-29,6.1
2016-12-30,6.25
