Date,PIIND
2016-01-01,663.15
2016-01-04,656.1
2016-01-05,674.9
2016-01-06,678.85
2016-01-07,686.2
2016-01-08,700.0
2016-01-11,696.2
2016-01-12,709.2
2016-01-13,682.15
2016-01-14,689.55
2016-01-15,654.3
2016-01-18,620.3
2016-01-19,614.05
2016-01-20,611.25
2016-01-21,633.0
2016-01-22,626.55
2016-01-25,629.55
2016-01-27,628.95
2016-01-28,632.05
2016-01-29,650.65
2016-02-01,648.9
2016-02-02,653.6
2016-02-03,644.2
2016-02-04,662.35
2016-02-05,667.2
2016-02-08,677.75
2016-02-09,659.95
2016-02-10,660.95
2016-02-11,643.85
2016-02-12,644.55
2016-02-15,628.6
2016-02-16,574.05
2016-02-17,557.75
2016-02-18,558.05
2016-02-19,556.95
2016-02-22,554.1
2016-02-23,549.5
2016-02-24,535.5
2016-02-25,526.0
2016-02-26,516.15
2016-02-29,577.05
2016-03-01,568.3
2016-03-02,574.0
2016-03-03,587.3
2016-03-04,589.35
2016-03-08,586.5
2016-03-09,584.0
2016-03-10,559.9
2016-03-11,572.45
2016-03-14,577.45
2016-03-15,583.65
2016-03-16,571.95
2016-03-17,573.45
2016-03-18,562.9
2016-03-21,576.45
2016-03-22,573.6
2016-03-23,579.0
2016-03-28,561.65
2016-03-29,559.2
2016-03-30,567.95
2016-03-31,568.45
2016-04-01,570.2
2016-04-04,571.65
2016-04-05,560.25
2016-04-06,555.95
2016-04-07,563.8
2016-04-08,583.3
2016-04-11,583.6
2016-04-12,613.4
2016-04-13,648.55
2016-04-18,655.65
2016-04-20,654.0
2016-04-21,651.7
2016-04-22,642.85
2016-04-25,622.85
2016-04-26,644.35
2016-04-27,634.5
2016-04-28,638.65
2016-04-29,642.25
2016-05-02,642.95
2016-05-03,642.85
2016-05-04,629.65
2016-05-05,608.8
2016-05-06,626.85
2016-05-09,625.1
2016-05-10,624.4
2016-05-11,628.8
2016-05-12,635.6
2016-05-13,626.25
2016-05-16,616.6
2016-05-17,619.15
2016-05-18,625.7
2016-05-19,622.05
2016-05-20,630.1
2016-05-23,629.45
2016-05-24,599.05
2016-05-25,635.7
2016-05-26,672.55
2016-05-27,671.75
2016-05-30,672.4
2016-05-31,676.05
2016-06-01,691.7
2016-06-02,681.05
2016-06-03,685.7
2016-06-06,687.55
2016-06-07,687.65
2016-06-08,682.6
2016-06-09,684.0
2016-06-10,678.75
2016-06-13,684.75
2016-06-14,678.7
2016-06-15,677.8
2016-06-16,678.05
2016-06-17,679.3
2016-06-20,677.05
2016-06-21,684.95
2016-06-22,684.1
2016-06-23,689.55
2016-06-24,703.95
2016-06-27,696.9
2016-06-28,712.3
2016-06-29,720.0
2016-06-30,722.7
2016-07-01,720.0
2016-07-04,720.45
2016-07-05,710.1
2016-07-07,708.15
2016-07-08,700.25
2016-07-11,721.55
2016-07-12,722.85
2016-07-13,725.2
2016-07-14,731.0
2016-07-15,739.6
2016-07-18,730.2
2016-07-19,734.15
2016-07-20,739.15
2016-07-21,737.3
2016-07-22,738.95
2016-07-25,738.85
2016-07-26,728.6
2016-07-27,750.95
2016-07-28,752.7
2016-07-29,755.05
2016-08-01,786.6
2016-08-02,792.95
2016-08-03,780.45
2016-08-04,776.25
2016-08-05,785.6
2016-08-08,769.45
2016-08-09,783.05
2016-08-10,790.35
2016-08-11,800.6
2016-08-12,800.1
2016-08-16,795.05
2016-08-17,794.4
2016-08-18,793.55
2016-08-19,790.15
2016-08-22,783.25
2016-08-23,786.1
2016-08-24,801.5
2016-08-25,814.3
2016-08-26,811.3
2016-08-29,803.75
2016-08-30,805.0
2016-08-31,806.95
2016-09-01,818.7
2016-09-02,823.3
2016-09-06,818.4
2016-09-07,852.95
2016-09-08,857.35
2016-09-09,840.8
2016-09-12,818.7
2016-09-14,811.65
2016-09-15,808.3
2016-09-16,808.85
2016-09-19,822.15
2016-09-20,815.5
2016-09-21,819.35
2016-09-22,822.15
2016-09-23,849.9
2016-09-26,842.15
2016-09-27,833.1
2016-09-28,812.8
2016-09-29,824.5
2016-09-30,831.4
2016-10-03,838.05
2016-10-04,839.85
2016-10-05,830.9
2016-10-06,825.15
2016-10-07,822.2
2016-10-10,824.9
2016-10-13,815.6
2016-10-14,809.5
2016-10-17,794.75
2016-10-18,791.05
2016-10-19,788.15
2016-10-20,788.9
2016-10-21,812.65
2016-10-24,826.35
2016-10-25,829.45
2016-10-26,864.95
2016-10-27,845.4
2016-10-28,863.6
2016-10-30,865.05
2016-11-01,908.5
2016-11-02,880.55
2016-11-03,901.15
2016-11-04,836.6
2016-11-07,849.15
2016-11-08,857.5
2016-11-09,860.5
2016-11-10,876.2
2016-11-11,837.8
2016-11-15,829.4
2016-11-16,792.95
2016-11-17,805.1
2016-11-18,772.55
2016-11-21,761.6
2016-11-22,797.45
2016-11-23,804.75
2016-11-24,815.3
2016-11-25,897.3
2016-11-28,880.95
2016-11-29,864.1
2016-11-30,869.9
2016-12-01,844.9
2016-12-02,830.9
2016-12-05,831.1
2016-12-06,833.3
2016-12-07,834.95
2016-12-08,847.05
2016-12-09,825.8
2016-12-12,819.45
2016-12-13,808.55
2016-12-14,805.0
2016-12-15,813.55
2016-12-16,811.95
2016-12-19,804.95
2016-12-20,800.1
2016-12-21,819.9
2016-12-22,828.85
2016-12-23,833.7
2016-12-26,805.2
2016-12-27,808.3
2016-12-28,809.5
2016-12-29,813.8
2016-12-30,831.1
