Date,8KMILES
2016-10-30,792.35
2016-11-01,784.85
2016-11-02,768.85
2016-11-03,767.65
2016-11-04,762.2
2016-11-07,766.5
2016-11-08,783.45
2016-11-09,745.45
2016-11-10,755.45
2016-11-11,721.15
2016-11-15,694.15
2016-11-16,677.95
2016-11-17,665.75
2016-11-18,649.3
2016-11-21,616.75
2016-11-22,591.3
2016-11-23,599.25
2016-11-24,631.25
2016-11-25,680.65
2016-11-28,715.1
2016-11-29,713.6
2016-11-30,719.55
2016-12-01,703.35
2016-12-02,683.3
2016-12-05,694.55
2016-12-06,693.55
2016-12-07,682.75
2016-12-08,692.2
2016-12-09,698.5
2016-12-12,691.0
2016-12-13,685.0
2016-12-14,681.2
2016-12-15,683.8
2016-12-16,683.45
2016-12-19,643.65
2016-12-20,670.05
2016-12-21,665.25
2016-12-22,654.3
2016-12-23,656.05
2016-12-26,632.35
2016-12-27,635.05
2016-12-28,641.9
2016-12-29,639.55
2016-12-30,646.15
