Date,VOLTAMP
2016-01-01,931.1
2016-01-04,886.15
2016-01-05,898.3
2016-01-06,871.9
2016-01-07,834.9
2016-01-08,849.05
2016-01-11,838.9
2016-01-12,851.65
2016-01-13,833.4
2016-01-14,871.65
2016-01-15,853.5
2016-01-18,830.75
2016-01-19,840.85
2016-01-20,863.2
2016-01-21,849.2
2016-01-22,875.9
2016-01-25,897.2
2016-01-27,890.3
2016-01-28,875.75
2016-01-29,873.65
2016-02-01,875.55
2016-02-02,846.65
2016-02-03,825.15
2016-02-04,815.65
2016-02-05,820.6
2016-02-08,829.95
2016-02-09,820.2
2016-02-10,796.4
2016-02-11,712.0
2016-02-12,721.9
2016-02-15,717.95
2016-02-16,698.95
2016-02-17,697.35
2016-02-18,718.3
2016-02-19,717.65
2016-02-22,724.1
2016-02-23,704.6
2016-02-24,691.1
2016-02-25,680.2
2016-02-26,686.55
2016-02-29,685.85
2016-03-01,716.4
2016-03-02,724.95
2016-03-03,728.9
2016-03-04,727.15
2016-03-08,714.25
2016-03-09,713.25
2016-03-10,713.35
2016-03-11,711.65
2016-03-14,723.9
2016-03-15,709.05
2016-03-16,714.55
2016-03-17,821.35
2016-03-18,788.95
2016-03-21,774.85
2016-03-22,796.9
2016-03-23,787.75
2016-03-28,763.1
2016-03-29,754.0
2016-03-30,788.85
2016-03-31,784.45
2016-04-01,796.2
2016-04-04,787.85
2016-04-05,770.5
2016-04-06,823.45
2016-04-07,798.65
2016-04-08,817.45
2016-04-11,821.9
2016-04-12,813.25
2016-04-13,819.5
2016-04-18,817.15
2016-04-20,820.05
2016-04-21,808.9
2016-04-22,811.2
2016-04-25,807.4
2016-04-26,822.7
2016-04-27,813.5
2016-04-28,812.0
2016-04-29,817.35
2016-05-02,813.1
2016-05-03,808.4
2016-05-04,785.5
2016-05-05,784.85
2016-05-06,776.95
2016-05-09,801.95
2016-05-10,799.3
2016-05-11,792.2
2016-05-12,806.75
2016-05-13,817.8
2016-05-16,813.75
2016-05-17,807.1
2016-05-18,795.65
2016-05-19,795.25
2016-05-20,776.55
2016-05-23,770.8
2016-05-24,748.9
2016-05-25,757.1
2016-05-26,785.8
2016-05-27,795.9
2016-05-30,795.15
2016-05-31,799.5
2016-06-01,792.65
2016-06-02,797.55
2016-06-03,792.85
2016-06-06,794.65
2016-06-07,794.0
2016-06-08,794.8
2016-06-09,796.05
2016-06-10,782.8
2016-06-13,779.7
2016-06-14,785.6
2016-06-15,798.9
2016-06-16,793.05
2016-06-17,792.9
2016-06-20,790.05
2016-06-21,794.85
2016-06-22,775.95
2016-06-23,779.95
2016-06-24,764.7
2016-06-27,780.25
2016-06-28,781.45
2016-06-29,797.7
2016-06-30,796.45
2016-07-01,795.3
2016-07-04,799.65
2016-07-05,793.4
2016-07-07,791.15
2016-07-08,787.0
2016-07-11,792.0
2016-07-12,799.2
2016-07-13,791.2
2016-07-14,790.8
2016-07-15,781.2
2016-07-18,782.25
2016-07-19,770.5
2016-07-20,773.05
2016-07-21,779.1
2016-07-22,785.0
2016-07-25,790.55
2016-07-26,793.6
2016-07-27,786.95
2016-07-28,782.05
2016-07-29,780.2
2016-08-01,795.0
2016-08-02,782.3
2016-08-03,772.55
2016-08-04,770.9
2016-08-05,773.6
2016-08-08,790.6
2016-08-09,794.35
2016-08-10,802.95
2016-08-11,815.2
2016-08-12,814.0
2016-08-16,774.95
2016-08-17,780.0
2016-08-18,787.6
2016-08-19,790.25
2016-08-22,786.55
2016-08-23,783.3
2016-08-24,777.6
2016-08-25,778.05
2016-08-26,774.25
2016-08-29,771.0
2016-08-30,781.55
2016-08-31,777.6
2016-09-01,803.4
2016-09-02,808.15
2016-09-06,808.35
2016-09-07,805.45
2016-09-08,820.25
2016-09-09,805.6
2016-09-12,799.75
2016-09-14,822.95
2016-09-15,828.15
2016-09-16,818.2
2016-09-19,816.9
2016-09-20,812.0
2016-09-21,810.05
2016-09-22,810.15
2016-09-23,812.1
2016-09-26,810.35
2016-09-27,810.3
2016-09-28,810.45
2016-09-29,767.0
2016-09-30,791.75
2016-10-03,794.05
2016-10-04,789.05
2016-10-05,802.25
2016-10-06,811.75
2016-10-07,812.65
2016-10-10,810.95
2016-10-13,791.85
2016-10-14,796.6
2016-10-17,798.4
2016-10-18,809.6
2016-10-19,810.5
2016-10-20,810.75
2016-10-21,811.15
2016-10-24,810.15
2016-10-25,811.35
2016-10-26,809.5
2016-10-27,810.3
2016-10-28,859.3
2016-10-30,865.75
2016-11-01,862.2
2016-11-02,839.0
2016-11-03,829.0
2016-11-04,809.25
2016-11-07,814.8
2016-11-08,818.9
2016-11-09,802.5
2016-11-10,930.2
2016-11-11,881.65
2016-11-15,822.0
2016-11-16,845.65
2016-11-17,832.15
2016-11-18,859.75
2016-11-21,835.55
2016-11-22,870.45
2016-11-23,865.55
2016-11-24,882.1
2016-11-25,885.75
2016-11-28,891.5
2016-11-29,910.9
2016-11-30,969.6
2016-12-01,944.1
2016-12-02,922.75
2016-12-05,928.5
2016-12-06,916.6
2016-12-07,916.7
2016-12-08,932.5
2016-12-09,920.8
2016-12-12,904.65
2016-12-13,934.5
2016-12-14,930.85
2016-12-15,917.1
2016-12-16,913.0
2016-12-19,889.1
2016-12-20,892.8
2016-12-21,895.15
2016-12-22,867.15
2016-12-23,904.4
2016-12-26,869.0
2016-12-27,884.8
2016-12-28,894.2
2016-12-29,898.15
2016-12-30,887.7
